ts_code,trade_date,total_mv,circ_mv,pe_ttm,pb
688200.SH,20240308,1185410.4741,1185410.4741,47.5158,3.6045
301261.SZ,20240308,410798.7761,97724.2304,37.1358,2.8561
002643.SZ,20240308,1378417.3217,1337700.7129,21.1111,2.0618
001211.SZ,20240308,112968.0,59107.8968,,1.2926
002466.SZ,20240308,8222520.1308,7388642.7299,5.0626,1.5629
603005.SH,20240308,1230179.701,1229343.6658,104.5071,3.0461
002956.SZ,20240308,255876.2087,254952.2989,21.8862,1.7657
600975.SH,20240308,1155343.5022,791965.1096,,3.3525
000710.SZ,20240308,278928.4359,240377.2726,,1.2862
300147.SZ,20240308,248640.9209,247178.0918,,1.102
603380.SH,20240308,316297.7474,315427.3992,21.7215,2.3851
002753.SZ,20240308,219400.958,141792.8336,48.6857,0.9794
002655.SZ,20240308,377772.232,371768.5135,123.8928,6.1807
600585.SH,20240308,12612340.138,9519292.138,10.5859,0.6848
300451.SZ,20240308,704851.7349,610450.4356,,1.5042
301358.SZ,20240308,2006720.6355,1016097.8369,8.2536,1.7848
605369.SH,20240308,512398.796,511540.0472,48.4083,3.2838
002364.SZ,20240308,337011.8461,333746.4521,,1.4918
300747.SZ,20240308,1191209.2353,1069992.5242,66.122,3.7333
601065.SH,20240308,620921.6923,154560.0,14.2747,1.562
002501.SZ,20240308,429550.0,428475.3997,,3.7704
300540.SZ,20240308,356592.5609,235925.6184,,3.4918
603856.SH,20240308,273599.139,273081.549,18.0185,1.2265
301090.SZ,20240308,1403122.7572,209478.304,24.2064,1.9405
002152.SZ,20240308,2967642.5631,2966149.787,30.2977,2.4707
002369.SZ,20240308,282344.2274,281966.4227,,3.1285
688109.SH,20240308,169983.9988,83419.2341,140.986,2.1826
600679.SH,20240308,525600.1421,319037.9542,,2.4466
603260.SH,20240308,6255056.9248,5683410.0679,22.5111,1.9509
300970.SZ,20240308,146771.307,86654.9208,16.8524,0.9249
601339.SH,20240308,844500.0,844500.0,7.8376,0.8408
002019.SZ,20240308,1450387.3703,1006867.2374,107.5421,1.6141
600439.SH,20240308,268280.5493,268280.5493,235.7664,0.9513
688106.SH,20240308,969503.7957,969503.7957,30.3868,3.2145
920300.BJ,20240308,84988.6547,51705.8279,,2.9246
001379.SZ,20240308,354400.0,86824.6048,28.7178,2.5156
000426.SZ,20240308,1820657.489,1464578.9432,37.3863,2.998
688235.SH,20240308,17190063.5005,1457980.2547,,6.8477
002085.SZ,20240308,1864255.2226,1864255.2226,24.8052,2.8481
600600.SH,20240308,10696667.0147,5525540.2642,24.5824,3.8064
000568.SZ,20240308,24409973.1733,24331657.8166,19.199,6.3142
605388.SH,20240308,374960.0,374960.0,46.7326,1.9115
605255.SH,20240308,187309.76,187309.76,71.4187,2.2412
603618.SH,20240308,338774.0518,338774.0518,21.4104,1.2359
600790.SH,20240308,520355.7794,520355.7794,6.986,0.8625
603817.SH,20240308,274125.5627,274125.5627,15.9133,1.0546
002620.SZ,20240308,142692.732,119104.0695,,2.6711
603228.SH,20240308,1799926.4538,1799926.4538,17.6589,2.235
600100.SH,20240308,2271501.8494,2009523.4888,,1.5665
600162.SH,20240308,493534.1564,493534.1564,27.1352,0.7799
920195.BJ,20240308,108127.09,43269.587,12.8414,1.5841
002889.SZ,20240308,403865.6986,262418.5714,25.8373,1.8347
000012.SZ,20240308,1744153.1168,1111556.9141,9.4108,1.258
301121.SZ,20240308,213754.8125,89247.1648,,1.3183
301056.SZ,20240308,208360.3869,52090.0969,27.4402,2.6134
600278.SH,20240308,528876.3884,519448.1284,20.7255,0.7368
601098.SH,20240308,2359944.0,2359944.0,12.8316,1.5321
000897.SZ,20240308,339627.1691,339621.3731,5.2086,1.2714
600567.SH,20240308,822585.1534,822585.1534,,0.6364
920475.BJ,20240308,79999.92,35369.8154,23.6181,2.2122
301280.SZ,20240308,393145.2024,106133.4024,28.9378,2.3177
920023.BJ,20240308,92299.728,69313.7501,30.3026,0.775
301139.SZ,20240308,369605.632,218039.4917,31.8162,1.9478
301218.SZ,20240308,312697.68,153662.9633,87.6004,3.4494
920866.BJ,20240308,111727.658,40391.4686,20.7078,1.462
002484.SZ,20240308,1547530.0084,1442999.0025,21.4054,2.8922
600221.SH,20240308,6050188.5549,4602174.7318,40.9569,16.0474
002572.SZ,20240308,1523540.6134,1010572.6427,12.5572,2.2721
002112.SZ,20240308,232202.88,232202.88,42.7231,4.7705
600187.SH,20240308,374397.2159,374397.2159,42.1493,1.1611
002759.SZ,20240308,422335.6404,339036.0193,452.5575,0.9083
000716.SZ,20240308,367702.9004,341937.5672,,1.4417
603519.SH,20240308,340899.6339,340899.6339,5.0304,2.3567
300925.SZ,20240308,426136.6913,316631.6227,39.3562,2.1255
300153.SZ,20240308,195840.0,194634.4322,63.8101,2.381
000861.SZ,20240308,366349.7345,348472.4195,,1.1599
688035.SH,20240308,569102.24,323427.5087,55.3424,2.5068
301025.SZ,20240308,338261.443,83827.7763,110.5993,5.3679
002083.SZ,20240308,343020.507,342889.7775,15.5866,0.8753
301311.SZ,20240308,532560.0,193590.8124,58.068,2.9316
600335.SH,20240308,1079959.4356,1079959.4356,33.7588,0.9495
301293.SZ,20240308,1146555.2638,260481.7885,145.334,4.9326
300537.SZ,20240308,314791.508,215280.2814,196.1628,3.9352
300658.SZ,20240308,167380.3448,113377.7266,42.5752,1.1992
002733.SZ,20240308,535211.3738,509510.9013,23.4634,1.9233
688071.SH,20240308,257421.6021,162754.8899,279.7909,2.4146
601665.SH,20240308,2098371.1666,1117017.9572,4.9563,0.5829
300523.SZ,20240308,477837.7085,477264.2768,,3.3177
603197.SH,20240308,996191.884,988110.234,22.7451,3.4424
000977.SZ,20240308,6200633.1339,6191165.2486,46.9462,3.6499
300795.SZ,20240308,607256.3213,348566.1509,41.9086,11.0639
600196.SH,20240308,6488584.0703,5143690.8671,18.2289,1.4131
002329.SZ,20240308,376298.3621,285199.4059,29.1065,1.9973
600757.SH,20240308,991552.273,991427.1332,11.4505,1.1151
002949.SZ,20240308,201333.6572,153133.6459,18.8299,1.4375
601816.SH,20240308,24700561.7593,24700561.7593,30.1749,1.2833
688329.SH,20240308,131162.8,77582.2865,48.2738,1.6483
603050.SH,20240308,417171.9352,417171.9352,23.1044,2.8601
603311.SH,20240308,188471.2417,188471.2417,56.809,1.525
920275.BJ,20240308,63469.9296,35716.98,113.8152,2.7735
300953.SZ,20240308,470642.6702,208710.82,196.672,1.9173
600246.SH,20240308,1337508.0604,1337508.0604,,2.4975
600739.SH,20240308,1610784.4362,1610784.4362,25.3038,0.5525
300790.SZ,20240308,387220.9103,288886.9085,42.7091,2.0848
300054.SZ,20240308,1962392.6363,1526418.2832,72.277,4.4099
688049.SH,20240308,353312.0,263204.1184,54.3067,1.9523
301069.SZ,20240308,633063.2,211362.2,35.3026,4.2457
688130.SH,20240308,201144.32,48274.6368,,1.5831
688319.SH,20240308,403315.1919,286208.1698,231.6519,4.4357
688395.SH,20240308,141900.0,64487.808,28.0083,1.9523
600963.SH,20240308,842005.7209,830714.6201,32.6745,0.9261
600599.SH,20240308,152554.0,152554.0,23.9066,1.8293
688720.SH,20240308,369278.6695,69682.9975,111.8074,3.6324
600284.SH,20240308,584094.112,584094.112,10.1212,0.7766
000651.SZ,20240308,23071869.3209,22874671.9187,8.7744,2.0533
300931.SZ,20240308,140245.264,114674.1892,,2.0067
002809.SZ,20240308,166289.7563,108804.3233,17.8973,1.0562
688103.SH,20240308,310924.784,205793.5501,45.2031,2.8788
600826.SH,20240308,453559.356,358199.9404,12.5025,1.1709
002182.SZ,20240308,1217778.3428,957823.4239,50.7912,2.3545
001209.SZ,20240308,226613.6466,69415.9811,38.7155,1.8021
601200.SH,20240308,992844.8106,992844.8106,18.4491,0.9339
300866.SZ,20240308,3375377.9541,1851967.3376,22.1183,4.4579
000729.SZ,20240308,2361935.9678,2103011.3789,37.1468,1.6685
000538.SZ,20240308,9270013.8903,9210337.8904,19.2336,2.3241
002134.SZ,20240308,187091.6734,186489.8746,85.4503,4.1552
300727.SZ,20240308,261312.808,233112.8555,32.7575,3.1574
000993.SZ,20240308,429100.5133,412043.475,14.727,1.6876
600315.SH,20240308,1236813.4399,1231272.521,22.3673,1.6327
301026.SZ,20240308,268600.0016,138265.1103,22.4256,1.8564
000810.SZ,20240308,1351503.8846,1313106.3393,23.9643,2.1664
301078.SZ,20240308,786805.9436,450351.457,90.1589,2.5403
301167.SZ,20240308,134400.0,79914.564,21.07,1.4607
001286.SZ,20240308,3697500.0,739500.0,13.9522,1.6058
600203.SH,20240308,359350.7777,359350.7777,,1.6197
000852.SZ,20240308,618316.9948,584512.533,68.0391,2.0253
002390.SZ,20240308,740607.5617,697323.0074,32.1972,1.0789
300708.SZ,20240308,619317.1669,460134.1649,51.1183,2.2297
301171.SZ,20240308,921121.2866,602728.8488,47.843,2.7333
001309.SZ,20240308,1029082.7586,609515.5955,411.6584,9.1716
603416.SH,20240308,415073.68,415073.68,20.9934,1.945
000550.SZ,20240308,2286653.886,1373408.9108,18.94,2.3105
300173.SZ,20240308,304911.1647,304804.0955,,3.4994
002455.SZ,20240308,299551.5247,251378.955,,1.4552
600512.SH,20240308,342165.206,338650.2043,10.1007,0.5486
601877.SH,20240308,4489196.1909,4489196.1909,11.8157,1.1766
600126.SH,20240308,1732497.9996,1732497.9996,250.2846,0.8616
300151.SZ,20240308,762551.6536,485691.4042,127.9484,4.829
000726.SZ,20240308,510894.5038,362483.3119,8.4724,0.5675
002813.SZ,20240308,359400.0,353658.9923,,9.608
002274.SZ,20240308,739987.3299,728825.324,12.7004,1.421
601228.SH,20240308,2338804.7188,2024615.5298,22.1536,1.1675
601326.SH,20240308,1776797.016,1512903.762,11.995,0.9707
300587.SZ,20240308,460579.1206,400444.3687,153.5755,1.5719
688070.SH,20240308,259587.12,259587.12,,4.2519
002997.SZ,20240308,525630.3204,525630.3204,27.9709,3.2429
002170.SZ,20240308,459896.6402,366474.995,20.0543,1.9408
300075.SZ,20240308,903123.2497,747924.1156,34.9152,2.1957
000820.SZ,20240308,208379.1876,94063.8128,,29.9532
000901.SZ,20240308,634570.1178,634563.7379,228.0792,1.4742
