ts_code,trade_date,total_mv,circ_mv
002160.SZ,20080214,373830.0,93457.5
002161.SZ,20080214,343534.2,86151.1
002162.SZ,20080214,434720.0,108680.0
002163.SZ,20080214,254456.0,63614.0
002164.SZ,20080214,329880.0,82470.0
002165.SZ,20080214,420000.0,106400.0
600022.SH,20080214,2755929.6,1000688.3379
600026.SH,20080214,12622170.0,1713442.5
600027.SH,20080214,5087816.149,964059.5671
600028.SH,20080214,161786751.174,15859187.1941
600029.SH,20080214,9728171.872,2224000.0
600030.SH,20080214,23488431.473,19778191.2144
600182.SH,20080214,412420.0,206210.0
600183.SH,20080214,1311122.1101,827203.1723
600184.SH,20080214,166005.0,88427.3063
600185.SH,20080214,421655.4056,309356.2544
600186.SH,20080214,608539.9302,391072.5
600188.SH,20080214,9900739.2,724680.0
600189.SH,20080214,539959.5,319176.06
600048.SH,20080214,9022170.5813,3869881.7584
600201.SH,20080214,502097.0948,418564.4061
600202.SH,20080214,684115.6608,398940.073
600206.SH,20080214,314215.0,190154.25
600207.SH,20080214,353760.0,212168.8359
600208.SH,20080214,2920614.8692,482454.2078
600209.SH,20080214,256382.5227,130677.3
600067.SH,20080214,992849.8111,630703.2032
600068.SH,20080214,2584715.1063,1208072.7369
600069.SH,20080214,731359.2,483718.4352
600070.SH,20080214,124216.6961,98574.0476
600071.SH,20080214,217524.7697,139812.1797
600072.SH,20080214,1188825.0317,713240.9856
600073.SH,20080214,407008.8,220839.96
600074.SH,20080214,418565.4264,274570.0458
600075.SH,20080214,837272.128,475020.288
600567.SH,20080214,295297.7371,254360.7194
600568.SH,20080214,137762.3268,93738.3791
600569.SH,20080214,2458210.7038,1227651.7596
600570.SH,20080214,641943.12,545587.4577
600571.SH,20080214,161869.6602,133706.9802
600572.SH,20080214,450540.0,206203.4501
600573.SH,20080214,268500.0,121379.9702
600814.SH,20080214,282448.5491,206730.7679
600815.SH,20080214,920710.131,299575.9569
600816.SH,20080214,1406377.9825,940029.6413
600817.SH,20080214,159494.0738,111394.8845
600818.SH,20080214,352264.4042,44984.737
600819.SH,20080214,949162.6064,91929.9323
600820.SH,20080214,883737.4588,560456.524
600960.SH,20080214,156093.462,78555.9656
600983.SH,20080214,274392.0,101300.706
600984.SH,20080214,175387.884,96276.0514
600985.SH,20080214,123930.0,75925.5754
600986.SH,20080214,351865.5585,220349.353
600987.SH,20080214,270414.0,134294.0
600988.SH,20080214,101231.9845,34602.9077
600990.SH,20080214,115248.0,64742.0673
601007.SH,20080214,363600.0,133318.788
601008.SH,20080214,596288.0,199650.0
601009.SH,20080214,3071048.2405,1053360.0
601088.SH,20080214,116274721.1799,10522800.0
601099.SH,20080214,5284146.4217,147630.0
601111.SH,20080214,27859597.8088,2931186.0
601166.SH,20080214,22400000.0,17830400.0
601168.SH,20080214,8245180.0,1591600.0
000683.SZ,20080214,1078700.0,505278.26
000685.SZ,20080214,596243.835,418230.3465
