ts_code,total_mv,circ_mv
002548.SZ,311571.2456,311330.4674
301131.SZ,219987.3861,141769.2654
000605.SZ,252150.899,252150.899
000913.SZ,816773.661,713063.3318
601233.SH,2582733.4762,2573194.5519
920357.BJ,200840.64,111642.6168
000967.SZ,2106017.3065,2105014.686
600062.SH,2039236.0927,2027054.3055
601111.SH,13854046.274,9240658.9224
601216.SH,4624033.5297,4624033.5297
002175.SZ,557953.1777,557953.1777
688576.SH,290199.3827,138990.9003
301040.SZ,207501.882,195531.9852
605186.SH,281384.0,281384.0
688603.SH,549835.6504,203165.1016
688321.SH,950981.3844,950981.3844
605368.SH,713205.5743,668279.5305
688359.SH,496308.8466,496308.8466
603058.SH,340534.0656,339681.9966
002922.SZ,623966.5477,592209.6192
603786.SH,2174782.3305,2166859.9185
301585.SZ,366808.0,86959.8815
920271.BJ,240714.32,106508.273
003003.SZ,212511.5566,139556.4455
300424.SZ,384831.7939,384093.9464
002533.SZ,734675.0031,638283.0784
000761.SZ,1511829.3583,1364629.3583
300712.SZ,445234.2871,442942.012
688692.SH,2455156.44,1585675.7087
000935.SZ,1369611.9574,1369611.9574
002150.SZ,392656.5518,387588.8238
301191.SZ,568535.058,371400.3026
688439.SH,1069200.0,609003.7141
000915.SZ,690106.2233,689715.5691
600243.SH,140432.0,140432.0
300759.SZ,4529064.0022,3615172.6093
601059.SH,5289333.0,1127999.6
600054.SH,848997.6682,597481.2
603579.SH,411561.5295,411561.5295
002528.SZ,322443.5971,282380.2236
002271.SZ,2615626.3533,2096629.2208
301152.SZ,292337.8972,172515.4347
688520.SH,2190161.0415,2190161.0415
002823.SZ,442969.7122,295022.9235
301070.SZ,460623.3332,303006.254
000545.SZ,257563.4381,257190.2081
920062.BJ,202446.1105,143384.1117
600643.SH,863498.5617,861970.6301
600875.SH,5566971.6553,3322716.8165
002299.SZ,1861370.2416,1861267.5863
603613.SH,1755950.6503,1755950.6503
600688.SH,2993823.4645,2074054.2205
688153.SH,1265550.5565,472551.1482
002806.SZ,239995.2546,193064.6426
000020.SZ,357349.4685,228630.7234
300927.SZ,499629.96,487615.808
600257.SH,251205.8121,251205.8121
002061.SZ,1049526.712,1021461.1947
603816.SH,2063769.6042,2039349.406
002878.SZ,593646.1837,530716.3726
605136.SH,464932.3185,464932.3185
300291.SZ,493550.1771,486784.8095
002232.SZ,740289.8005,740289.8005
688279.SH,1812631.3325,1096217.8226
000546.SZ,377937.0553,338598.7301
002169.SZ,479014.9055,464308.4678
002977.SZ,461621.16,256021.3133
688065.SH,3478059.3867,2813048.9041
002563.SZ,1435950.0553,1173503.1738
300044.SZ,284159.3528,284117.793
603219.SH,808977.4,808977.4
002264.SZ,490944.3577,446561.8764
688687.SH,488730.1025,488730.1025
300615.SZ,245705.884,167449.4644
688459.SH,462240.0,169088.3242
603688.SH,1729037.0985,1729037.0985
688582.SH,2719256.4688,1676055.5464
300489.SZ,633295.041,630619.1198
600000.SH,36572815.029,36572815.029
301156.SZ,310711.7777,142076.2187
601901.SH,6429271.1895,6429271.1895
002026.SZ,517461.5766,497099.738
688249.SH,4148687.5047,2454223.1873
002412.SZ,327583.2,324097.095
601777.SH,3978568.0625,3978568.0625
920699.BJ,213480.7787,97675.5287
301360.SZ,248777.76,129659.2
000333.SZ,55429707.6293,49928191.8566
605228.SH,470143.6265,466855.3415
300511.SZ,391312.2653,335569.1842
301148.SZ,257458.5468,84194.5468
000610.SZ,305641.5402,304036.0436
300497.SZ,520304.573,426234.7416
002570.SZ,673947.0398,629384.6139
600793.SH,490024.0855,490024.0855
920580.BJ,127624.0,82960.8845
002229.SZ,779516.8276,774761.1169
000619.SZ,275289.3505,224640.0
002790.SZ,312568.4804,195001.73
300097.SZ,147160.3312,137705.0735
601918.SH,1712348.1298,1712348.1298
002985.SZ,886049.112,528882.0746
002538.SZ,439581.2179,439578.3597
603053.SH,837334.38,837334.38
603679.SH,231895.5618,231895.5618
600619.SH,1168872.0581,859411.355
300679.SZ,1909573.8582,1612035.5497
603757.SH,366892.6402,366892.6402
603516.SH,737328.0187,737328.0187
600771.SH,1027931.3961,1027931.3961
000962.SZ,837742.3467,832253.2565
002920.SZ,5504542.1166,5486554.1192
605500.SH,310800.0,310800.0
688039.SH,360820.1082,360820.1082
300852.SZ,434760.0034,417776.0659
002652.SZ,162324.288,162324.288
920662.BJ,223515.1551,62754.4939
600575.SH,1406826.5055,1406826.5055
000509.SZ,351986.0011,351984.937
603081.SH,484543.2695,481066.0835
600200.SH,180174.4135,179852.5084
601698.SH,8153063.8452,8153063.8452
002847.SZ,2439741.449,2188856.2923
920504.BJ,118516.0285,46762.2177
301536.SZ,2573518.72,1140428.1174
300977.SZ,267005.6792,166159.3737
300185.SZ,1048289.4618,981018.9788
002746.SZ,509438.9264,420128.3264
301003.SZ,298546.7457,230661.7606
600066.SH,5433006.8532,5433006.8532
301068.SZ,457439.0569,326217.826
300870.SZ,1204368.9794,1204368.9794
920082.BJ,278790.89,62205.372
600782.SH,1151308.6865,1151308.6865
301018.SZ,905110.8227,676914.3584
300259.SZ,407090.9276,406997.5644
603676.SH,488251.203,488251.203
605303.SH,194936.0263,194936.0263
301413.SZ,706624.6543,378189.2536
688539.SH,479115.84,269863.44
688479.SH,270739.4424,116907.4424
000552.SZ,1289784.4271,897912.5098
688719.SH,450118.5156,340040.7218
002709.SZ,3353930.8825,2426352.7103
920857.BJ,141131.6389,141131.6389
000068.SZ,338241.6119,338241.6119
301135.SZ,265381.056,144698.167
603026.SH,705934.44,705934.44
002079.SZ,763961.375,763243.9048
688335.SH,178973.8217,178973.8217
002558.SZ,3623787.8944,3623787.8944
603205.SH,471360.0,117840.0
600458.SH,1063538.1161,1043733.6749
002584.SZ,571756.4443,422546.6829
002318.SZ,2353027.0938,2299066.7082
000823.SZ,571895.5279,571847.0832
920429.BJ,357315.0,325139.1172
000551.SZ,510181.5309,508524.2716
600792.SH,371824.406,355055.8179
603382.SH,1014463.9067,198810.2534
300176.SZ,267998.3136,267998.3136
