ts_code,trade_date,total_mv,circ_mv,pe_ttm,pb
600131.SH,20260313,2639976.1619,2634579.0432,38.9262,4.2799
920263.BJ,20260313,168502.7749,122394.3282,88.3875,2.9016
002799.SZ,20260313,286115.76,286112.0052,,2.2524
603390.SH,20260313,428312.1165,426925.9948,67.1448,2.6507
688612.SH,20260313,1211034.4151,729624.551,21.737,3.3398
002628.SZ,20260313,392935.1154,391214.3122,,1.3715
301584.SZ,20260313,1223843.1186,146481.293,40.843,5.8917
301132.SZ,20260313,587310.0635,375716.793,42.9131,3.2343
301314.SZ,20260313,266968.0,78520.0,178.8854,2.5507
688662.SH,20260313,537381.6,537381.6,134.7263,7.3552
002576.SZ,20260313,315010.8,309148.6055,37.1809,2.4117
600665.SH,20260313,304171.1274,304171.1274,,1.1452
300629.SZ,20260313,669037.7313,576995.3725,356.3305,3.9322
920690.BJ,20260313,185109.6,120332.6314,25.1514,3.0612
600568.SH,20260313,609818.1224,510734.5874,,3.5531
002601.SZ,20260313,4658820.7014,3883775.8438,36.4146,2.0063
300382.SZ,20260313,805312.7925,805236.0717,,3.4999
600774.SH,20260313,279395.6847,279215.4981,,1.6732
301362.SZ,20260313,1081031.76,306431.76,55.8267,4.3381
600318.SH,20260313,446073.0398,446073.0398,119.0824,4.0806
603318.SH,20260313,475909.621,393882.8528,,2.4908
300110.SZ,20260313,391312.497,390860.5579,,2.8871
301129.SZ,20260313,378202.4642,184464.1975,54.5613,2.2443
002171.SZ,20260313,2012442.9613,2001039.4228,35.3803,2.32
002775.SZ,20260313,283775.7202,254866.8922,,7.9897
001227.SZ,20260313,1344184.5316,995330.0073,7.084,0.4459
301508.SZ,20260313,718724.8508,187040.9156,47.3105,3.5204
000750.SZ,20260313,2592786.8377,2353258.8147,33.8359,1.1496
300190.SZ,20260313,403885.806,402610.2952,,1.2825
301458.SZ,20260313,970133.4546,427399.4687,75.4473,5.866
600678.SH,20260313,400640.52,400640.52,210.4816,14.2097
300973.SZ,20260313,625035.863,430098.4663,19.988,2.5815
603908.SH,20260313,232724.343,232724.343,83.1675,4.3663
300287.SZ,20260313,678884.5112,623518.9909,,6.315
603169.SH,20260313,1672053.5014,1672053.5014,235.9132,5.0517
605507.SH,20260313,1634558.7375,1634558.7375,18.7245,1.9761
002082.SZ,20260313,1132236.4408,1024071.1586,,4.5579
601108.SH,20260313,3854323.7191,3854323.7191,13.2665,1.0515
920519.BJ,20260313,114518.1474,80821.7562,53.007,2.1858
301229.SZ,20260313,339565.9759,241496.2355,87.7193,2.7168
301378.SZ,20260313,328150.2,155971.6618,,2.5139
920981.BJ,20260313,229862.808,112152.7117,237.3618,4.5199
601100.SH,20260313,14440642.0838,14440642.0838,51.4979,8.6711
688075.SH,20260313,501722.9141,501722.9141,68.3713,0.9704
600478.SH,20260313,1302452.9963,1302452.9963,68.8335,4.4874
688600.SH,20260313,357785.7494,357785.7494,62.7882,4.5154
301336.SZ,20260313,222480.0,169253.3119,70.5561,2.684
301285.SZ,20260313,1628559.6,618578.487,,15.9826
920036.BJ,20260313,302639.7799,72633.7614,38.2394,5.1304
603266.SH,20260313,399961.2543,399961.2543,36.258,2.547
603076.SH,20260313,320220.6656,320220.6656,225.9858,2.4697
300880.SZ,20260313,456230.9606,456182.3022,51.2638,4.3535
300175.SZ,20260313,306020.0,306020.0,,5.9295
301281.SZ,20260313,537226.69,341574.772,102.8454,3.9189
300508.SZ,20260313,444093.0264,334533.3086,51.01,5.2455
002058.SZ,20260313,304110.4638,303409.6957,16.1417,76.0059
688303.SH,20260313,5105589.6231,5105589.6231,,1.3084
600262.SH,20260313,457810.0,457810.0,18.1824,2.6004
002375.SZ,20260313,561458.5327,555926.5595,17.8343,0.6852
000799.SZ,20260313,1537888.8623,1537753.9718,,4.0877
300333.SZ,20260313,336000.0,334780.067,,5.7934
301230.SZ,20260313,552623.3692,497313.071,151.0349,5.5108
002386.SZ,20260313,838260.715,838104.5218,,1.1156
300720.SZ,20260313,958406.345,858938.4917,247.582,16.3683
600006.SH,20260313,1380000.0,1380000.0,56.2482,1.6492
603520.SH,20260313,433148.9624,433148.9624,,1.6657
300703.SZ,20260313,381167.9579,358494.9249,29.8032,4.0851
002983.SZ,20260313,573247.3002,328467.7186,41.6191,4.2783
002668.SZ,20260313,1040746.9709,1040746.9709,9.2644,2.9365
920694.BJ,20260313,262063.5364,123981.0349,29.5181,2.9588
300656.SZ,20260313,399748.1682,310449.4757,,4.0805
300477.SZ,20260313,307669.3632,284374.1104,,3.1199
301161.SZ,20260313,389880.0,389880.0,53.712,4.2305
300893.SZ,20260313,1030196.7573,546401.614,30.9621,5.3198
300853.SZ,20260313,318291.5622,238818.3103,,5.2172
301516.SZ,20260313,531368.4222,132842.106,,4.1171
688301.SH,20260313,2468457.2487,2339471.4562,37.329,4.1698
603886.SH,20260313,306480.0,306480.0,24.2419,1.9749
001324.SZ,20260313,289938.0,171554.2136,60.2266,2.5574
605099.SH,20260313,1645147.2786,1640707.1618,25.996,5.4748
000019.SZ,20260313,874774.2578,315908.2529,26.9764,1.7534
605177.SH,20260313,259281.0289,254439.8762,,1.5253
002315.SZ,20260313,1327949.3476,846891.6825,26.3414,4.8434
603097.SH,20260313,616186.5183,596971.8683,60.8578,5.6725
600763.SH,20260313,1987305.5468,1987305.5468,38.4647,4.5751
603000.SH,20260313,2243447.1526,2243447.1526,120.155,6.1092
603801.SH,20260313,412199.4758,412199.4758,14.097,1.2424
300095.SZ,20260313,436473.6804,351937.4351,,2.6131
603060.SH,20260313,547497.2251,547497.2251,46.853,2.7729
600422.SH,20260313,919725.5448,919725.5448,26.2823,1.7152
603320.SH,20260313,345124.3137,345124.3137,46.0106,2.9635
002451.SZ,20260313,486940.35,485259.645,369.677,6.2827
300471.SZ,20260313,722633.9695,563385.0138,1026.046,4.6105
000677.SZ,20260313,433716.9299,433716.9299,588.1806,8.5408
002483.SZ,20260313,700310.0463,699348.1312,15.4174,1.5967
300516.SZ,20260313,1095480.0,1095480.0,336.3106,8.4346
002267.SZ,20260313,904117.3368,904117.3368,13.3955,1.3738
000698.SZ,20260313,336820.4163,322928.6163,31.2216,2.2799
300184.SZ,20260313,1228151.2742,1116303.3171,79.7174,3.0104
301330.SZ,20260313,892217.7261,736673.0378,46.8154,2.6277
601002.SH,20260313,524942.396,524942.396,24.8252,1.2357
688121.SH,20260313,299726.7658,260021.3338,41.0299,1.1832
002047.SZ,20260313,883972.988,883928.1081,,
300210.SZ,20260313,435313.7377,434896.5973,,10.5435
603890.SH,20260313,645190.7636,645190.7636,21.4078,2.1059
601827.SH,20260313,1551554.1024,1551554.1024,12.2931,1.3042
301267.SZ,20260313,1487640.0,1148395.0023,33.7008,2.5113
300514.SZ,20260313,294200.0,235739.9961,25.7882,2.7842
600825.SH,20260313,641561.1399,641561.1399,148.2807,2.6172
688202.SH,20260313,871139.5611,871139.5611,,4.4742
000633.SZ,20260313,279587.2268,279585.1577,177.9871,14.2293
002757.SZ,20260313,619866.5055,591749.1263,,3.1054
920719.BJ,20260313,117297.684,92224.0141,,3.4795
002007.SZ,20260313,2788698.8723,2401470.5934,29.3975,2.6665
301367.SZ,20260313,646016.0,504293.0892,30.7232,2.1676
002084.SZ,20260313,277158.0412,276548.1756,,1.9904
920438.BJ,20260313,582336.425,557994.3822,205.3051,5.8289
300072.SZ,20260313,1395733.8594,1384828.5944,,2.3131
000825.SZ,20260313,2825338.9068,2825338.9068,199.927,0.8523
300332.SZ,20260313,535511.0169,513739.5644,60.1976,1.2585
301045.SZ,20260313,533389.2609,309236.8526,164.5246,5.203
688116.SH,20260313,1625936.0452,1625936.0452,68.948,4.3548
300181.SZ,20260313,1141157.194,980936.0652,19.1384,3.6609
603637.SH,20260313,293822.3146,293822.3146,31.6819,2.8491
000968.SZ,20260313,915257.5164,915257.5164,22.838,1.4811
605179.SH,20260313,723805.0,723805.0,188.269,6.4249
600089.SH,20260313,15320067.0753,15320067.0753,28.7882,2.2264
600756.SH,20260313,616395.4915,571386.1015,,2.5944
300327.SZ,20260313,889269.2981,882715.2718,87.8655,5.0839
002679.SZ,20260313,265697.012,265697.012,183.1057,3.6226
603313.SH,20260313,518663.4785,518663.4785,31.9248,1.4068
688605.SH,20260313,1258802.7043,673947.7606,66.1551,7.6539
301047.SZ,20260313,865810.3296,851174.8603,65.2006,1.6407
002176.SZ,20260313,1708031.9066,1707725.1351,,5.0305
300829.SZ,20260313,463186.6681,322502.1504,68.0974,1.917
000970.SZ,20260313,1637582.6162,1637582.6162,113.414,2.5158
600692.SH,20260313,284577.1278,206303.5083,,3.0777
603113.SH,20260313,695762.3051,695762.3051,,0.864
300261.SZ,20260313,705142.5328,685278.8292,,3.5149
920982.BJ,20260313,2143782.3495,1022936.6945,32.9217,11.3169
001332.SZ,20260313,668133.03,290277.1705,27.0502,2.6485
002886.SZ,20260313,616685.9528,489870.1383,148.1458,3.4203
300437.SZ,20260313,524282.3861,365158.61,,3.7634
603356.SH,20260313,260279.68,260279.68,,6.7882
002869.SZ,20260313,406904.4793,362291.9842,225.4115,1.9013
601518.SH,20260313,576618.7165,576618.7165,10.582,1.0261
300308.SZ,20260313,60224835.9395,59920337.1254,55.7708,20.0723
300425.SZ,20260313,366354.7461,364660.7656,58.5702,1.5584
603182.SH,20260313,261469.95,261469.95,22.7676,2.3879
300003.SZ,20260313,3257281.6932,2789887.8195,76.402,2.1414
002252.SZ,20260313,4135464.5535,4133287.0283,22.6449,1.2731
300946.SZ,20260313,747277.362,363102.597,142.7215,6.2843
