ts_code,trade_date,total_mv,circ_mv
000949.SZ,20051125,112831.4248,42738.83
002011.SZ,20051125,45200.4843,23114.0
600965.SH,20051125,68733.1963,21648.0
000903.SZ,20051125,81118.8,31668.0
600472.SH,20051125,153005.0,49700.0
000973.SZ,20051125,133128.5907,49329.3453
000990.SZ,20051125,92134.5,37008.0
600785.SH,20051125,70172.6925,44086.1925
600235.SH,20051125,141972.6,47647.6
600260.SH,20051125,108166.2,48693.24
600278.SH,20051125,93760.0,31644.0
000150.SZ,20051125,69012.0,26838.0
000503.SZ,20051125,641908.8579,258610.4299
600522.SH,20051125,92697.95,31150.0
600112.SH,20051125,101996.0,30836.0
600127.SH,20051125,96880.0146,42881.3179
600167.SH,20051125,56240.0,20720.0
600801.SH,20051125,151720.8,22176.0
600834.SH,20051125,248238.5906,65469.5184
600860.SH,20051125,154452.0,26352.0
000516.SZ,20051125,72881.4675,24291.0526
600567.SH,20051125,87833.2989,54869.2989
600649.SH,20051125,951619.4821,283229.9883
000597.SZ,20051125,95700.1494,34275.1494
000598.SZ,20051125,77130.0379,43261.3459
000883.SZ,20051125,72488.4745,32455.1037
000905.SZ,20051125,199715.0,64315.0
000785.SZ,20051125,81647.0519,23179.4063
600227.SH,20051125,147730.0,60830.0
600863.SH,20051125,582478.68,116265.24
600864.SH,20051125,83322.6749,27678.75
600256.SH,20051125,329969.3343,93268.8
000016.SZ,20051125,218521.0458,81384.1296
000539.SZ,20051125,1268535.708,186734.052
600525.SH,20051125,121538.34,30525.0
000733.SZ,20051125,135727.48,67462.0
600668.SH,20051125,87397.2923,47825.5233
600710.SH,20051125,73589.9996,33182.3996
600741.SH,20051125,228000.2984,105504.0
600482.SH,20051125,136032.0,49920.0
000918.SZ,20051125,58752.6912,20736.0
000975.SZ,20051125,127872.0,55296.0
600712.SH,20051125,47597.088,20813.856
000957.SZ,20051125,62249.792,32984.5019
000972.SZ,20051125,65533.905,31479.9807
600039.SH,20051125,73800.0,29520.0
600111.SH,20051125,176809.212,63772.8
000699.SZ,20051125,28431.0,11700.0
000717.SZ,20051125,323209.92,192689.2089
000851.SZ,20051125,134490.2,46333.04
600683.SH,20051125,72727.6111,32810.0139
600361.SH,20051125,229798.407,112545.0
600088.SH,20051125,219922.17,72462.0
600101.SH,20051125,105693.6836,59134.3209
600805.SH,20051125,127088.7288,72111.2898
600467.SH,20051125,123300.0,41100.0
600496.SH,20051125,71940.0,32176.8
