ts_code,total_mv,circ_mv
002322.SZ,378576.8,344468.6276
300056.SZ,261799.2,178032.5518
600789.SH,293114.0394,293114.0394
600767.SH,191306.7121,191250.6121
600233.SH,157245.0,157245.0
002231.SZ,218718.4,116460.805
600795.SH,4221323.9577,3771782.6736
601818.SH,11362175.99,11362175.99
300310.SZ,249920.0,62480.0
600531.SH,273106.9678,273106.9678
000762.SZ,513100.9174,501092.8393
300260.SZ,137668.8,40833.66
002049.SZ,1449384.7166,446340.4042
600877.SH,234363.1756,234363.1756
600468.SH,446155.776,446155.776
300217.SZ,368382.168,144784.2802
000565.SZ,139616.6948,139616.6948
600864.SH,558398.5163,558398.5163
000669.SZ,849321.0393,481040.7339
002102.SZ,206267.04,165078.6188
600626.SH,536943.5689,536943.5689
002434.SZ,381820.0,366985.5979
601678.SH,495660.0,495660.0
002235.SZ,225420.0,121925.3985
002688.SZ,291905.6,155850.3134
000570.SZ,340192.8416,249292.8416
300018.SZ,139425.0,107998.0688
000702.SZ,130117.6731,130115.9949
002027.SZ,175959.0375,113335.7397
000790.SZ,348665.5048,344642.9427
600259.SH,1022789.4,1022789.4
002121.SZ,296327.43,198961.7065
002282.SZ,181688.52,92045.7231
300276.SZ,157372.8,57480.8515
300229.SZ,347985.0275,117611.8565
600818.SH,433633.2306,321005.2206
002310.SZ,1957486.0926,969174.5298
600579.SH,159494.4,159494.4
002569.SZ,131049.36,41196.87
002658.SZ,651896.0176,177696.0176
600279.SH,279147.2858,279147.2858
600823.SH,1072265.3296,1072265.3296
002220.SZ,353657.3992,296641.9505
002682.SZ,164944.0,110992.3053
601336.SH,7374608.1624,2601772.945
600802.SH,229887.9469,229887.9469
002306.SZ,432800.0,334731.848
600163.SH,278468.1046,278468.1046
300318.SZ,215777.28,79224.3773
000717.SZ,452451.0647,210941.2728
600718.SH,1502575.3559,1502575.3559
600814.SH,217888.8807,217888.8807
600048.SH,6217193.1146,6217193.1146
002168.SZ,618554.5955,296792.5778
300230.SZ,134550.1584,47411.028
000683.SZ,322481.8729,322481.8729
000019.SZ,195702.1201,158127.4445
600874.SH,1196017.4243,911097.4243
