ts_code,trade_date,total_mv,circ_mv,pe_ttm,pb
603519.SH,20230310,316930.1284,316930.1284,5.904,2.5944
300153.SZ,20230310,248320.0,246776.179,189.091,3.1488
000861.SZ,20230310,559561.5808,528108.0189,,1.5135
688035.SH,20230310,873922.56,181092.7288,71.2271,3.9637
301025.SZ,20230310,455952.4066,109148.8984,64.2907,6.9921
002083.SZ,20230310,399578.3627,394582.1121,15.5539,1.0602
301311.SZ,20230310,493200.0,116947.3271,42.2613,2.8439
600335.SH,20230310,1335739.302,1300989.6884,42.4717,1.2091
300537.SZ,20230310,306720.831,217995.2993,,4.5259
300658.SZ,20230310,245136.2242,168779.2284,81.9855,1.7389
002733.SZ,20230310,710029.1592,675053.525,,2.7341
688071.SH,20230310,431459.5964,241378.9529,115.9034,8.5687
601665.SH,20230310,1937692.5003,981212.2986,5.4014,0.6502
300523.SZ,20230310,564844.1851,562635.2854,158.2505,3.9091
000038.SZ,20230310,221134.8482,106002.7027,,0.9317
603197.SH,20230310,832025.3647,827504.939,52.2559,3.4948
000977.SZ,20230310,4645814.0038,4639930.8012,21.1351,2.9468
300795.SZ,20230310,586820.7245,289636.101,,15.1503
600196.SH,20230310,8649770.9498,6855042.5195,23.8621,1.9848
002329.SZ,20230310,627489.7199,401775.5543,,3.434
600757.SH,20230310,747608.5682,747514.2154,10.3868,0.8888
002949.SZ,20230310,312092.8701,237404.5881,28.7626,2.2281
601816.SH,20230310,24700561.7593,24700561.7593,397.7509,1.3361
688329.SH,20230310,299381.6,173340.783,28.2036,3.5516
603050.SH,20230310,328637.6626,328637.6626,27.1003,2.4184
603311.SH,20230310,310659.1055,276570.0,36.0648,2.5354
603355.SH,20230310,1653210.3168,1631430.2592,19.5575,4.6875
000615.SZ,20230310,518826.2089,517846.7356,,4.254
002420.SZ,20230310,281101.0,273281.828,50.4949,4.0684
300154.SZ,20230310,290023.552,203268.5792,28.6007,1.7658
300719.SZ,20230310,314330.6183,222991.6579,231.736,3.0679
301308.SZ,20230310,2790136.6285,227068.8,101.7046,4.1039
600228.SH,20230310,537131.0719,177611.52,59.2155,5.8026
605598.SH,20230310,551051.6597,167932.6597,41.6279,3.6192
001201.SZ,20230310,616710.6288,305324.2962,,2.0108
600405.SH,20230310,352989.7358,352989.7358,,3.9175
920906.BJ,20230310,79457.42,22882.0424,12.146,1.5408
601956.SH,20230310,378397.9808,193423.0145,36.9591,1.6257
300389.SZ,20230310,472672.3491,224403.0141,23.6078,3.9926
301123.SZ,20230310,581664.0,190276.3704,39.0515,1.9083
000663.SZ,20230310,297291.9093,270461.1631,10.201,3.0444
605588.SH,20230310,246784.1179,77984.1179,25.3027,2.4929
688248.SH,20230310,2796959.1,402738.336,135.9607,10.8022
601113.SH,20230310,416265.3892,416265.3892,,1.0418
603003.SH,20230310,404455.7115,404455.7115,,1.1204
000793.SZ,20230310,503305.8552,494174.171,,1.9905
300444.SZ,20230310,392363.239,320434.7831,,3.0256
000709.SZ,20230310,2553268.9097,2552845.5715,17.2282,0.5069
002391.SZ,20230310,478100.1168,342954.5169,15.2324,1.0225
003028.SZ,20230310,515081.028,129501.7046,28.0251,3.7532
600356.SH,20230310,244660.9986,244660.9986,27.4404,1.0338
002349.SZ,20230310,941193.1296,937841.7712,46.7843,3.9885
300206.SZ,20230310,726570.5857,425207.1432,42.6495,4.0308
688150.SH,20230310,1004484.2122,85875.6937,95.1392,5.96
002470.SZ,20230310,670349.6594,637596.545,,2.0435
600498.SH,20230310,2011226.8885,1917969.6835,65.8013,1.7903
300656.SZ,20230310,563416.7935,415706.9651,73.3821,5.0906
300477.SZ,20230310,589610.2779,510127.3111,42.1809,2.2885
301161.SZ,20230310,312600.0,69139.1305,54.6563,3.4238
300893.SZ,20230310,573750.0,143437.5,49.932,6.8834
300853.SZ,20230310,420397.1224,265337.4169,43.3405,3.4628
688301.SH,20230310,3074849.0118,1741295.574,47.9471,7.9316
603886.SH,20230310,504720.0,504720.0,16.4981,3.055
