ts_code,trade_date,total_mv,circ_mv
600774.SH,20121026,145945.0227,144537.284
601199.SH,20121026,286405.0,98539.3749
600318.SH,20121026,243210.0,243210.0
300110.SZ,20121026,305272.173,137396.838
600161.SH,20121026,689179.2025,652790.25
002519.SZ,20121026,178252.8,44563.2
002185.SZ,20121026,319055.728,293031.8216
000900.SZ,20121026,505942.7783,505666.3002
002142.SZ,20121026,2531994.4245,2180539.4375
002604.SZ,20121026,285005.6,199098.4292
002098.SZ,20121026,105400.0,105400.0
002582.SZ,20121026,247968.0,87825.0307
002337.SZ,20121026,191616.0,48542.72
600770.SH,20121026,697002.6,682805.1
002295.SZ,20121026,134281.2,116021.1688
002171.SZ,20121026,309738.0,306135.6722
601678.SH,20121026,660000.0,214500.0
002235.SZ,20121026,159315.0,86068.334
002688.SZ,20121026,260100.96,65025.24
000570.SZ,20121026,277880.2914,203630.2914
300018.SZ,20121026,104390.0,56402.72
000702.SZ,20121026,113319.6948,113317.7462
002027.SZ,20121026,115492.0143,74371.4368
000790.SZ,20121026,276779.4286,271857.2531
600259.SH,20121026,993859.0,993859.0
002121.SZ,20121026,303467.85,204730.0535
002282.SZ,20121026,171770.04,164079.0727
300276.SZ,20121026,94848.0,23712.0
300229.SZ,20121026,271932.0,91292.3312
600818.SH,20121026,347455.9685,257210.8685
002310.SZ,20121026,1632118.6191,539046.9247
002569.SZ,20121026,106687.62,33478.47
002658.SZ,20121026,289517.7168,72404.28
600279.SH,20121026,237754.1221,104762.9239
600823.SH,20121026,1107383.1897,1107383.1897
002220.SZ,20121026,305790.4976,258601.3788
002682.SZ,20121026,135520.0,33880.0
601336.SH,20121026,6891078.4394,350214.86
600802.SH,20121026,232179.1889,232179.1889
002309.SZ,20121026,512319.6,215599.566
002430.SZ,20121026,944385.075,348017.9587
000522.SZ,20121026,926381.0358,926349.6906
000789.SZ,20121026,444606.4572,444585.164
600435.SH,20121026,602429.94,602429.94
002184.SZ,20121026,120340.0,72602.583
600896.SH,20121026,220899.9937,220899.9937
000755.SZ,20121026,261849.6585,261827.2721
601988.SH,20121026,75648929.2373,52987292.3342
