rb_date,next_rb,period_ret,nav
2015-03-16,2015-06-15,47.733804063241024,1.4773380406324104
2015-06-15,2015-09-14,-33.8396904334017,0.9774114210275205
2015-09-14,2015-12-14,7.133918014910899,1.0471391504719996
2015-12-14,2016-03-14,-14.60744317639016,0.8941788940890676
2016-03-14,2016-06-13,3.810364862314582,0.9282503724756705
2016-06-13,2016-09-12,10.654140134234371,1.027147467955781
2016-09-12,2016-12-12,6.013574863736181,1.0889157499022724
2016-12-12,2017-03-13,4.545496376671397,1.1384123758590843
2017-03-13,2017-06-12,16.468749705378524,1.32589466065437
2017-06-12,2017-09-11,5.439796445901416,1.3980206312810433
2017-09-11,2017-12-11,11.078933362914691,1.5529064054204695
2017-12-11,2018-03-12,6.60381441474304,1.6554574624690945
2018-03-12,2018-06-11,-3.0878958946249755,1.6043386594482487
2018-06-11,2018-09-17,-7.14182571567033,1.489759588501333
2018-09-17,2018-12-17,-2.7126449994550565,1.4493476995199495
2018-12-17,2019-03-11,13.601929856272015,1.6464869569821452
2019-03-11,2019-06-17,-1.2883291393495133,1.6252747857397551
2019-06-17,2019-09-16,3.576643630460813,1.6834050728414018
2019-09-16,2019-12-16,-1.1895974860418101,1.66337932841498
2019-12-16,2020-03-16,-8.138963387393975,1.527997493881805
2020-03-16,2020-06-15,-0.9523605989301474,1.5134454477974346
2020-06-15,2020-09-14,19.25994453454553,1.8049342016038248
2020-09-14,2020-12-14,5.349270843790685,1.9014850205998244
2020-12-14,2021-03-15,12.598114022562584,2.141036271616938
2021-03-15,2021-06-14,17.76403519698139,2.521370708487109
2021-06-14,2021-09-13,25.59929364554251,3.16682380004542
2021-09-13,2021-12-13,-12.3798075974417,2.7747771066498053
2021-12-13,2022-03-14,-0.813744420837665,2.7521975127537615
2022-03-14,2022-06-13,8.163579637407041,2.9768753484861503
2022-06-13,2022-09-12,1.6441091330496513,3.0258184279701146
2022-09-12,2022-12-12,-2.091592907279047,2.9625306243435494
2022-12-12,2023-03-13,8.768958164313693,3.2223136953972165
2023-03-13,2023-06-12,0.3689063050936871,3.2342010137894346
2023-06-12,2023-09-11,6.099915092235735,3.4314845295428174
2023-09-11,2023-12-11,0.013732166336336005,3.43195574670622
2023-12-11,2024-03-11,19.087142046447,4.087018015051236
2024-03-11,2024-06-17,6.59730570451274,4.356651087702675
2024-06-17,2024-09-16,-12.311537379766033,3.820280360534176
2024-09-16,2024-12-16,22.627815435406657,4.684726349630938
2024-12-16,2025-03-17,-4.843235206201742,4.457834033751403
2025-03-17,2025-06-16,-0.016733147879247665,4.457088097790324
2025-06-16,2025-09-15,14.469896130962143,5.10202411600606
2025-09-15,2025-12-15,3.10755024905535,5.2605720791298705
2025-12-15,2026-03-16,11.15103667985159,5.8471804012436746
2026-03-16,2026-06-15,-14.822039397442591,4.980509018531795
