ts_code,end_date,c_fr_sale_sg,c_pay_acq_const_fiolta
000001.SZ,20090630,,252431000.0
000002.SZ,20090630,27326850631.49,19369517.23
000003.SZ,20090630,9211694.14,
000004.SZ,20090630,40553950.94,1887078.55
000005.SZ,20090630,14290061.6,222394.1
000006.SZ,20090630,1029383337.54,4258403.0
000007.SZ,20090630,64300934.62,4903784.0
000008.SZ,20090630,3757422.06,6999.0
000009.SZ,20090630,1990964689.15,47700811.71
000010.SZ,20090630,74720583.04,2903787.55
000011.SZ,20090630,887319881.83,2263086.72
000012.SZ,20090630,2389527452.0,669513362.0
000014.SZ,20090630,355945898.97,54824.0
000015.SZ,20090630,,
000016.SZ,20090630,6575122853.39,101003020.36
000017.SZ,20090630,71289969.34,39287.43
000018.SZ,20090630,15807003.0,68684.0
000019.SZ,20090630,104799652.71,12260227.65
000020.SZ,20090630,131268785.3,2455181.7
000021.SZ,20090630,4779790709.87,17725165.41
000023.SZ,20090630,310353889.43,10191347.37
000024.SZ,20090630,6727241166.0,23382118.0
000025.SZ,20090630,221257685.01,315921.0
000026.SZ,20090630,631586117.34,17879527.03
000027.SZ,20090630,4821791655.48,1496150740.93
000028.SZ,20090630,5057723400.99,39008045.04
000029.SZ,20090630,260615674.46,305224.43
000030.SZ,20090630,,
000031.SZ,20090630,791199896.16,26200104.09
000032.SZ,20090630,584718590.88,2526299.43
000033.SZ,20090630,28528214.73,2172846.71
000034.SZ,20090630,194469623.22,287250.0
000035.SZ,20090630,2106705.88,
000036.SZ,20090630,945892978.19,40730.0
000037.SZ,20090630,1018270032.05,79615083.79
000038.SZ,20090630,0.0,12630.0
000039.SZ,20090630,9975566000.0,571436000.0
000040.SZ,20090630,557209002.7,11562645.2
000042.SZ,20090630,1145893966.01,4201707.65
000045.SZ,20090630,183409938.54,3800333.08
000046.SZ,20090630,906568299.07,2654512.87
000047.SZ,20090630,,
000048.SZ,20090630,645007817.82,6886593.58
000049.SZ,20090630,315249555.33,9625100.43
000050.SZ,20090630,965116653.39,238650773.11
000055.SZ,20090630,406547823.93,2756502.32
000056.SZ,20090630,9208211.97,43110.0
000058.SZ,20090630,148836562.69,1746785.46
000059.SZ,20090630,1494615636.23,2402732232.38
000060.SZ,20090630,3346623302.69,453105079.77
000061.SZ,20090630,789558827.92,167064333.44
000062.SZ,20090630,534359831.2,6894956.49
000063.SZ,20090630,22127889000.0,390832000.0
000065.SZ,20090630,521344736.09,720134.36
000066.SZ,20090630,2253541065.09,15318348.45
000068.SZ,20090630,627536471.36,1101300.51
000069.SZ,20090630,2395986127.55,909336038.89
000070.SZ,20090630,360573455.74,85491637.97
000078.SZ,20090630,1244558273.22,94867380.19
000088.SZ,20090630,194054146.96,3784277.17
000089.SZ,20090630,751159316.85,109326466.66
000090.SZ,20090630,1372178773.73,38180260.83
000096.SZ,20090630,406049390.6,2013366.93
000099.SZ,20090630,336964882.52,65287977.83
000100.SZ,20090630,19367329118.0,585770892.0
000150.SZ,20090630,55726156.0,85054.0
000151.SZ,20090630,205358628.96,5056471.62
000153.SZ,20090630,514227333.8,15837133.16
000155.SZ,20090630,1259814321.35,274310800.97
000156.SZ,20090630,351609992.46,1090589.29
000157.SZ,20090630,7900074150.97,460905724.41
000158.SZ,20090630,1129853767.31,467807402.16
000159.SZ,20090630,226729981.11,36326412.76
000301.SZ,20090630,359815513.37,84401974.1
000333.SZ,20090630,23226158782.22,996328464.09
000338.SZ,20090630,13080056386.12,629343597.89
000400.SZ,20090630,1060305868.96,15920231.35
000401.SZ,20090630,2434789520.4,2109757090.77
000402.SZ,20090630,2103961917.43,115425077.78
000403.SZ,20090630,183813565.84,4044791.0
000404.SZ,20090630,904552038.33,54033824.72
000407.SZ,20090630,726366655.3,51923719.61
000408.SZ,20090630,48243877.53,5599.0
000409.SZ,20090630,6145062.0,3850.0
000410.SZ,20090630,2700812138.11,390682035.67
000411.SZ,20090630,2493192463.84,1397154.67
000413.SZ,20090630,25222016.21,37930.07
000415.SZ,20090630,121333056.68,8878790.52
000416.SZ,20090630,344643697.52,97538263.77
000417.SZ,20090630,3523140287.5,39550326.65
000418.SZ,20090630,1208263335.79,18336868.12
000419.SZ,20090630,1246066738.72,151221596.87
000420.SZ,20090630,722780814.61,6915648.77
000421.SZ,20090630,917240561.68,57469253.0
000422.SZ,20090630,3938755014.03,406523605.28
000423.SZ,20090630,1043726769.3,22146342.87
000425.SZ,20090630,1612932815.54,47541014.54
000426.SZ,20090630,108001505.77,13599694.46
000428.SZ,20090630,492765837.23,129132427.27
000429.SZ,20090630,456566626.51,446610971.81
000430.SZ,20090630,31048601.05,4042436.35
000488.SZ,20090630,5072568207.01,407727921.18
000498.SZ,20090630,33768.35,
000501.SZ,20090630,4516974819.12,571151167.29
000502.SZ,20090630,202519991.72,1330317.0
000503.SZ,20090630,135053585.18,2951709.49
000504.SZ,20090630,79378595.13,367000.0
000505.SZ,20090630,213082465.53,1135077.55
000506.SZ,20090630,523592476.74,447702.0
000507.SZ,20090630,188865704.76,4598266.37
000509.SZ,20090630,239372413.11,621306.55
000510.SZ,20090630,1108818044.3,31454275.38
000511.SZ,20090630,240296702.13,59640.0
000513.SZ,20090630,1092693591.75,45205746.87
000514.SZ,20090630,185679899.22,986083.0
000516.SZ,20090630,1205484857.16,154373415.94
000517.SZ,20090630,580217996.17,66870.0
000518.SZ,20090630,100186141.03,12943246.11
000519.SZ,20090630,104831305.98,668272.23
000520.SZ,20090630,636312331.13,234540977.55
000521.SZ,20090630,1151497769.45,12664257.03
000522.SZ,20090630,1523428792.0,15066709.34
000523.SZ,20090630,424177961.18,2138254.47
000524.SZ,20090630,101304425.25,13680253.11
000525.SZ,20090630,1595996553.97,66941735.25
000526.SZ,20090630,3147795.27,2366465.16
000527.SZ,20090630,14029595500.0,544108940.0
000528.SZ,20090630,4208570876.11,258823686.24
000529.SZ,20090630,507922022.07,7347949.67
000530.SZ,20090630,475794707.61,6375832.38
000531.SZ,20090630,1538098029.77,168064042.74
000532.SZ,20090630,63566983.07,7195125.84
000533.SZ,20090630,1378789476.27,7269770.8
000534.SZ,20090630,411292791.15,513090.51
000536.SZ,20090630,42716411.84,300083.0
000537.SZ,20090630,1023572119.94,171585.0
000538.SZ,20090630,3948559399.2,120678874.47
000539.SZ,20090630,5474715632.93,1260361221.23
000540.SZ,20090630,734075266.56,3188319.84
000541.SZ,20090630,806092242.9,83215330.08
000543.SZ,20090630,1561511356.57,582027384.59
000544.SZ,20090630,79202662.73,8156134.57
000545.SZ,20090630,44919928.93,
000546.SZ,20090630,55082778.35,418881.0
000547.SZ,20090630,158564364.3,3122768.51
000548.SZ,20090630,90450414.18,3549975.22
000550.SZ,20090630,5552789801.0,189823819.0
000551.SZ,20090630,794132967.54,24154302.39
000552.SZ,20090630,337178318.21,4985028.0
000553.SZ,20090630,815640461.0,201634779.9
000554.SZ,20090630,1538305985.28,16753048.78
000555.SZ,20090630,6786000.24,
000556.SZ,20090630,,
000557.SZ,20090630,7716236.77,329149.0
000558.SZ,20090630,693518577.72,826887.4
000559.SZ,20090630,2604794817.13,133632420.85
000560.SZ,20090630,614778561.84,17467708.73
000561.SZ,20090630,26928300.64,54837.61
000562.SZ,20090630,,41319830.74
000563.SZ,20090630,91723066.92,6812824.21
000564.SZ,20090630,564741268.81,3136428.92
000565.SZ,20090630,125907815.67,37966961.24
000566.SZ,20090630,291884025.65,12663740.15
000567.SZ,20090630,22259031.0,21600.0
000568.SZ,20090630,2449562651.68,55957855.29
000570.SZ,20090630,1381845211.2,67712080.24
000571.SZ,20090630,354284682.79,35186733.95
000572.SZ,20090630,4582988654.43,307323814.26
000573.SZ,20090630,240534034.92,555782.92
000576.SZ,20090630,262796579.15,3411480.46
000578.SZ,20090630,2217236813.13,1050444763.8
000581.SZ,20090630,1215432954.86,55635824.6
000582.SZ,20090630,85653148.5,9503340.7
000583.SZ,20090630,,
000584.SZ,20090630,410353035.54,98953151.79
000585.SZ,20090630,157673700.01,2447706.39
000586.SZ,20090630,145073460.26,1317832.62
000587.SZ,20090630,29703024.99,20674.0
000589.SZ,20090630,2576498646.08,184821642.21
000590.SZ,20090630,112623286.1,5567969.36
000591.SZ,20090630,2324530536.66,10627754.26
000592.SZ,20090630,107498214.5,3271138.18
000593.SZ,20090630,156214177.74,13768723.4
000594.SZ,20090630,110687616.5,19680.0
000595.SZ,20090630,148364194.84,5912283.22
000596.SZ,20090630,866791367.6,15510929.99
000597.SZ,20090630,2706129332.04,179580251.51
000598.SZ,20090630,733641801.29,10425126.4
000599.SZ,20090630,2326520729.65,96324666.96
000600.SZ,20090630,2684610017.38,251358018.33
000601.SZ,20090630,759704550.23,221694793.34
000602.SZ,20090630,125997039.82,11092512.68
000603.SZ,20090630,30798960.84,32890.0
000605.SZ,20090630,18792425.47,1344194.56
000606.SZ,20090630,280670112.7,13628700.44
000607.SZ,20090630,840793512.71,18441789.78
000608.SZ,20090630,1387530000.0,249824000.0
000609.SZ,20090630,9777715.58,17200.0
000610.SZ,20090630,128132121.88,53234430.97
000611.SZ,20090630,79332576.43,47816907.33
000612.SZ,20090630,2833346354.97,34059993.85
000613.SZ,20090630,13751845.92,1309812.32
000615.SZ,20090630,294976018.07,3672416.39
000616.SZ,20090630,2052869682.16,880502.01
000617.SZ,20090630,456075026.74,14008118.56
000619.SZ,20090630,2186908361.18,24218842.68
000620.SZ,20090630,,
000622.SZ,20090630,50798579.86,127531.48
000623.SZ,20090630,403009148.23,15596764.7
000625.SZ,20090630,6908062228.0,589625373.0
000626.SZ,20090630,6709074508.13,9449758.84
000627.SZ,20090630,374862624.58,246445282.16
000628.SZ,20090630,301951901.55,5767780.09
000629.SZ,20090630,13217182132.14,1717406291.04
000630.SZ,20090630,12805896811.8,693785100.88
000631.SZ,20090630,746803946.2,109827.0
000632.SZ,20090630,1402602700.81,997739.42
000633.SZ,20090630,33495076.14,22899430.33
000635.SZ,20090630,607770428.27,194741474.89
000636.SZ,20090630,654141041.05,15273160.94
000637.SZ,20090630,1266395908.52,9470733.45
000638.SZ,20090630,118250399.2,1102892.06
000639.SZ,20090630,45714853.6,270000.0
