ts_code,end_date,operate_profit,total_revenue
600816.SH,20050331,5191331.44,21748877.53
000676.SZ,20050331,2678213.45,138247245.8
000619.SZ,20050331,36179463.87,802162781.15
600198.SH,20050331,-66125575.54,361100175.83
000006.SZ,20050331,6597826.32,476602703.88
600600.SH,20050331,102378631.0,2028969636.0
000563.SZ,20050331,761244.98,7598076.69
600337.SH,20050331,9816615.65,174702703.95
000949.SZ,20050331,15430872.24,354847264.58
600805.SH,20050331,6097036.49,207321222.16
600586.SH,20050331,19396953.15,131794570.96
600559.SH,20050331,5651046.94,95199618.74
000683.SZ,20050331,25086917.91,275865082.3
600680.SH,20050331,7903003.85,298902920.96
600470.SH,20050331,21670490.86,203419523.92
600004.SH,20050331,93950929.06,446053032.57
600519.SH,20050331,557497298.74,1144017320.62
600331.SH,20050331,85620935.48,562545967.86
600159.SH,20050331,-5214141.62,0.0
600714.SH,20050331,-3205414.21,15830129.48
600967.SH,20050331,-11105491.23,58153160.76
600772.SH,20050331,-9543969.08,9429683.14
600230.SH,20050331,-20463084.09,159934783.32
600592.SH,20050331,22623561.5,89042328.09
600074.SH,20050331,33774686.0,464300329.45
600425.SH,20050331,-1143430.27,53633161.45
600531.SH,20050331,40490977.74,575633965.78
600420.SH,20050331,22434632.8,139018263.13
600842.SH,20050331,-4123995.02,56696958.16
000760.SZ,20050331,1446019.48,71843769.46
600508.SH,20050331,183384753.66,876764409.26
600782.SH,20050331,14258843.61,166628187.58
600533.SH,20050331,53629912.36,385864726.25
600700.SH,20050331,-16316744.81,101536214.33
600498.SH,20050331,2745242.9,299871088.51
600809.SH,20050331,95841514.84,275971575.74
600699.SH,20050331,-90275.13,99176898.61
600693.SH,20050331,15466190.42,187537802.54
000578.SZ,20050331,-2713709.83,243627927.13
600706.SH,20050331,8301263.1,67129339.99
600708.SH,20050331,12901806.48,284849594.45
002019.SZ,20050331,10698834.22,58012333.79
600701.SH,20050331,2364639.4,100104044.31
600697.SH,20050331,13083008.63,298710782.29
600702.SH,20050331,8800690.56,236355092.33
600698.SH,20050331,915485.68,327761770.95
600710.SH,20050331,3217717.16,349440529.32
600692.SH,20050331,7057162.05,65198314.24
600709.SH,20050331,-16122468.54,0.0
600704.SH,20050331,25737284.52,844258297.24
600719.SH,20050331,33126342.56,245027470.37
600725.SH,20050331,5243253.66,109897710.24
600713.SH,20050331,10302022.14,1431751297.99
600732.SH,20050331,62498657.48,169026317.38
600720.SH,20050331,-5540033.33,116751619.4
600726.SH,20050331,31974968.73,698091950.06
600716.SH,20050331,12930931.33,290730367.32
600733.SH,20050331,-1393578.75,29490086.42
600727.SH,20050331,2103765.77,161011334.68
600722.SH,20050331,7338789.63,604055853.48
600735.SH,20050331,522402.74,18897043.09
600718.SH,20050331,-6342643.0,422407432.0
600731.SH,20050331,4830259.55,115552633.8
600724.SH,20050331,5999827.54,229141793.33
600737.SH,20050331,-27908975.68,332052786.39
600749.SH,20050331,1772994.8,53048909.56
600739.SH,20050331,28249480.37,955589624.02
600744.SH,20050331,-57934186.16,656320108.61
600757.SH,20050331,9084652.18,742344220.8
600750.SH,20050331,15103754.83,228347999.03
600758.SH,20050331,-4392764.17,49113367.11
600740.SH,20050331,41638142.66,600667453.64
600759.SH,20050331,-837720.98,32266091.39
600746.SH,20050331,916836.68,107562222.55
600752.SH,20050331,-11160296.42,3245256.53
