ts_code,ann_date,end_date,n_cashflow_act,c_pay_acq_const_fiolta,f_ann_date,comp_type,report_type,end_type
001979.SZ,20151228,20150930,-3828412057.89,1146725167.34,,,,
601868.SH,20151218,20150930,-8074224000.0,5569486000.0,20151218,1,1,3
601615.SH,20151210,20150930,-146074868.57,139077849.1,20151210,1,1,3
603866.SH,20151204,20150930,285782059.69,193217015.56,20151204,1,1,3
603225.SH,20151203,20150930,617920736.71,988124808.66,20151203,1,1,3
601611.SH,20151201,20150930,-1485937880.46,224072597.8,20151201,1,1,3
300496.SZ,20151123,20150930,56164519.74,27270596.83,20151123,1,1,3
688981.SH,20151110,20150930,2983589649.0,,20151110,1,1,3
600332.SH,20151031,20150930,1604414885.14,375419434.39,,,,
600005.SH,20151031,20150930,-239031629.33,1111537653.84,,,,
300373.SZ,20151031,20150930,54174136.61,117007769.45,20151031,1,1,3
600004.SH,20151031,20150930,1209008984.12,2215300722.81,20151031,1,1,3
000629.SZ,20151031,20150930,167260963.59,1200434381.35,,,,
600588.SH,20151031,20150930,-826958735.0,164914962.0,,,,
600006.SH,20151031,20150930,128009190.06,529821553.19,20151031,1,1,3
600022.SH,20151031,20150930,790013910.34,758765548.03,20151031,1,1,3
600037.SH,20151031,20150930,754211166.69,308690171.03,20151031,1,1,3
601021.SH,20151031,20150930,1478603871.0,3255693204.0,,,,
600039.SH,20151031,20150930,2127907512.42,2204398348.27,20151031,1,1,3
600056.SH,20151031,20150930,-335441345.15,85831811.33,20151031,1,1,3
002672.SZ,20151031,20150930,11019516.92,460440737.66,20151031,1,1,3
002653.SZ,20151031,20150930,219798427.52,178216973.26,20151031,1,1,3
601238.SH,20151031,20150930,1927605029.0,2755743697.0,,,,
600073.SH,20151031,20150930,226793270.58,107358440.6,20151031,1,1,3
600170.SH,20151031,20150930,-3654720905.89,708809708.98,,,,
002419.SZ,20151031,20150930,1149459524.77,386106822.07,20151031,1,1,3
002424.SZ,20151031,20150930,79566539.93,78090446.16,20151031,1,1,3
002432.SZ,20151031,20150930,-172866406.77,10353320.07,20151031,1,1,3
002436.SZ,20151031,20150930,45743910.39,352000830.49,20151031,1,1,3
002444.SZ,20151031,20150930,279510064.73,104912612.13,20151031,1,1,3
002458.SZ,20151031,20150930,-198295864.48,48625057.99,20151031,1,1,3
002487.SZ,20151031,20150930,9320049.46,53124769.58,20151031,1,1,3
002506.SZ,20151031,20150930,-714604558.24,51729492.48,20151031,1,1,3
002531.SZ,20151031,20150930,127429169.77,307311526.48,20151031,1,1,3
000630.SZ,20151031,20150930,5862794641.23,1354912855.78,,,,
002563.SZ,20151031,20150930,180048787.33,118997212.13,20151031,1,1,3
002602.SZ,20151031,20150930,231577969.28,102917038.07,20151031,1,1,3
000800.SZ,20151031,20150930,240209901.81,504630114.73,,,,
002625.SZ,20151031,20150930,74825796.38,60166253.65,20151031,1,1,3
000061.SZ,20151031,20150930,547858760.79,1434657515.76,,,,
600086.SH,20151031,20150930,-1839421610.49,102519857.9,20151031,1,1,3
600074.SH,20151031,20150930,-70581313.57,86086496.76,20151031,1,1,3
600312.SH,20151031,20150930,-368318429.87,222465894.54,20151031,1,1,3
600273.SH,20151031,20150930,304403139.99,51665754.46,20151226,1,1,3
600282.SH,20151031,20150930,308742504.11,1437807723.98,20151031,1,1,3
000009.SZ,20151031,20150930,-380943814.18,435144008.3,,,,
600150.SH,20151031,20150930,-4565908594.04,266708244.78,,,,
002292.SZ,20151031,20150930,-326264475.71,34513955.54,,,,
600300.SH,20151031,20150930,184496299.71,228874134.85,20151031,1,1,3
600320.SH,20151031,20150930,-2008601499.0,1217115797.0,20151031,1,1,3
002422.SZ,20151031,20150930,1137480228.0,1466926071.0,,,,
600329.SH,20151031,20150930,172519169.21,65848431.81,20151031,1,1,3
600363.SH,20151031,20150930,-102160485.08,58377346.79,20151031,1,1,3
600377.SH,20151031,20150930,3209221187.0,561848226.0,20151031,1,1,3
600380.SH,20151031,20150930,790687650.9,425179668.69,20151031,1,1,3
601800.SH,20151031,20150930,-4009295761.0,37651778482.0,,,,
600388.SH,20151031,20150930,150271967.0,156787918.92,20151031,1,1,3
000826.SZ,20151031,20150930,-252345707.56,840870629.53,,,,
600240.SH,20151031,20150930,2888698411.1,105527071.59,20151031,1,1,3
600895.SH,20151031,20150930,148165241.99,17638047.08,,,,
600198.SH,20151031,20150930,77437234.03,479686915.07,20151031,1,1,3
600195.SH,20151031,20150930,-124068843.33,236455295.21,20151031,1,1,3
000792.SZ,20151031,20150930,39583729.45,3376978224.83,,,,
600183.SH,20151031,20150930,578163586.72,390643225.65,20151031,1,1,3
600179.SH,20151031,20150930,88774551.62,,20151031,1,1,3
600175.SH,20151031,20150930,84492745.2,1427075823.49,20151031,1,1,3
600169.SH,20151031,20150930,-466031823.03,403996973.27,20151212,1,1,3
000402.SZ,20151031,20150930,-12708112925.43,125094041.23,,,,
600129.SH,20151031,20150930,39153076.74,194082979.92,20151031,1,1,3
600098.SH,20151031,20150930,2613091471.59,765793379.3,20151031,1,1,3
000425.SZ,20151031,20150930,241811039.99,365891879.02,,,,
600096.SH,20151031,20150930,4252817595.14,851049022.48,20151031,1,1,3
600088.SH,20151031,20150930,-51544810.57,15302647.88,20151031,1,1,3
600578.SH,20151031,20150930,3405988085.74,1153410040.44,,,,
002390.SZ,20151031,20150930,92857318.51,340709328.04,20151031,1,1,3
002345.SZ,20151031,20150930,310880061.99,47508273.42,20151031,1,1,3
002384.SZ,20151031,20150930,-164425438.47,248615596.51,20151031,1,1,3
000301.SZ,20151031,20150930,17550638.68,266962389.88,20151031,1,1,3
000511.SZ,20151031,20150930,-256122089.88,2195021.6,20151031,1,1,3
000501.SZ,20151031,20150930,541369177.33,2392821860.5,20151031,1,1,3
000973.SZ,20151031,20150930,344803344.06,116635036.59,20151031,1,1,3
000426.SZ,20151031,20150930,-28264570.04,81768644.16,20151031,1,1,3
000975.SZ,20151031,20150930,178541007.75,143739452.86,20151031,1,1,3
000403.SZ,20151031,20150930,75957929.47,44309489.66,20151031,1,1,3
000155.SZ,20151031,20150930,-57343028.54,694990.47,20151031,1,1,3
002064.SZ,20151031,20150930,-287489793.88,271570287.22,20151031,1,1,3
002002.SZ,20151031,20150930,215668254.0,183272072.16,20151031,1,1,3
002004.SZ,20151031,20150930,65332071.26,344726411.88,20151031,1,1,3
002005.SZ,20151031,20150930,-21911536.54,558975135.33,20151031,1,1,3
000066.SZ,20151031,20150930,315218854.23,588355849.37,20151031,1,1,3
000050.SZ,20151031,20150930,1669868549.69,641110005.57,20151031,1,1,3
002044.SZ,20151031,20150930,18669092.19,312259177.13,20151031,1,1,3
000960.SZ,20151031,20150930,869803565.36,598147764.06,20151031,1,1,3
000951.SZ,20151031,20150930,500936397.72,38257146.02,20151031,1,1,3
000536.SZ,20151031,20150930,1103750304.18,208771464.83,20151031,1,1,3
000932.SZ,20151031,20150930,2900377267.4,631313895.29,20151031,1,1,3
000931.SZ,20151031,20150930,-27902118.12,66004527.94,20151031,1,1,3
000930.SZ,20151031,20150930,-286816471.59,56998745.49,20151031,1,1,3
000547.SZ,20151031,20150930,-124917904.3,104102820.02,20151031,1,1,3
000552.SZ,20151031,20150930,-1179548378.33,592778143.19,20151031,1,1,3
000900.SZ,20151031,20150930,1142140374.7,395778099.64,20151031,1,1,3
000564.SZ,20151031,20150930,297425345.08,598464336.01,20151031,1,1,3
000816.SZ,20151031,20150930,16303086.49,159369900.86,20151031,1,1,3
000587.SZ,20151031,20150930,-131934210.78,2387188.63,20151031,1,1,3
000592.SZ,20151031,20150930,-49633576.78,58667574.71,20151031,1,1,3
000758.SZ,20151031,20150930,-528053514.72,203603925.3,20151031,1,1,3
000703.SZ,20151031,20150930,1757947124.22,177915474.54,20151031,1,1,3
000685.SZ,20151031,20150930,287184119.95,110927940.94,20151031,1,1,3
000636.SZ,20151031,20150930,-92447023.14,217349964.34,20151031,1,1,3
002050.SZ,20151031,20150930,517746572.22,241498695.0,20151031,1,1,3
002093.SZ,20151031,20150930,-90964398.23,47162986.91,20151031,1,1,3
603000.SH,20151031,20150930,89504449.36,170512735.92,,,,
002251.SZ,20151031,20150930,507598616.77,652265734.88,20151031,1,1,3
600783.SH,20151031,20150930,-101811677.06,5667053.4,,,,
002375.SZ,20151031,20150930,-1173828177.2,129819721.17,,,,
600633.SH,20151031,20150930,45642070.28,83643711.49,,,,
002212.SZ,20151031,20150930,52960357.78,19961299.63,20151031,1,1,3
002353.SZ,20151031,20150930,-131347453.11,330551515.96,,,,
000898.SZ,20151031,20150930,5113000000.0,3174000000.0,,,,
002280.SZ,20151031,20150930,-201751937.89,45584903.9,20151031,1,1,3
002106.SZ,20151031,20150930,142201391.94,110966395.69,20151031,1,1,3
600166.SH,20151031,20150930,-306198917.33,793808041.35,,,,
002299.SZ,20151031,20150930,267124923.93,1243131672.2,20151031,1,1,3
002308.SZ,20151031,20150930,122709903.53,10915573.12,20151031,1,1,3
600016.SH,20151031,20150930,122445000000.0,5323000000.0,,,,
000623.SZ,20151031,20150930,209598537.63,267652978.9,,,,
002352.SZ,20151031,20150930,121607137.98,3239862.79,20151031,1,1,3
600008.SH,20151031,20150930,473249482.13,1767347345.85,,,,
002185.SZ,20151031,20150930,410981240.27,529732451.14,20151031,1,1,3
601958.SH,20151031,20150930,68077947.21,408460903.66,,,,
002168.SZ,20151031,20150930,7240633.01,54704276.8,20151031,1,1,3
601118.SH,20151031,20150930,-16907376.38,389781721.96,,,,
002156.SZ,20151031,20150930,170770111.79,811079152.71,20151031,1,1,3
000937.SZ,20151031,20150930,-162786875.23,676271118.08,,,,
000539.SZ,20151031,20150930,8589904384.0,3373186865.0,,,,
002152.SZ,20151031,20150930,-876732446.02,140329333.61,20151031,1,1,3
600350.SH,20151031,20150930,1133207937.0,225485736.0,,,,
603885.SH,20151031,20150930,1506109345.01,3182982900.5,,,,
002130.SZ,20151031,20150930,5731585.76,71682931.43,20151031,1,1,3
000156.SZ,20151031,20150930,489632997.44,509648266.09,,,,
002127.SZ,20151031,20150930,-22009236.11,9815356.91,20151031,1,1,3
002126.SZ,20151031,20150930,98690554.37,202870540.38,20151031,1,1,3
000008.SZ,20151031,20150930,-90798209.26,60747989.49,20151031,1,1,3
002123.SZ,20151031,20150930,1880754.25,5351464.65,20151031,1,1,3
600393.SH,20151031,20150930,-211097896.54,4803265.11,20151031,1,1,3
000046.SZ,20151031,20150930,2974525085.18,505589664.73,,,,
600763.SH,20151031,20150930,142349495.03,68065019.27,20151031,1,1,3
600978.SH,20151031,20150930,822283610.4,242266934.96,20151031,1,1,3
600754.SH,20151031,20150930,784216935.57,385639532.58,20151031,1,1,3
600635.SH,20151031,20150930,268045546.86,405215370.38,20151031,1,1,3
000783.SZ,20151031,20150930,16416323686.22,121456481.94,,,,
600029.SH,20151031,20150930,19481000000.0,5344000000.0,,,,
601186.SH,20151031,20150930,9983718000.0,15791730000.0,,,,
600485.SH,20151031,20150930,-1781139959.07,17506754.18,,,,
600623.SH,20151031,20150930,1727922984.68,1043305703.21,20151031,1,1,3
600611.SH,20151031,20150930,988306862.12,357381850.69,20151031,1,1,3
600597.SH,20151031,20150930,2389380367.0,1338158035.0,20151031,1,1,3
002252.SZ,20151031,20150930,518618412.53,104444020.34,,,,
601688.SH,20151031,20150930,70571581387.58,635623218.27,,,,
600587.SH,20151031,20150930,-192025921.9,499570781.58,20151031,1,1,3
600584.SH,20151031,20150930,968397037.02,1340113453.27,20151031,1,1,3
600575.SH,20151031,20150930,272364830.49,97936442.82,20151031,1,1,3
601989.SH,20151031,20150930,-3680261264.39,1627093379.17,,,,
601818.SH,20151031,20150930,194991000000.0,968000000.0,,,,
600563.SH,20151031,20150930,260077922.52,59779120.32,20151031,1,1,3
600100.SH,20151031,20150930,-1300739987.37,769172463.19,,,,
600728.SH,20151031,20150930,-185944578.34,31222997.56,20151031,1,1,3
600085.SH,20151031,20150930,691581079.01,366031746.0,,,,
600015.SH,20151031,20150930,76233000000.0,2982000000.0,,,,
600640.SH,20151031,20150930,-286066884.08,21501755.31,20151031,1,1,3
000876.SZ,20151031,20150930,2421543687.45,1142533086.57,,,,
600745.SH,20151031,20150930,-376891475.33,28406797.15,20151031,1,1,3
601010.SH,20151031,20150930,36195576.56,263575769.82,20151031,1,1,3
600687.SH,20151031,20150930,-854250722.32,15432256.75,20151031,1,1,3
000776.SZ,20151031,20150930,36412808516.61,155952074.5,,,,
600685.SH,20151031,20150930,-4780837586.11,649539661.76,20151031,1,1,3
601058.SH,20151031,20150930,677051647.55,1172667111.5,20151031,1,1,3
600869.SH,20151031,20150930,338200062.16,151823462.71,20151031,1,1,3
600682.SH,20151031,20150930,-293354546.61,305290459.98,20151031,1,1,3
600999.SH,20151031,20150930,4100317964.3,185028738.96,,,,
601390.SH,20151031,20150930,-9716985000.0,5141879000.0,,,,
600664.SH,20151031,20150930,767818991.61,216799720.51,20151031,1,1,3
600645.SH,20151031,20150930,13664185.12,95107889.48,20151031,1,1,3
600655.SH,20151031,20150930,-1118527552.52,271641530.63,20151031,1,1,3
600751.SH,20151031,20150930,20605109.81,19179.0,20151031,1,1,3
002024.SZ,20151031,20150930,358965000.0,4673390000.0,,,,
601727.SH,20151031,20150930,-725490000.0,854562000.0,,,,
601669.SH,20151031,20150930,2143761288.45,28429734531.93,,,,
600637.SH,20151031,20150930,727054914.45,503303985.96,,,,
600651.SH,20151031,20150930,-515565876.67,105226537.21,20151031,1,1,3
600988.SH,20151031,20150930,-61477972.36,141824459.2,20151031,1,1,3
601336.SH,20151031,20150930,5755000000.0,1161000000.0,,,,
600649.SH,20151031,20150930,2710599167.2,1337345584.47,,,,
600732.SH,20151031,20150930,-16139197.01,,20151031,1,1,3
600971.SH,20151031,20150930,-314082195.06,437463540.01,20151031,1,1,3
600782.SH,20151031,20150930,-94639722.33,155371822.86,20151031,1,1,3
600787.SH,20151031,20150930,425128107.39,387710681.35,20151031,1,1,3
600551.SH,20151031,20150930,-93352289.4,39656215.39,20151031,1,1,3
600487.SH,20151031,20150930,10942807.54,323393937.98,20151031,1,1,3
600153.SH,20151031,20150930,3947903556.73,367219158.84,,,,
600811.SH,20151031,20150930,839355387.2,75712961.59,20151031,1,1,3
600478.SH,20151031,20150930,125681530.36,180036109.04,20151031,1,1,3
603555.SH,20151031,20150930,403791422.01,54565533.61,20151031,1,1,3
600460.SH,20151031,20150930,106911982.04,330697697.91,20151031,1,1,3
601328.SH,20151031,20150930,303334000000.0,19186000000.0,,,,
600433.SH,20151031,20150930,55438994.53,210777394.66,20151031,1,1,3
600352.SH,20151031,20150930,1217733762.39,1013952993.07,,,,
600428.SH,20151031,20150930,721678108.48,512511141.86,20151031,1,1,3
600690.SH,20151031,20150930,1353476347.91,1501499313.2,,,,
600425.SH,20151031,20150930,-62060752.95,244779655.79,20151031,1,1,3
603806.SH,20151031,20150930,222007077.46,72392064.36,20151031,1,1,3
000538.SZ,20151031,20150930,1915636314.98,115591667.19,,,,
600416.SH,20151031,20150930,-421197217.99,15167134.46,20151031,1,1,3
000917.SZ,20151031,20150930,-53106586.02,638265351.06,,,,
600499.SH,20151031,20150930,489007070.0,199058508.88,20151031,1,1,3
600500.SH,20151031,20150930,386814279.43,1606001202.33,20151031,1,1,3
600887.SH,20151031,20150930,9423899540.82,2638717287.6,,,,
600900.SH,20151031,20150930,11798279661.95,313169839.51,,,,
600546.SH,20151031,20150930,99522378.62,758567753.38,20151031,1,1,3
000625.SZ,20151031,20150930,8043051911.61,1833892501.59,,,,
601601.SH,20151031,20150930,24305000000.0,1651000000.0,,,,
600885.SH,20151031,20150930,533408497.79,517150923.02,20151031,1,1,3
600739.SH,20151031,20150930,-161068402.59,346909680.58,,,,
600031.SH,20151031,20150930,653175000.0,654495000.0,,,,
000157.SZ,20151031,20150930,-3097574316.0,400090376.85,,,,
601788.SH,20151031,20150930,22733522857.42,163758256.19,,,,
601398.SH,20151031,20150930,752630000000.0,27366000000.0,,,,
000651.SZ,20151031,20150930,36975365004.12,2143062646.17,,,,
600509.SH,20151031,20150930,931209836.73,2466455256.66,20151031,1,1,3
601766.SH,20151031,20150930,-10177113000.0,4866688000.0,,,,
600795.SH,20151031,20150930,18066011117.25,12710435174.76,,,,
601901.SH,20151031,20150930,-6754778396.56,100158715.87,,,,
