ts_code,ann_date,end_date,operate_profit
000001.SZ,20121026,20120930,13360080000.0
000002.SZ,20121024,20120930,8152930727.08
000006.SZ,20121020,20120930,483764491.45
000008.SZ,20121027,20120930,86204.22
000009.SZ,20121027,20120930,235436829.74
000012.SZ,20121030,20120930,479355432.0
000021.SZ,20121029,20120930,31097625.86
000025.SZ,20121022,20120930,-9017161.04
000027.SZ,20121025,20120930,880849908.85
000028.SZ,20121024,20120930,466439677.08
000030.SZ,20121020,20120930,-2205885.79
000031.SZ,20121024,20120930,279294113.26
000032.SZ,20121031,20120930,-14199909.2
000034.SZ,20121022,20120930,833305.23
000039.SZ,20121030,20120930,2331451000.0
000046.SZ,20121027,20120930,325926105.86
000049.SZ,20121026,20120930,132043841.36
000050.SZ,20121023,20120930,-5502398.0
000060.SZ,20121031,20120930,694848871.09
000061.SZ,20121031,20120930,95007234.39
000062.SZ,20121023,20120930,116758332.05
000063.SZ,20121026,20120930,-3483015000.0
000066.SZ,20121031,20120930,-593791906.84
000069.SZ,20121020,20120930,2308756435.19
000078.SZ,20121030,20120930,104079239.92
000088.SZ,20121018,20120930,328039115.07
000089.SZ,20121020,20120930,613232904.07
000090.SZ,20121023,20120930,231225789.43
000099.SZ,20121030,20120930,148507973.67
000100.SZ,20121027,20120930,48717068.0
000155.SZ,20121031,20120930,-190602494.45
000156.SZ,20121031,20120930,84572926.94
000157.SZ,20121031,20120930,8418815616.36
000158.SZ,20121029,20120930,-55284737.75
000301.SZ,20121026,20120930,186521810.02
000333.SZ,20121030,20120930,5712959760.0
000338.SZ,20121029,20120930,3044702387.23
000400.SZ,20121031,20120930,295049851.06
000401.SZ,20121030,20120930,144221093.49
000402.SZ,20121031,20120930,2080521821.46
000403.SZ,20121024,20120930,53441679.55
000408.SZ,20121020,20120930,8879506.3
000413.SZ,20121030,20120930,227814648.02
000415.SZ,20121027,20120930,600252900.63
000417.SZ,20121024,20120930,487935873.85
000418.SZ,20121022,20120930,352856326.59
000423.SZ,20121024,20120930,891748413.23
000425.SZ,20121030,20120930,2260595467.05
000426.SZ,20121031,20120930,166320412.9
000429.SZ,20121026,20120930,309271364.13
000488.SZ,20121030,20120930,-284576746.74
000501.SZ,20121020,20120930,526328549.38
000503.SZ,20121024,20120930,5231547.4
000511.SZ,20121025,20120930,36283099.21
