ts_code,ann_date,f_ann_date,end_date,comp_type,report_type,end_type,n_cashflow_act,c_pay_acq_const_fiolta
000001.SZ,20141024,20141024,20140930,2,1,3,-5109000000.0,2155000000.0
000002.SZ,20141027,20141027,20140930,1,1,3,17204500325.05,1021082074.17
000006.SZ,20141028,20141028,20140930,1,1,3,-941255004.2,6605985.61
000008.SZ,20141025,20141025,20140930,1,1,3,46204374.7,1810337.99
000009.SZ,20141030,20141030,20140930,1,1,3,9619169.92,271740617.59
000012.SZ,20141029,20141029,20140930,1,1,3,957778263.0,1481073373.0
000021.SZ,20141031,20141031,20140930,1,1,3,208025040.34,311009380.28
000025.SZ,20141025,20141025,20140930,1,1,3,24703464.95,93261819.11
000027.SZ,20141030,20141030,20140930,1,1,3,2768743652.87,1259828314.46
000028.SZ,20141025,20141025,20140930,1,1,3,-589344250.11,236730564.01
000030.SZ,20141027,20141027,20140930,1,1,3,218118474.74,108651653.19
000031.SZ,20141030,20141030,20140930,1,1,3,-1787637956.56,161737663.19
000032.SZ,20141025,20141025,20140930,1,1,3,67402841.51,8687511.34
000034.SZ,20141023,20141023,20140930,1,1,3,-28174985.31,10265801.13
000039.SZ,20141028,20141028,20140930,1,1,3,-2387919000.0,5899308000.0
000046.SZ,20141029,20141029,20140930,1,1,3,-691077552.98,40763489.8
000049.SZ,20141028,20141028,20140930,1,1,3,373359104.04,148353038.36
000050.SZ,20141023,20141023,20140930,1,1,3,1016247706.38,279022112.79
000060.SZ,20141030,20141030,20140930,1,1,3,308141384.25,497818836.84
000061.SZ,20141031,20141031,20140930,1,1,3,535214215.46,1635745586.92
000062.SZ,20141024,20141024,20140930,1,1,3,203575931.01,19925023.77
000063.SZ,20141024,20141024,20140930,1,1,3,194444000.0,1431348000.0
000066.SZ,20141031,20141031,20140930,1,1,3,-224181983.08,989306432.67
000069.SZ,20141022,20141022,20140930,1,1,3,-4245190164.47,1349809686.68
000078.SZ,20141028,20141028,20140930,1,1,3,-195156751.33,179397753.03
000088.SZ,20141024,20141024,20140930,1,1,3,115326516.48,362944017.43
000089.SZ,20141030,20141030,20140930,1,1,3,750001169.72,300193042.42
000100.SZ,20141024,20141024,20140930,1,1,3,4461629493.0,4851801208.0
000155.SZ,20141030,20141030,20140930,1,1,3,17372393.41,29305058.05
000156.SZ,20141028,20141028,20140930,1,1,3,613806884.53,441933615.45
000090.SZ,20141009,20141009,20140930,1,1,3,-553098994.89,54801080.64
000099.SZ,20141028,20141028,20140930,1,1,3,124612930.3,248194636.35
000157.SZ,20141031,20141031,20140930,1,1,3,-5189603505.12,705036290.99
000158.SZ,20141023,20141023,20140930,1,1,3,93509282.85,106221500.68
000301.SZ,20141029,20141029,20140930,1,1,3,-562651846.77,36286288.16
000333.SZ,20141024,20141024,20140930,1,1,3,13853704080.0,1610167830.0
000338.SZ,20141031,20141031,20140930,1,1,3,4064389880.26,1630619651.36
000400.SZ,20141030,20141030,20140930,1,1,3,-384957245.25,67394151.91
000401.SZ,20141028,20141028,20140930,1,1,3,1810693281.51,652328372.25
000402.SZ,20141028,20141028,20140930,1,1,3,-1261677428.82,140723281.09
000403.SZ,20141031,20141031,20140930,1,1,3,34188463.48,45186815.35
000408.SZ,20141030,20141030,20140930,1,1,3,7672167.19,24282.25
000413.SZ,20141018,20141018,20140930,1,1,3,-1797375854.05,1011509529.95
000415.SZ,20141028,20141028,20140930,1,1,3,3097154000.0,14240561000.0
000417.SZ,20141022,20141022,20140930,1,1,3,293992686.21,370410590.55
000418.SZ,20141022,20141022,20140930,1,1,3,1013018933.44,55907723.73
000423.SZ,20141021,20141021,20140930,1,1,3,-232350231.8,191913998.87
000425.SZ,20141031,20141031,20140930,1,1,3,241518801.13,861907265.15
000426.SZ,20141030,20141030,20140930,1,1,3,-84054785.21,90788102.29
000429.SZ,20141030,20141030,20140930,1,1,3,779283830.65,176392346.03
000488.SZ,20141028,20141028,20140930,1,1,3,1345633170.22,1718400482.83
000501.SZ,20141030,20141030,20140930,1,1,3,447810502.05,810509514.52
000503.SZ,20141025,20141025,20140930,1,1,3,-64359705.55,28338141.03
000511.SZ,20141025,20141025,20140930,1,1,3,173203632.95,41540344.88
000513.SZ,20141028,20141028,20140930,1,1,3,394417154.21,544961750.42
000517.SZ,20141029,20141029,20140930,1,1,3,-576362233.1,1058280.35
000519.SZ,20141024,20141024,20140930,1,1,3,-206049712.39,95235979.05
000528.SZ,20141030,20141030,20140930,1,1,3,718029084.29,170724634.3
000536.SZ,20141030,20141030,20140930,1,1,3,716698625.19,94225924.41
