ts_code,ann_date,end_date,n_cashflow_act,c_pay_acq_const_fiolta,f_ann_date,comp_type,report_type,end_type
603712.SH,20180130,20170930,-84588186.47,13660352.02,20180130,1,1,3
601828.SH,20180116,20170930,4125927648.96,4455238516.56,20180116.0,1.0,1.0,3.0
603056.SH,20171226,20170930,1183754735.97,783572210.45,20171226.0,1.0,1.0,3.0
002925.SZ,20171226,20170930,630465400.33,104601315.12,20171226,1,1,3
300769.SZ,20171220,20170930,-123380422.92,39693789.38,20171220.0,1.0,1.0,3.0
600025.SH,20171214,20170930,6067987741.44,5743565078.65,20171214.0,1.0,1.0,3.0
002916.SZ,20171212,20170930,444451327.02,346677435.53,20171212,1,1,3
300735.SZ,20171211,20170930,163356644.89,181715717.11,20171211.0,1.0,1.0,3.0
002920.SZ,20171205,20170930,382271556.61,195109000.77,20171205,1,1,3
601019.SH,20171121,20170930,-72403406.48,285389975.56,20171121.0,1.0,1.0,3.0
603605.SH,20171114,20170930,252296739.37,62047529.86,20171114,1,1,3
688981.SH,20171114,20170930,5387052267.0,,20171114,1,1,3
600903.SH,20171106,20170930,342579185.22,240970693.13,20171106.0,1.0,1.0,3.0
300718.SZ,20171103,20170930,67125957.75,42927096.87,20171103.0,1.0,1.0,3.0
603659.SH,20171102,20170930,-39264256.97,114003661.53,20171102,1,1,3
601868.SH,20171101,20170930,-5820531923.29,5741680752.18,20171101.0,1.0,1.0,3.0
601399.SH,20171101,20170930,-303098667.32,45340632.99,20171101.0,1.0,1.0,3.0
600258.SH,20171031,20170930,1634900861.92,443254896.51,20171031.0,1.0,1.0,3.0
600030.SH,20171031,20170930,-76237442649.93,219876567.51,,,,
600196.SH,20171031,20170930,1723341850.04,1570776021.81,,,,
001289.SZ,20171031,20170930,4975697637.59,5974426629.68,20171031.0,1.0,1.0,3.0
600827.SH,20171031,20170930,1766408000.24,1088459165.57,,,,
600271.SH,20171031,20170930,751703279.13,157200122.25,,,,
601991.SH,20171031,20170930,14491069000.0,6570782000.0,,,,
601901.SH,20171031,20170930,4760911577.19,96043454.12,,,,
601186.SH,20171031,20170930,-19843228000.0,18457074000.0,,,,
000156.SZ,20171031,20170930,671440921.47,753723251.4,,,,
000050.SZ,20171031,20170930,1296493066.79,6208200502.83,20171031.0,1.0,1.0,3.0
600886.SH,20171031,20170930,13911279575.0,8182946601.95,,,,
601169.SH,20171031,20170930,8309000000.0,2425000000.0,,,,
000651.SZ,20171031,20170930,5738901125.97,1743570123.98,,,,
601398.SH,20171031,20170930,716796000000.0,6522000000.0,,,,
600887.SH,20171031,20170930,6715718945.41,2308442336.87,,,,
000066.SZ,20171031,20170930,-950647202.78,478804328.25,20171031.0,1.0,1.0,3.0
000543.SZ,20171031,20170930,612138588.56,1410762679.98,20171031.0,1.0,1.0,3.0
000839.SZ,20171031,20170930,-588154102.48,612991266.77,20171031.0,1.0,1.0,3.0
000777.SZ,20171031,20170930,-141185843.46,7183158.06,20171031.0,1.0,1.0,3.0
600795.SH,20171031,20170930,15647422764.42,9891904937.33,,,,
000758.SZ,20171031,20170930,1357640663.7,55825283.85,20171031.0,1.0,1.0,3.0
000681.SZ,20171031,20170930,112421242.94,4067671.03,20171031.0,1.0,1.0,3.0
000657.SZ,20171031,20170930,474363306.27,157388859.51,20171031.0,1.0,1.0,3.0
000652.SZ,20171031,20170930,865083146.23,251089680.28,20171031.0,1.0,1.0,3.0
000627.SZ,20171031,20170930,9004995707.52,73292606.38,20171031.0,1.0,1.0,3.0
000592.SZ,20171031,20170930,-28257285.46,181613477.44,20171031.0,1.0,1.0,3.0
000587.SZ,20171031,20170930,550412857.13,70464829.5,20171031.0,1.0,1.0,3.0
