ts_code,ann_date,f_ann_date,end_date,total_liab,money_cap,total_assets
000001.SZ,20140307,20140307,20131231,1779660000000.0,,1891741000000.0
000002.SZ,20140307,20140307,20131231,373765900091.91,44365409795.23,479205323490.54
000009.SZ,20140426,20140426,20131231,8559070247.89,1610119252.27,13611801387.92
000008.SZ,20140329,20140329,20131231,63041591.05,146402540.12,626625950.69
000006.SZ,20140315,20140315,20131231,5781251216.87,2051049279.23,9968160024.99
000012.SZ,20140325,20140325,20131231,6677954195.0,279672523.0,15078866777.0
000021.SZ,20140331,20140331,20131231,8765406113.45,8034409399.38,13726551759.03
000027.SZ,20140328,20140328,20131231,14554052998.8,3751417510.25,33393505287.47
000025.SZ,20140401,20140401,20131231,497282896.09,69898791.56,700998151.85
000028.SZ,20140322,20140322,20131231,8741259876.74,1113562211.65,11057896941.31
000030.SZ,20140430,20140430,20131231,2862417622.96,308926920.88,7110347411.96
000031.SZ,20140412,20140412,20131231,31632320890.76,6925058798.37,40602717174.27
000034.SZ,20140312,20140312,20131231,272124427.1,58652039.12,378211289.87
000032.SZ,20140429,20140429,20131231,486380757.18,240945178.77,1501408866.53
000039.SZ,20140326,20140326,20131231,48109844000.0,4771047000.0,72605972000.0
000046.SZ,20140328,20140328,20131231,31087026114.66,4945864299.24,40738039058.4
000049.SZ,20140225,20140225,20131231,2718721124.98,335928255.3,3371093018.1
000061.SZ,20140430,20140430,20131231,6130575334.88,1458257118.47,12223389831.94
000050.SZ,20140305,20141023,20131231,4691036842.0,955188987.0,7976761304.0
000060.SZ,20140327,20140327,20131231,8112437187.71,1247336750.29,14449665050.75
000062.SZ,20140307,20140307,20131231,2870336254.71,586647284.2,4873478785.22
000063.SZ,20140327,20140327,20131231,76453808000.0,20903035000.0,100079497000.0
000066.SZ,20140422,20140422,20131231,30537476434.43,2878871176.11,39225526460.61
000069.SZ,20140313,20140313,20131231,60223055233.09,9408856529.85,87878764490.05
000078.SZ,20140422,20140422,20131231,6131234764.69,1496651012.62,8019242139.7
000088.SZ,20140416,20140416,20131231,480238324.89,870941408.83,5587084672.07
000089.SZ,20140403,20140403,20131231,4048226109.88,949178490.87,11861319705.03
000090.SZ,20140329,20140329,20131231,6420474482.16,1843504064.82,9791523331.14
000099.SZ,20140410,20140410,20131231,1382928147.02,220021499.85,3839990380.87
000100.SZ,20140225,20140225,20131231,58122544000.0,12317735000.0,78080637000.0
000155.SZ,20140423,20140423,20131231,2177058252.28,401400178.74,2933449291.19
000156.SZ,20140326,20140326,20131231,3270950623.37,829827921.37,5084532539.89
000157.SZ,20140329,20140329,20131231,47485587398.53,20072218953.24,89537157719.77
000158.SZ,20140426,20140426,20131231,3330821734.15,407651547.61,5773239230.75
000166.SZ,20140429,20140429,20131231,51446616175.79,31228377283.45,70826911411.1
000301.SZ,20140411,20140411,20131231,702634869.88,479649022.06,3666707310.75
000333.SZ,20140329,20140329,20131231,57865462490.0,15573683040.0,96946024770.0
000400.SZ,20140328,20140328,20131231,4473940940.89,1171526317.63,8290920937.11
000338.SZ,20140331,20140331,20131231,44194497360.82,19580127632.91,78521808732.21
000401.SZ,20140415,20140415,20131231,29194420991.85,2622424409.21,43094221420.67
000402.SZ,20140320,20140320,20131231,51614923642.68,9774054408.66,76070576432.56
000403.SZ,20140430,20140430,20131231,835471815.68,16029051.09,1187156351.99
000413.SZ,20140429,20140429,20131231,3158776962.57,2586660951.04,9032978401.14
000408.SZ,20140430,20150206,20131231,383181542.91,2499316.0,576770489.47
000415.SZ,20140429,20140429,20131231,48739758000.0,3764500000.0,57125361000.0
000417.SZ,20140410,20140410,20131231,4066331802.35,3778261604.55,7517705624.82
000418.SZ,20140307,20140307,20131231,4688197995.08,1617373088.5,9222527380.74
000425.SZ,20140408,20140408,20131231,29384573276.9,6605495331.66,49096743161.55
000423.SZ,20140312,20140312,20131231,895440610.5,2213848307.15,5979724985.57
000426.SZ,20140329,20140329,20131231,1527345659.48,812648179.1,4257847847.53
000429.SZ,20140328,20140328,20131231,7641731078.18,976468685.82,12694475514.01
000488.SZ,20140321,20140321,20131231,32883530036.29,2547729794.24,47521883569.18
