ts_code,ann_date,f_ann_date,end_date,comp_type,report_type,end_type,n_cashflow_act,c_pay_acq_const_fiolta
601127.SH,20150901,20150901,20150630,1,1,2,359258052.68,106987454.81
600177.SH,20150831,20150831,20150630,1,1,2,1182623427.73,121855043.58
000402.SZ,20150831,20150831,20150630,1,1,2,-719452638.22,97246257.22
000680.SZ,20150831,20150831,20150630,1,1,2,169085692.81,13036247.39
600600.SH,20150831,20150831,20150630,1,1,2,4421119338.0,789350659.0
000657.SZ,20150831,20150831,20150630,1,1,2,261747096.26,93702367.65
000652.SZ,20150831,20150831,20150630,1,1,2,-777786443.52,170121143.14
000651.SZ,20150831,20150831,20150630,1,1,2,29756239827.35,1580582032.48
000625.SZ,20150831,20150831,20150630,1,1,2,6436148978.03,1254680057.74
601818.SH,20150831,20150831,20150630,2,1,2,200349000000.0,592000000.0
000717.SZ,20150831,20150831,20150630,1,1,2,-311313471.74,444010686.86
000333.SZ,20150831,20150831,20150630,1,1,2,8815671890.0,1166630670.0
000157.SZ,20150831,20150831,20150630,1,1,2,-4180598034.42,160274983.06
000155.SZ,20150831,20150831,20150630,1,1,2,15959593.16,590841.62
603993.SH,20150831,20150831,20150630,1,1,2,1249295959.9,231596371.44
600664.SH,20150831,20150831,20150630,1,1,2,53531998.87,146014919.95
601985.SH,20150831,20150831,20150630,1,1,2,9452496649.3,9934884674.3
601939.SH,20150831,20150831,20150630,2,1,2,319627000000.0,6942000000.0
600597.SH,20150831,20150831,20150630,1,1,2,825563986.0,642745428.0
600575.SH,20150831,20150831,20150630,1,1,2,302826305.01,80182484.32
000939.SZ,20150831,20150831,20150630,1,1,2,1035781009.78,73710874.19
600377.SH,20150831,20150831,20150630,1,1,2,2072655464.0,363626784.0
600415.SH,20150831,20150831,20150630,1,1,2,701843246.52,414588532.53
002431.SZ,20150831,20150831,20150630,1,1,2,-546070155.2,12068806.56
600500.SH,20150831,20150831,20150630,1,1,2,351468445.64,882564465.74
601929.SH,20150831,20150831,20150630,1,1,2,209139764.35,345710082.84
000973.SZ,20150831,20150831,20150630,1,1,2,273837772.26,71094292.08
601601.SH,20150831,20150831,20150630,3,1,2,13457000000.0,752000000.0
600783.SH,20150831,20150831,20150630,1,1,2,-65063348.94,2603152.76
600811.SH,20150831,20150831,20150630,1,1,2,498233317.9,37147137.93
002739.SZ,20150831,20150831,20150630,1,1,2,893762089.85,482623744.9
600369.SH,20150831,20150831,20150630,4,1,2,14355163432.93,119175402.0
600295.SH,20150831,20150831,20150630,1,1,2,1495622030.84,650824243.68
600258.SH,20150831,20150831,20150630,1,1,2,122662549.26,22144278.31
600236.SH,20150831,20150831,20150630,1,1,2,1928054562.99,152852946.75
600188.SH,20150831,20150831,20150630,1,1,2,-586821000.0,2435348000.0
600166.SH,20150831,20150831,20150630,1,1,2,-606403965.05,485400236.68
600900.SH,20150831,20150831,20150630,1,1,2,5929939822.22,236945270.7
600068.SH,20150831,20150831,20150630,1,1,2,-3562857406.69,2252629290.08
600031.SH,20150831,20150831,20150630,1,1,2,277898000.0,451991000.0
300418.SZ,20150831,20150831,20150630,1,1,2,-90428016.6,3907836.74
600782.SH,20150831,20150831,20150630,1,1,2,-83733019.54,70365440.54
601390.SH,20150831,20150831,20150630,1,1,2,-16423875000.0,4937994000.0
601186.SH,20150831,20150831,20150630,1,1,2,6889144000.0,11243736000.0
600728.SH,20150831,20150831,20150630,1,1,2,-120400383.81,15982911.61
600988.SH,20150831,20150831,20150630,1,1,2,71545463.12,76945561.06
600397.SH,20150829,20150829,20150630,1,1,2,67288968.31,82504676.29
600648.SH,20150829,20150829,20150630,1,1,2,-733587728.79,38657231.58
600820.SH,20150829,20150829,20150630,1,1,2,752366045.76,2136050980.2
601901.SH,20150829,20150829,20150630,4,1,2,21527102725.68,52660765.3
600383.SH,20150829,20150829,20150630,1,1,2,-2553709176.32,46211162.34
002251.SZ,20150829,20150829,20150630,1,1,2,508539094.28,487045452.94
000008.SZ,20150829,20150829,20150630,1,1,2,-99904414.53,56641242.66
601800.SH,20150829,20150829,20150630,1,1,2,-7881864124.0,21349219401.0
601801.SH,20150829,20150829,20150630,1,1,2,278585528.36,39010517.86
600380.SH,20150829,20150829,20150630,1,1,2,416385356.78,280845714.04
600649.SH,20150829,20150829,20150630,1,1,2,746067799.35,1018767853.5
000061.SZ,20150829,20150829,20150630,1,1,2,490515166.3,1137756642.35
601727.SH,20150829,20150829,20150630,1,1,2,-1962245000.0,344890000.0
601766.SH,20150829,20150829,20150630,1,1,2,-10780214000.0,3978740000.0
600655.SH,20150829,20150829,20150630,1,1,2,-621179249.06,200785039.59
600100.SH,20150829,20150829,20150630,1,1,2,-1939618134.06,470754185.72
600129.SH,20150829,20150829,20150630,1,1,2,19637804.33,128039422.59
600425.SH,20150829,20150829,20150630,1,1,2,-186098403.88,156507515.11
601988.SH,20150829,20150829,20150630,2,1,2,667395000000.0,12484000000.0
601958.SH,20150829,20150829,20150630,1,1,2,-135333264.77,326682415.08
000415.SZ,20150829,20150829,20150630,1,1,2,3367485000.0,12146343000.0
600428.SH,20150829,20150829,20150630,1,1,2,633154822.53,357048559.99
000413.SZ,20150829,20150829,20150630,1,1,2,75073455.78,516220411.18
600690.SH,20150829,20150829,20150630,1,1,2,1645677881.02,955757260.37
002608.SZ,20150829,20150829,20150630,1,1,2,-306899503.07,22045181.82
002304.SZ,20150829,20150829,20150630,1,1,2,2903235938.27,482940474.45
601899.SH,20150829,20150829,20150630,1,1,2,3851325901.0,1930867515.0
600645.SH,20150829,20150829,20150630,1,1,2,47890486.64,58167444.28
000066.SZ,20150829,20150829,20150630,1,1,2,-597077091.08,559764159.57
002212.SZ,20150829,20150829,20150630,1,1,2,-70464354.29,13522210.55
000511.SZ,20150829,20150829,20150630,1,1,2,-182964298.73,1403287.59
000425.SZ,20150829,20150829,20150630,1,1,2,224560401.17,288818536.8
000426.SZ,20150829,20150829,20150630,1,1,2,-10134462.98,56355502.79
600633.SH,20150829,20150829,20150630,1,1,2,37133127.73,59106400.37
