ts_code,ann_date,f_ann_date,end_date,comp_type,report_type,end_type,n_cashflow_act,c_pay_acq_const_fiolta
600968.SH,20190625,20190625,20190331,1,1,1,1256254320.92,352403258.62
688002.SH,20190624,20190624,20190331,1,1,1,-31433625.14,25892113.56
688266.SH,20190610,20190610,20190331,1,1,1,-42189296.87,5018691.01
603256.SH,20190610,20190610,20190331,1,1,1,71609708.88,15943668.52
300782.SZ,20190527,20190527,20190331,1,1,1,49179622.72,1767200.03
300776.SZ,20190516,20190516,20190331,1,1,1,-4279610.98,26190953.89
600989.SH,20190515,20190515,20190331,1,1,1,879765721.35,774157014.48
603267.SH,20190514,20190514,20190331,1,1,1,-76986946.7,2733809.47
605589.SH,20190501,20190501,20190331,1,1,1,78126927.7,19757691.94
603927.SH,20190501,20190501,20190331,1,1,1,-932751389.2,4777234.67
688122.SH,20190501,20190501,20190331,1,1,1,-109780437.92,14287086.84
601669.SH,20190430,20190430,20190331,1,1,1,-7978168262.9,19175282167.54
601360.SH,20190430,20190430,20190331,1,1,1,436562000.0,180216000.0
601390.SH,20190430,20190430,20190331,1,1,1,-37473958000.0,5030463000.0
601515.SH,20190430,20190430,20190331,1,1,1,71909539.51,17505873.21
601600.SH,20190430,20190430,20190331,1,1,1,-637589000.0,1875719000.0
601633.SH,20190430,20190430,20190331,1,1,1,-1735743530.51,1166344775.14
601668.SH,20190430,20190430,20190331,1,1,1,-98116699000.0,3214940000.0
600111.SH,20190430,20190430,20190331,1,1,1,319336273.45,25895391.57
601258.SH,20190430,20190430,20190331,1,1,1,-1441881249.0,169328701.0
601717.SH,20190430,20190430,20190331,1,1,1,216669314.26,284962917.28
601727.SH,20190430,20190430,20190331,1,1,1,-11077303000.0,939031000.0
601766.SH,20190430,20190430,20190331,1,1,1,-4455488000.0,1295390000.0
601800.SH,20190430,20190430,20190331,1,1,1,-38284999481.0,10679572157.0
601811.SH,20190430,20190430,20190331,1,1,1,-95542848.99,25589575.82
601857.SH,20190430,20190430,20190331,1,1,1,62022000000.0,60872000000.0
601866.SH,20190430,20190430,20190331,1,1,1,1860238114.02,5702435214.95
601872.SH,20190430,20190430,20190331,1,1,1,864485143.67,1839776299.6
601298.SH,20190430,20190430,20190331,1,1,1,765721837.0,543097887.0
601238.SH,20190430,20190430,20190331,1,1,1,-6031010077.0,3754987707.0
601991.SH,20190430,20190430,20190331,1,1,1,6414724000.0,2095014000.0
601117.SH,20190430,20190430,20190331,1,1,1,-3046283843.01,130742469.75
601000.SH,20190430,20190430,20190331,1,1,1,72842234.6,226309297.27
601002.SH,20190430,20190430,20190331,1,1,1,-50302964.71,38578581.29
601010.SH,20190430,20190430,20190331,1,1,1,87827777.17,51146190.22
601012.SH,20190430,20190430,20190331,1,1,1,938339750.24,518907243.31
601018.SH,20190430,20190430,20190331,1,1,1,-1751766000.0,334683000.0
601019.SH,20190430,20190430,20190331,1,1,1,-297815592.39,71787530.94
601021.SH,20190430,20190430,20190331,1,1,1,613235577.0,811820168.0
601068.SH,20190430,20190430,20190331,1,1,1,-1188843987.86,153105963.49
601118.SH,20190430,20190430,20190331,1,1,1,261024145.4,133366451.75
601231.SH,20190430,20190430,20190331,1,1,1,884269018.55,96694084.59
601126.SH,20190430,20190430,20190331,1,1,1,252600780.59,7842069.01
601127.SH,20190430,20190430,20190331,1,1,1,-305328415.97,653954585.29
601138.SH,20190430,20190430,20190331,1,1,1,3820118000.0,1180979000.0
601168.SH,20190430,20190430,20190331,1,1,1,1610538302.0,392749329.0
601186.SH,20190430,20190430,20190331,1,1,1,-39630503000.0,6945756000.0
601200.SH,20190430,20190430,20190331,1,1,1,64659127.43,511207236.38
601212.SH,20190430,20190430,20190331,1,1,1,918565739.15,232865692.74
601216.SH,20190430,20190430,20190331,1,1,1,522073778.41,55781612.97
601899.SH,20190430,20190430,20190331,1,1,1,1284925091.0,1461090569.0
603005.SH,20190430,20190430,20190331,1,1,1,34404188.09,3573651.42
603000.SH,20190430,20190430,20190331,1,1,1,-191218295.85,7081415.86
600346.SH,20190430,20190430,20190331,1,1,1,-3805002651.71,4867441892.73
600291.SH,20190430,20190430,20190331,3,1,1,-33505583589.53,25602122.09
600320.SH,20190430,20190430,20190331,1,1,1,59817552.0,363916385.0
600312.SH,20190430,20190430,20190331,1,1,1,-362531100.77,30725808.6
600297.SH,20190430,20190430,20190331,1,1,1,-11025563484.03,460562767.06
600295.SH,20190430,20190430,20190331,1,1,1,381250045.28,174241282.21
603555.SH,20190430,20190430,20190331,1,1,1,76007027.98,3549575.26
600073.SH,20190430,20190430,20190331,1,1,1,-442505585.66,77126672.67
600085.SH,20190430,20190430,20190331,1,1,1,424055664.12,152227257.58
600067.SH,20190430,20190430,20190331,1,1,1,145330025.46,94351207.76
600068.SH,20190430,20190430,20190331,1,1,1,-1099908945.78,2243913087.44
002589.SZ,20190430,20190430,20190331,1,1,1,104506396.48,56243228.23
002563.SZ,20190430,20190430,20190331,1,1,1,-33337125.71,113842308.11
600329.SH,20190430,20190430,20190331,1,1,1,114995184.1,32863183.51
600284.SH,20190430,20190430,20190331,1,1,1,-240827193.36,2234012.03
603885.SH,20190430,20190430,20190331,1,1,1,165314633.34,1981155571.4
603613.SH,20190430,20190430,20190331,1,1,1,-139220750.74,143897.97
600122.SH,20190430,20190430,20190331,1,1,1,-831173542.94,1783945.99
600363.SH,20190430,20190430,20190331,1,1,1,-30527326.12,14531558.6
600352.SH,20190430,20190430,20190331,1,1,1,1020449289.0,349822164.4
600115.SH,20190430,20190430,20190331,1,1,1,5335000000.0,6429000000.0
600362.SH,20190430,20190430,20190331,1,1,1,743933356.0,387007856.0
603056.SH,20190430,20190430,20190331,1,1,1,-234761995.16,278645612.81
603127.SH,20190430,20190430,20190331,1,1,1,16246365.85,26279210.17
603156.SH,20190430,20190430,20190331,1,1,1,-978752641.42,59676336.99
600998.SH,20190430,20190430,20190331,1,1,1,-3263512150.87,300250250.26
603185.SH,20190430,20190430,20190331,1,1,1,-50000593.23,4892241.26
603188.SH,20190430,20190430,20190331,1,1,1,-61635868.27,89723266.72
603198.SH,20190430,20190430,20190331,1,1,1,-166899444.35,62469635.22
603233.SH,20190430,20190430,20190331,1,1,1,250182613.16,75202988.34
603259.SH,20190430,20190430,20190331,1,1,1,190076618.09,547668174.93
603260.SH,20190430,20190430,20190331,1,1,1,205749953.85,475850110.38
603317.SH,20190430,20190430,20190331,1,1,1,58936416.22,9454139.07
603328.SH,20190430,20190430,20190331,1,1,1,184783844.2,46122784.14
603338.SH,20190430,20190430,20190331,1,1,1,-34361043.16,39229637.67
603355.SH,20190430,20190430,20190331,1,1,1,438447967.23,19916112.93
600393.SH,20190430,20190430,20190331,1,1,1,329894567.09,20077831.85
600335.SH,20190430,20190430,20190331,1,1,1,10620701.44,156578248.33
603556.SH,20190430,20190430,20190331,1,1,1,13092763.07,36540819.92
603179.SH,20190430,20190430,20190331,1,1,1,49060666.96,117433373.77
600978.SH,20190430,20190430,20190331,1,1,1,351573617.28,197465384.44
600988.SH,20190430,20190430,20190331,1,1,1,533974494.99,64711043.49
600586.SH,20190430,20190430,20190331,1,1,1,174433917.71,234941199.13
600525.SH,20190430,20190430,20190331,1,1,1,120616932.76,89057512.74
600537.SH,20190430,20190430,20190331,1,1,1,-357116292.73,40277312.11
600545.SH,20190430,20190430,20190331,1,1,1,-830342000.0,102047000.0
600551.SH,20190430,20190430,20190331,1,1,1,-292934720.61,38804418.01
600562.SH,20190430,20190430,20190331,1,1,1,-77889167.99,8420777.02
600565.SH,20190430,20190430,20190331,1,1,1,-1409085900.98,277782813.07
600580.SH,20190430,20190430,20190331,1,1,1,-96410090.6,157437229.22
600584.SH,20190430,20190430,20190331,1,1,1,169193210.11,589599854.74
600587.SH,20190430,20190430,20190331,1,1,1,102658715.0,81874311.59
600642.SH,20190430,20190430,20190331,1,1,1,1795301232.3,636672547.29
600594.SH,20190430,20190430,20190331,1,1,1,164776410.9,31122240.42
600596.SH,20190430,20190430,20190331,1,1,1,-59134828.15,115020131.83
600600.SH,20190430,20190430,20190331,1,1,1,1756417552.0,237027687.0
600601.SH,20190430,20190430,20190331,1,1,1,7350655.99,119743938.62
600611.SH,20190430,20190430,20190331,1,1,1,-942931867.58,169624150.44
600618.SH,20190430,20190430,20190331,1,1,1,-87192207.39,11070261.75
600628.SH,20190430,20190430,20190331,1,1,1,72604454.19,473124413.03
600635.SH,20190430,20190430,20190331,1,1,1,495336110.16,154175039.24
600521.SH,20190430,20190430,20190331,1,1,1,232411982.43,188501964.38
600518.SH,20190430,20190430,20190331,1,1,1,673948510.0,183803740.97
600515.SH,20190430,20190430,20190331,1,1,1,1819157975.62,102101912.1
600500.SH,20190430,20190430,20190331,1,1,1,-930147225.63,340969635.96
002185.SZ,20190430,20190430,20190331,1,1,1,113984808.36,278880990.56
002203.SZ,20190430,20190430,20190331,1,1,1,315396723.39,260385816.12
002212.SZ,20190430,20190430,20190331,1,1,1,-18155440.12,39586539.15
002219.SZ,20190430,20190430,20190331,1,1,1,101220316.55,48841819.95
600398.SH,20190430,20190430,20190331,1,1,1,1221529041.36,79094691.66
600399.SH,20190430,20190430,20190331,1,1,1,-44707290.01,24294167.14
600416.SH,20190430,20190430,20190331,1,1,1,-228817297.06,103616150.44
600418.SH,20190430,20190430,20190331,1,1,1,28555592.6,63695127.2
600425.SH,20190430,20190430,20190331,1,1,1,82865120.51,31599703.61
600428.SH,20190430,20190430,20190331,1,1,1,197524024.08,401305740.78
600446.SH,20190430,20190430,20190331,1,1,1,-233962588.92,31836537.17
600458.SH,20190430,20190430,20190331,1,1,1,-597396441.44,92875915.67
600460.SH,20190430,20190430,20190331,1,1,1,-10444141.57,139947361.2
600478.SH,20190430,20190430,20190331,1,1,1,14503045.86,158679052.91
600485.SH,20190430,20190430,20190331,1,1,1,54555045.88,398240.77
600487.SH,20190430,20190430,20190331,1,1,1,-529915379.69,366842285.46
600498.SH,20190430,20190430,20190331,1,1,1,-1702921942.73,348851863.21
600637.SH,20190430,20190430,20190331,1,1,1,-231133105.24,151847266.71
600645.SH,20190430,20190430,20190331,1,1,1,5063415.77,29880240.43
600985.SH,20190430,20190430,20190331,1,1,1,2337398079.79,1412878312.02
600863.SH,20190430,20190430,20190331,1,1,1,667527714.17,411659800.44
600804.SH,20190430,20190430,20190331,1,1,1,-131135606.35,444475359.53
600805.SH,20190430,20190430,20190331,1,1,1,-104236063.39,11980809.79
600811.SH,20190430,20190430,20190331,1,1,1,928661047.6,149224048.77
600823.SH,20190430,20190430,20190331,1,1,1,-2595541338.1,211515710.69
600825.SH,20190430,20190430,20190331,1,1,1,-263674869.77,669389.83
600827.SH,20190430,20190430,20190331,1,1,1,944619002.12,327717975.68
600831.SH,20190430,20190430,20190331,1,1,1,-34732712.99,228540682.57
600859.SH,20190430,20190430,20190331,1,1,1,-88661057.45,83737502.24
600873.SH,20190430,20190430,20190331,1,1,1,289163110.76,357412566.39
600651.SH,20190430,20190430,20190331,1,1,1,-45464805.03,9007591.04
600875.SH,20190430,20190430,20190331,1,1,1,-4150389876.95,47902909.84
600885.SH,20190430,20190430,20190331,1,1,1,133535580.72,178741834.96
600886.SH,20190430,20190430,20190331,1,1,1,4194824634.79,2467371950.51
600900.SH,20190430,20190430,20190331,1,1,1,5217312698.77,901800041.43
600939.SH,20190430,20190430,20190331,1,1,1,-1060032794.89,18001089.0
600959.SH,20190430,20190430,20190331,1,1,1,273819233.14,582524146.13
600967.SH,20190430,20190430,20190331,1,1,1,832836370.02,4209890.55
600104.SH,20190430,20190430,20190331,1,1,1,-17932522069.49,9032232607.15
600787.SH,20190430,20190430,20190331,1,1,1,-693024114.76,152247849.33
600783.SH,20190430,20190430,20190331,1,1,1,-62045677.31,1751360.47
600770.SH,20190430,20190430,20190331,1,1,1,14256580.87,36962943.0
600761.SH,20190430,20190430,20190331,1,1,1,33049099.44,55918925.4
600654.SH,20190430,20190430,20190331,1,1,1,64412671.97,16103900.9
600655.SH,20190430,20190430,20190331,1,1,1,1733776187.34,161864713.37
600666.SH,20190430,20190430,20190331,1,1,1,33798893.63,1407225.47
600687.SH,20190430,20190430,20190331,1,1,1,41978843.18,1856202.17
600690.SH,20190430,20190430,20190331,1,1,1,1323519988.31,1536865993.41
600694.SH,20190430,20190430,20190331,1,1,1,523640228.7,32210751.6
600705.SH,20190430,20190430,20190331,1,1,1,-11147987602.51,23727034409.79
600717.SH,20190430,20200325,20190331,1,1,1,510061466.87,125329415.4
600728.SH,20190430,20190430,20190331,1,1,1,-559421605.53,13049918.87
600732.SH,20190430,20190430,20190331,1,1,1,17615760.46,5200.0
600737.SH,20190430,20190430,20190331,1,1,1,-170538211.94,68633760.02
600739.SH,20190430,20190430,20190331,1,1,1,235373622.87,122679036.66
600745.SH,20190430,20190430,20190331,1,1,1,312387331.29,29197505.68
600751.SH,20190430,20190430,20190331,1,1,1,5898388000.0,289795000.0
600754.SH,20190430,20190430,20190331,1,1,1,52239327.46,285857241.4
600755.SH,20190430,20190430,20190331,1,1,1,-4579989659.62,43177833.13
600759.SH,20190430,20190430,20190331,1,1,1,168006895.99,51198378.25
600108.SH,20190430,20190430,20190331,1,1,1,10398087.05,79599538.74
002181.SZ,20190430,20190430,20190331,1,1,1,-94638872.63,43313988.96
600100.SH,20190430,20190430,20190331,1,1,1,-1876019673.07,243342513.35
002118.SZ,20190430,20190430,20190331,1,1,1,-477786277.38,306059563.56
000566.SZ,20190430,20190430,20190331,1,1,1,-31865006.93,122351473.9
000426.SZ,20190430,20190430,20190331,1,1,1,119700314.39,94115702.17
000587.SZ,20190430,20190430,20190331,1,1,1,-1170881361.08,1253030.5
000683.SZ,20190430,20190430,20190331,1,1,1,183863998.45,198968038.25
000582.SZ,20190430,20190430,20190331,1,1,1,93744570.87,165720653.34
000725.SZ,20190430,20190430,20190331,1,1,1,6164241385.0,13135877971.0
000066.SZ,20190430,20190430,20190331,1,1,1,-199496748.44,159567549.37
000592.SZ,20190430,20190430,20190331,1,1,1,-35002996.13,21392385.67
000049.SZ,20190430,20190430,20190331,1,1,1,292601370.22,87578916.35
000685.SZ,20190430,20190430,20190331,1,1,1,-45361871.36,239408338.11
000027.SZ,20190430,20190430,20190331,1,1,1,1770994700.03,1934054561.37
600158.SH,20190430,20190430,20190331,1,1,1,-33932301.36,2499255.61
000046.SZ,20190430,20190430,20190331,1,1,1,371710222.56,37438921.49
002074.SZ,20190430,20190430,20190331,1,1,1,-203514960.3,441726394.04
000723.SZ,20190430,20190430,20190331,1,1,1,248313275.82,174722979.06
002065.SZ,20190430,20190430,20190331,1,1,1,-845178960.26,6335160.96
002030.SZ,20190430,20190430,20190331,1,1,1,9548557.09,19903561.94
000861.SZ,20190430,20190430,20190331,1,1,1,260727927.3,125796888.43
000876.SZ,20190430,20190430,20190331,1,1,1,20415409.81,1247128622.78
000887.SZ,20190430,20190430,20190331,1,1,1,220222387.32,243547044.79
000893.SZ,20190430,20190430,20190331,1,1,1,-33670971.42,18071143.35
000895.SZ,20190430,20190430,20190331,1,1,1,330107362.97,120674398.6
000898.SZ,20190430,20190430,20190331,1,1,1,2009000000.0,828000000.0
000919.SZ,20190430,20190430,20190331,1,1,1,23891569.07,35791775.43
000930.SZ,20190430,20190430,20190331,1,1,1,521826601.34,228835652.57
000939.SZ,20190430,20190430,20190331,1,1,1,-83270829.9,8610532.59
000961.SZ,20190430,20190430,20190331,1,1,1,3715306815.86,168582147.25
000021.SZ,20190430,20190430,20190331,1,1,1,-17441916.56,212106665.34
000063.SZ,20190430,20190430,20190331,1,1,1,1259978000.0,1165206000.0
000800.SZ,20190430,20190430,20190331,1,1,1,89122376.15,134453158.46
002505.SZ,20190430,20190430,20190331,1,1,1,-51196984.76,39123145.66
002310.SZ,20190430,20190430,20190331,1,1,1,-264606359.28,365110686.36
002470.SZ,20190430,20190430,20190331,1,1,1,-1385871960.12,193043437.5
002468.SZ,20190430,20190430,20190331,1,1,1,-170703967.9,378835621.35
002466.SZ,20190430,20190430,20190331,1,1,1,454768617.24,1104295782.47
002602.SZ,20190430,20190430,20190331,1,1,1,90647491.32,21745813.27
002460.SZ,20190430,20190430,20190331,1,1,1,233727872.76,155249015.65
002444.SZ,20190430,20190430,20190331,1,1,1,-269222965.03,69479558.76
600153.SH,20190430,20190430,20190331,1,1,1,-5092037365.26,90856135.27
002400.SZ,20190430,20190430,20190331,1,1,1,-133804011.21,2355041.34
600060.SH,20190430,20190430,20190331,1,1,1,1433746837.25,52090130.54
002399.SZ,20190430,20190430,20190331,1,1,1,-138180573.42,102508294.91
002371.SZ,20190430,20190430,20190331,1,1,1,-253858888.67,62466352.93
002354.SZ,20190430,20190430,20190331,1,1,1,93310418.2,3156146.94
002327.SZ,20190430,20190430,20190331,1,1,1,313269876.77,27801637.34
002309.SZ,20190430,20190430,20190331,1,1,1,271546270.41,133217185.92
002174.SZ,20190430,20190430,20190331,1,1,1,68596969.54,35349404.85
002304.SZ,20190430,20190430,20190331,1,1,1,122965637.48,64023802.74
002269.SZ,20190430,20190430,20190331,1,1,1,248312086.0,49228541.0
002450.SZ,20190430,20200605,20190331,1,1,1,8814721.82,182342041.14
002624.SZ,20190430,20190430,20190331,1,1,1,-174932173.72,31792422.54
600098.SH,20190430,20190430,20190331,1,1,1,742608012.84,254762293.03
002375.SZ,20190430,20190430,20190331,1,1,1,-645499669.45,40987201.57
600157.SH,20190430,20190430,20190331,1,1,1,1105840874.42,386635281.26
600196.SH,20190430,20190430,20190331,1,1,1,408188793.29,1243794631.29
600167.SH,20190430,20190430,20190331,1,1,1,-84846867.98,82097472.14
002122.SZ,20190430,20190430,20190331,1,1,1,-45075399.06,29227642.08
002130.SZ,20190430,20190430,20190331,1,1,1,88364906.19,24056050.96
002152.SZ,20190430,20190430,20190331,1,1,1,-523455411.33,55798229.64
002161.SZ,20190430,20190430,20190331,1,1,1,-8766941.1,13178088.98
000963.SZ,20190430,20190430,20190331,1,1,1,-433890841.71,311215321.17
000980.SZ,20190430,20190430,20190331,1,1,1,-927901809.42,313715217.63
001289.SZ,20190430,20190430,20190331,1,1,1,1007674793.11,1592300061.13
000413.SZ,20190430,20190430,20190331,1,1,1,638683628.95,106155263.08
600277.SH,20190430,20190430,20190331,1,1,1,1222432725.09,212257095.16
000680.SZ,20190430,20190430,20190331,1,1,1,-35268173.3,9717285.7
000156.SZ,20190430,20190430,20190331,1,1,1,152019251.23,264789122.92
000652.SZ,20190430,20190430,20190331,1,1,1,397275064.81,149874415.28
000157.SZ,20190430,20190614,20190331,1,1,1,1867280129.19,46364200.0
000039.SZ,20190430,20190430,20190331,1,1,1,-599434000.0,894101000.0
000630.SZ,20190430,20190430,20190331,1,1,1,280571804.78,478228326.83
000726.SZ,20190430,20190430,20190331,1,1,1,-89714180.16,264858846.65
000425.SZ,20190430,20190430,20190331,1,1,1,106618860.54,387805663.2
000423.SZ,20190430,20190430,20190331,1,1,1,-632632219.5,58764521.12
000762.SZ,20190430,20190430,20190331,1,1,1,-699212.63,14323788.04
000669.SZ,20190430,20190430,20190331,1,1,1,137290471.3,133703159.42
000778.SZ,20190430,20190430,20190331,1,1,1,129514405.63,744445540.75
000758.SZ,20190430,20190430,20190331,1,1,1,-166912401.61,23727661.86
001696.SZ,20190430,20190430,20190331,1,1,1,184763494.95,22896099.76
000408.SZ,20190430,20190430,20190331,1,1,1,66966126.71,9858384.04
000488.SZ,20190430,20190430,20190331,1,1,1,1424685047.04,176754169.25
000511.SZ,20190430,20190430,20190331,1,1,1,48124837.59,11560.0
000158.SZ,20190430,20190430,20190331,1,1,1,-796989125.64,33997783.21
000403.SZ,20190430,20190430,20190331,1,1,1,-16856412.44,5696877.91
000539.SZ,20190430,20190430,20190331,1,1,1,1805095658.0,745025118.0
