ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,end_type,total_share,cap_rese,undistr_porfit,surplus_rese,special_rese,money_cap,trad_asset,notes_receiv,accounts_receiv,oth_receiv,prepayment,div_receiv,int_receiv,inventories,amor_exp,nca_within_1y,sett_rsrv,loanto_oth_bank_fi,premium_receiv,reinsur_receiv,reinsur_res_receiv,pur_resale_fa,oth_cur_assets,total_cur_assets,fa_avail_for_sale,htm_invest,lt_eqt_invest,invest_real_estate,time_deposits,oth_assets,lt_rec,fix_assets,cip,const_materials,fixed_assets_disp,produc_bio_assets,oil_and_gas_assets,intan_assets,r_and_d,goodwill,lt_amor_exp,defer_tax_assets,decr_in_disbur,oth_nca,total_nca,cash_reser_cb,depos_in_oth_bfi,prec_metals,deriv_assets,rr_reins_une_prem,rr_reins_outstd_cla,rr_reins_lins_liab,rr_reins_lthins_liab,refund_depos,ph_pledge_loans,refund_cap_depos,indep_acct_assets,client_depos,client_prov,transac_seat_fee,invest_as_receiv,total_assets,lt_borr,st_borr,cb_borr,depos_ib_deposits,loan_oth_bank,trading_fl,notes_payable,acct_payable,adv_receipts,sold_for_repur_fa,comm_payable,payroll_payable,taxes_payable,int_payable,div_payable,oth_payable,acc_exp,deferred_inc,st_bonds_payable,payable_to_reinsurer,rsrv_insur_cont,acting_trading_sec,acting_uw_sec,non_cur_liab_due_1y,oth_cur_liab,total_cur_liab,bond_payable,lt_payable,specific_payables,estimated_liab,defer_tax_liab,defer_inc_non_cur_liab,oth_ncl,total_ncl,depos_oth_bfi,deriv_liab,depos,agency_bus_liab,oth_liab,prem_receiv_adva,depos_received,ph_invest,reser_une_prem,reser_outstd_claims,reser_lins_liab,reser_lthins_liab,indept_acc_liab,pledge_borr,indem_payable,policy_div_payable,total_liab,treasury_share,ordin_risk_reser,forex_differ,invest_loss_unconf,minority_int,total_hldr_eqy_exc_min_int,total_hldr_eqy_inc_min_int,total_liab_hldr_eqy,lt_payroll_payable,oth_comp_income,oth_eqt_tools,oth_eqt_tools_p_shr,lending_funds,acc_receivable,st_fin_payable,payables,hfs_assets,hfs_sales,cost_fin_assets,fair_value_fin_assets,contract_assets,contract_liab,accounts_receiv_bill,accounts_pay,oth_rcv_total,fix_assets_total,cip_total,oth_pay_total,long_pay_total,debt_invest,oth_debt_invest,update_flag
688981.SH,20251114,20251114.0,20250930,1.0,1.0,3.0,7999709148.0,103236388000.0,43266932000.0,,,28362576000.0,631830000.0,304497000.0,6117761000.0,,589416000.0,,,24815440000.0,,36206764000.0,,,,,,,3226295000.0,100552458000.0,,,9061496000.0,,,,,140104530000.0,81635866000.0,,,,,2933993000.0,,,,223195000.0,,15774391000.0,250815958000.0,,,,132770000.0,,,,,,,,,,,,,351368416000.0,56250435000.0,6140645000.0,,,,,,5239497000.0,15416000.0,,,2552864000.0,442462000.0,,,,,,,,,,,19496766000.0,580404000.0,55634048000.0,,,,,443530000.0,3895960000.0,,60597803000.0,,585907000.0,,,,,,,,,,,,,,,116231851000.0,,,,,83956672000.0,151179893000.0,235136565000.0,351368416000.0,,4449549000.0,,,,,,,27847000.0,,,,,5271423000.0,6422258000.0,5239497000.0,137262000.0,140104530000.0,81635866000.0,15308664000.0,,,,0.0
688235.SH,20251113,20251113.0,20250930,1.0,1.0,3.0,1540975898.0,89363694000.0,-61527956000.0,,,13933606000.0,15189418000.0,,6135463000.0,,793501000.0,,,3779822000.0,,,,,,,,,203083000.0,40103859000.0,,,144191000.0,,,,52003000.0,10186130000.0,917661000.0,,,,,1235078000.0,,,221184000.0,,,200619000.0,13971853000.0,,,,,,,,,,,,,,,,,54075712000.0,994518000.0,5466373000.0,,,,,,4367658000.0,,,,1634931000.0,541499000.0,,,,,,,,,,,1488963000.0,2693544000.0,16729840000.0,,,,,278607000.0,207162000.0,6043645000.0,8010926000.0,,,,,,,,,,,,,,,,,24740766000.0,,,,,,29334946000.0,29334946000.0,54075712000.0,121106000.0,1498241000.0,,,,,,,,,,,,,6135463000.0,4367658000.0,68966000.0,10186130000.0,917661000.0,536872000.0,,,,0.0
688347.SH,20251107,,20250930,,,,,,,,,28138021358.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87502641080.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24812591284.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000046.SZ,20251101,,20250930,,,,,,,,,1264297866.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51531949177.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100392753067.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600823.SH,20251101,,20250930,,,,,,,,,1136578303.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66947848169.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71166352582.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600169.SH,20251101,,20250930,,,,,,,,,2603446485.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32387527691.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26573978348.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600587.SH,20251031,,20250930,,,,,,,,,2751625610.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15078842380.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6914349290.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600666.SH,20251031,,20250930,,,,,,,,,148357757.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1604527600.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,466995064.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600655.SH,20251031,,20250930,,,,,,,,,10259011501.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119816878625.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82563444477.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600654.SH,20251031,,20250930,,,,,,,,,559196036.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3657099259.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1930150447.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
