ts_code,end_date,c_fr_sale_sg,c_pay_acq_const_fiolta
000001.SZ,20100930,,589407000.0
000002.SZ,20100930,54283454888.67,56160939.8
000004.SZ,20100930,68064579.74,16824332.23
000005.SZ,20100930,20581341.89,4389470.57
000006.SZ,20100930,1430887276.53,5613000.27
000007.SZ,20100930,106235110.96,193125.0
000008.SZ,20100930,6115892.74,24045.0
000009.SZ,20100930,2849237842.43,148071420.92
000010.SZ,20100930,115065727.03,1137500.71
000011.SZ,20100930,984120100.57,18177766.47
000012.SZ,20100930,6153401436.0,1073151622.0
000014.SZ,20100930,345660785.33,466813.0
000015.SZ,20100930,,
000016.SZ,20100930,13160180103.69,273522150.82
000017.SZ,20100930,140857230.38,2460204.37
000018.SZ,20100930,8673135.0,125438.0
000019.SZ,20100930,167544781.39,84283779.72
000020.SZ,20100930,531354059.36,18431756.33
000021.SZ,20100930,16434993060.13,200184015.46
000023.SZ,20100930,565626725.72,6384300.63
000024.SZ,20100930,9768811329.0,22039532.0
000025.SZ,20100930,314731727.98,382715.0
000026.SZ,20100930,1401308543.97,34499514.29
000027.SZ,20100930,10835502572.37,828109117.18
000028.SZ,20100930,9733271603.2,133067434.39
000029.SZ,20100930,880715940.54,2071731.6
000030.SZ,20100930,,
000031.SZ,20100930,1262499332.45,10222775.01
000032.SZ,20100930,1151845910.37,11780269.13
000033.SZ,20100930,51619249.09,1501974.73
000034.SZ,20100930,293254640.93,1864342.4
000035.SZ,20100930,372722.0,
000036.SZ,20100930,1254684166.83,1181665.0
000037.SZ,20100930,1736722844.79,52743798.42
000038.SZ,20100930,105503179.3,47875.0
000039.SZ,20100930,30326221000.0,801583000.0
000040.SZ,20100930,817461372.63,14253833.96
000042.SZ,20100930,1208845980.23,5217000.21
000045.SZ,20100930,463867256.46,97386929.29
000046.SZ,20100930,1594998975.06,6522315.07
000047.SZ,20100930,,
000048.SZ,20100930,812717358.98,34696305.45
000049.SZ,20100930,690982976.64,34366711.06
000050.SZ,20100930,2106327005.33,1019407940.04
000055.SZ,20100930,676277711.55,36566978.97
000056.SZ,20100930,10285237.31,117777.0
000058.SZ,20100930,294158518.03,13197133.79
000059.SZ,20100930,19030929345.9,653484001.76
000060.SZ,20100930,9445881620.71,522988954.94
000061.SZ,20100930,1038064818.28,613154434.96
000062.SZ,20100930,343180513.68,15138635.83
000063.SZ,20100930,45504432000.0,2401876000.0
000065.SZ,20100930,1125749306.73,958716.93
000066.SZ,20100930,57391924315.45,779930495.4
000068.SZ,20100930,75028393.52,
000069.SZ,20100930,10681234910.06,2687930684.96
000070.SZ,20100930,815118108.48,111245464.65
000078.SZ,20100930,3058323962.16,72384913.2
000088.SZ,20100930,312240499.36,3273001.72
000089.SZ,20100930,1333882250.87,846912037.01
000090.SZ,20100930,3014591728.29,4988850.24
000096.SZ,20100930,1147167633.89,4823253.15
000099.SZ,20100930,628339941.39,182710846.66
000100.SZ,20100930,39088069194.0,1342301948.0
000150.SZ,20100930,31392256.32,1421210.97
000151.SZ,20100930,512350862.71,522389.28
000153.SZ,20100930,921507210.68,81849787.99
000155.SZ,20100930,1632029268.23,168864235.99
000156.SZ,20100930,704477405.28,4543552.28
000157.SZ,20100930,16781274659.27,890104230.36
000158.SZ,20100930,2894239467.84,84676217.88
000159.SZ,20100930,424813338.37,35828396.91
000301.SZ,20100930,757818765.8,16656438.55
000333.SZ,20100930,55708908931.71,3909811218.37
000338.SZ,20100930,32608080320.92,1069099705.01
000400.SZ,20100930,1869249551.56,165454019.54
000401.SZ,20100930,7062154840.92,4437563115.75
000402.SZ,20100930,5657714904.42,132824110.45
000403.SZ,20100930,451158529.58,10763311.38
000404.SZ,20100930,1929829977.14,110019480.0
000407.SZ,20100930,1393676738.75,27876709.08
000408.SZ,20100930,76621812.5,7757.0
000409.SZ,20100930,0.0,11554.0
000410.SZ,20100930,6234329956.26,214013843.57
