ts_code,ann_date,end_date,n_cashflow_act,c_pay_acq_const_fiolta,f_ann_date,comp_type,report_type,end_type
601598.SH,20190115,20180930,-156228879.98,1523779869.41,20190115.0,1.0,1.0,3.0
002946.SZ,20190108,20180930,355516312.0,285714838.0,20190108.0,1.0,1.0,3.0
300759.SZ,20190107,20180930,444225801.69,478546603.45,20190107.0,1.0,1.0,3.0
601615.SH,20190102,20180930,52242172.81,1527601996.05,20190102.0,1.0,1.0,3.0
603185.SH,20181227,20180930,2777989.34,12642943.16,20181227.0,1.0,1.0,3.0
300757.SZ,20181224,20180930,-1457832.81,21341524.15,20181224.0,1.0,1.0,3.0
002941.SZ,20181127,20180930,-1051727316.7,109599803.58,20181127.0,1.0,1.0,3.0
300751.SZ,20181108,20180930,68251221.2,28317385.75,20181108.0,1.0,1.0,3.0
605589.SH,20181101,20180930,338392977.11,62013234.96,20181101.0,1.0,1.0,3.0
688180.SH,20181101,20180930,-333320190.85,379148191.46,20181101.0,1.0,1.0,3.0
601399.SH,20181101,20180930,406577668.97,181895906.27,20181101.0,1.0,1.0,3.0
601360.SH,20181031,20180930,2530005000.0,274516000.0,20181031.0,1.0,1.0,3.0
600759.SH,20181031,20180930,981407477.82,419010337.69,20181031.0,1.0,1.0,3.0
601567.SH,20181031,20180930,66543690.0,237782873.89,20181031.0,1.0,1.0,3.0
601611.SH,20181031,20180930,-3019219838.78,1425630847.39,20181031.0,1.0,1.0,3.0
601908.SH,20181031,20180930,269227520.26,1358655762.46,20181031.0,1.0,1.0,3.0
600978.SH,20181031,20180930,657146931.29,129279897.85,20181031.0,1.0,1.0,3.0
000762.SZ,20181031,20180930,-47581736.87,19229254.6,20181031.0,1.0,1.0,3.0
000592.SZ,20181031,20180930,-569402547.67,111620669.35,20181031.0,1.0,1.0,3.0
600811.SH,20181031,20180930,247591521.32,233487878.38,20181031.0,1.0,1.0,3.0
603259.SH,20181031,20180930,917299030.5,1278961303.93,20181031.0,1.0,1.0,3.0
000537.SZ,20181031,20180930,3347031336.58,155056450.5,20181031.0,1.0,1.0,3.0
601138.SH,20181031,20180930,8857704000.0,3561665000.0,20181031.0,1.0,1.0,3.0
603927.SH,20181031,20180930,-677610639.49,13662816.48,20181031.0,1.0,1.0,3.0
601200.SH,20181031,20180930,612119652.79,1619959337.71,20181031.0,1.0,1.0,3.0
601001.SH,20181031,20180930,2565408909.39,1434691810.79,20181031.0,1.0,1.0,3.0
601058.SH,20181031,20180930,705068831.97,567888683.87,20181031.0,1.0,1.0,3.0
601019.SH,20181031,20180930,116077651.9,316152735.27,20181031.0,1.0,1.0,3.0
601012.SH,20181031,20180930,1061007894.67,3665469223.8,20181031.0,1.0,1.0,3.0
603986.SH,20181031,20180930,301290888.24,230807951.72,20181031.0,1.0,1.0,3.0
600996.SH,20181031,20180930,184955836.45,930898409.49,20181031.0,1.0,1.0,3.0
600967.SH,20181031,20180930,1630278150.51,59103292.77,20181031.0,1.0,1.0,3.0
601975.SH,20181031,20180930,629828465.83,25310222.49,20181031.0,1.0,1.0,3.0
