ts_code,ann_date,end_date,n_cashflow_act,c_pay_acq_const_fiolta,f_ann_date,comp_type,report_type,end_type
000806.SZ,20230901,20230630,-57608281.45,2175102.18,20230901.0,1.0,1.0,2.0
600614.SH,20230901,20230630,6797610.59,,20230901,1,1,2
000671.SZ,20230901,20230630,1275618910.21,428480.8,20230901.0,1.0,1.0,2.0
600086.SH,20230901,20230630,-166210.83,,20230901,1,1,2
600978.SH,20230901,20230630,-6098187.29,,20230901,1,1,2
601633.SH,20230831,20230630,-2436189836.95,7752967804.0,,,,
688256.SH,20230831,20230630,-498505167.26,45738717.32,,,,
601688.SH,20230831,20230630,-5246867219.25,656913762.11,,,,
600026.SH,20230831,20230630,4694047039.57,1628393937.14,,,,
000338.SZ,20230831,20230630,12892500667.51,3295526082.42,,,,
601988.SH,20230831,20230630,635282000000.0,12617000000.0,,,,
601236.SH,20230831,20230630,-4439061508.07,23901422.2,,,,
000157.SZ,20230831,20230630,931174530.98,934467104.16,,,,
300628.SZ,20230831,20230630,663938914.17,115612706.0,,,,
601127.SH,20230831,20230630,-3045156343.25,1598439281.62,,,,
600406.SH,20230831,20230630,17537602.89,819680201.91,,,,
601877.SH,20230831,20230630,-670838829.45,2180246449.38,,,,
601698.SH,20230831,20230630,351966945.91,238520238.34,,,,
600039.SH,20230831,20230630,-4541139631.16,2331564199.4,,,,
601618.SH,20230831,20230630,-14516419000.0,1495654000.0,,,,
603816.SH,20230831,20230630,777207068.69,969529649.57,20230831.0,1.0,1.0,2.0
601186.SH,20230831,20230630,-19342977000.0,14987958000.0,,,,
000596.SZ,20230831,20230630,4727836696.73,1027930984.35,,,,
000425.SZ,20230831,20230630,1537385024.98,2960316737.02,,,,
601021.SH,20230831,20230630,3409265244.0,1456171705.0,,,,
600795.SH,20230831,20230630,14958788742.33,19842598671.13,,,,
600009.SH,20230831,20230630,1150477779.78,480279238.43,,,,
002180.SZ,20230831,20230630,765651510.1,337258252.52,,,,
601816.SH,20230831,20230630,9444110174.11,862255675.71,,,,
600104.SH,20230831,20230630,6892777845.13,8417300650.11,,,,
603296.SH,20230831,20230630,1757180505.38,758102586.49,,,,
600905.SH,20230831,20230630,7025298072.48,12262257458.38,,,,
600027.SH,20230831,20230630,3723809000.0,4358533000.0,,,,
601985.SH,20230831,20230630,21943610346.08,22776043832.83,,,,
688169.SH,20230831,20230630,1019093793.0,121568234.0,,,,
000617.SZ,20230831,20230630,35759302374.52,24991322.2,,,,
601012.SH,20230831,20230630,5196965684.96,5584857695.16,,,,
601360.SH,20230831,20230630,130459000.0,185788000.0,,,,
688506.SH,20230831,20230630,-323055782.91,40571000.19,,,,
605117.SH,20230831,20230630,1745812650.58,354489790.96,,,,
601166.SH,20230831,20230630,242205000000.0,2291000000.0,,,,
601398.SH,20230831,20230630,1297269000000.0,3549000000.0,,,,
601390.SH,20230831,20230630,-29967201000.0,27515834000.0,,,,
002459.SZ,20230831,20230630,4832055422.62,6563487511.34,,,,
601658.SH,20230831,20230630,83497000000.0,5570000000.0,,,,
600426.SH,20230831,20230630,2377385527.68,4389298389.66,,,,
600115.SH,20230831,20230630,16113000000.0,8453000000.0,,,,
000776.SZ,20230831,20230630,7875651466.63,413689540.65,,,,
603883.SH,20230831,20230630,1037071402.0,159446323.0,20230831.0,1.0,1.0,2.0
600000.SH,20230831,20230630,48486000000.0,4674000000.0,,,,
000002.SZ,20230831,20230630,1864499635.13,2942878868.34,,,,
600061.SH,20230831,20230630,4234753347.78,333460469.73,,,,
