ts_code,ann_date,f_ann_date,end_date,comp_type,report_type,end_type,n_cashflow_act,c_pay_acq_const_fiolta
600074.SH,20210901,20210901,20210630,1,1,2,3181953.8,973995.0
600614.SH,20210901,20210901,20210630,1,1,2,-2853069.56,
600687.SH,20210901,20210901,20210630,1,1,2,-22755369.46,146820.0
600240.SH,20210901,20210901,20210630,1,1,2,79092421.97,
000333.SZ,20210831,20210831,20210630,1,1,2,20176410000.0,3447518000.0
000887.SZ,20210831,20210831,20210630,1,1,2,644879655.85,361337038.95
000893.SZ,20210831,20210831,20210630,1,1,2,76801742.03,345859636.17
000921.SZ,20210831,20210831,20210630,1,1,2,2084626939.89,432274612.81
601816.SH,20210831,20210831,20210630,1,1,2,7504432178.99,1592811238.47
688169.SH,20210831,20210831,20210630,1,1,2,884461717.0,48594973.0
601800.SH,20210831,20210831,20210630,1,1,2,-64610375982.0,16735461068.0
688006.SH,20210831,20210831,20210630,1,1,2,149352589.84,102850121.51
002309.SZ,20210831,20210831,20210630,1,1,2,-129424471.06,895626282.73
000861.SZ,20210831,20210831,20210630,1,1,2,158513189.47,289534947.01
601021.SH,20210831,20210831,20210630,1,1,2,843190702.0,2643829715.0
601058.SH,20210831,20210831,20210630,1,1,2,321423959.69,1085760727.4
002335.SZ,20210831,20210831,20210630,1,1,2,-173307804.94,159772225.75
601866.SH,20210831,20210831,20210630,1,1,2,3939736683.95,22881889655.13
601126.SH,20210831,20210831,20210630,1,1,2,63503321.54,14565654.6
002368.SZ,20210831,20210831,20210630,1,1,2,-2136043913.06,74361243.09
002371.SZ,20210831,20210831,20210630,1,1,2,-199107008.17,257849325.71
000876.SZ,20210831,20210831,20210630,1,1,2,-4596606685.74,10378327709.81
601012.SH,20210831,20210831,20210630,1,1,2,847446923.65,2303298012.45
000338.SZ,20210831,20210831,20210630,1,1,2,7151298028.84,2674778808.12
002563.SZ,20210831,20210831,20210630,1,1,2,888969270.1,110975330.5
002174.SZ,20210831,20210831,20210630,1,1,2,143605589.71,26681546.61
002203.SZ,20210831,20210831,20210630,1,1,2,-2361046166.04,569998834.3
002251.SZ,20210831,20210831,20210630,1,1,2,1626715817.79,1035115435.07
002242.SZ,20210831,20210831,20210630,1,1,2,-332426945.14,43662934.93
000157.SZ,20210831,20210831,20210630,1,1,2,4129602305.37,1044470133.89
002216.SZ,20210831,20210831,20210630,1,1,2,53146482.98,165932935.79
002078.SZ,20210831,20210831,20210630,1,1,2,2662533940.08,4251490704.01
600158.SH,20210831,20210831,20210630,1,1,2,-390821040.2,55056402.96
600026.SH,20210831,20210831,20210630,1,1,2,1641455981.78,2056563661.85
688363.SH,20210831,20210831,20210630,1,1,2,384849307.84,458256070.59
600151.SH,20210831,20210831,20210630,1,1,2,-20319311.5,136227701.59
688318.SH,20210831,20210831,20210630,1,1,2,48392518.29,1317697.58
000066.SZ,20210831,20210831,20210630,1,1,2,-2999844208.58,468181556.15
