ts_code,end_date,c_fr_sale_sg,c_pay_acq_const_fiolta
000001.SZ,20080331,,48682000.0
000002.SZ,20080331,8987690884.39,36772073.36
000004.SZ,20080331,11039254.83,26799144.66
000005.SZ,20080331,9316965.6,
000006.SZ,20080331,33155283.71,10150126.0
000007.SZ,20080331,46757701.35,3390759.0
000008.SZ,20080331,1877496.23,7450.0
000009.SZ,20080331,610494376.12,15541735.27
000010.SZ,20080331,24508164.51,613400.0
000011.SZ,20080331,90272908.07,7038957.0
000012.SZ,20080331,1065071219.0,579715789.0
000014.SZ,20080331,8426242.58,118722.22
000015.SZ,20080331,,
000016.SZ,20080331,3455576827.85,42318907.25
000017.SZ,20080331,34490206.19,46800.0
000018.SZ,20080331,17747988.0,
000019.SZ,20080331,43237884.09,20949890.82
000020.SZ,20080331,63268673.33,54401.68
000021.SZ,20080331,3330082439.82,51395237.11
000023.SZ,20080331,108075191.67,1335652.69
000024.SZ,20080331,1156901464.0,34411618.0
000025.SZ,20080331,283315347.87,144068.9
000026.SZ,20080331,286506002.68,5456157.02
000027.SZ,20080331,2921562658.65,1224370739.3
000028.SZ,20080331,1842559540.1,16423384.54
000029.SZ,20080331,110922332.23,75797.0
000030.SZ,20080331,,
000031.SZ,20080331,254453090.33,22147671.42
000032.SZ,20080331,316476324.02,14426268.29
000033.SZ,20080331,16018009.29,843088.29
000034.SZ,20080331,76329358.6,52373.0
000035.SZ,20080331,225766.0,3200.0
000036.SZ,20080331,3518568968.97,47938732.61
000037.SZ,20080331,1478353616.79,29878528.28
000038.SZ,20080331,,
000039.SZ,20080331,10142320000.0,578581000.0
000040.SZ,20080331,63325125.0,103258.25
000042.SZ,20080331,167201404.07,6303924.55
000045.SZ,20080331,138308175.93,8132186.09
000046.SZ,20080331,445409069.0,488708.37
000047.SZ,20080331,,
000048.SZ,20080331,232405180.97,10833866.76
000049.SZ,20080331,236652166.74,4814804.41
000050.SZ,20080331,426278437.91,262901840.55
000055.SZ,20080331,166752279.68,3901331.22
000056.SZ,20080331,3449058.92,84253.0
000058.SZ,20080331,91488814.68,616334.07
000059.SZ,20080331,1158666795.05,14407292.12
000060.SZ,20080331,2185064810.37,123753210.07
000061.SZ,20080331,361851439.44,156027774.77
000062.SZ,20080331,431955011.42,10045885.68
000063.SZ,20080331,6571447000.0,196576000.0
000065.SZ,20080331,286627093.54,280855.25
000066.SZ,20080331,1236311463.59,3715360.9
000068.SZ,20080331,531989830.22,11772070.71
000069.SZ,20080331,509196559.37,677151588.42
000070.SZ,20080331,99905692.04,6380363.39
000078.SZ,20080331,550231256.68,20137070.26
000088.SZ,20080331,129004913.62,3255292.94
000089.SZ,20080331,278625733.72,71172911.84
000090.SZ,20080331,631155728.32,1523219.2
000096.SZ,20080331,572181178.01,4268997.0
000099.SZ,20080331,103790015.59,7205839.84
000100.SZ,20080331,10305848028.0,130762477.0
000150.SZ,20080331,36877664.33,656800.0
000151.SZ,20080331,112927520.36,27182.3
000153.SZ,20080331,207762732.03,25648219.49
000155.SZ,20080331,708250455.13,53014023.64
000156.SZ,20080331,114135606.61,687516.13
000157.SZ,20080331,2119274524.78,106035998.94
000158.SZ,20080331,616042734.1,161792346.89
000159.SZ,20080331,248219981.04,9925965.81
000301.SZ,20080331,126708116.92,3884333.43
000333.SZ,20080331,10336797063.36,452354585.37
000338.SZ,20080331,4587816881.37,409785182.32
000400.SZ,20080331,373661648.32,6375129.0
000401.SZ,20080331,944596218.16,420662149.76
000402.SZ,20080331,1655727962.64,71334457.01
000403.SZ,20080331,124346468.47,430775.0
000404.SZ,20080331,467256698.62,14482722.33
000407.SZ,20080331,599998774.68,9932650.15
000408.SZ,20080331,169666776.31,269408.92
000409.SZ,20080331,400000.0,236523.0
000410.SZ,20080331,1616225626.41,33971929.89
000411.SZ,20080331,930671783.14,3797655.95
000413.SZ,20080331,19661918.94,332159.0
000415.SZ,20080331,37845258.25,8565713.35
000416.SZ,20080331,211162478.49,255463.61
000417.SZ,20080331,1730137814.1,11710175.31
000418.SZ,20080331,1538014040.12,13393754.72
000419.SZ,20080331,502415155.73,19617829.24
000420.SZ,20080331,216441426.95,29639596.0
000421.SZ,20080331,511155817.77,32337367.88
000422.SZ,20080331,2225594525.08,1361941921.47
000423.SZ,20080331,418056280.05,14164442.67
000425.SZ,20080331,776279847.62,20694851.23
000426.SZ,20080331,39776368.79,5022150.0
000428.SZ,20080331,187120914.61,244583401.69
000429.SZ,20080331,221964229.97,58588824.32
000430.SZ,20080331,9577925.85,2485908.81
000488.SZ,20080331,3859734440.89,177682904.66
000498.SZ,20080331,68679.1,20553.0
