ts_code,ann_date,end_date,operate_profit
601598.SH,20190115,20180930,2925688699.05
002946.SZ,20190108,20180930,189930076.0
300759.SZ,20190107,20180930,267763931.61
601615.SH,20190102,20180930,206400409.57
603185.SH,20181227,20180930,203815213.96
300757.SZ,20181224,20180930,73391401.24
002941.SZ,20181127,20180930,423551481.41
300751.SZ,20181108,20180930,165135316.73
601399.SH,20181101,20180930,353128184.31
688180.SH,20181101,20180930,-435356112.63
605589.SH,20181101,20180930,453288359.3
601186.SH,20181031,20180930,17338383000.0
603259.SH,20181031,20180930,2168865418.15
601200.SH,20181031,20180930,681221038.63
002018.SZ,20181031,20180930,-1184305008.74
601919.SH,20181031,20180930,1564985245.0
603369.SH,20181031,20180930,1358439335.2
002434.SZ,20181031,20180930,411221662.95
601138.SH,20181031,20180930,11794090000.0
002004.SZ,20181031,20180930,941329834.14
603228.SH,20181031,20180930,759468601.53
603766.SH,20181031,20180930,791005909.73
002024.SZ,20181031,20180930,5809860000.0
603198.SH,20181031,20180930,680936309.12
601231.SH,20181031,20180930,911773602.43
601258.SH,20181031,20180930,-65435104.0
601360.SH,20181031,20180930,3042308000.0
603160.SH,20181031,20180930,324928694.14
002326.SZ,20181031,20180930,466322855.94
601179.SH,20181031,20180930,344512497.17
002308.SZ,20181031,20180930,173755365.1
002181.SZ,20181031,20180930,23345462.47
002194.SZ,20181031,20180930,-49925175.38
601975.SH,20181031,20180930,244272530.48
601857.SH,20181031,20180930,114637000000.0
601966.SH,20181031,20180930,932987774.0
001289.SZ,20181031,20180930,5278541021.48
601088.SH,20181031,20180930,56453000000.0
601117.SH,20181031,20180930,2295696589.59
601567.SH,20181031,20180930,526821048.87
600996.SH,20181031,20180930,249927059.99
000893.SZ,20181031,20180930,11997607.87
000895.SZ,20181031,20180930,4733095708.49
002506.SZ,20181031,20180930,-58961932.16
601001.SH,20181031,20180930,1722111469.26
000917.SZ,20181031,20180930,38125499.47
600811.SH,20181031,20180930,735517096.21
002382.SZ,20181031,20180930,294525233.81
000861.SZ,20181031,20180930,272159667.77
000932.SZ,20181031,20180930,7390855975.3
603596.SH,20181031,20180930,311939849.14
000938.SZ,20181031,20180930,2383397914.64
601006.SH,20181031,20180930,15669333728.0
601012.SH,20181031,20180930,1858934072.07
601016.SH,20181031,20180930,607177574.61
603555.SH,20181031,20180930,25472842.56
601019.SH,20181031,20180930,1118188381.16
601021.SH,20181031,20180930,1846704599.0
601058.SH,20181031,20180930,627246076.21
000829.SZ,20181031,20180930,-27734933.68
000876.SZ,20181031,20180930,2597541859.67
601669.SH,20181031,20180930,9019400570.52
001872.SZ,20181031,20180930,726549178.8
601933.SH,20181031,20180930,903510970.86
002310.SZ,20181031,20180930,1091334174.28
601800.SH,20181031,20180930,16608035020.0
600236.SH,20181031,20180930,2812564338.64
600393.SH,20181031,20180930,690053759.03
600363.SH,20181031,20180930,197982706.3
600352.SH,20181031,20180930,4131433482.18
600329.SH,20181031,20180930,464561519.24
600320.SH,20181031,20180930,242763645.0
600312.SH,20181031,20180930,16512832.46
600295.SH,20181031,20180930,1306398297.12
600289.SH,20181031,20180930,-206171905.72
600259.SH,20181031,20180930,-158600443.49
600271.SH,20181031,20180930,1898708534.01
600240.SH,20181031,20180930,70267809.87
600219.SH,20181031,20180930,1798631853.3
002176.SZ,20181031,20180930,317550080.76
600221.SH,20181031,20180930,916019000.0
600179.SH,20181031,20180930,670594280.57
600175.SH,20181031,20180930,-13281784.63
600177.SH,20181031,20180930,2626711563.46
600170.SH,20181031,20180930,2502581311.9
600158.SH,20181031,20180930,53468099.44
600166.SH,20181031,20180930,-1764784033.67
600151.SH,20181031,20180930,-234515836.97
600157.SH,20181031,20180930,423194388.62
600153.SH,20181031,20180930,3110092386.06
600150.SH,20181031,20180930,396785061.22
600416.SH,20181031,20180930,-452879191.24
600425.SH,20181031,20180930,-83278751.91
600458.SH,20181031,20180930,97696449.83
600485.SH,20181031,20180930,-928966185.77
601668.SH,20181031,20180930,48958331000.0
601866.SH,20181031,20180930,1176558385.91
601766.SH,20181031,20180930,10066684000.0
000830.SZ,20181031,20180930,3099804969.53
601888.SH,20181031,20180930,4483155166.52
603001.SH,20181031,20180930,216900707.87
601611.SH,20181031,20180930,929130635.33
601111.SH,20181031,20180930,9593409000.0
601727.SH,20181031,20180930,4441160000.0
601808.SH,20181031,20180930,-47925293.0
600131.SH,20181031,20180930,114813068.78
600612.SH,20181031,20180930,1706060510.94
600594.SH,20181031,20180930,248527495.01
600587.SH,20181031,20180930,329783571.21
600586.SH,20181031,20180930,349037713.75
600584.SH,20181031,20180930,102947712.68
600583.SH,20181031,20180930,-165112944.08
600578.SH,20181031,20180930,510206158.91
600563.SH,20181031,20180930,389040332.79
600562.SH,20181031,20180930,36110808.19
600521.SH,20181031,20180930,577141220.85
600515.SH,20181031,20180930,1866774446.64
600500.SH,20181031,20180930,2216674894.99
000973.SZ,20181031,20180930,59350803.65
600132.SH,20181031,20180930,485440605.81
002503.SZ,20181031,20180930,855637234.89
000503.SZ,20181031,20180930,-115793933.53
603920.SH,20181031,20180930,219420180.55
603927.SH,20181031,20180930,147616811.44
000403.SZ,20181031,20180930,99247028.95
000537.SZ,20181031,20180930,3043365351.17
000338.SZ,20181031,20180930,9846743915.67
600754.SH,20181031,20180930,1298012698.2
000429.SZ,20181031,20180930,1743730277.43
000426.SZ,20181031,20180930,762360304.89
000425.SZ,20181031,20180930,1671922595.66
600745.SH,20181031,20180930,-161550881.48
000418.SZ,20181031,20180930,1787132126.81
600739.SH,20181031,20180930,939350676.07
600988.SH,20181031,20180930,94953410.6
000413.SZ,20181031,20180930,1761010518.21
603806.SH,20181031,20180930,406366163.98
600654.SH,20181031,20180930,-113502118.4
600029.SH,20181031,20180930,5912000000.0
600122.SH,20181031,20180930,-365467197.85
600108.SH,20181031,20180930,63713292.15
600098.SH,20181031,20180930,966929652.0
600086.SH,20181031,20180930,-88671664.68
600074.SH,20181031,20180930,-375170578.52
600068.SH,20181031,20180930,4943176461.12
600039.SH,20181031,20180930,717813836.07
603986.SH,20181031,20180930,390619473.91
000333.SZ,20181031,20180930,22776551000.0
600028.SH,20181031,20180930,97257000000.0
000156.SZ,20181031,20180930,479121366.67
688122.SH,20181031,20180930,112318643.61
600751.SH,20181031,20180930,220980000.0
600685.SH,20181031,20180930,-1270065264.04
600687.SH,20181031,20180930,107315451.78
000027.SZ,20181031,20180930,892417699.27
600759.SH,20181031,20180930,489981522.13
000564.SZ,20181031,20180930,1195725017.66
000155.SZ,20181031,20180930,16157580.78
000553.SZ,20181031,20180930,3312769000.0
600831.SH,20181031,20180930,111890079.84
000157.SZ,20181031,20180930,1574970636.54
000158.SZ,20181031,20180930,71949304.85
600733.SH,20181031,20180930,81225264.88
000543.SZ,20181031,20180930,411103190.01
600707.SH,20181031,20180930,-286420905.55
600718.SH,20181031,20180930,-42875750.0
000539.SZ,20181031,20180930,1646668665.0
600827.SH,20181031,20180930,1250566578.34
601908.SH,20181031,20180930,483615745.84
600703.SH,20181031,20180930,2922724115.58
000301.SZ,20181031,20180930,976525378.81
600690.SH,20181031,20180930,8827902207.19
600732.SH,20181031,20180930,-10088322.39
000592.SZ,20181031,20180930,133857537.12
600060.SH,20181031,20180930,426326950.56
000511.SZ,20181031,20180930,-31857624.14
600823.SH,20181031,20180930,3360721568.71
600900.SH,20181031,20180930,21747711433.62
600635.SH,20181031,20180930,434490234.07
000680.SZ,20181031,20180930,103558076.05
600655.SH,20181031,20180930,1659377092.7
600879.SH,20181031,20180930,434325144.4
600875.SH,20181031,20180930,1066819527.71
000825.SZ,20181031,20180930,4573603648.14
600787.SH,20181031,20180930,124045020.63
601390.SH,20181031,20180930,17537301000.0
000839.SZ,20181031,20180930,11335251.11
600027.SH,20181031,20180930,2675945000.0
600887.SH,20181031,20180930,6089550182.0
600893.SH,20181031,20180930,752503992.13
000726.SZ,20181031,20180930,745161820.22
000729.SZ,20181031,20180930,840283581.26
000669.SZ,20181031,20180930,292819187.3
