ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,end_type,basic_eps,diluted_eps,total_revenue,revenue,int_income,prem_earned,comm_income,n_commis_income,n_oth_income,n_oth_b_income,prem_income,out_prem,une_prem_reser,reins_income,n_sec_tb_income,n_sec_uw_income,n_asset_mg_income,oth_b_income,fv_value_chg_gain,invest_income,ass_invest_income,forex_gain,total_cogs,oper_cost,int_exp,comm_exp,biz_tax_surchg,sell_exp,admin_exp,fin_exp,assets_impair_loss,prem_refund,compens_payout,reser_insur_liab,div_payt,reins_exp,oper_exp,compens_payout_refu,insur_reser_refu,reins_cost_refund,other_bus_cost,operate_profit,non_oper_income,non_oper_exp,nca_disploss,total_profit,income_tax,n_income,n_income_attr_p,minority_gain,oth_compr_income,t_compr_income,compr_inc_attr_p,compr_inc_attr_m_s,ebit,ebitda,insurance_exp,undist_profit,distable_profit,rd_exp,fin_exp_int_exp,fin_exp_int_inc,transfer_surplus_rese,transfer_housing_imprest,transfer_oth,adj_lossgain,withdra_legal_surplus,withdra_legal_pubfund,withdra_biz_devfund,withdra_rese_fund,withdra_oth_ersu,workers_welfare,distr_profit_shrhder,prfshare_payable_dvd,comshare_payable_dvd,capit_comstock_div,continued_net_profit,update_flag
000732.SZ,20251031,,20250930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4868400096.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000800.SZ,20251031,,20250930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82492554.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000826.SZ,20251031,,20250930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-458263218.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000829.SZ,20251031,,20250930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16458027.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000970.SZ,20251031,,20250930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193149209.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
001872.SZ,20251031,,20250930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8517862608.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601869.SH,20251031,,20250930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,610536517.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601933.SH,20251031,,20250930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-235386023.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601969.SH,20251031,,20250930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389277890.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601992.SH,20251031,,20250930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-982260844.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603001.SH,20251031,,20250930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-225866024.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603026.SH,20251031,,20250930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-121990951.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603127.SH,20251031,,20250930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99452028.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603169.SH,20251031,,20250930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8336602.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603185.SH,20251031,,20250930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249821134.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603188.SH,20251031,,20250930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22421790.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603267.SH,20251031,,20250930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265010419.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603305.SH,20251031,,20250930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355058481.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600606.SH,20251031,20251031.0,20250930,1.0,1.0,3.0,-0.48,-0.48,127998466935.37,127697167839.49,283207066.6,,18092029.28,,,,,,,,,,,,178114185.95,-314633836.87,-191004227.24,55673317.73,134468909607.63,117619549967.44,59866192.12,8026279.51,2526787575.45,1475390279.82,4160124639.32,5628109441.01,-1537015257.28,,,,,,,,,,,-6478736837.37,92440619.09,1092744370.83,,-7479040589.11,506760431.95,-7985801021.06,-6689798260.2,-1296002760.86,162689161.8,-7823111859.26,-6537735603.14,-1285376256.12,775178361.66,,,,,672031416.16,5931142907.36,153650740.52,,,,,,,,,,,,,,,-7985801021.06,1.0
600200.SH,20251031,,20250930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-72293802.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
002030.SZ,20251031,,20250930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-165399620.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000538.SZ,20251031,,20250930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5605052816.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600425.SH,20251031,,20250930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400270527.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600500.SH,20251031,,20250930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1544918135.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601236.SH,20251031,20251031.0,20250930,1.0,4.0,3.0,0.18,0.18,1762318981.84,1762318981.84,630359877.47,,,235954331.76,1242046870.29,-753634.14,,,,,197677365.15,24584527.61,7378478.63,1294231.28,253566584.32,984989051.94,,-81768.27,619811896.31,,348089963.1,,9547817.14,,650352069.08,,,,,,,,619811896.31,,,,2047865.42,1142507085.53,9521650.06,11457259.07,,1140571476.52,266653903.18,873917573.34,864476472.61,9441100.73,115038937.56,988956510.9,979515410.17,9441100.73,,,,,,,,,,,,,,,,,,,,,,,872870259.77,1.0
601689.SH,20251031,20251031.0,20250930,1.0,1.0,3.0,1.14,1.14,20928194722.65,20928194722.65,,,,,,,,,,,,,,,,43638604.63,30431856.33,,18998148965.11,16909002037.78,,,142009237.0,200456123.02,583884596.74,31831797.74,-39459911.08,,,,,,,,,,,2244039443.29,7634307.5,15235062.63,,2236438688.16,267147452.29,1969291235.87,1966544636.78,2746599.09,136811477.23,2106102713.1,2103370010.16,2732702.94,,,,,,1084638063.14,122718211.93,28772794.76,,,,,,,,,,,,,,,1969291235.87,0.0
002203.SZ,20251031,20251031.0,20250930,1.0,1.0,3.0,0.51,0.51,65017794738.56,64932525145.63,85269592.93,,,,,,,,,,,,,,-119705688.5,-78879055.17,61827320.96,,63881718902.13,62542041854.7,537986.12,,121496432.17,209860369.73,800377735.41,106402411.07,-5577300.0,,,,,,,,,,,1087241929.18,24025290.8,7041911.29,,1104225308.69,188342691.06,915882617.63,924661932.49,-8779314.86,-308319091.69,607563525.94,616342840.8,-8779314.86,1397460991.89,,,,,83640651.2,525694814.36,91870901.99,,,,,,,,,,,,,,,915882617.63,1.0
603225.SH,20251031,20251031.0,20250930,1.0,1.0,3.0,0.58,0.58,51542169127.49,51542169127.49,,,,,,,,,,,,,,,7732063.22,4217456.56,31219497.85,,50847451994.28,48496722339.33,,,157679720.07,84616761.19,571089780.94,277774326.4,-145738437.31,,,,,,,,,,,909100207.65,46944859.41,3569611.23,,952475455.83,83038586.16,869436869.67,868837760.83,599108.84,-2772616.83,866664252.84,866065144.0,599108.84,1318515596.97,,,,,1120614800.06,500440373.32,190346205.7,,,,,,,,,,,,,,,869436869.67,1.0
000338.SZ,20251031,20251031.0,20250930,1.0,1.0,3.0,1.03,1.03,170570624994.35,170570624994.35,,,,,,,,,,,,,,,-349799831.44,300534105.08,46316216.06,,159332401140.07,133200333455.76,,,556354632.99,9926839051.45,9215586111.63,-593003936.09,-916755349.0,,,,,,,,,,,12384880520.95,287111405.58,85772654.64,,12586219271.89,1734439107.01,10851780164.88,8877551118.3,1974229046.58,2448442060.07,13300222224.95,10434883895.71,2865338329.24,12668703558.07,,,,,6175086606.03,2707943451.29,2611585085.41,,,,,,,,,,,,,,,10851780164.88,1.0
000050.SZ,20251031,20251031.0,20250930,1.0,1.0,3.0,0.1274,0.1274,26662703732.98,26662703732.98,,,,,,,,,,,,,,,,-291735449.82,-287218377.51,,26637206432.82,22271579511.88,,,148455639.77,318947973.84,625244839.77,569700775.98,-298903917.37,,,,,,,,,,,338625268.15,19702238.34,18194882.75,,340132623.74,60991156.08,279141467.66,313120828.39,-33979360.73,28687072.37,307828540.03,341807900.76,-33979360.73,1498965411.32,,,,,2421419318.76,595998505.69,23337903.54,,,,,,,,,,,,,,,279141467.66,1.0
600398.SH,20251031,20251031.0,20250930,1.0,1.0,3.0,0.39,0.39,15599408001.6,15599408001.6,,,,,,,,,,,,,,,25709117.06,7199988.57,,,13244759979.8,8553804942.25,,,90279892.8,3524072753.82,742403278.2,-135356886.35,-283224690.06,,,,,,,,,,,2413004002.75,10379568.49,5958987.34,,2417424583.9,573751189.56,1843673394.34,1862413868.44,-18740474.1,1563693.27,1845237087.61,1863977561.71,-18740474.1,2522334909.66,,,,,156993010.89,50712377.89,201409904.6,,,,,,,,,,,,,,,1843673394.34,1.0
601198.SH,20251031,20251031.0,20250930,1.0,4.0,3.0,0.495,0.495,3610165346.64,3610165346.64,1474880775.41,,,1263266941.38,1804130570.55,-255862.87,,,,,716892029.5,371258594.34,149928626.01,3126629.82,142550143.34,1611447773.19,47674700.19,47576139.82,1727707821.77,,935495433.39,,23896166.33,,1728628959.98,,,,,,,,1727707821.77,,,,3382492.69,1882457524.87,1118474.12,5615109.49,,1877960889.5,277907882.42,1600053007.08,1598821750.95,1231256.13,177771761.14,1777824768.22,1777260190.05,564578.17,,,,,,,,,,,,,,,,,,,,,,,1600053007.08,1.0
688772.SH,20251031,20251031.0,20250930,1.0,1.0,3.0,0.35,0.34,10321184450.66,10321184450.66,,,,,,,,,,,,,,,1431387.14,4657163.38,5374103.41,,10385919408.64,7838419995.34,,,58743022.87,54503279.9,869318845.23,111385676.55,-130910332.23,,,,,,,,,,,115430772.0,7119804.29,3464693.92,,119085882.37,-191975916.06,311061798.43,386873099.61,-75811301.18,1006710.76,312068509.19,388313134.46,-76244625.27,,,,,,1318613181.77,140347722.0,33516971.18,,,,,,,,,,,,,,,311061798.43,0.0
002387.SZ,20251031,,20250930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1932180167.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603885.SH,20251031,20251031.0,20250930,1.0,1.0,3.0,0.5,0.5,17480332835.34,17480332835.34,,,,,,,,,,,,,,,296423.51,3166866.13,2912039.9,,16888715982.9,14917814742.07,,,19649951.31,677062761.13,421547597.51,797459865.93,,,,,,,,,,,,1356737742.08,110895110.92,6279221.86,,1461353631.14,372154140.48,1089199490.66,1089420837.35,-221346.69,506640455.06,1595839945.72,1596061292.41,-221346.69,2142026605.45,,,,,42340085.31,824143150.21,29589410.04,,,,,,,,,,,,,,,1089199490.66,1.0
000661.SZ,20251031,20251031.0,20250930,1.0,1.0,3.0,2.9,2.9,9806612946.27,9806612946.27,,,,,,,,,,,,,,,15847688.98,-79481918.4,-88099118.71,,8429133510.75,1573736584.51,,,105546164.12,3763576345.45,1033636629.49,-4949831.06,-210162920.24,,,,,,,,,,,1396768238.39,31222448.15,247536343.08,,1180454343.46,120728799.17,1059725544.29,1164879903.07,-105154358.78,-6908760.88,1052816783.41,1160719271.07,-107902487.66,,,,,,1733395413.56,32692767.31,39115315.15,,,,,,,,,,,,,,,1059725544.29,0.0
600919.SH,20251031,20251031.0,20250930,1.0,2.0,3.0,1.59,1.59,67182801000.0,67182801000.0,106370980000.0,,5421114000.0,4548892000.0,12607250000.0,94203000.0,,,,,,,,253132000.0,-1001117000.0,11598991000.0,,1693194000.0,31025481000.0,,56503250000.0,872222000.0,740453000.0,,14441471000.0,,1625000.0,,,,,,31025481000.0,,,,158929000.0,36157320000.0,15461000.0,75287000.0,,36097494000.0,4202843000.0,31894651000.0,30582688000.0,1311963000.0,-3632623000.0,28262028000.0,26922362000.0,1339666000.0,,,,,,,,,,,,,,,,,,,,,,,,1.0
000539.SZ,20251031,20251031.0,20250930,1.0,1.0,3.0,0.1112,0.1112,37717258717.0,37717258717.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,610635365.0,494479770.0,0.0,37084674856.0,33385128366.0,0.0,0.0,231769433.0,67110133.0,1025814631.0,1656967058.0,-79027375.0,0.0,0.0,0.0,0.0,0.0,,,,,,1292183613.0,149816669.0,179954175.0,,1262046107.0,390555128.0,871490979.0,583935959.0,287555020.0,129784625.0,1001275604.0,713734534.0,287541070.0,2400974330.0,,,,,630514773.0,1704401469.0,66320350.0,,,,,,,,,,,,,,,871490979.0,1.0
688396.SH,20251031,20251031.0,20250930,1.0,1.0,3.0,0.3963,0.3962,8068865994.15,8068865994.15,,,,,,,,,,,,,,,35681494.24,-355651563.29,-359341562.88,,7325450584.4,5935680319.75,,,72242554.02,123981138.16,416672086.65,-123892433.22,-51661644.87,,,,,,,,,,,582212442.8,4719223.75,3621276.4,,583310390.15,139326105.35,443984284.8,525504410.15,-81520125.35,,443984284.8,525504410.15,-81520125.35,830111236.22,,,,,850987768.24,3616829.4,137806058.57,,,,,,,,,,,,,,,443984284.8,1.0
002422.SZ,20251031,20251031.0,20250930,1.0,1.0,3.0,0.75,0.75,13276729763.0,13276729763.0,,,,,,,,,,,,,,,21419033.0,177596768.0,158954965.0,,11967477138.0,6918962787.0,,,187048638.0,2149031228.0,930472675.0,46401011.0,-66882298.0,,,,,,,,,,,1779909067.0,4640487.0,135619472.0,,1648930082.0,404159564.0,1244770518.0,1200665720.0,44104798.0,-43268342.0,1201502176.0,1162072866.0,39429310.0,1688434175.0,,,,,1632571034.0,83743427.0,50582017.0,,,,,,,,,,,,,,,1244770518.0,1.0
600008.SH,20251031,20251031.0,20250930,1.0,1.0,3.0,0.1954,0.1954,13452616020.89,13452616020.89,,,,,,,,,,,,,,,,-19311540.9,-35137447.34,,11127465708.77,8469400704.81,,,294698104.25,32306807.38,952118625.43,1012315031.54,-31303018.42,,,,,,,,,,,2406673714.33,39668313.93,19422080.88,,2426919947.38,518842565.38,1908077382.0,1434099316.2,473978065.8,1602619.57,1909680001.57,1435019804.81,474660196.76,,,,,,115731458.49,1049769507.9,50148825.83,,,,,,,,,,,,,,,1908077382.0,0.0
603019.SH,20251031,20251031.0,20250930,1.0,1.0,3.0,0.662,0.662,8820220222.94,8820220222.94,,,,,,,,,,,,,,,,545972997.16,547319681.26,,8494737191.56,6663379932.82,,,48370817.14,485565272.79,263762549.45,-47781967.22,-25142435.54,,,,,,,,,,,1062966827.4,5871712.73,15058420.36,,1053780119.77,131558385.52,922221734.25,966113568.64,-43891834.39,5507649.8,927729384.05,969345654.75,-41616270.7,487056952.43,,,,,973892715.39,11480892.94,65811354.2,,,,,,,,,,,,,,,922221734.25,1.0
002174.SZ,20251031,,20250930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89055156.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603565.SH,20251031,,20250930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1872568750.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600221.SH,20251031,,20250930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2955637000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
002727.SZ,20251031,,20250930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371391292.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600187.SH,20251031,,20250930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12320682.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600138.SH,20251031,,20250930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297329268.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
002399.SZ,20251031,,20250930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,643316294.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
002428.SZ,20251031,,20250930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19775762.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
002345.SZ,20251031,,20250930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430453716.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
002335.SZ,20251031,,20250930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345801175.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
002459.SZ,20251031,,20250930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3835901830.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
002470.SZ,20251031,,20250930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37633610.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
002705.SZ,20251031,,20250930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1060694984.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
002489.SZ,20251031,,20250930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,823365048.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
002498.SZ,20251031,,20250930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,531912715.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
002506.SZ,20251031,,20250930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-549501994.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
002382.SZ,20251031,,20250930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-345907748.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
002707.SZ,20251031,,20250930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101172848.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
002761.SZ,20251031,,20250930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,504203396.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600886.SH,20251031,20251031.0,20250930,1.0,1.0,3.0,0.8135,0.8135,40572491647.42,40572491647.42,,,,,,,,,,,,,,,282143.25,736772061.02,734960735.08,,27360748383.48,22920777773.5,,,891214566.46,32306921.82,1324798828.45,2053553076.66,-4935385.75,,,,,,,,,,,14072554265.4,21253534.91,55266645.94,,14038541154.37,2232181947.95,11806359206.42,6517030546.19,5289328660.23,98541539.2,11904900745.62,6610419418.5,5294481327.12,15381423374.32,,,,,64618973.07,3102731937.57,1111664440.5,,,,,,,,,,,,,,,11806359206.42,1.0
600167.SH,20251031,,20250930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650053190.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
002563.SZ,20251031,,20250930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,718223435.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
002602.SZ,20251031,,20250930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5295737090.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
002681.SZ,20251031,,20250930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12578091.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600153.SH,20251031,,20250930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1747385427.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
002701.SZ,20251031,,20250930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1531968328.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600151.SH,20251031,,20250930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-262902993.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000425.SZ,20251031,20251031.0,20250930,1.0,1.0,3.0,0.51,0.51,78157334159.19,78157334159.19,,,,,,,,,,,,,,,28481266.54,-332846285.91,176327320.97,,71318247477.62,60707877123.68,,,405959931.45,3733893038.64,2298593401.02,248403303.34,-738446326.35,,,,,,,,,,,6891940740.62,67033126.94,91840603.68,,6867133263.88,783699594.04,6083433669.84,5977215500.11,106218169.73,166633482.69,6250067152.53,6125163305.56,124903846.97,8217941406.98,,,,,2976011594.54,976901681.13,269330158.29,,,,,,,,,,,,,,,6083433669.84,1.0
601800.SH,20251031,20251031.0,20250930,1.0,1.0,3.0,0.79,0.79,513915419913.0,513915419913.0,,,,,,,,,,,,,,,-451454749.0,-385084336.0,-580121438.0,,490889497482.0,457177882785.0,,,1636829975.0,2123762890.0,10916603733.0,339542680.0,-557991295.0,,,,,,,,,,,22586223293.0,551113798.0,349154006.0,,22788183085.0,4578697357.0,18209485727.0,13647200928.0,4562284799.0,276720842.0,18486206569.0,13910882585.0,4575323984.0,24196681704.0,,,,,15339683125.0,15612492227.0,17368058054.0,,,,,,,,,,,,,,,18209485727.0,1.0
600546.SH,20251031,20251031.0,20250930,1.0,1.0,3.0,0.53,0.53,15332467845.71,15332467845.71,,,,,,,,,,,,,,,,42197431.81,42197431.81,,12741887884.96,10011135648.73,,,1005902696.06,310789479.23,951797369.62,156153776.69,,,,,,,,,,,,2669329513.31,17250961.83,114753485.85,,2571826989.29,980327422.03,1591499567.26,1046303416.97,545196150.29,,1591499567.26,1046303416.97,545196150.29,2781923447.86,,,,,307089366.81,205655676.83,51302732.68,,,,,,,,,,,,,,,1591499567.26,1.0
002238.SZ,20251031,,20250930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-52891424.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000568.SZ,20251031,20251031.0,20250930,1.0,1.0,3.0,7.31,7.31,23127459902.13,23127459902.13,,,,,,,,,,,,,,,22725744.18,56225968.29,110153845.03,,8623803546.62,2980340788.02,,,2800294797.9,2419363363.64,681884971.89,-385104228.0,,,,,,,,,,,,14621018369.83,14538207.24,47991182.2,,14587565394.87,3792874776.92,10794690617.95,10762394649.32,32295968.63,39344460.12,10834035078.07,10802296405.17,31738672.9,14157544802.99,,,,,127236495.49,125045963.68,517472242.09,,,,,,,,,,,,,,,10794690617.95,1.0
600004.SH,20251031,20251031.0,20250930,1.0,1.0,3.0,0.46,0.46,5696989177.67,5696989177.67,,,,,,,,,,,,,,,-5752.0,108636906.99,100494501.6,,4643616921.56,4043029120.24,,,141961865.44,100467023.49,267349015.05,55303703.96,1126247.73,,,,,,,,,,,1246667574.83,183019321.96,236885.22,,1429450011.57,306349666.89,1123100344.68,1095810320.33,27290024.35,-16478677.57,1106621667.11,1079331642.76,27290024.35,1192168627.54,,,,,29086346.3,75578931.14,21871724.05,,,,,,,,,,,,,,,1123100344.68,1.0
000858.SZ,20251031,,20250930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8908289957.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301611.SZ,20251031,20251031.0,20250930,1.0,1.0,3.0,0.56,0.56,793939041.42,793939041.42,,,,,,,,,,,,,,,23833.33,921645.02,,,535670694.79,365681988.36,,,7054993.74,17039583.94,49651664.66,-993619.19,-17392888.01,,,,,,,,,,,270903270.3,23300.0,1341178.84,,269585391.46,26938939.69,242646451.77,244520318.4,-1873866.63,,242646451.77,244520318.4,-1873866.63,285591763.54,,,,,73978942.53,1563458.04,2086946.21,,,,,,,,,,,,,,,242646451.77,1.0
688223.SH,20251031,20251031.0,20250930,1.0,1.0,3.0,-0.39,-0.39,47986042016.95,47986042016.95,,,,,,,,,,,,,,,-318817448.38,-187428856.79,-109985415.31,,53834331307.05,48018084276.2,,,293960725.02,1446082702.62,1632018631.86,626273689.73,-1032893530.68,,,,,,,,,,,-5469172816.45,43243487.45,80801980.65,,-5506731309.65,-1568970452.16,-3937760857.49,-3920337446.24,-17423411.25,-22039152.93,-3959800010.42,-3942376599.17,-17423411.25,-3284714037.94,,,,,649704190.71,1191558225.36,377773828.13,,,,,,,,,,,,,,,-3937760857.49,1.0
000034.SZ,20251031,20251031.0,20250930,1.0,1.0,3.0,0.9941,0.9773,102365346044.23,102365346044.23,,,,,,,,,,,,,,,32877397.71,-74365180.9,-39307417.1,,101505532283.01,98732073189.64,,,155099855.64,1558292713.99,290213058.74,307421820.29,-58126457.34,,,,,,,,,,,849775657.25,1488941.32,4231057.74,,847033540.83,149457219.31,697576321.52,670037970.25,27538351.27,-39937898.08,657638423.44,628472543.41,29165880.03,1256282964.82,,,,,274977703.86,364659779.81,42307702.78,,,,,,,,,,,,,,,697576321.52,1.0
002168.SZ,20251031,,20250930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16058019.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
002180.SZ,20251031,,20250930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-69179189.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
