ts_code,end_date,total_liab,money_cap,total_assets
600066.SH,19991231,347385006.75,68530489.8,988338429.71
000869.SZ,19991231,247820913.0,112905394.0,820918829.0
600723.SH,19991231,484370623.68,284504868.75,1433612855.94
600790.SH,19991231,1222681944.53,267479241.31,1920029570.54
600808.SH,19991231,5437694307.0,1355858167.0,17299626537.0
600719.SH,19991231,424853626.62,28802983.5,1074326037.01
000972.SZ,19991231,406050743.23,76121349.16,587021441.06
600621.SH,19991231,502309166.21,159690476.91,1282462253.62
600057.SH,19991231,613851344.53,207328263.85,1314996719.66
600105.SH,19991231,263629378.22,22171258.83,891964206.52
600213.SH,19991231,488186896.14,309287268.12,1072356650.34
000001.SZ,19991231,42968141344.0,842602072.0,45868972050.0
000978.SZ,19991231,130057113.39,42456639.67,218605201.43
600169.SH,19991231,403775550.69,98698041.99,1090296867.54
600008.SH,19991231,566626585.61,169959713.61,1697982800.65
600697.SH,19991231,133612758.05,77158399.99,551063606.12
000025.SZ,19991231,647669487.06,40336918.28,876150224.37
600685.SH,19991231,2057312381.56,479045047.75,3466470281.39
600650.SH,19991231,282545972.0,136534061.0,1822311148.0
600195.SH,19991231,247418845.37,169378005.69,1036569112.23
000877.SZ,19991231,356634330.72,38635359.61,815496991.2
600644.SH,19991231,559151090.72,106558705.81,1036820184.87
000018.SZ,19991231,69773559.0,40946987.0,371909570.0
600715.SH,19991231,445247594.79,25125405.44,652460423.61
600126.SH,19991231,1196075746.37,389405622.75,2506608242.35
000537.SZ,19991231,226986571.54,78946555.3,617599265.87
000705.SZ,19991231,276744530.19,100143851.41,557352936.07
600227.SH,19991231,111488774.08,456496101.98,789463119.69
600196.SH,19991231,201149106.33,170049757.57,858231182.83
600192.SH,19991231,451508899.65,110724751.25,1313072088.42
600666.SH,19991231,126935598.29,48055986.17,357884468.16
600773.SH,19991231,32771656.34,21513644.02,253823571.6
600177.SH,19991231,428563021.99,50731903.42,1569498568.08
600009.SH,19991231,230072318.56,674874352.34,4142425301.08
600136.SH,19991231,190864216.9,36762831.39,474426346.48
000900.SZ,19991231,328708201.74,51323667.51,1593740884.59
000078.SZ,19991231,436592357.87,38145250.24,642281207.12
000422.SZ,19991231,255093935.71,1299862.39,847255781.06
600782.SH,19991231,29404109.01,36819256.74,274634122.32
600787.SH,19991231,126477538.41,143037954.62,572652249.21
600616.SH,19991231,129687573.76,41106959.24,305929086.34
000637.SZ,19991231,97015302.72,105841793.64,554840104.72
000693.SZ,19991231,183632000.17,95285863.36,380061309.43
000417.SZ,19991231,263669871.11,112298080.4,751736317.66
600657.SH,19991231,125951121.03,86497027.61,415244285.24
600162.SH,19991231,299540355.69,66709560.52,721110190.39
600868.SH,19991231,403401433.77,475490873.99,1905611590.04
600807.SH,19991231,227087343.85,44091203.0,465333532.62
600198.SH,19991231,1331913742.12,334060836.77,2514297404.71
000578.SZ,19991231,163985614.84,19611135.68,401640859.68
000859.SZ,19991231,321964589.85,34545792.98,880957203.68
000685.SZ,19991231,431445872.38,23581134.67,708737930.2
600627.SH,19991231,3449799678.85,284212781.25,4472820309.55
000677.SZ,19991231,214016439.28,1496031.54,469763040.34
600700.SH,19991231,545859297.93,40098223.88,748947853.61
600740.SH,19991231,504168119.72,107104385.09,934591891.24
600720.SH,19991231,191882523.73,36429666.38,581843723.47
600727.SH,19991231,871311623.73,133841056.67,2043200269.86
600053.SH,19991231,420901566.68,12588628.55,875279870.79
600824.SH,19991231,348588061.05,90022847.83,823500230.49
000423.SZ,19991231,157967669.64,86804946.9,535212776.8
600605.SH,19991231,314808742.02,81408799.01,636751144.53
000619.SZ,19991231,18886640.86,36291640.37,184496034.97
000673.SZ,19991231,145320667.32,62551069.08,465959917.03
000516.SZ,19991231,222477705.34,57727708.59,507228650.88
000850.SZ,19991231,160190636.77,60961871.6,622039730.17
600606.SH,19991231,515956683.54,83378684.99,768840675.07
600121.SH,19991231,439865974.96,98772056.19,1597782889.75
000905.SZ,19991231,1848086061.45,500596106.42,2784246727.4
600500.SH,19991231,549858729.74,956905786.4,1956264472.82
600626.SH,19991231,1109231133.21,591731618.56,2001065039.33
600676.SH,19991231,141613053.67,71939959.24,373012041.62
000710.SZ,19991231,77774826.25,17038524.59,298678966.41
000407.SZ,19991231,385313217.68,77185357.29,831467178.61
600056.SH,19991231,526925992.26,536715467.76,907274692.88
600128.SH,19991231,249174143.66,145139673.88,700886646.43
000729.SZ,19991231,111373934.29,87768744.4,2525285015.36
000514.SZ,19991231,320841987.91,15619280.83,502159437.59
000812.SZ,19991231,165001510.5,87707646.84,542204527.67
600067.SH,19991231,222877072.1,77606080.33,403003415.63
600133.SH,19991231,533521665.32,115664695.29,1030102717.03
600661.SH,19991231,166003949.86,88793770.28,455758040.02
000811.SZ,19991231,247007227.04,26707623.4,444507725.52
000836.SZ,19991231,224419723.01,209133475.14,774212704.84
000635.SZ,19991231,157814691.24,15446320.22,486955131.45
600772.SH,19991231,370450779.06,197206391.39,1287144453.85
600187.SH,19991231,429838582.14,76610666.04,966360617.22
600080.SH,19991231,175921081.58,58706677.52,656906511.3
600068.SH,19991231,1278420815.18,532957609.58,4115282950.84
000848.SZ,19991231,110538928.69,42961867.62,520584682.24
600054.SH,19991231,129384547.0,169918134.0,823215149.0
000595.SZ,19991231,698584634.54,23358199.94,1128337817.85
600210.SH,19991231,636424989.89,376258751.81,1688102550.87
600816.SH,19991231,1597795497.54,199797091.83,2422870345.79
000046.SZ,19991231,330732906.74,50222920.83,869563688.02
600301.SH,19991231,342219865.91,74460381.02,517266025.22
600735.SH,19991231,110661472.41,2760077.62,314303849.08
600870.SH,19991231,2376931474.56,535299552.21,3286436862.67
600005.SH,19991231,2993480012.08,1933689234.15,7424784776.98
600892.SH,19991231,149805820.15,516674.11,152812910.46
000672.SZ,19991231,187769677.23,16756835.66,300786325.57
000765.SZ,19991231,322907754.53,4618785.92,505740470.5
000908.SZ,19991231,206507745.79,274436024.58,691940288.8
000059.SZ,19991231,1251368431.87,193259079.87,2835153539.56
000939.SZ,19991231,95265777.96,205481374.6,509597320.28
000752.SZ,19991231,154897320.39,16430169.28,390169275.71
600774.SH,19991231,280920052.72,57798326.12,624837529.6
600707.SH,19991231,310332290.3,146208475.15,1251490073.75
000402.SZ,19991231,143328437.54,15015105.42,317480080.07
000623.SZ,19991231,468691347.25,41528182.93,1189107633.45
000807.SZ,19991231,1404606759.0,147172404.24,2146930912.13
000660.SZ,19991231,433072236.86,331905061.65,794972646.02
001267.SZ,19991231,322907754.53,4618785.92,505740470.5
600825.SH,19991231,101711141.81,133594623.97,308187048.01
600630.SH,19991231,2346740604.31,597486867.69,3565299245.8
000415.SZ,19991231,114019350.04,74097202.07,501376116.3
000506.SZ,19991231,334090975.77,3697389.34,584138082.95
000778.SZ,19991231,1244503794.87,445922603.01,2734955367.34
600120.SH,19991231,437014260.48,81458897.27,818359821.23
000930.SZ,19991231,508358626.99,245285212.43,1080302199.85
000519.SZ,19991231,173064809.38,30192128.5,366735651.77
600777.SH,19991231,161287323.71,53362225.88,720406455.57
600168.SH,19991231,184602506.98,229737884.69,1229627201.62
000615.SZ,19991231,96359092.15,18222616.56,461516649.34
000852.SZ,19991231,304130681.52,106114593.39,826898061.81
000888.SZ,19991231,56125735.49,144670521.02,449340117.3
600741.SH,19991231,1653670911.29,343942279.26,2782428944.42
000863.SZ,19991231,69263824.79,69939067.84,329100738.12
000906.SZ,19991231,357423490.84,64887626.77,685688832.4
000564.SZ,19991231,557209188.58,72198771.74,1067887833.51
000089.SZ,19991231,389362129.21,101006909.85,1676679534.4
000522.SZ,19991231,1883440685.59,38721554.81,1865737424.25
600183.SH,19991231,539490676.05,125168737.32,1237934346.05
600145.SH,19991231,195876357.92,117273326.28,504781856.79
000626.SZ,19991231,165517232.5,23638078.98,331658944.22
000926.SZ,19991231,208005636.27,232495137.12,774896573.68
000920.SZ,19991231,118793768.98,250268534.43,685498496.44
600061.SH,19991231,252623161.8,130613473.03,618775504.71
000837.SZ,19991231,162590351.11,54304109.78,522947592.05
000688.SZ,19991231,520361832.98,186544826.62,946533528.96
600791.SH,19991231,153582612.81,51240935.88,316827342.31
600191.SH,19991231,157508822.35,75390689.16,769509068.22
000689.SZ,19991231,240996397.81,2860507.56,383678587.5
000895.SZ,19991231,405104869.61,226526345.8,1295358474.09
600702.SH,19991231,471999501.26,125060211.54,1638952691.48
000612.SZ,19991231,420620321.15,194039262.83,974027275.92
000400.SZ,19991231,522344314.78,316601411.84,1821797524.08
600209.SH,19991231,165161110.45,135122424.0,656382279.57
