ts_code,ann_date,end_date,n_cashflow_act,c_pay_acq_const_fiolta,f_ann_date,comp_type,report_type,end_type
301200.SZ,20220128,20210930,-219166862.73,93778370.04,20220128.0,1.0,1.0,3.0
688223.SH,20220107,20210930,-717569554.48,5160621606.87,20220107,1,1,3
688220.SH,20211224,20210930,-725841714.24,182613813.65,20211224,1,1,3
688234.SH,20211223,20210930,56140455.82,176140397.67,20211223,1,1,3
600941.SH,20211214,20210930,249116000000.0,127761000000.0,20211214.0,1.0,1.0,3.0
688248.SH,20211202,20210930,-341936819.75,15998597.04,20211202,1,1,3
688032.SH,20211201,20210930,80445075.84,36799352.32,20211201,1,1,3
688235.SH,20211124,20210930,-5175561000.0,1016127000.0,20211124,1,1,3
688192.SH,20211123,20210930,-338446296.65,2129534.36,20211123,1,1,3
688082.SH,20211117,20210930,44235651.8,34206884.09,20211117,1,1,3
688105.SH,20211112,20210930,299273863.93,216361709.53,20211112,1,1,3
688981.SH,20211112,20210930,14138913000.0,15952866000.0,20211112,1,1,3
688107.SH,20211111,20210930,-144546425.62,39975573.41,20211111,1,1,3
600074.SH,20211102,20210930,4068576.04,1374345.98,20211102.0,1.0,1.0,3.0
601019.SH,20211030,20210930,587158857.03,577681358.51,20211030.0,1.0,1.0,3.0
600466.SH,20211030,20210930,415067813.81,49146472.88,20211030.0,1.0,1.0,3.0
688561.SH,20211030,20210930,-1671144665.23,131297506.24,20211030,1,1,3
601877.SH,20211030,20210930,2270467105.49,7134290149.25,20211030.0,1.0,1.0,3.0
688567.SH,20211030,20210930,-749633358.69,1473866412.08,20211030,1,1,3
688578.SH,20211030,20210930,89654449.26,144585151.02,20211030,1,1,3
002653.SZ,20211030,20210930,-108528583.13,565938040.44,20211030,1,1,3
000785.SZ,20211030,20210930,4634832736.26,898018856.88,20211030.0,1.0,1.0,3.0
000766.SZ,20211030,20210930,46498512.34,18385766.31,20211030.0,1.0,1.0,3.0
600507.SH,20211030,20210930,3438350017.13,80723168.71,20211030.0,1.0,1.0,3.0
600460.SH,20211030,20210930,470847082.97,674507814.44,20211030.0,1.0,1.0,3.0
601156.SH,20211030,20210930,3913689520.4,271978946.44,20211030.0,1.0,1.0,3.0
000732.SZ,20211030,20210930,-1186955496.74,1408886.04,20211030.0,1.0,1.0,3.0
000729.SZ,20211030,20210930,2793586706.32,220897656.02,20211030.0,1.0,1.0,3.0
600458.SH,20211030,20210930,-900292800.45,212556707.13,20211030.0,1.0,1.0,3.0
600500.SH,20211030,20210930,-2040008625.63,5727447640.51,20211030.0,1.0,1.0,3.0
600563.SH,20211030,20210930,570850260.55,233325653.1,20211030.0,1.0,1.0,3.0
000727.SZ,20211030,20210930,-5996915196.44,1328322933.0,20211030.0,1.0,1.0,3.0
000060.SZ,20211030,20210930,1129283030.68,1983372003.0,20211030.0,1.0,1.0,3.0
600468.SH,20211030,20210930,50804702.4,57123787.72,20211030.0,1.0,1.0,3.0
688521.SH,20211030,20210930,-55882444.6,62988529.48,20211030,1,1,3
688516.SH,20211030,20210930,162288015.73,151011015.51,20211030,1,1,3
000627.SZ,20211030,20210930,-2203186675.27,83859308.76,20211030.0,1.0,1.0,3.0
688321.SH,20211030,20210930,56339494.1,173597114.27,20211030,1,1,3
603737.SH,20211030,20210930,-46156267.38,1490879771.15,20211030,1,1,3
603799.SH,20211030,20210930,2312452488.29,5309915591.6,20211030,1,1,3
