ts_code,ann_date,f_ann_date,end_date,comp_type,report_type,end_type,n_cashflow_act,c_pay_acq_const_fiolta
000008.SZ,20160825,20160825,20160630,1,1,2,-52115774.12,14749296.41
000009.SZ,20160830,20160830,20160630,1,1,2,20959692.05,302707126.43
000012.SZ,20160816,20160816,20160630,1,1,2,1046720349.0,472503623.0
000021.SZ,20160831,20160831,20160630,1,1,2,-48277443.35,316290073.81
000025.SZ,20160826,20160826,20160630,1,1,2,23971506.36,38970948.42
000027.SZ,20160826,20160826,20160630,1,1,2,1043991735.49,2580641627.56
000028.SZ,20160818,20160818,20160630,1,1,2,492634062.23,71766169.34
000030.SZ,20160829,20160829,20160630,1,1,2,158367036.92,121550535.59
000032.SZ,20160826,20160826,20160630,1,1,2,-48205788.94,6523574.04
000034.SZ,20160830,20160830,20160630,1,1,2,183214144.52,18630468.06
000039.SZ,20160831,20160831,20160630,1,1,2,933732000.0,4189354000.0
000046.SZ,20160827,20160827,20160630,1,1,2,-5678076058.67,424832770.33
000049.SZ,20160816,20160816,20160630,1,1,2,-9707627.83,109542136.45
000050.SZ,20160825,20160825,20160630,1,1,2,-1579123796.0,536190850.0
000060.SZ,20160827,20160827,20160630,1,1,2,359905810.95,282958617.54
000061.SZ,20160830,20160830,20160630,1,1,2,392400905.05,737847746.21
000062.SZ,20160813,20160813,20160630,1,1,2,-170817609.75,47352174.34
000063.SZ,20160826,20160826,20160630,1,1,2,2354931000.0,1596103000.0
000066.SZ,20160831,20160831,20160630,1,1,2,469786942.56,471405453.13
000078.SZ,20160823,20160823,20160630,1,1,2,-426536323.24,114045522.9
000088.SZ,20160817,20160817,20160630,1,1,2,11384807.74,369831182.74
000089.SZ,20160820,20160820,20160630,1,1,2,516610957.65,142462647.55
000090.SZ,20160823,20160823,20160630,1,1,2,160618619.32,99353429.94
000099.SZ,20160823,20160823,20160630,1,1,2,-44262552.07,52774774.86
000100.SZ,20160824,20160824,20160630,1,1,2,1901399000.0,8591368000.0
000155.SZ,20160831,20160831,20160630,1,1,2,-81289147.88,474075.66
000156.SZ,20160826,20160826,20160630,1,1,2,269708520.79,380175318.93
000157.SZ,20160831,20160831,20160630,1,1,2,-301873081.48,274451246.1
000158.SZ,20160831,20160831,20160630,1,1,2,-1100404688.56,48280123.42
000301.SZ,20160824,20160824,20160630,1,1,2,-15123449.14,197407914.2
000333.SZ,20160831,20160831,20160630,1,1,2,8129163000.0,1076411000.0
000338.SZ,20160831,20160831,20160630,1,1,2,2023604269.72,2134824562.92
000400.SZ,20160825,20160825,20160630,1,1,2,-65819964.94,103377432.41
000403.SZ,20160831,20171109,20160630,1,1,2,47975079.9,22870077.5
000401.SZ,20160827,20160827,20160630,1,1,2,1465525889.72,179559001.38
000408.SZ,20160831,20160831,20160630,1,1,2,39999687.03,
000417.SZ,20160812,20160812,20160630,1,1,2,113086084.66,255211455.28
000413.SZ,20160830,20160830,20160630,1,1,2,1281108942.94,306468934.04
000418.SZ,20160810,20160810,20160630,1,1,2,1607097392.88,10938428.51
000423.SZ,20160813,20160813,20160630,1,1,2,-909293208.61,137428340.29
000425.SZ,20160812,20160812,20160630,1,1,2,536868498.41,408192960.95
000426.SZ,20160831,20160831,20160630,1,1,2,11840540.41,80683999.09
000429.SZ,20160823,20160823,20160630,1,1,2,932882829.38,69443291.01
000488.SZ,20160825,20160825,20160630,1,1,2,-2697509853.04,990227873.52
000501.SZ,20160820,20160820,20160630,1,1,2,365048350.16,368936417.73
000503.SZ,20160824,20160824,20160630,1,1,2,-299600516.51,52688026.93
000511.SZ,20160830,20160830,20160630,1,1,2,-590891307.73,780844.51
000513.SZ,20160820,20160820,20160630,1,1,2,307923704.4,178102206.27
000519.SZ,20160826,20160826,20160630,1,1,2,-44920392.32,45903788.35
000528.SZ,20160830,20160830,20160630,1,1,2,659796944.32,37220192.97
000536.SZ,20160812,20160812,20160630,1,1,2,162959374.44,605355760.52
000537.SZ,20160831,20160831,20160630,1,1,2,-1116975513.03,239613.61
000538.SZ,20160827,20160827,20160630,1,1,2,2091468763.54,51123441.78
000539.SZ,20160826,20160826,20160630,1,1,2,4696500182.0,1525254338.0
000540.SZ,20160830,20160830,20160630,1,1,2,-698074641.56,5357128.94
000541.SZ,20160825,20160825,20160630,1,1,2,291628307.06,33994345.07
000543.SZ,20160831,20160831,20160630,1,1,2,1145001178.91,509679570.92
000547.SZ,20160826,20160826,20160630,1,1,2,-284521188.7,33319146.54
000550.SZ,20160827,20160827,20160630,1,1,2,987874784.0,512444030.0
000552.SZ,20160823,20160823,20160630,1,1,2,-5605594.72,212576734.99
000553.SZ,20160818,20160818,20160630,1,1,2,46718918.62,39877320.86
000555.SZ,20160831,20160831,20160630,1,1,2,-130981627.07,26966732.53
000559.SZ,20160818,20160818,20160630,1,1,2,608029673.13,271872647.66
000564.SZ,20160823,20160823,20160630,1,1,2,44051576.92,47246975.72
000566.SZ,20160830,20160830,20160630,1,1,2,-23137681.85,58295257.34
000568.SZ,20160831,20160831,20160630,1,1,2,1561773336.64,15200299.73
000572.SZ,20160827,20160827,20160630,1,1,2,732015409.09,317924570.34
000581.SZ,20160825,20160825,20160630,1,1,2,193541014.95,226897693.98
000582.SZ,20160820,20160820,20160630,1,1,2,603330293.54,300665934.26
000587.SZ,20160824,20160824,20160630,1,1,2,52047037.52,252182292.74
000591.SZ,20160816,20160816,20160630,1,1,2,528508729.41,1896080176.97
000592.SZ,20160831,20160831,20160630,1,1,2,13325405.74,28992778.18
000596.SZ,20160827,20160827,20160630,1,1,2,326112612.99,75351512.67
000598.SZ,20160827,20160827,20160630,1,1,2,605644096.34,986200125.15
000600.SZ,20160810,20160810,20160630,1,1,2,1722636639.05,825138890.13
000612.SZ,20160728,20160728,20160630,1,1,2,286186682.35,40118120.21
000616.SZ,20160831,20160831,20160630,1,1,2,24057585.77,614502.03
000623.SZ,20160830,20160830,20160630,1,1,2,126197102.81,95384951.72
000625.SZ,20160830,20160830,20160630,1,1,2,4620787228.07,2655001579.93
000627.SZ,20160830,20160830,20160630,1,1,2,-4220585285.08,32350342.07
000629.SZ,20160802,20160802,20160630,1,1,2,695674670.1,205531025.6
000630.SZ,20160830,20160830,20160630,1,1,2,1542461605.58,557265750.83
000631.SZ,20160817,20160817,20160630,1,1,2,1744401906.44,
000636.SZ,20160823,20160823,20160630,1,1,2,123558459.28,217484214.76
000651.SZ,20160819,20160819,20160630,1,1,2,11454870917.79,1550266002.52
000652.SZ,20160831,20160831,20160630,1,1,2,-119303096.91,109428008.41
000657.SZ,20160831,20160831,20160630,1,1,2,41338953.06,78789331.39
000661.SZ,20160811,20160811,20160630,1,1,2,-117396723.13,95576725.37
000667.SZ,20160720,20160720,20160630,1,1,2,373350979.95,1520855.81
000669.SZ,20160831,20160831,20160630,1,1,2,112859608.25,387857686.66
000671.SZ,20160827,20160827,20160630,1,1,2,-1244630466.67,14473647.4
000680.SZ,20160827,20160827,20160630,1,1,2,65350647.81,14578505.53
000681.SZ,20160827,20160827,20160630,1,1,2,20347352.92,1300072.32
000683.SZ,20160826,20160826,20160630,1,1,2,368195123.97,104118863.04
000685.SZ,20160830,20160830,20160630,1,1,2,190650137.69,26792230.56
000690.SZ,20160719,20160719,20160630,1,1,2,696589482.85,528522013.82
000697.SZ,20160818,20160818,20160630,1,1,2,-45085971.76,72090064.81
000703.SZ,20160825,20160825,20160630,1,1,2,1818496242.31,310646846.67
000708.SZ,20160811,20160811,20160630,1,1,2,-9163161.7,32972387.84
000709.SZ,20160831,20160831,20160630,1,1,2,8382398464.48,4001915184.07
000717.SZ,20160831,20160831,20160630,1,1,2,-154889595.21,56954235.72
000723.SZ,20160826,20160826,20160630,1,1,2,-247669103.5,621647290.4
000725.SZ,20160830,20160830,20160630,1,1,2,2734086955.0,7098361611.0
000726.SZ,20160831,20160831,20160630,1,1,2,563407347.43,445389460.81
000727.SZ,20160820,20160820,20160630,1,1,2,-78540053.97,2773027800.95
000729.SZ,20160831,20160831,20160630,1,1,2,1137255476.86,322390883.13
000732.SZ,20160820,20160820,20160630,1,1,2,-11681686098.39,83440675.65
000733.SZ,20160827,20160827,20160630,1,1,2,115447458.53,165194169.98
000738.SZ,20160822,20160822,20160630,1,1,2,-128347171.55,111186718.11
000739.SZ,20160824,20160824,20160630,1,1,2,-4112144.79,133775823.63
000748.SZ,20160830,20160830,20160630,1,1,2,-514794883.57,49920022.71
000758.SZ,20160826,20160826,20160630,1,1,2,-1304402061.31,66784771.44
000761.SZ,20160825,20160825,20160630,1,1,2,2390777363.52,758159102.38
000762.SZ,20160825,20160825,20160630,1,1,2,115802988.07,70100338.7
000766.SZ,20160818,20160818,20160630,1,1,2,-209519318.57,15096473.05
000768.SZ,20160823,20160823,20160630,1,1,2,-267227023.01,230215330.07
000777.SZ,20160823,20160823,20160630,1,1,2,-65147945.28,6842432.24
000778.SZ,20160823,20160823,20160630,1,1,2,-491363784.06,907690903.94
000785.SZ,20160827,20160827,20160630,1,1,2,-1726347.37,17363539.29
000786.SZ,20160816,20160816,20160630,1,1,2,403975405.92,304292789.98
000792.SZ,20160826,20160826,20160630,1,1,2,550289904.05,1729072687.41
000793.SZ,20160727,20160727,20160630,1,1,2,-123979186.22,95976689.74
000800.SZ,20160827,20160827,20160630,1,1,2,-184855870.08,703348751.64
000806.SZ,20160819,20160819,20160630,1,1,2,-12034312.85,14256311.37
000807.SZ,20160827,20160827,20160630,1,1,2,598967589.18,582310003.8
000810.SZ,20160819,20160819,20160630,1,1,2,226294681.68,81961091.23
000813.SZ,20160827,20160827,20160630,1,1,2,42781351.32,41712134.74
000816.SZ,20160827,20160827,20160630,1,1,2,32742034.62,79457531.3
000818.SZ,20160820,20160820,20160630,1,1,2,-38795031.55,24541254.6
000825.SZ,20160827,20160827,20160630,1,1,2,3621615205.8,798217812.98
000826.SZ,20160816,20160816,20160630,1,1,2,-367395395.65,1162788512.85
000829.SZ,20160831,20160831,20160630,1,1,2,-1314882506.6,28010345.59
000830.SZ,20160830,20160830,20160630,1,1,2,585360550.74,1421740540.5
000831.SZ,20160812,20160812,20160630,1,1,2,143126056.92,4424606.48
000839.SZ,20160827,20160827,20160630,1,1,2,-383089612.47,41019158.99
000848.SZ,20160825,20160825,20160630,1,1,2,-44498473.24,11914284.36
000858.SZ,20160824,20160824,20160630,1,1,2,4311242229.58,167783179.62
000860.SZ,20160820,20160820,20160630,1,1,2,615616631.39,136275875.96
000861.SZ,20160827,20160827,20160630,1,1,2,354181222.47,371880800.86
000869.SZ,20160829,20160829,20160630,1,1,2,682748369.0,398151685.0
000876.SZ,20160831,20160831,20160630,1,1,2,1394841525.4,780520042.64
000877.SZ,20160806,20160806,20160630,1,1,2,298825318.4,20948097.82
000878.SZ,20160826,20160826,20160630,1,1,2,-848262138.54,225422599.2
000883.SZ,20160830,20160830,20160630,1,1,2,1538813092.82,2788342947.71
000887.SZ,20160831,20160831,20160630,1,1,2,326198934.04,191923011.82
000893.SZ,20160820,20160820,20160630,1,1,2,-184262593.88,13223273.56
000895.SZ,20160817,20160817,20160630,1,1,2,2840813149.31,488561901.17
000898.SZ,20160830,20160830,20160630,1,1,2,1439000000.0,413000000.0
000900.SZ,20160827,20160827,20160630,1,1,2,473787053.81,133757809.24
000917.SZ,20160827,20160827,20160630,1,1,2,-541170736.16,405888951.94
000919.SZ,20160823,20160823,20160630,1,1,2,-60089120.18,58583055.4
000921.SZ,20160826,20160826,20160630,1,1,2,1066721270.63,129400021.03
000930.SZ,20160819,20160819,20160630,1,1,2,27305454.86,20406363.36
000931.SZ,20160820,20160820,20160630,1,1,2,-111980863.11,32738401.29
000932.SZ,20160831,20160831,20160630,1,1,2,1263873312.12,438916712.3
000933.SZ,20160802,20160802,20160630,1,1,2,620873880.19,375406690.66
000937.SZ,20160831,20160831,20160630,1,1,2,-65995542.52,391212695.39
000938.SZ,20160831,20160831,20160630,1,1,2,180904938.54,32193329.8
000939.SZ,20160825,20160825,20160630,1,1,2,350412302.94,183105544.98
000951.SZ,20160831,20160831,20160630,1,1,2,500899143.45,32607049.05
000958.SZ,20160817,20160817,20160630,1,1,2,168055276.14,191832376.21
000959.SZ,20160830,20160830,20160630,1,1,2,1132504642.77,1161468014.21
000960.SZ,20160812,20160812,20160630,1,1,2,962313932.13,571381920.94
000961.SZ,20160818,20160818,20160630,1,1,2,-3264097492.23,28902849.2
000963.SZ,20160819,20160819,20160630,1,1,2,1010997263.49,285493743.87
000967.SZ,20160827,20160827,20160630,1,1,2,-97289177.3,45745267.61
000969.SZ,20160830,20160830,20160630,1,1,2,42824280.09,149882586.24
000970.SZ,20160820,20160820,20160630,1,1,2,238111824.12,72727267.18
000973.SZ,20160730,20160730,20160630,1,1,2,91850523.89,77808177.97
000975.SZ,20160831,20160831,20160630,1,1,2,325872276.83,73052457.01
000979.SZ,20160831,20160831,20160630,1,1,2,-1577649158.93,128407907.61
000980.SZ,20160729,20160729,20160630,1,1,2,79815864.01,56054093.56
000983.SZ,20160730,20160730,20160630,1,1,2,519649431.16,930568178.49
000988.SZ,20160812,20160812,20160630,1,1,2,44527092.18,75111544.04
000990.SZ,20160730,20160730,20160630,1,1,2,-66304802.35,41061581.42
000997.SZ,20160817,20160817,20160630,1,1,2,119403575.37,37890100.78
000998.SZ,20160825,20160825,20160630,1,1,2,23440669.02,153553864.97
000999.SZ,20160813,20160813,20160630,1,1,2,711114704.16,157319446.92
001289.SZ,20160822,20160822,20160630,1,1,2,5087898623.92,4895192438.91
001696.SZ,20160827,20160827,20160630,1,1,2,95559437.09,65480236.16
001872.SZ,20160826,20160826,20160630,1,1,2,368657243.8,62448676.28
002001.SZ,20160816,20160816,20160630,1,1,2,438074500.29,599053829.92
002002.SZ,20160827,20160827,20160630,1,1,2,-43280009.14,86161715.3
002004.SZ,20160826,20160826,20160630,1,1,2,68823969.04,177443886.17
002005.SZ,20160829,20160829,20160630,1,1,2,241859135.06,152076876.81
002007.SZ,20160818,20160818,20160630,1,1,2,179070389.52,126104655.98
002008.SZ,20160825,20160825,20160630,1,1,2,-70762392.69,149914400.42
002010.SZ,20160824,20160824,20160630,1,1,2,165548489.93,997971324.74
002011.SZ,20160822,20160822,20160630,1,1,2,4587016.43,316067440.82
002013.SZ,20160812,20160812,20160630,1,1,2,-607512435.05,196427384.8
002018.SZ,20160819,20160819,20160630,1,1,2,-967740494.53,1575879.39
002019.SZ,20160820,20160820,20160630,1,1,2,148795622.65,63110521.57
002022.SZ,20160826,20160826,20160630,1,1,2,48360535.21,37903287.06
002024.SZ,20160831,20160831,20160630,1,1,2,-1659635000.0,1495250000.0
002025.SZ,20160823,20160823,20160630,1,1,2,51429137.24,13498565.16
002027.SZ,20160831,20160831,20160630,1,1,2,1668557058.34,42419842.16
002028.SZ,20160820,20160820,20160630,1,1,2,-356590022.24,32223814.32
002029.SZ,20160823,20160823,20160630,1,1,2,85916676.51,46046721.23
002030.SZ,20160827,20160827,20160630,1,1,2,-177167516.09,97977883.74
002032.SZ,20160831,20160831,20160630,1,1,2,206636530.62,87298714.1
002038.SZ,20160826,20160826,20160630,1,1,2,176481014.15,89079308.81
002041.SZ,20160822,20160822,20160630,1,1,2,-69290851.54,32320638.82
002044.SZ,20160824,20160824,20160630,1,1,2,-18350760.56,328225267.9
002048.SZ,20160825,20160825,20160630,1,1,2,664412437.21,311571169.11
