ts_code,ann_date,f_ann_date,end_date,n_cashflow_act,c_pay_acq_const_fiolta,comp_type,report_type,end_type
603056.SH,20171226,20171226,20161231,95313060.52,948934744.54,,,
002918.SZ,20171129,20171129,20161231,228819237.65,99849777.5,,,
603367.SH,20170911,20170911,20161231,291972115.39,42445464.76,,,
002893.SZ,20170807,20170807,20161231,216203269.88,152029488.82,,,
603129.SH,20170731,20170731,20161231,247135573.87,25803376.89,,,
603233.SH,20170711,20170711,20161231,495601186.37,307353831.82,,,
920491.BJ,20170630,20170630,20161231,18569538.31,22405068.65,,,
301372.SZ,20170630,20170630,20161231,-3189893.54,7360746.87,,,
688596.SH,20170630,20170630,20161231,25231240.42,77557665.62,,,
688103.SH,20170630,20170630,20161231,18529454.46,17478870.3,,,
300673.SZ,20170628,20170628,20161231,77182131.77,11912758.94,,,
603707.SH,20170628,20170628,20161231,-286786674.42,72508339.1,,,
603612.SH,20170628,20170628,20161231,226180210.45,184528677.95,,,
300676.SZ,20170627,20170627,20161231,234073624.17,246006834.88,,,
002884.SZ,20170627,20170627,20161231,150061251.14,35873641.93,,,
002887.SZ,20170627,20170627,20161231,120995506.77,493265.26,,,
301248.SZ,20170627,20170627,20161231,4906305.2,2315761.31,,,
300675.SZ,20170626,20170626,20161231,86889826.14,37215564.05,,,
603387.SH,20170626,20170626,20161231,155914635.3,39314943.48,,,
300904.SZ,20170624,20170624,20161231,-18346924.64,3905206.96,,,
000511.SZ,20170624,20170624,20161231,-281941293.15,12728728.25,1,1,4
920856.BJ,20170623,20170623,20161231,-14556567.41,9068748.03,,,
920642.BJ,20170621,20170621,20161231,-3273408.57,2993657.47,,,
300672.SZ,20170620,20170620,20161231,9439783.22,48287095.34,,,
301082.SZ,20170620,20170620,20161231,35149489.72,30185312.93,,,
603757.SH,20170620,20170620,20161231,120420212.97,42647175.13,,,
920639.BJ,20170620,20170620,20161231,67252261.24,14617107.37,,,
603730.SH,20170619,20170619,20161231,322601838.56,181164618.69,,,
603305.SH,20170619,20170619,20161231,247430343.03,117531577.87,,,
301113.SZ,20170617,20170617,20161231,4364678.23,2661802.64,,,
603331.SH,20170615,20170615,20161231,95095879.21,45113050.65,,,
603933.SH,20170615,20170615,20161231,53957339.58,2371195.39,,,
300670.SZ,20170614,20170614,20161231,38743200.48,12441434.1,,,
300671.SZ,20170614,20170614,20161231,47640404.46,20039671.64,,,
002885.SZ,20170613,20170613,20161231,52201087.34,50806414.18,,,
603801.SH,20170612,20170612,20161231,297459862.17,136838491.3,,,
603617.SH,20170612,20170612,20161231,58034692.39,17231022.19,,,
002886.SZ,20170612,20170612,20161231,41045774.75,44960731.75,,,
688160.SH,20170612,20170612,20161231,40127479.23,2680507.08,,,
920553.BJ,20170610,20170610,20161231,58644624.14,13995568.37,,,
920634.BJ,20170609,20170609,20161231,8685376.79,1581741.17,,,
300669.SZ,20170609,20170609,20161231,48521982.41,17256811.79,,,
301062.SZ,20170609,20170609,20161231,34229853.9,168675139.44,,,
603938.SH,20170608,20170608,20161231,53679584.42,14894421.79,,,
603043.SH,20170607,20170607,20161231,376425877.4,82293599.86,,,
301001.SZ,20170607,20180425,20161231,57661721.78,1590008.4,,,
002883.SZ,20170606,20170606,20161231,-9301456.73,3512171.41,,,
688378.SH,20170606,20170606,20161231,-13168431.03,34854602.79,,,
300667.SZ,20170605,20170605,20161231,24858443.43,9042893.38,,,
688083.SH,20170603,20170603,20161231,25462900.17,2689760.23,,,
300668.SZ,20170602,20170602,20161231,16174334.65,89440361.86,,,
002882.SZ,20170602,20170602,20161231,175939792.09,5542431.33,,,
603335.SH,20170601,20170601,20161231,19658896.91,20045390.4,,,
603380.SH,20170601,20170601,20161231,78643315.76,33728941.53,,,
002881.SZ,20170531,20170531,20161231,3395054.94,9846723.5,,,
603679.SH,20170531,20170531,20161231,38499909.97,9263917.26,,,
688616.SH,20170526,20170526,20161231,29196347.75,14041861.19,,,
300665.SZ,20170525,20170525,20161231,26172133.17,5834596.17,,,
603226.SH,20170524,20170524,20161231,103240782.84,9134150.72,,,
603980.SH,20170524,20170524,20161231,532866693.46,92424494.04,,,
300666.SZ,20170523,20170523,20161231,61387701.24,38932671.71,,,
603879.SH,20170523,20170523,20161231,37089109.73,5230267.65,,,
002880.SZ,20170522,20170522,20161231,126405733.7,59911413.25,,,
002879.SZ,20170522,20170522,20161231,111984071.93,12181762.11,,,
603536.SH,20170522,20170522,20161231,127804987.04,19003420.88,,,
688067.SH,20170519,20170519,20161231,31193097.2,22463014.31,,,
301079.SZ,20170519,20170519,20161231,48406435.84,2431799.7,,,
