ts_code,ann_date,f_ann_date,end_date,n_cashflow_act,c_pay_acq_const_fiolta,comp_type,report_type,end_type
600941.SH,20211214,,20191231,247591000000.0,204965000000.0,,,
001227.SZ,20211207,,20191231,-3671181282.89,233543228.98,,,
600927.SH,20211109,,20191231,1638715958.63,50614383.6,,,
601665.SH,20210507,,20191231,9871519000.0,277288000.0,,,
600906.SH,20210409,,20191231,3849457314.2,74974977.23,,,
688819.SH,20201225,20201225.0,20191231,1841620663.04,934715398.56,,,
605377.SH,20201209,20201209.0,20191231,322169454.49,109041337.68,,,
003023.SZ,20201124,20201124.0,20191231,19989101.68,36742581.44,,,
689009.SH,20200930,20200930.0,20191231,251275237.65,379845173.64,,,
605136.SH,20200909,20200909.0,20191231,220479007.03,26749775.73,,,
603565.SH,20200818,20200818.0,20191231,1735864742.6,521619580.57,,,
300873.SZ,20200804,20200804.0,20191231,146466122.81,29706379.55,,,
300861.SZ,20200727,20200727.0,20191231,351607503.09,7101327.7,,,
601456.SH,20200713,,20191231,3796784000.0,84680000.0,,,
002210.SZ,20200630,20200630.0,20191231,14389356.46,36031233.03,,,
688256.SH,20200630,20200630.0,20191231,-201796040.15,156213969.49,,,
688488.SH,20200630,20200630.0,20191231,56195150.98,33495520.02,,,
000525.SZ,20200630,20200630.0,20191231,1464507715.43,211667219.13,,,
002086.SZ,20200630,20230429.0,20191231,15469870.12,32334408.4,,,
688580.SH,20200630,20200630.0,20191231,141472081.95,21228156.01,,,
600168.SH,20200630,20200630.0,20191231,1084427075.8,1760190855.22,,,
603619.SH,20200630,20200630.0,20191231,296615115.43,496806501.72,,,
600035.SH,20200630,20200630.0,20191231,1076548567.6,133232279.57,,,
002638.SZ,20200630,20200630.0,20191231,-216505378.87,59535650.18,,,
002450.SZ,20200630,20210228,20191231,-868565511.91,72844954.48,1,1,4
002083.SZ,20200630,20200630.0,20191231,594248843.19,280749329.31,,,
600759.SH,20200630,20200630.0,20191231,813078989.66,387492474.3,,,
600240.SH,20200630,20200630,20191231,232793699.88,711495.0,1,1,4
300209.SZ,20200630,20200630.0,20191231,108665701.42,89815313.73,,,
600189.SH,20200630,20200630.0,20191231,75865007.07,18196033.09,,,
688500.SH,20200630,20200630.0,20191231,7270925.36,9102764.47,,,
688981.SH,20200630,20200630.0,20191231,8139992542.96,12722754916.66,,,
600226.SH,20200630,20210430.0,20191231,-78219843.91,77184465.8,,,
300278.SZ,20200630,20200630.0,20191231,-17752684.35,6291241.11,,,
600545.SH,20200630,20200630.0,20191231,-252733000.0,399880000.0,,,
002470.SZ,20200630,20200630.0,20191231,-1099096675.47,1028719365.29,,,
600112.SH,20200629,20200629,20191231,-113661944.24,4331650.44,1,1,4
002432.SZ,20200629,20200629.0,20191231,-43694289.87,60741600.75,,,
603085.SH,20200625,20200625.0,20191231,16082755.92,128634660.38,,,
605108.SH,20200624,20200624.0,20191231,248769690.41,226155359.67,,,
000413.SZ,20200624,20200926,20191231,-3012699649.36,2565748610.19,1,1,4
688567.SH,20200624,20200624.0,20191231,483521769.03,1815473959.48,,,
600338.SH,20200624,20200624.0,20191231,977180056.76,492727567.34,,,
002280.SZ,20200624,20200624,20191231,-103077293.68,152669434.09,1,1,4
600807.SH,20200624,20200624.0,20191231,722457112.29,229119156.7,,,
002581.SZ,20200624,20200624,20191231,48414581.64,36274287.03,1,1,4
002694.SZ,20200624,20200624.0,20191231,240393657.98,38359983.61,,,
002085.SZ,20200624,20200624.0,20191231,1362402127.06,770062406.82,,,
002501.SZ,20200624,20200624.0,20191231,70264431.38,3560879.5,,,
000979.SZ,20200624,20200624,20191231,-88903582.98,630691.43,1,1,4
000923.SZ,20200624,20200624.0,20191231,942105825.07,864288496.77,,,
688579.SH,20200624,20200624.0,20191231,11374168.1,178192207.36,,,
601258.SH,20200623,20200623,20191231,-4724693578.0,391614433.0,1,1,4
000980.SZ,20200623,20200623.0,20191231,-5790979927.12,1767472040.45,,,
600614.SH,20200623,20210430,20191231,-144615061.72,43773522.32,1,1,4
688309.SH,20200623,20200623.0,20191231,-51624951.48,25358460.45,,,
600086.SH,20200623,20200623,20191231,-2692358.87,5600.0,1,1,4
002575.SZ,20200623,20200623.0,20191231,11484935.99,714891.43,,,
600589.SH,20200623,20200623.0,20191231,69937285.32,134681867.71,,,
601388.SH,20200623,20200623.0,20191231,840700605.56,250858007.1,,,
300852.SZ,20200623,20200623.0,20191231,87223493.03,54867319.16,,,
300851.SZ,20200623,20200623.0,20191231,119963616.94,31894954.05,,,
688180.SH,20200622,20200622.0,20191231,-1179475317.13,862263944.14,,,
688165.SH,20200622,20200622.0,20191231,-166787856.7,35726789.68,,,
300850.SZ,20200622,20200622.0,20191231,41941533.2,77268491.58,,,
002082.SZ,20200620,20200620.0,20191231,-248693352.62,405979167.31,,,
000981.SZ,20200620,20200620.0,20191231,1098389060.16,913252835.26,,,
600393.SH,20200620,20200620,20191231,202566088.87,44215795.81,1,1,4
688060.SH,20200619,20200619.0,20191231,56007525.81,3078967.91,,,
600518.SH,20200618,20200618.0,20191231,2882044986.08,473204662.42,,,
605188.SH,20200617,20200617.0,20191231,222640788.25,86862888.77,,,
300849.SZ,20200617,20200617.0,20191231,90842097.45,50586101.55,,,
603197.SH,20200617,20200617.0,20191231,201019284.1,298512474.41,,,
688027.SH,20200616,20200616.0,20191231,171272682.57,57553099.55,,,
688568.SH,20200616,20200616.0,20191231,-3435824.92,10414158.02,,,
920832.BJ,20200616,20210128.0,20191231,129992757.43,76794047.86,,,
688377.SH,20200615,20200615.0,20191231,76272514.61,49283540.6,,,
300847.SZ,20200615,20200615.0,20191231,82917466.88,26956727.15,,,
002584.SZ,20200615,20200615.0,20191231,95892729.31,9806149.84,,,
000887.SZ,20200615,20200615.0,20191231,1643004472.74,1302231554.15,,,
300848.SZ,20200615,20200615.0,20191231,89367404.18,27083538.06,,,
002355.SZ,20200615,20200615.0,20191231,69467388.38,94733716.6,,,
002663.SZ,20200615,20200615.0,20191231,407161310.82,19415011.9,,,
002625.SZ,20200613,20200613.0,20191231,94764413.02,332321661.19,,,
000732.SZ,20200613,20200613,20191231,23614647942.29,243403789.18,1,1,4
600734.SH,20200613,20210918.0,20191231,-197522783.38,10361347.03,,,
920017.BJ,20200612,20220617.0,20191231,215382468.71,50885147.43,,,
688277.SH,20200612,20200612.0,20191231,20532240.62,20172513.81,,,
600671.SH,20200612,20200612.0,20191231,161127708.67,94656288.13,,,
002509.SZ,20200611,20200611,20191231,-4620184.99,22529800.33,1,1,4
300845.SZ,20200611,20200611.0,20191231,66536872.18,19938032.18,,,
300846.SZ,20200610,20200610.0,20191231,103710049.47,161956532.78,,,
300843.SZ,20200610,20200610.0,20191231,106471790.93,76716050.28,,,
688600.SH,20200610,20200610.0,20191231,29129626.34,12400197.82,,,
688528.SH,20200609,20200609.0,20191231,53298093.66,34505635.23,,,
688558.SH,20200609,20200609.0,20191231,103315829.53,17779819.33,,,
603087.SH,20200608,20200608.0,20191231,1157606387.54,406632991.8,,,
000667.SZ,20200606,20200606,20191231,374255784.97,1450336015.96,1,1,4
600956.SH,20200603,20200603.0,20191231,3748697615.51,5950901794.14,,,
300841.SZ,20200602,20200602.0,20191231,182729747.72,24035200.57,,,
688518.SH,20200602,20200602.0,20191231,104047970.49,31585121.87,,,
688520.SH,20200601,20200601.0,20191231,-485102965.0,128380366.0,,,
300842.SZ,20200601,20200601.0,20191231,64466470.1,12971077.99,,,
920982.BJ,20200601,20220607.0,20191231,55405063.23,69325136.83,,,
300824.SZ,20200601,20200601.0,20191231,82460331.25,9817038.89,,,
002602.SZ,20200530,20200530,20191231,2178304328.54,485078541.76,1,1,4
002348.SZ,20200530,20200530.0,20191231,8594457.39,44133663.99,,,
920786.BJ,20200530,20220701.0,20191231,89956308.0,108779838.04,,,
600601.SH,20200530,20200530.0,20191231,834488837.22,587644802.08,,,
002321.SZ,20200530,20200530.0,20191231,658262072.09,1732881151.3,,,
600489.SH,20200530,20200530.0,20191231,2186887401.94,1599962907.59,,,
600289.SH,20200530,20200530,20191231,-129695451.92,7832798.79,1,1,4
600293.SH,20200530,20200530.0,20191231,349970065.1,71897147.81,,,
002224.SZ,20200529,20200529.0,20191231,256420196.37,144240412.91,,,
