ts_code,end_date,operate_profit,total_revenue
600862.SH,19991231,56330543.19,231058364.24
000583.SZ,19991231,82536285.31,274221434.21
000665.SZ,19991231,29735999.38,313198483.38
000420.SZ,19991231,106868077.16,801279215.94
000787.SZ,19991231,47334512.67,534705604.7
000601.SZ,19991231,198745022.76,625913054.53
000419.SZ,19991231,43096414.5,646874635.05
000801.SZ,19991231,37672454.11,123847164.94
600653.SH,19991231,218281951.69,2431761131.04
600761.SH,19991231,47613508.84,372507714.38
600771.SH,19991231,32436619.0,237201504.0
600104.SH,19991231,808639700.43,2434192696.91
600166.SH,19991231,133924947.9,3102921166.56
600157.SH,19991231,94536638.79,576961729.25
000858.SZ,19991231,786968325.85,3308791041.8
000892.SZ,19991231,48061460.91,223579830.25
600607.SH,19991231,73488007.76,543409409.48
600731.SH,19991231,34324170.18,300143666.67
600148.SH,19991231,48682598.05,160896787.17
000659.SZ,19991231,155106470.94,836299189.95
000671.SZ,19991231,15085320.3,43163478.91
000753.SZ,19991231,58536287.36,134622308.93
000856.SZ,19991231,69423521.68,464186156.02
600155.SH,19991231,109353264.18,864482928.77
000599.SZ,19991231,51695571.62,303535468.16
000676.SZ,19991231,24686028.96,101017421.74
000005.SZ,19991231,2350368.83,135572732.25
000429.SZ,19991231,294272319.23,258208665.5
000055.SZ,19991231,58902956.0,453909674.0
600628.SH,19991231,70018027.0,1914805386.97
601975.SH,19991231,91109939.31,357344875.83
000717.SZ,19991231,215767237.13,3036923860.78
000830.SZ,19991231,101603228.88,850486587.22
600089.SH,19991231,94251081.36,633928795.78
000889.SZ,19991231,59928239.15,345859591.92
600709.SH,19991231,617336403.02,1851429973.84
600704.SH,19991231,148752673.47,4133081278.02
600724.SH,19991231,25003768.73,336949199.0
600802.SH,19991231,48201384.92,593244585.81
600883.SH,19991231,22078244.18,72821546.12
000606.SZ,19991231,23610317.58,78326716.58
000631.SZ,19991231,63215450.95,170989333.69
000796.SZ,19991231,48504584.84,719340483.58
000921.SZ,19991231,553248983.0,5621644360.0
600640.SH,19991231,148473273.1,501998849.46
000730.SZ,19991231,278259551.61,690611488.4
000511.SZ,19991231,23220453.3,66749610.96
000815.SZ,19991231,34606293.37,191110127.33
600152.SH,19991231,32031692.71,602153813.37
000668.SZ,19991231,47505240.96,931041680.66
000751.SZ,19991231,399673336.62,2528076855.39
000816.SZ,19991231,129737793.37,1387685382.3
000065.SZ,19991231,19850395.26,238393408.42
000401.SZ,19991231,108317508.81,550582360.43
000537.SZ,19991231,95105776.68,356394552.04
000650.SZ,19991231,32915128.68,236033886.8
600126.SH,19991231,301326201.89,3073971654.05
000966.SZ,19991231,116509283.88,629714268.35
000705.SZ,19991231,31295138.63,481678639.19
600196.SH,19991231,106333049.88,442451367.72
600192.SH,19991231,110463695.28,705386243.69
600227.SH,19991231,65634577.22,598795988.58
600666.SH,19991231,21248410.53,285710598.22
