ts_code,ann_date,f_ann_date,end_date,comp_type,report_type,end_type,n_cashflow_act,c_pay_acq_const_fiolta
000001.SZ,20120426,20120426,20120331,2,1,1,76827816000.0,45447000.0
000002.SZ,20120424,20120424,20120331,1,1,1,1280120650.55,39047319.5
000006.SZ,20120419,20120419,20120331,1,1,1,91181063.76,55264.98
000008.SZ,20120427,20120427,20120331,1,1,1,2056454.68,
000009.SZ,20120426,20120426,20120331,1,1,1,-112847032.43,165916170.11
000012.SZ,20120424,20120424,20120331,1,1,1,257286802.0,399732877.0
000021.SZ,20120427,20120427,20120331,1,1,1,25203042.23,39911318.59
000025.SZ,20120425,20120425,20120331,1,1,1,-15234783.72,276435.9
000027.SZ,20120425,20120425,20120331,1,1,1,385078085.74,267785941.84
000028.SZ,20120423,20120423,20120331,1,1,1,-271437536.92,45372897.36
000030.SZ,20120418,20120418,20120331,1,1,1,-471684.16,
000031.SZ,20120424,20120424,20120331,1,1,1,-63752422.55,18205301.44
000032.SZ,20120427,20120427,20120331,1,1,1,-27616250.2,424306.58
000034.SZ,20120417,20120417,20120331,1,1,1,-8857144.13,3966141.9
000039.SZ,20120425,20120425,20120331,1,1,1,525875000.0,582127000.0
000046.SZ,20120427,20120427,20120331,1,1,1,-365132953.64,1468010.0
000049.SZ,20120426,20120426,20120331,1,1,1,219303460.53,8382133.7
000050.SZ,20120424,20120424,20120331,1,1,1,288395785.78,126699395.71
000060.SZ,20120427,20120427,20120331,1,1,1,-109363234.74,267072566.47
000061.SZ,20120427,20120427,20120331,1,1,1,-86185833.31,187210727.38
000062.SZ,20120425,20120425,20120331,1,1,1,176630370.49,4604243.29
000063.SZ,20120426,20120426,20120331,1,1,1,-6363569000.0,601935000.0
000066.SZ,20120427,20120427,20120331,1,1,1,17087471.48,144158782.82
000069.SZ,20120421,20120421,20120331,1,1,1,-864463189.54,895239906.32
000078.SZ,20120426,20120426,20120331,1,1,1,-104580003.19,20605699.6
000088.SZ,20120423,20120423,20120331,1,1,1,46129632.16,62783392.47
000089.SZ,20120420,20120420,20120331,1,1,1,131882902.09,553332464.19
000090.SZ,20120421,20120421,20120331,1,1,1,-75125411.92,3158698.0
000099.SZ,20120424,20120424,20120331,1,1,1,33322896.93,4038422.63
000100.SZ,20120427,20120427,20120331,1,1,1,116263020.0,2595280897.0
000155.SZ,20120427,20120427,20120331,1,1,1,-121494643.79,8108548.33
000156.SZ,20120426,20120426,20120331,1,1,1,-6228427.22,47863.25
000157.SZ,20120427,20120427,20120331,1,1,1,-1442435467.45,459100499.51
000158.SZ,20120425,20120425,20120331,1,1,1,-37587204.92,36489377.31
000301.SZ,20120427,20120427,20120331,1,1,1,56495678.92,133947888.78
000338.SZ,20120424,20120424,20120331,1,1,1,-2851778201.32,644666641.27
000333.SZ,20120426,20120426,20120331,1,1,1,-3721674910.0,907265320.0
000400.SZ,20120427,20120427,20120331,1,1,1,-173849164.46,24465013.62
000401.SZ,20120425,20120425,20120331,1,1,1,-770405906.27,765977298.47
000402.SZ,20120426,20120426,20120331,1,1,1,-381725092.71,6617033.43
000403.SZ,20120427,20120427,20120331,1,1,1,9564175.44,24781694.62
000408.SZ,20120427,20120427,20120331,1,1,1,-377738.66,
000413.SZ,20120420,20120420,20120331,1,1,1,-29059638.83,9278797.0
000415.SZ,20120418,20120418,20120331,1,1,1,81662583.79,2065590206.7
000417.SZ,20120424,20120424,20120331,1,1,1,46419218.65,116244768.4
000418.SZ,20120423,20120423,20120331,1,1,1,-1660902.67,55646111.64
000423.SZ,20120424,20120424,20120331,1,1,1,-6043291.33,51047640.44
000425.SZ,20120427,20120427,20120331,1,1,1,-1441705074.49,800252421.57
000426.SZ,20120425,20120425,20120331,1,1,1,-3257063.84,44189409.23
000429.SZ,20120423,20120423,20120331,1,1,1,163716399.47,215249849.41
000488.SZ,20120426,20120426,20120331,1,1,1,-281719304.77,323049268.66
