ts_code,end_date,operate_profit,total_revenue
000759.SZ,20080930,167576063.56,6556711693.17
000018.SZ,20080930,-9751527.0,39462608.0
002216.SZ,20080930,42936256.53,1009265496.06
000563.SZ,20080930,35495758.09,158403058.97
000589.SZ,20080930,85428426.05,3336204509.93
600478.SH,20080930,67494737.57,1155508993.22
002202.SZ,20080930,300487941.24,2255626671.2
600845.SH,20080930,188670689.51,1673961203.7
600469.SH,20080930,100899184.52,5100191188.14
600604.SH,20080930,-47041622.2,486786972.74
000585.SZ,20080930,-2992938.38,374442672.42
002169.SZ,20080930,18107432.24,257188207.01
002164.SZ,20080930,74078292.22,396868893.63
600530.SH,20080930,36739257.88,266373623.66
601588.SH,20080930,501050202.0,2448184798.0
600496.SH,20080930,89788532.68,3127285522.04
600538.SH,20080930,-56487081.0,270070991.89
000665.SZ,20080930,8964827.82,375044919.18
000622.SZ,20080930,-16361475.47,89973524.84
002260.SZ,20080930,11820322.86,501506398.53
600485.SH,20080930,8227681.14,158305599.05
600855.SH,20080930,-13341156.1,241963576.61
600800.SH,20080930,-45290627.88,179030501.65
600059.SH,20080930,99708084.18,613597728.74
600021.SH,20080930,-1463226755.19,6774325561.12
600104.SH,20080930,2618688642.65,81965313705.54
600167.SH,20080930,5911528.08,103489946.33
600149.SH,20080930,-6454188.09,16593589.74
600132.SH,20080930,171322714.02,1748979868.66
002120.SZ,20080930,37056342.79,598423553.31
600676.SH,20080930,110423329.57,2277587644.34
000676.SZ,20080930,12575288.31,596726203.98
000655.SZ,20080930,480901337.3,837103774.64
000590.SZ,20080930,19592091.35,158321092.54
000702.SZ,20080930,26212081.62,1279142747.18
000751.SZ,20080930,-367719205.74,5259827035.7
002184.SZ,20080930,36553592.52,788364937.05
000833.SZ,20080930,76444619.0,1082121853.31
002170.SZ,20080930,99048428.65,1628188994.93
600368.SH,20080930,73836198.35,155448608.18
600383.SH,20080930,715927424.05,4351459885.11
600710.SH,20080930,79377380.66,1565847987.89
600532.SH,20080930,-6809318.02,500655188.36
600965.SH,20080930,19833852.32,463909035.12
600820.SH,20080930,211940079.88,8716840272.07
601898.SH,20080930,8182942000.0,42177132000.0
600010.SH,20080930,1710544466.56,31498844936.68
600984.SH,20080930,-42853964.88,301309807.19
600026.SH,20080930,5656425139.23,14319407771.32
600073.SH,20080930,-3274434.39,747070025.22
600051.SH,20080930,173085055.88,2315162475.04
601958.SH,20080930,3121489754.6,5152715180.66
600810.SH,20080930,43559360.7,3640288920.26
600578.SH,20080930,132317885.93,1221322841.77
600189.SH,20080930,14775561.51,1230270064.16
600125.SH,20080930,258445806.74,852970868.54
600229.SH,20080930,104849725.18,1827040688.19
600187.SH,20080930,-99025595.55,62029619.74
002115.SZ,20080930,31422740.88,255491748.48
600246.SH,20080930,830592421.23,3069856299.23
000598.SZ,20080930,66330978.35,1836002585.03
000587.SZ,20080930,-71696870.88,30847005.69
002152.SZ,20080930,225479053.59,784474105.19
000703.SZ,20080930,-7191184.98,204631983.12
000708.SZ,20080930,291631095.0,6374731231.0
002139.SZ,20080930,22526970.18,457088109.37
002151.SZ,20080930,41089422.75,153054280.5
000735.SZ,20080930,104381087.51,575505903.89
000780.SZ,20080930,475136959.57,1910361750.09
002158.SZ,20080930,59392833.28,331798856.15
002176.SZ,20080930,32699531.14,339744913.0
000835.SZ,20080930,163210895.61,1122933577.0
002190.SZ,20080930,26215534.44,122190446.74
600620.SH,20080930,5068657.97,336631178.56
600979.SH,20080930,34632055.31,384611677.62
000783.SZ,20080930,906498138.5,1649141657.59
600276.SH,20080930,374073000.05,1787299925.66
600277.SH,20080930,34626263.44,1517961234.35
600939.SH,20080930,174025953.1,10786762773.72
600770.SH,20080930,74717363.58,420885757.75
600487.SH,20080930,97616276.59,1030938404.02
600448.SH,20080930,6705552.59,1567492938.55
600586.SH,20080930,188060971.19,1272135688.0
600843.SH,20080930,-10652345.54,1751187563.57
