ts_code,end_date,c_fr_sale_sg,c_pay_acq_const_fiolta
000001.SZ,20090930,,685877000.0
000002.SZ,20090930,41355694163.3,84475241.2
000004.SZ,20090930,68124656.68,2415046.77
000005.SZ,20090930,17424854.27,222394.1
000006.SZ,20090930,1619388634.26,4937122.0
000007.SZ,20090930,98363035.81,4936788.0
000008.SZ,20090930,5957003.09,6999.0
000009.SZ,20090930,3099774939.38,86941372.1
000010.SZ,20090930,122503760.88,3549470.0
000011.SZ,20090930,1152493954.6,2451156.1
000012.SZ,20090930,3865976685.0,978924242.0
000014.SZ,20090930,768744740.89,342268.0
000015.SZ,20090930,,
000016.SZ,20090930,10438234930.09,197393691.27
000017.SZ,20090930,130118659.09,321062.43
000018.SZ,20090930,22036000.0,91538.0
000019.SZ,20090930,160683746.61,31425454.0
000020.SZ,20090930,240684728.69,4916736.06
000021.SZ,20090930,8551805548.4,86836704.91
000023.SZ,20090930,495498580.18,13224211.33
000024.SZ,20090930,10797563292.0,31197012.0
000025.SZ,20090930,346075533.45,590657.8
000026.SZ,20090930,997120457.55,35064313.73
000027.SZ,20090930,8592666371.52,2213765423.52
000028.SZ,20090930,7977047905.46,69151624.75
000029.SZ,20090930,446290801.67,455882.43
000030.SZ,20090930,,
000031.SZ,20090930,1227067523.31,33427871.42
000032.SZ,20090930,969216157.73,3714433.68
000033.SZ,20090930,44763127.18,2723854.81
000034.SZ,20090930,252324651.69,512670.0
000035.SZ,20090930,3170533.82,
000036.SZ,20090930,1303464533.9,1273862.0
000037.SZ,20090930,1839361452.69,115368625.55
000038.SZ,20090930,25171076.8,47217.0
000039.SZ,20090930,14913464000.0,646131000.0
000040.SZ,20090930,954183400.16,9385767.67
000042.SZ,20090930,1602092417.82,4884718.65
000045.SZ,20090930,308139907.17,6977448.36
000046.SZ,20090930,1880611663.96,5489079.82
000047.SZ,20090930,,
000048.SZ,20090930,951276407.39,16549539.02
000049.SZ,20090930,523717397.57,13211604.01
000050.SZ,20090930,1703634542.92,418232141.21
000055.SZ,20090930,584474672.04,11036746.82
000056.SZ,20090930,13052541.04,78319.0
000058.SZ,20090930,260617110.94,13779480.64
000059.SZ,20090930,2091890618.41,3538207002.78
000060.SZ,20090930,5852771099.15,717888404.19
000061.SZ,20090930,1580058084.2,251999239.86
000062.SZ,20090930,960282874.15,8343557.6
000063.SZ,20090930,37401325000.0,802056000.0
000065.SZ,20090930,739039477.0,748693.36
000066.SZ,20090930,3180277170.7,8982296.87
000068.SZ,20090930,792894443.59,1420949.0
000069.SZ,20090930,4790718952.71,1591348018.42
000070.SZ,20090930,646376172.21,94158195.03
000078.SZ,20090930,1978863497.51,116194015.02
000088.SZ,20090930,299544760.14,4706152.83
000089.SZ,20090930,1146765543.19,184448926.42
000090.SZ,20090930,1980741792.4,43617100.2
000096.SZ,20090930,705841745.42,4053188.06
000099.SZ,20090930,494568908.36,69094620.11
000100.SZ,20090930,32886167688.0,971696130.0
000150.SZ,20090930,174403028.32,91554.0
000151.SZ,20090930,417052510.61,5537038.25
000153.SZ,20090930,802103696.57,20998367.51
000155.SZ,20090930,1880438901.65,392160938.22
000156.SZ,20090930,589296147.43,1804402.26
000157.SZ,20090930,12864063363.19,749606828.87
000158.SZ,20090930,1967084759.35,452640150.54
000159.SZ,20090930,307041203.62,96679033.47
000301.SZ,20090930,584547743.11,113131967.29
000333.SZ,20090930,34279679385.67,1370019480.15
000338.SZ,20090930,20487197870.08,1032498348.92
000400.SZ,20090930,1621320350.8,40071323.8
000401.SZ,20090930,4729715729.78,3136929709.6
000402.SZ,20090930,4035503187.94,134505226.05
000403.SZ,20090930,374771130.94,57090686.98
000404.SZ,20090930,1401341644.01,77822006.8
000407.SZ,20090930,1131982240.33,70738853.83
000408.SZ,20090930,147312309.92,13399.0
000409.SZ,20090930,6366765.25,253850.0
000410.SZ,20090930,4711674266.8,398204219.59
000411.SZ,20090930,3826085101.46,3649857.33
000413.SZ,20090930,22923760.77,37930.07
000415.SZ,20090930,221152386.65,32268954.83
000416.SZ,20090930,510456255.89,97922063.74
000417.SZ,20090930,5316672464.41,94181005.73
000418.SZ,20090930,2099368450.67,63437310.51
000419.SZ,20090930,1915802325.43,169245586.46
000420.SZ,20090930,1059022283.76,11621669.51
000421.SZ,20090930,1232857614.35,89462097.16
000422.SZ,20090930,6137025348.25,1191344094.14
000423.SZ,20090930,1637410005.94,46484282.65
000425.SZ,20090930,12589571958.04,389552670.68
000426.SZ,20090930,193028322.05,15200036.99
000428.SZ,20090930,811352764.21,232007753.31
000429.SZ,20090930,671805564.83,727352837.15
000430.SZ,20090930,69273875.92,6923541.3
000488.SZ,20090930,9552751851.75,1435814621.14
000498.SZ,20090930,35281.16,88000.0
000501.SZ,20090930,6729643274.35,661347417.89
000502.SZ,20090930,289204256.92,1353017.0
000503.SZ,20090930,190745659.53,23641876.36
000504.SZ,20090930,106354743.96,384206.0
000505.SZ,20090930,322770087.33,11860801.02
000506.SZ,20090930,689018029.44,692620.0
000507.SZ,20090930,310996033.83,6489750.67
000509.SZ,20090930,291845012.7,667693.22
000510.SZ,20090930,1849058031.02,41680959.69
000511.SZ,20090930,472062889.97,76130.0
000513.SZ,20090930,1671756438.9,77686974.39
000514.SZ,20090930,335421862.96,1278322.96
000516.SZ,20090930,1804780600.69,284188542.07
000517.SZ,20090930,763239589.86,276846.49
000518.SZ,20090930,155548216.59,13716961.25
000519.SZ,20090930,154725178.27,845661.23
000520.SZ,20090930,934944676.76,491160077.59
000521.SZ,20090930,1749269134.5,18150280.7
000522.SZ,20090930,2172452689.67,22353889.54
000523.SZ,20090930,826468014.33,3165554.59
000524.SZ,20090930,146630218.0,15668540.0
000525.SZ,20090930,2230970781.74,39137641.71
000526.SZ,20090930,5052466.17,2875575.16
000527.SZ,20090930,22376633290.0,889857300.0
000528.SZ,20090930,6949405076.33,382749469.18
000529.SZ,20090930,768520298.19,13595463.59
000530.SZ,20090930,810585711.26,7837827.59
000531.SZ,20090930,2573975986.97,318046560.17
000532.SZ,20090930,111717227.05,9400003.77
000533.SZ,20090930,2220805484.11,27729295.24
000534.SZ,20090930,553036103.17,2014755.87
000536.SZ,20090930,75443694.85,337771.0
000537.SZ,20090930,1396256844.87,321836.0
000538.SZ,20090930,5573597196.91,199723830.59
000539.SZ,20090930,9494561907.45,1434974035.54
000540.SZ,20090930,1332150044.92,4154968.3
000541.SZ,20090930,1298298680.94,145746125.76
000543.SZ,20090930,2710384795.02,798046061.8
000544.SZ,20090930,105077557.94,8285207.34
000545.SZ,20090930,57918970.41,8647634.88
000546.SZ,20090930,77555507.35,5465521.0
000547.SZ,20090930,230717288.37,3680295.01
000548.SZ,20090930,136826511.71,6471128.63
000550.SZ,20090930,8735318221.48,424373102.34
000551.SZ,20090930,1297699039.62,38230827.85
000552.SZ,20090930,469343843.94,10995014.3
000553.SZ,20090930,1163928486.23,298077154.59
000554.SZ,20090930,2348961333.15,21001079.46
000555.SZ,20090930,6786000.24,
000556.SZ,20090930,,
000557.SZ,20090930,7893549.22,341149.0
000558.SZ,20090930,1039088343.67,1840531.4
000559.SZ,20090930,4269944347.5,158080825.05
000560.SZ,20090930,960278481.87,26494797.85
000561.SZ,20090930,40575032.98,206837.61
000562.SZ,20090930,,63725965.58
000563.SZ,20090930,111404016.91,9312961.11
000564.SZ,20090930,946459758.16,4226442.92
000565.SZ,20090930,183498557.29,46160271.92
000566.SZ,20090930,478321231.47,19745543.46
000567.SZ,20090930,56506239.18,615600.0
000568.SZ,20090930,3480886976.23,85304184.61
000570.SZ,20090930,2103147059.06,84188018.39
000571.SZ,20090930,462269944.58,140557186.62
000572.SZ,20090930,5176273944.95,463891304.94
000573.SZ,20090930,406201069.77,738070.58
000576.SZ,20090930,401533337.67,4369216.46
000578.SZ,20090930,2897613022.67,1124472360.81
000581.SZ,20090930,1914589089.03,113549085.31
000582.SZ,20090930,148164539.71,18944586.32
000583.SZ,20090930,,
000584.SZ,20090930,586036235.23,121407579.85
000585.SZ,20090930,226253380.15,2632066.6
000586.SZ,20090930,268028354.04,1487563.87
000587.SZ,20090930,45966281.6,31310.0
000589.SZ,20090930,3828033567.44,417300056.3
000590.SZ,20090930,175402191.47,10347669.98
000591.SZ,20090930,3453549789.92,17905373.79
000592.SZ,20090930,213026172.44,34509328.18
000593.SZ,20090930,230059565.97,40366480.66
000594.SZ,20090930,278803894.31,2655837.26
000595.SZ,20090930,224746739.57,7730817.89
000596.SZ,20090930,1213302552.65,17016666.97
000597.SZ,20090930,3794498117.55,642190524.92
000598.SZ,20090930,1754368176.24,71044545.28
000599.SZ,20090930,3554707502.44,229708993.49
000600.SZ,20090930,4066541220.51,416673435.73
000601.SZ,20090930,1317129727.24,302651885.28
000602.SZ,20090930,223644227.74,12320646.62
000603.SZ,20090930,42078718.61,104609.5
000605.SZ,20090930,27555646.53,2277422.6
000606.SZ,20090930,458172579.09,24558517.92
000607.SZ,20090930,1275082130.05,25996618.53
000608.SZ,20090930,2476390000.0,296846000.0
000609.SZ,20090930,10847715.58,17200.0
000610.SZ,20090930,221890746.81,87044398.25
000611.SZ,20090930,121874545.05,52480435.31
000612.SZ,20090930,4351123080.66,49283684.46
000613.SZ,20090930,20089079.33,1466812.32
000615.SZ,20090930,480979095.59,6657129.03
000616.SZ,20090930,3352331378.38,2079614.01
000617.SZ,20090930,718750950.86,18240991.14
000619.SZ,20090930,3742731621.85,32584759.43
000620.SZ,20090930,,
000622.SZ,20090930,72008932.81,193309.26
000623.SZ,20090930,602656708.04,26714586.98
000625.SZ,20090930,10951759835.0,860274115.0
000626.SZ,20090930,10494099484.85,9268694.19
000627.SZ,20090930,704382337.52,265096646.03
000628.SZ,20090930,543199802.91,7854725.59
000629.SZ,20090930,19928293116.65,2437556411.38
000630.SZ,20090930,22888161156.39,947115547.72
000631.SZ,20090930,2359187307.12,2638926.5
000632.SZ,20090930,2267234796.94,2732888.48
000633.SZ,20090930,47499054.32,23148580.54
000635.SZ,20090930,893722079.07,172301775.74
000636.SZ,20090930,1015036309.79,27104310.46
000637.SZ,20090930,2187880152.86,12950747.66
000638.SZ,20090930,209498752.46,1540158.98
000639.SZ,20090930,60618607.26,
000650.SZ,20090930,693467082.44,10001509.23
