ts_code,end_date,operate_profit,total_revenue
000028.SZ,20011231,24666045.84,1668674966.4
600293.SH,20011231,35280278.33,260174212.86
000753.SZ,20011231,62292911.59,119046997.53
600422.SH,20011231,46726517.71,488239996.06
600363.SH,20011231,37836497.74,632348164.88
600230.SH,20011231,16028852.96,516425323.02
600269.SH,20011231,227829330.58,387201398.0
000700.SZ,20011231,68454965.79,264575446.67
000518.SZ,20011231,95802020.68,366757881.65
600795.SH,20011231,718617783.71,2934008688.41
000973.SZ,20011231,112954577.89,1669698758.29
600079.SH,20011231,38692417.93,241926900.45
000812.SZ,20011231,30016857.04,183594901.68
000903.SZ,20011231,96073475.46,704400416.51
000888.SZ,20011231,36305713.43,151312605.09
000956.SZ,20011231,621495787.2,1740257613.18
600748.SH,20011231,4444768.35,315547247.67
601975.SH,20011231,136233458.5,485985818.65
600226.SH,20011231,70351137.11,374736830.31
600296.SH,20011231,99335401.58,1289764134.42
000619.SZ,20011231,179453550.77,1077752396.73
600398.SH,20011231,84032875.53,421605255.47
000301.SZ,20011231,122360298.01,1656648124.03
600764.SH,20011231,45831430.1,508727341.18
600585.SH,20011231,290369599.0,2058348827.0
000811.SZ,20011231,45552396.9,450364131.74
600247.SH,20011231,27263754.71,82936540.03
600831.SH,20011231,2485647.55,8199356.93
600834.SH,20011231,76271644.16,274507605.43
600881.SH,20011231,139026418.92,1087410062.24
600360.SH,20011231,31457598.41,232591787.4
000607.SZ,20011231,120564534.81,1319651093.96
000932.SZ,20011231,623157029.24,8499551946.56
000750.SZ,20011231,7117324.26,153386447.11
600227.SH,20011231,38058195.87,630644450.25
600889.SH,20011231,41215416.94,333278922.46
000639.SZ,20011231,7527474.37,74960401.25
600730.SH,20011231,72665013.2,1505759098.31
600326.SH,20011231,33446957.73,342566125.77
600725.SH,20011231,66182401.01,255878969.33
600720.SH,20011231,49560854.02,266834785.3
600063.SH,20011231,85240073.22,507444659.31
600659.SH,20011231,38266947.8,393870771.99
000900.SZ,20011231,199698895.32,500224881.82
000416.SZ,20011231,81976332.89,247418791.82
000429.SZ,20011231,234593914.98,625400744.0
000504.SZ,20011231,17604495.82,175217272.38
600286.SH,20011231,34663039.5,359259705.89
600070.SH,20011231,18999897.75,202641322.32
600161.SH,20011231,39950243.67,155001448.86
600299.SH,20011231,60216416.28,558245093.02
600302.SH,20011231,91002828.8,519188085.85
600157.SH,20011231,22519537.93,493633349.79
000014.SZ,20011231,31845968.91,465637320.49
000157.SZ,20011231,104963409.58,388329050.8
000920.SZ,20011231,103560607.55,492235991.45
000711.SZ,20011231,27560139.23,77736892.0
600152.SH,20011231,66362693.97,1098689112.78
600762.SH,20011231,19998203.26,115062162.7
600898.SH,20011231,-29232027.09,273169852.61
600237.SH,20011231,48460198.95,214926962.9
600268.SH,20011231,31633928.66,545791668.67
600509.SH,20011231,52399540.62,352341415.33
600855.SH,20011231,21142042.01,131492819.99
600080.SH,20011231,54020806.46,156654609.49
600155.SH,20011231,102897680.97,1113408043.48
600256.SH,20011231,356090176.0,2071830087.0
600235.SH,20011231,50883334.22,316264289.21
600662.SH,20011231,137813125.88,843572427.46
000606.SZ,20011231,17105100.86,118584666.03
000729.SZ,20011231,305369102.84,2287881488.37
000759.SZ,20011231,37353616.89,1476257014.56
000810.SZ,20011231,9260065.96,235168430.93
000038.SZ,20011231,3480861.32,32800856.68
600391.SH,20011231,35913338.26,204419390.08
600660.SH,20011231,165154761.0,938287622.0
600780.SH,20011231,78510126.82,265718724.24
000895.SZ,20011231,243413242.33,3367966075.45
600680.SH,20011231,70764250.0,990122658.23
600320.SH,20011231,202904341.0,2885460045.0
600117.SH,20011231,102267291.23,1238874914.32
600166.SH,20011231,115800244.66,4112240063.74
600180.SH,20011231,82211337.71,538244390.33
000727.SZ,20011231,61688315.97,302723233.77
