ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,revenue,total_revenue,oper_cost,operate_profit,total_profit,n_income,basic_eps
301029.SZ,20210702,20210702,20191231,1,1,761000568.35,761000568.35,435027008.02,166755655.05,165976086.21,144311492.85,0.4
301033.SZ,20210705,20210705,20191231,1,1,113239983.07,113239983.07,16339037.34,31122892.73,31060942.5,27578477.99,0.56
688772.SH,20210916,20210916,20191231,1,1,5331050766.32,5331050766.32,3824278893.96,553005076.95,482486775.48,431879144.2,0.49
605020.SH,20210622,20210622,20191231,1,1,1882872178.57,1882872178.57,1441469748.94,181264847.24,178416125.72,139098813.27,0.71
301090.SZ,20210929,20210929,20191231,1,1,12384326149.2,12384326149.2,11370993124.83,564744581.81,574483073.27,447716005.67,0.35
605507.SH,20210714,20210714,20191231,1,1,3802036233.07,3802036233.07,2815838544.51,581587443.2,575923355.26,494008254.1,0.66
301028.SZ,20210630,20210630,20191231,1,1,605721302.95,605721302.95,415818921.04,97342776.26,96588178.17,85239577.18,0.3
301020.SZ,20210616,20210616,20191231,1,1,399404087.11,399404087.11,223365125.48,90704487.05,90723821.85,78131264.11,0.71
301069.SZ,20210906,20210906,20191231,1,1,658876689.02,658876689.02,363114795.9,156936484.02,161498115.1,137310088.75,1.3587
301004.SZ,20210607,20210607,20191231,1,1,404961066.32,404961066.32,263245398.33,83536900.13,83267879.26,71324953.99,0.96
301042.SZ,20210722,20210722,20191231,1,1,837881438.73,837881438.73,618158689.0,101418236.12,104635950.86,91864228.46,1.7803
301093.SZ,20210930,20210930,20191231,1,1,459745902.76,459745902.76,221700456.45,112243797.96,111967199.68,95174024.98,0.942
301077.SZ,20210915,20210915,20191231,1,1,539050200.24,539050200.24,387417055.38,73938618.75,73841574.75,65316667.75,1.45
301067.SZ,20210902,20210902,20191231,1,1,421029301.69,421029301.69,302375368.3,59310134.61,58894395.73,51751270.6,1.28
301088.SZ,20210928,20210928,20191231,1,1,694098110.21,694098110.21,371100921.57,145745852.3,145569586.18,109783421.76,0.65
605033.SH,20210825,20210825,20191231,1,1,515708309.78,515708309.78,314166181.76,86049066.9,85504450.01,76256969.06,0.77
605167.SH,20210706,20210706,20191231,1,1,1415775736.94,1415775736.94,1151594448.05,128826232.97,128911075.86,99827144.51,0.3
301031.SZ,20210702,20210702,20191231,1,1,191212011.94,191212011.94,105381988.79,39961305.07,42270356.25,37426615.52,0.78
301023.SZ,20210623,20210623,20191231,1,1,169479020.0,169479020.0,78852908.13,71445113.76,73274277.59,63159737.78,2.26
301089.SZ,20210929,20210929,20191231,1,1,385963951.49,385963951.49,227071154.22,69369458.08,70371298.89,61251844.11,0.65
301043.SZ,20210723,20210723,20191231,1,1,429930791.48,429930791.48,268700202.99,77176150.85,78620895.07,68367929.86,1.34
301057.SZ,20210819,20210819,20191231,1,1,655929437.2,655929437.2,527942298.25,60219043.15,60405534.53,54767216.69,0.75
301039.SZ,20210621,20210621,20191231,1,1,23386908687.91,23386908687.91,20133602554.7,1553806989.25,1570742601.43,1326461017.9,0.75
301032.SZ,20210705,20210705,20191231,1,1,1887904645.49,1887904645.49,1636128997.92,60039151.36,60219226.88,54022517.86,0.32
301017.SZ,20210610,20210610,20191231,1,1,3466803445.88,3466803445.88,2313335804.33,155765818.98,161828495.75,108488339.65,0.3
301058.SZ,20210820,20210820,20191231,1,1,1946676090.15,1946676090.15,1668580919.8,90278792.83,101186465.59,86970764.87,0.24
301027.SZ,20210628,20210628,20191231,1,1,912021861.75,912021861.75,585132626.69,116626670.28,116448821.14,95912061.1,0.91
301019.SZ,20210615,20210615,20191231,1,1,405424807.44,405424807.44,263485586.41,92710972.49,92265242.36,79313851.89,1.32
301066.SZ,20210901,20210901,20191231,1,1,728513946.41,728513946.41,458864834.24,67706874.79,67735600.46,59334637.34,0.59
301047.SZ,20210730,20210730,20191231,1,1,180826734.61,180826734.61,28943133.42,39267689.47,39267689.47,36410934.13,
688211.SH,20210929,20210929,20191231,1,1,750714015.49,750714015.49,433145708.86,171709753.23,169444528.15,134065343.28,
301061.SZ,20210826,20210826,20191231,1,1,1174698779.13,1174698779.13,793383289.48,140137143.65,140210632.15,112938879.96,1.92
301080.SZ,20210924,20210924,20191231,1,1,103293027.11,103293027.11,11915958.21,12575021.2,12625551.26,11048788.96,
688739.SH,20210930,20210930,20191231,1,1,1676924489.78,1676924489.78,240007092.22,835777301.81,822216772.82,698371857.21,1.86
301040.SZ,20210714,20210714,20191231,1,1,799873503.98,799873503.98,626443405.31,82950519.98,82926503.95,72875307.44,0.9717
301073.SZ,20210908,20210908,20191231,1,1,381636174.39,381636174.39,248599004.98,92460585.75,94422270.05,73386242.96,1.2
300964.SZ,20210723,20210723,20191231,1,1,465510511.35,465510511.35,327249490.03,78487967.02,77524466.82,67296857.92,1.14
301085.SZ,20210927,20210927,20191231,1,1,1347535120.08,1347535120.08,1171152120.17,92028816.7,92178407.28,75699829.55,1.26
301087.SZ,20210928,20210928,20191231,1,1,1462029507.76,1462029507.76,901473997.54,146340061.8,145964455.43,124203559.1,1.0307
688800.SH,20210702,20210702,20191231,1,1,508376496.71,508376496.71,351006448.07,44001000.76,45764893.72,39532958.45,0.52
301070.SZ,20210907,20210907,20191231,1,1,297575279.66,297575279.66,150479704.31,76064985.11,75900069.29,64994887.3,1.36
688255.SH,20210924,20210924,20191231,1,1,409007776.01,409007776.01,324263628.37,23368389.33,23737895.97,20578772.44,0.35
301079.SZ,20210917,20210917,20191231,1,1,310354386.4,310354386.4,215286891.79,53121252.46,54441518.35,47456537.55,0.75
688553.SH,20210927,20210927,20191231,1,1,707076221.2,707076221.2,48292242.53,199859638.72,200163555.31,176909276.79,
301068.SZ,20210903,20210903,20191231,1,1,447680264.75,447680264.75,308358143.66,74599951.21,74643474.84,61911915.31,1.03
301016.SZ,20210610,20210610,20191231,1,1,370631318.07,370631318.07,218197526.6,100149817.8,100635892.62,85970174.47,0.96
301041.SZ,20210716,20210716,20191231,1,1,524089015.35,524089015.35,358035468.86,54218032.01,53829408.34,46522380.0,0.5929
301045.SZ,20210727,20210727,20191231,1,1,638245518.46,638245518.46,459967399.91,95063607.03,94757354.35,82772903.19,1.07
301082.SZ,20210924,20210924,20191231,1,1,1255948298.94,1255948298.94,1016890950.76,91370835.7,92269690.9,82513205.0,0.66
605056.SH,20210609,20210609,20191231,1,1,1947739559.65,1947739559.65,1194243665.46,317178861.03,318222961.39,239663071.6,0.65
601921.SH,20210610,20210610,20191231,1,1,10182774455.73,10182774455.73,7250219544.01,1113192482.31,1114684079.07,1095093398.46,0.55
688103.SH,20210823,20210823,20191231,1,1,331848472.44,331848472.44,186354785.72,40270751.15,40446105.46,31999195.43,0.56
301065.SZ,20210831,20210831,20191231,1,1,559284185.1,559284185.1,434544015.18,83741929.71,83064193.58,73123614.0,1.38
300814.SZ,20210721,20210721,20191231,1,1,1116595141.64,1116595141.64,874936421.04,107818631.24,107385801.47,93344918.48,1.29
605588.SH,20210728,20210728,20191231,1,1,835424705.21,835424705.21,650917040.44,109129495.81,108715032.42,92421712.87,1.89
301024.SZ,20210714,20210714,20191231,1,1,266641441.13,266641441.13,128327926.22,73709498.19,73289596.94,63665337.41,2.0
301051.SZ,20210809,20210809,20191231,1,1,1659440967.35,1659440967.35,962229212.97,369892130.41,371184782.78,326500453.25,5.44
301081.SZ,20210924,20210924,20191231,1,1,472020106.59,472020106.59,305376469.33,70196717.37,70898602.43,62194339.48,0.51
301060.SZ,20210824,20210824,20191231,1,1,1153495961.95,1153495961.95,805034123.66,130555110.11,126310558.61,94611226.19,0.2617
301022.SZ,20210616,20210616,20191231,1,1,341899678.12,341899678.12,225608774.63,62711887.25,62729576.44,54183503.1,1.1288
301048.SZ,20210730,20210730,20191231,1,1,2635340550.72,2635340550.72,2182221165.84,193763069.05,193430254.91,168927440.62,
301056.SZ,20210817,20210817,20191231,1,1,504859115.96,504859115.96,327050761.48,62551326.68,62640007.72,54185716.76,0.27
301053.SZ,20210813,20210813,20191231,1,1,404695226.73,404695226.73,273792347.33,79057102.43,79225600.96,68834955.77,1.13
301062.SZ,20210826,20210826,20191231,1,1,645017165.02,645017165.02,453599213.16,72152906.01,70395926.97,57766899.26,0.18
688697.SH,20210830,20210830,20191231,1,1,970281363.1,970281363.1,709123905.45,77566245.87,78708301.06,62229917.91,0.25
301063.SZ,20210830,20210830,20191231,1,1,646855144.06,646855144.06,497213344.46,75257190.58,73900562.79,64813268.0,1.43
301015.SZ,20210609,20210609,20191231,1,1,4848663511.82,4848663511.82,3497676502.08,296052695.77,292477824.9,210966131.33,0.44
301072.SZ,20210908,20210908,20191231,1,1,560584726.42,560584726.42,415588141.82,65942004.42,65864013.54,57385251.36,0.72
688187.SH,20210818,20210818,20191231,1,1,16304206791.0,16304206791.0,9965727450.0,2901285419.0,2932612787.0,2657559361.0,2.26
688737.SH,20210927,20210927,20191231,1,1,1001319621.37,1001319621.37,814008693.5,86494337.27,86456430.51,86556805.63,1.72
301050.SZ,20210806,20210806,20191231,1,1,297200599.1,297200599.1,157583289.51,82764759.92,82761178.9,82761178.9,1.18
688707.SH,20210825,20210825,20191231,1,1,2428463390.33,2428463390.33,2171592921.53,33477496.28,34425587.86,33763590.12,0.1383
688121.SH,20210818,20210818,20191231,1,1,1395037450.34,1395037450.34,1071172415.45,123862422.13,123929052.52,111803906.14,0.74
301038.SZ,20210709,20210709,20191231,1,1,714542463.62,714542463.62,459883538.11,90439610.77,79595332.01,70575906.73,0.71
301091.SZ,20210929,20210929,20191231,1,1,871343369.2,871343369.2,560286685.39,128327437.87,127739960.0,115085310.81,0.95
301083.SZ,20210924,20210924,20191231,1,1,471543135.75,471543135.75,361032334.2,45948969.19,48534666.52,42856740.3,0.3388
301049.SZ,20210806,20210806,20191231,1,1,257956472.81,257956472.81,122121687.34,92814990.45,90904291.95,82936385.45,1.21
301092.SZ,20210930,20210930,20191231,1,1,435427307.25,435427307.25,265378297.26,81531025.22,82277882.67,70486629.39,0.7
001213.SZ,20210729,20210729,20191231,1,1,8647210501.4,8647210501.4,7868949504.96,764277272.24,763084611.83,567904007.46,0.14
600955.SH,20210825,20210825,20191231,1,1,3992693777.41,3992693777.41,3484354726.81,266316436.79,256822713.75,212412617.61,0.58
300984.SZ,20210604,20210604,20191231,1,1,571879505.61,571879505.61,441298232.67,75649576.55,75876283.45,63586140.11,1.77
688711.SH,20210813,20210813,20191231,1,1,259720895.59,259720895.59,198150929.69,11198082.1,9182181.28,9120804.42,0.1739
300646.SZ,20210711,20210711,20191231,1,1,779287856.16,779287856.16,315631903.3,319118443.88,318855890.37,262013571.95,0.73
001215.SZ,20210818,20210818,20191231,1,1,889282896.26,889282896.26,671408369.94,98426875.87,97388808.7,74121331.98,1.29
001217.SZ,20210908,20210908,20191231,1,1,1256911891.55,1256911891.55,921294586.57,171315896.74,168436505.53,146139879.84,0.59
688272.SH,20210917,20210917,20191231,1,1,164901429.18,164901429.18,97369205.73,15006157.95,14746452.53,13843114.84,0.27
605365.SH,20210629,20210629,20191231,1,1,5053218486.66,5053218486.66,3621946024.41,396963127.72,396284044.85,367393417.27,0.82
301018.SZ,20210615,20210615,20191231,1,1,1358179825.23,1358179825.23,943002553.89,118933028.99,116055464.98,100794600.33,0.56
001207.SZ,20210601,20210601,20191231,1,1,971524851.04,971524851.04,793712119.81,71786010.31,72273178.21,66810307.59,0.4941
301012.SZ,20210602,20210602,20191231,1,1,509796410.07,509796410.07,395187977.72,52160571.12,52139571.12,45796611.33,0.75
001208.SZ,20210602,20210602,20191231,1,1,1503110229.82,1503110229.82,1210958393.43,87195074.34,88622153.97,75921307.83,0.22
688690.SH,20210603,20210603,20191231,1,1,129700910.89,129700910.89,28042242.55,24788228.91,24865950.28,21408605.64,0.0734
688621.SH,20210601,20210601,20191231,1,1,233525568.81,233525568.81,126355819.45,55041742.68,54455395.05,47933079.72,0.79
688285.SH,20210923,20210923,20191231,1,1,1286771894.62,1286771894.62,958425351.21,166877475.61,168336161.16,144505645.94,0.49
688798.SH,20210727,20210727,20191231,1,1,1017649863.61,1017649863.61,666986599.58,92685762.14,92781585.22,90088880.82,0.73
300844.SZ,20210730,20210730,20191231,1,1,400487800.23,400487800.23,189963404.51,87113732.11,87106010.2,75691532.24,2.5
300774.SZ,20210714,20210714,20191231,1,1,475964856.75,475964856.75,311270527.75,130924744.27,136524573.79,119725073.89,0.32
301030.SZ,20210702,20210702,20191231,1,1,734559158.98,734559158.98,541493611.36,83312950.32,82728491.65,68174565.91,0.72
605577.SH,20210714,20210714,20191231,1,1,1513052216.08,1513052216.08,872710429.34,129139316.14,130459186.83,130437099.7,0.3261
688787.SH,20210726,20210726,20191231,1,1,237558118.15,237558118.15,70675170.49,91511150.1,91359482.48,81586824.49,2.72
605069.SH,20210728,20210728,20191231,1,1,1022538259.68,1022538259.68,609613385.06,107926932.65,106772485.1,96337381.59,0.78
301046.SZ,20210729,20210729,20191231,1,1,383740814.77,383740814.77,280057551.73,78722856.66,77656578.89,67820728.48,0.6
688509.SH,20210712,20210712,20191231,1,1,1935711481.49,1935711481.49,1328331632.31,107443668.91,109139346.34,88496565.93,0.14
601728.SH,20210730,20210730,20191231,1,1,372200000000.0,372200000000.0,258940000000.0,30346000000.0,27042000000.0,20720000000.0,0.25
300994.SZ,20210716,20210716,20191231,1,1,1795431425.16,1795431425.16,1483871981.8,131333744.83,131544735.47,101987196.34,0.97
605555.SH,20210924,20210924,20191231,1,1,1201094990.17,1201094990.17,872411328.83,167362487.26,175458776.89,149672750.71,1.18
301071.SZ,20210907,20210907,20191231,1,1,221284594.0,221284594.0,124034850.18,73121284.62,73120137.33,63121781.82,1.41
301075.SZ,20210913,20210913,20191231,1,1,449427450.86,449427450.86,23080033.6,80557992.94,80457820.37,71127504.71,
301076.SZ,20210915,20210915,20191231,1,1,291776830.68,291776830.68,171062241.35,86969138.86,86422602.26,74399376.34,1.25
301078.SZ,20210916,20210916,20191231,1,1,8242509242.56,8242509242.56,5742123487.32,471356924.35,475593744.97,377408834.81,0.3855
605567.SH,20210914,20210914,20191231,1,1,1942910591.24,1942910591.24,1645617898.83,103799904.9,104020564.36,97526526.72,0.65
601528.SH,20210512,20210512,20191231,1,2,2860399483.2,2860399483.2,,1151160620.38,1157250326.89,1054447381.04,0.76
688517.SH,20210531,20210531,20191231,1,1,505894499.31,505894499.31,333336650.49,72798570.57,73184787.29,64144512.85,0.65
688067.SH,20210526,20210526,20191231,1,1,189982846.33,189982846.33,62410167.33,57491382.35,57147725.78,50520467.82,0.99
688269.SH,20210520,20210520,20191231,1,1,708435140.1,708435140.1,587918177.27,72484836.04,74290808.31,65330722.55,0.93
688319.SH,20210519,20210519,20191231,1,1,179114066.88,179114066.88,15229989.78,-33168114.56,-31007525.05,-31040632.47,-0.0859
605319.SH,20210518,20210518,20191231,1,1,1569486040.25,1569486040.25,1246138774.51,125753527.94,130480974.63,105805081.32,0.71
601156.SH,20210518,20210518,20191231,1,1,11296067657.08,11296067657.08,9799986888.27,1019768687.94,1049204867.32,821078476.89,0.55
688345.SH,20210521,20210521,20191231,1,1,1026286558.31,1026286558.31,787524909.58,81827173.89,79755762.02,70074207.13,0.94
688625.SH,20210519,20210519,20191231,1,1,392132616.64,392132616.64,218950036.73,103959433.53,103771065.82,89276918.34,0.89
301010.SZ,20210528,20210528,20191231,1,1,653705124.18,653705124.18,484302374.0,72934652.77,73044238.21,63564805.54,0.78
688117.SH,20210514,20210514,20191231,1,1,326739091.55,326739091.55,64955438.25,57551419.31,56315530.82,48131707.09,0.8
688681.SH,20210525,20210525,20191231,1,1,298405947.37,298405947.37,150866423.19,48244601.84,48174206.3,41188497.99,0.52
688700.SH,20210526,20210526,20191231,1,1,441595348.64,441595348.64,234288601.09,87038742.67,86751339.3,74242630.31,0.71
688597.SH,20210528,20210528,20191231,1,1,533665673.43,533665673.43,362275289.18,61289189.77,61179817.88,55504974.47,0.44
688538.SH,20210510,20210510,20191231,1,1,1513085342.19,1513085342.19,1990190963.9,-1006154033.36,-1005969796.89,-1005969796.89,
301002.SZ,20210517,20210517,20191231,1,1,567708501.03,567708501.03,389991367.54,95418355.56,95272947.38,83889548.27,1.27
300997.SZ,20210514,20210514,20191231,1,1,1424130670.84,1424130670.84,899757615.25,277871870.69,278150762.54,206782795.35,0.5744
301009.SZ,20210527,20210527,20191231,1,1,1173726342.08,1173726342.08,856564395.57,107953381.64,108425967.16,93482091.54,0.44
301006.SZ,20210519,20210519,20191231,1,1,313896385.83,313896385.83,123946681.72,143041140.67,143084611.87,125705440.54,1.2
300996.SZ,20210514,20210514,20191231,1,1,367771593.63,367771593.63,229389574.84,63902027.14,63655820.28,58769037.25,0.89
301011.SZ,20210528,20210528,20191231,1,1,498184022.01,498184022.01,341363011.2,66473289.05,65667773.18,59769086.39,0.92
301008.SZ,20210526,20210526,20191231,1,1,506101624.75,506101624.75,355793428.57,78403906.29,78216711.7,68512087.88,1.37
301000.SZ,20210517,20210517,20191231,1,1,334693606.97,334693606.97,202975727.25,80381698.31,83051737.89,71581247.35,1.797
301005.SZ,20210519,20210519,20191231,1,1,306502021.28,306502021.28,205257631.08,51348229.24,51334267.22,44212104.51,1.03
300998.SZ,20210514,20210514,20191231,1,1,620440099.96,620440099.96,429506151.72,60438455.94,62375457.26,52522592.88,0.6582
301003.SZ,20210518,20210518,20191231,1,1,381517378.71,381517378.71,251099819.06,90056929.56,89898646.81,77194480.16,1.79
301001.SZ,20210517,20210517,20191231,1,1,770228579.48,770228579.48,534048612.57,84437838.28,91511839.9,66563404.61,1.11
605189.SH,20210511,20210511,20191231,1,1,1397622283.9,1397622283.9,1180273600.14,105689796.59,103715181.33,91053123.27,0.97
603836.SH,20210507,20210507,20191231,1,1,3413338362.79,3413338362.79,3064972381.5,144621025.9,149088783.55,107923982.77,0.69
605499.SH,20210507,20210507,20191231,1,1,4208728479.27,4208728479.27,2241719259.55,740632454.58,736502930.46,570573895.59,1.63
601665.SH,20210507,20210507,20191231,1,2,7407192000.0,7407192000.0,,2671265000.0,2716401000.0,2357281000.0,0.54
605259.SH,20210521,20210521,20191231,1,1,1049726884.69,1049726884.69,843189611.61,100354006.49,100190459.97,88656857.02,1.34
603529.SH,20210526,20210526,20191231,1,1,10423830989.66,10423830989.66,8998061063.87,666078684.73,664115493.3,519756120.31,1.54
301007.SZ,20210525,20210525,20191231,1,1,409162576.73,409162576.73,305479771.99,38919283.95,38772520.75,34813241.73,0.3
688131.SH,20210520,20210520,20191231,1,1,408969004.55,408969004.55,175120591.39,84382923.23,84357308.39,73429629.62,1.36
688575.SH,20210423,20210423,20191231,1,1,877357946.98,877357946.98,432672373.02,126011554.14,125975638.03,106077753.15,0.3
688383.SH,20210409,20210409,20191231,1,1,655299499.55,655299499.55,418330270.49,104036762.52,104102948.49,87753965.47,1.17
