ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,revenue,total_revenue,oper_cost,operate_profit,total_profit,n_income,basic_eps
603073.SH,20230206,20230206,20221231,1,1,735672324.45,735672324.45,538010284.92,129513127.78,124398469.99,109814655.83,1.26
301408.SZ,20230210,20230210,20221231,1,1,3262375799.41,3262375799.41,2198792515.79,213388094.89,215506585.97,160841851.42,0.47
920906.BJ,20230204,20230204,20221231,1,1,860517926.67,860517926.67,700181934.07,67159949.63,66959293.92,65969801.39,1.17
001366.SZ,20230214,20230214,20221231,1,1,1709852813.97,1709852813.97,1488487403.44,88203597.3,88479715.33,77419379.61,0.64
000815.SZ,20230210,20230210,20221231,1,1,1100444197.05,1100444197.05,1074051387.46,-215372639.26,-223714388.41,-231496074.12,-0.33
601121.SH,20230217,20230217,20221231,1,1,760609304.37,760609304.37,471819095.74,259714402.71,255726571.38,226705272.67,0.33
002072.SZ,20230218,20230218,20221231,1,1,359128086.53,359128086.53,347966541.65,-10415425.38,-10287664.64,-10375539.64,-0.0282
603077.SH,20230221,20230221,20221231,1,1,13038947986.8,13038947986.8,7451315369.96,4481157181.56,4478562143.58,3810238934.75,0.4377
600557.SH,20230221,20230221,20221231,1,1,4350871922.31,4350871922.31,1214085669.78,454810879.52,445716873.11,441918236.0,0.75
001368.SZ,20230220,20230220,20221231,1,1,931285894.34,931285894.34,697551811.81,144061956.49,144858471.15,131627689.33,1.57
603077.SH,20230221,20230221,20221231,1,1,13038947986.8,13038947986.8,7451315369.96,4481157181.56,4478562143.58,3810238934.75,0.4377
600557.SH,20230221,20230221,20221231,1,1,4350871922.31,4350871922.31,1214085669.78,454810879.52,445716873.11,441918236.0,0.75
603856.SH,20230221,20230221,20221231,1,1,2851463620.46,2851463620.46,2299975919.0,177177828.44,176688477.38,149534104.41,0.58
300721.SZ,20230221,20230221,20221231,1,1,1554301277.4,1554301277.4,1253270208.3,126458027.81,120977429.25,103498588.38,1.2827
002984.SZ,20230221,20230221,20221231,1,1,6292185232.98,6292185232.98,5002144743.69,864765639.21,852483064.79,800855754.71,1.23
920974.BJ,20230201,20230201,20221231,1,1,1982547278.03,1982547278.03,1886124653.37,79246294.51,78694966.8,67962688.64,0.45
920541.BJ,20230211,20230211,20221231,1,1,233062384.66,233062384.66,134053243.1,35611444.4,35547951.46,33208664.51,0.31
603282.SH,20230222,20230222,20221231,1,1,916183404.1,916183404.1,590702248.1,187353805.09,186976834.89,165884781.3,1.67
000798.SZ,20230224,20230224,20221231,1,1,596717753.85,596717753.85,532867108.11,17186466.27,17512411.33,7129959.02,0.0287
000798.SZ,20230224,20230224,20221231,1,1,596717753.85,596717753.85,532867108.11,17186466.27,17512411.33,7129959.02,0.0287
688082.SH,20230225,20230225,20221231,1,1,2873045516.26,2873045516.26,1468119274.31,716756334.99,716696265.53,668486949.72,1.54
920663.BJ,20230207,20230207,20221231,1,1,207484116.18,207484116.18,114196227.68,58368813.85,58218278.02,50656332.03,1.31
000972.SZ,20230225,20230225,20221231,1,1,589285550.34,589285550.34,434525510.21,31697080.58,31375557.21,26084418.31,0.03
301246.SZ,20230227,20230227,20221231,1,1,2063723485.64,2063723485.64,1582384978.73,501387515.73,499430130.34,453269535.97,1.28
301345.SZ,20230227,20230227,20221231,1,1,1765673651.9,1765673651.9,1134444958.83,239728519.62,237182619.52,206307753.02,2.52
600305.SH,20230228,20230228,20221231,1,1,2139020033.23,2139020033.23,1403865254.17,163536367.11,163641646.2,129475708.66,0.139
300708.SZ,20230228,20230228,20221231,1,1,2028573126.72,2028573126.72,1843846068.56,-77797225.23,-78804221.91,-63402527.19,-0.12
301256.SZ,20230228,20230228,20221231,1,1,1135008258.39,1135008258.39,945996363.15,142793118.41,142286448.47,122148212.1,0.27
000534.SZ,20230228,20230228,20221231,1,1,793843031.64,793843031.64,183774269.01,134768909.37,134028057.01,105561351.74,0.2033
000055.SZ,20230228,20230228,20221231,1,1,3846975948.44,3846975948.44,2917753967.52,329993900.28,327229330.08,286154500.04,0.26
920057.BJ,20230207,20230207,20221231,1,1,1016655637.46,1016655637.46,811267320.7,57079693.43,59065684.17,54619048.91,0.38
601901.SH,20230228,20230228,20221231,1,4,7776967803.03,7776967803.03,,2252917198.31,2248467982.78,2202683002.64,0.26
000975.SZ,20230228,20230228,20221231,1,1,8381544037.91,8381544037.91,6301963158.77,1615806378.72,1609102196.36,1244248930.25,0.405
300818.SZ,20230228,20230228,20221231,1,1,748526118.81,748526118.81,503103229.91,156800482.34,156953076.14,135274674.92,1.9503
300496.SZ,20230228,20230228,20221231,1,1,5445453628.5,5445453628.5,3306158048.0,771232171.62,764464653.0,724810398.84,1.7745
002138.SZ,20230228,20230228,20221231,1,1,4238209726.75,4238209726.75,2839661018.4,581486059.71,577260338.29,525026773.98,0.54
002315.SZ,20230228,20230228,20221231,1,1,1463218165.86,1474855118.74,289336662.97,330546998.69,329204634.07,300179314.84,0.98
001207.SZ,20230228,20230228,20221231,1,1,1835052927.41,1835052927.41,1626236862.22,120558783.17,120552286.6,112767833.4,0.61
688100.SH,20230228,20230228,20221231,1,1,2003613647.07,2003613647.07,1259918870.84,457294128.8,457672362.23,402250928.09,0.8
920575.BJ,20230208,20230208,20221231,1,1,1900619.35,1900619.35,49104.44,-292828073.0,-292567453.64,-292817005.92,-2.29
301439.SZ,20230228,20230228,20221231,1,1,2289063884.33,2289063884.33,1933922895.26,175058799.74,180145980.46,179115149.18,0.61
002616.SZ,20230228,20230228,20221231,1,1,3424223077.29,3424223077.29,2847952801.16,112542077.78,111698428.5,78527260.81,0.103
603682.SH,20230228,20230228,20221231,1,1,881748840.98,881748840.98,524061372.47,59733285.08,115371897.41,82167667.72,0.21
601901.SH,20230228,20230228,20221231,1,4,7776967803.03,7776967803.03,,2252917198.31,2248467982.78,2202683002.64,0.26
000988.SZ,20230301,20230301,20221231,1,1,12011028845.77,12011028845.77,9709473114.19,1006391704.03,1009187676.27,890566433.79,0.9
301378.SZ,20230301,20230301,20221231,1,1,462754987.05,462754987.05,206765322.2,92779186.82,92779784.29,90633483.74,2.54
002138.SZ,20230228,20230228,20221231,1,1,4238209726.75,4238209726.75,2839661018.4,581486059.71,577260338.29,525026773.98,0.54
300033.SZ,20230228,20230228,20221231,1,1,3559137454.21,3559137454.21,369626159.97,1841084867.02,1841728247.09,1691183951.95,3.15
688091.SH,20230301,20230301,20221231,1,1,235957004.22,235957004.22,16969773.31,151587305.03,149561583.3,142854906.22,0.99
003037.SZ,20230301,20230301,20221231,1,1,6649844062.53,6649844062.53,5876601897.15,218005456.34,214757976.82,152071636.53,0.31
002258.SZ,20230302,20230302,20221231,1,1,10136144223.66,10136144223.66,6894644450.51,2428327736.69,2366855435.26,2024970762.16,2.4251
920556.BJ,20230221,20230221,20221231,1,1,309891645.44,309891645.44,206601599.13,46896424.07,46920503.96,40669525.49,0.34
603317.SH,20230302,20230302,20221231,1,1,2690710152.71,2690710152.71,1769938971.73,405819152.23,403799001.87,340611085.5,0.4548
600955.SH,20230302,20230302,20221231,1,1,7798113240.28,7798113240.28,6993267712.19,788657149.13,788287012.12,607773517.58,1.11
603317.SH,20230302,20230302,20221231,1,1,2690710152.71,2690710152.71,1769938971.73,405819152.23,403799001.87,340611085.5,0.4548
601996.SH,20230302,20230302,20221231,1,1,2052675537.74,2052675537.74,1887517846.03,44341403.17,40930629.64,44641376.86,0.04
920809.BJ,20230222,20230222,20221231,1,1,6557673149.86,6557673149.86,5305190120.98,918419343.15,896862681.16,811493505.61,1.65
000502.SZ,20230303,20230303,20221231,1,1,136202250.55,136202250.55,131064171.59,-38208340.45,-36502036.69,-31651086.52,-0.14
300654.SZ,20230303,20230303,20221231,1,1,432962210.87,432962210.87,290004774.16,52978894.05,49909449.81,36670229.39,0.17
600513.SH,20230303,20230303,20221231,1,1,1955156781.66,1955156781.66,912116547.45,187046184.25,189052970.81,166442212.52,0.49
002812.SZ,20230303,20230303,20221231,1,1,12590925529.68,12590925529.68,6568148382.65,4769418572.07,4765144121.27,4212134557.39,4.48
002812.SZ,20230303,20230303,20221231,1,1,12590925529.68,12590925529.68,6568148382.65,4769418572.07,4765144121.27,4212134557.39,4.48
300700.SZ,20230304,20230304,20221231,1,1,642699713.24,642699713.24,415572943.59,102340719.97,102158552.22,90201483.25,0.77
600873.SH,20230307,20230307,20221231,1,1,27937152798.85,27937152798.85,20915783841.63,5160178805.45,5152795044.39,4406312397.53,1.44
920547.BJ,20230225,20230225,20221231,1,1,387422474.29,387422474.29,263748663.83,75655018.65,75243240.41,64982805.86,1.43
600681.SH,20230307,20230307,20221231,1,1,5009584060.46,5009584060.46,4137111954.64,585873357.4,585836595.93,406266165.36,0.29
600605.SH,20230307,20230307,20221231,1,1,108483750.1,108483750.1,38871173.99,16716073.58,17631659.18,3836710.0,0.045
002240.SZ,20230307,20230307,20221231,1,1,12039233744.51,12039233744.51,4807355486.3,6754700082.65,6737247913.98,5693933359.0,6.4
605090.SH,20230308,20230308,20221231,1,1,23953640233.96,23953640233.96,22396783575.3,1244522794.06,1270407230.87,1092753730.6,1.76
301179.SZ,20230308,20230308,20221231,1,1,863436291.42,863436291.42,501760311.42,299083002.8,298984402.6,226480006.51,1.72
002668.SZ,20230308,20230308,20221231,1,1,7842731367.72,7842731367.72,5916486974.18,1068683004.58,1044245030.4,918255593.34,0.39
601068.SH,20230308,20230308,20221231,1,1,23697328916.22,23697328916.22,20673212130.54,298559022.31,284974602.42,204877033.3,-0.0036
002741.SZ,20230308,20230308,20221231,1,1,3302329204.64,3302329204.64,2797782483.63,85576356.12,83098095.08,114080627.16,0.3
300796.SZ,20230308,20230308,20221231,1,1,768072342.96,768072342.96,474783975.42,190727661.2,183093553.91,157176369.87,0.79
603305.SH,20230308,20230308,20221231,1,1,4453710589.96,4453710589.96,3388800506.25,784378463.41,782487741.29,700183449.52,1.1
688502.SH,20230216,20230308,20221231,1,1,438725372.59,438725372.59,221461149.21,63573154.37,63656121.41,59014811.32,1.4903
605377.SH,20230308,20230308,20221231,1,1,3436401576.53,3436401576.53,2801579133.7,532846258.98,532406005.4,465436191.89,1.46
000001.SZ,20230309,20230309,20221231,1,2,179895000000.0,179895000000.0,,57475000000.0,57253000000.0,45516000000.0,2.2
601068.SH,20230308,20230308,20221231,1,1,23697328916.22,23697328916.22,20673212130.54,298559022.31,284974602.42,204877033.3,-0.0036
002056.SZ,20230309,20230309,20221231,1,1,19450638161.91,19450638161.91,16050833137.53,1769165662.92,1659380530.12,1668112284.12,1.03
300896.SZ,20230309,20230309,20221231,1,1,1938838363.7,1938838363.7,99911554.61,1488201141.16,1488307963.82,1267584834.28,5.84
600050.SH,20230309,20230309,20221231,1,1,354943879228.0,354943879228.0,268880818445.0,20401492655.0,20367453785.0,16651299177.0,0.234
301386.SZ,20230309,20230309,20221231,1,1,477793306.52,477793306.52,335858811.12,89848597.25,90001109.59,80536201.77,0.767
603166.SH,20230309,20230309,20221231,1,1,1134731234.5,1134731234.5,900629665.51,62945917.95,62962661.52,65590196.36,0.1
001205.SZ,20230310,20230310,20221231,1,1,868190366.74,868190366.74,548030486.36,199118418.49,200820926.2,172798011.81,1.0029
300354.SZ,20230310,20230310,20221231,1,1,367082438.42,367082438.42,119150003.47,136203028.56,136006109.78,121774983.07,0.88
603929.SH,20230310,20230310,20221231,1,1,3039209778.11,3039209778.11,2711308976.97,176276397.07,179842422.87,151639139.65,0.71
002667.SZ,20230310,20230310,20221231,1,1,1185946801.48,1185946801.48,686466960.79,257378287.06,258458045.17,193429630.05,0.36
603153.SH,20230221,20230310,20221231,1,1,3557707493.13,3557707493.13,2386505322.6,349707299.22,348194233.25,307102248.68,0.78
600989.SH,20230310,20230310,20221231,1,1,28429848345.48,28429848345.48,19084290617.17,7719881460.69,7307387220.84,6302502368.25,0.86
300750.SZ,20230310,20230310,20221231,1,1,328593987500.0,328593987500.0,262049609200.0,36821983000.0,36672856200.0,33457143500.0,12.9178
000408.SZ,20230310,20230310,20221231,1,1,8193913458.11,8193913458.11,1475032302.96,6632185351.7,6593009612.4,5654872860.71,3.57
600321.SH,20230310,20230310,20221231,1,1,680243355.31,680243355.31,718694564.42,-183881883.47,-186397436.7,-194799417.18,-0.1281
000739.SZ,20230310,20230310,20221231,1,1,10544905377.17,10544905377.17,8024228911.89,1011622525.99,1012065133.35,989170839.01,0.8425
603103.SH,20230310,20230310,20221231,1,1,1426842534.72,1426842534.72,1568565593.95,-335861974.81,-317199416.92,-317429302.45,-0.5
603606.SH,20230310,20230310,20221231,1,1,7008925593.41,7008925593.41,5440347382.39,957306609.32,960434270.3,842393103.53,1.22
920261.BJ,20230216,20230216,20221231,1,1,6305616269.01,6305616269.01,5833999142.31,233525504.53,226093303.84,191919925.62,0.73
603303.SH,20230311,20230311,20221231,1,1,4656894422.94,4656894422.94,3876291699.81,313765811.03,369030009.44,340333864.79,0.7139
603881.SH,20230311,20230311,20221231,1,1,1455395832.12,1455395832.12,1035664583.62,146275044.23,145145456.94,107074540.42,0.35
600063.SH,20230311,20230311,20221231,1,1,9942001713.5,9942001713.5,7429379258.78,1586391080.26,1515608581.54,1359912388.33,0.68
000915.SZ,20230311,20230311,20221231,1,1,2341075595.24,2341075595.24,501704281.52,1160293431.94,1159192969.92,997888540.57,2.25
920792.BJ,20230302,20230302,20221231,1,1,679578474.08,679578474.08,458186961.17,147800525.34,148171340.57,123848393.22,0.77
600255.SH,20230311,20230311,20221231,1,1,3093453741.62,3093453741.62,2762775509.47,128597638.25,133979056.71,112093223.77,0.05
000795.SZ,20230311,20230311,20221231,1,1,4732204938.46,4732204938.46,3869295893.21,269043507.29,268166862.95,241530477.16,0.2287
000063.SZ,20230311,20230311,20221231,1,1,122954418000.0,122954418000.0,77227569000.0,8794834000.0,8751656000.0,7791610000.0,1.71
603093.SH,20230311,20230311,20221231,1,2,6822727861.85,6822727861.85,,295548848.61,294833394.82,245912466.37,0.4
600433.SH,20230311,20230311,20221231,1,1,8085974268.48,8085974268.48,6936420542.47,511418759.25,511779217.63,473821652.04,0.21
603169.SH,20230311,20230311,20221231,1,1,4980330938.98,4980330938.98,4282856975.6,178368946.04,185225775.56,182519245.03,0.1347
688621.SH,20230311,20230311,20221231,1,1,676606392.42,676606392.42,301148444.57,169274053.6,169137774.7,158040096.88,1.95
600665.SH,20230311,20230311,20221231,1,1,10552345745.98,10552345745.98,7936545923.47,1065378907.29,1066476167.13,700646565.16,0.3965
600963.SH,20230311,20230311,20221231,1,1,9781493307.83,9781493307.83,8274384703.3,735106715.56,730885559.72,621140340.42,0.35
688786.SH,20230311,20230311,20221231,1,1,427662763.11,427662763.11,281692934.85,108778944.18,108342151.06,99348237.51,1.16
301071.SZ,20230311,20230311,20221231,1,1,906275142.84,906275142.84,332662460.53,536193417.0,536237374.84,460241381.02,3.57
002014.SZ,20230311,20230311,20221231,1,1,3304135248.82,3304135248.82,2570599281.97,405392716.08,407725068.91,368788253.5,0.6
600211.SH,20230311,20230311,20221231,1,1,2554609066.22,2554609066.22,146694335.41,464652986.13,463392057.7,375277494.19,1.49
600113.SH,20230311,20230311,20221231,1,1,918164559.83,918164559.83,532807637.39,234276375.6,257853427.54,195052075.67,0.39
603303.SH,20230311,20230311,20221231,1,1,4656894422.94,4656894422.94,3876291699.81,313765811.03,369030009.44,340333864.79,0.7139
605189.SH,20230314,20230314,20221231,1,1,2207590080.57,2207590080.57,1947275850.48,139143745.53,181805748.98,162899421.43,1.31
600470.SH,20230314,20230314,20221231,1,1,7549219616.43,7549219616.43,6704337336.38,241276086.58,280279263.55,275488823.2,0.37
600237.SH,20230314,20230314,20221231,1,1,1040482674.93,1040482674.93,769539313.28,78828352.01,79691558.94,81786748.16,0.13
600523.SH,20230314,20230314,20221231,1,1,2153258906.35,2153258906.35,1650503226.37,147753530.1,143770742.51,128685286.21,0.3
605339.SH,20230314,20230314,20221231,1,1,2861395176.17,2861395176.17,2239559951.02,197013178.47,195901723.95,160596126.79,0.38
688531.SH,20230314,20230314,20221231,1,1,484675500.0,484675500.0,,76955400.0,76718000.0,71725100.0,
601059.SH,20230314,20230314,20221231,1,4,3437762591.78,3437762591.78,,1528589424.4,1517309832.92,1318275475.08,0.42
688203.SH,20230314,20230314,20221231,1,1,605432444.66,605432444.66,524454844.7,52220369.09,52575979.48,47017135.71,0.28
600732.SH,20230314,20230314,20221231,1,1,35074957100.06,35074957100.06,30260382574.68,2487532945.89,2472718898.74,2328573680.56,1.34
301046.SZ,20230317,20230317,20221231,1,1,381672608.47,381672608.47,282755955.41,24229522.03,27175673.06,25239506.86,0.17
603813.SH,20230316,20230316,20221231,1,1,519390567.48,519390567.48,400877543.27,33574495.17,39869505.81,37587151.9,0.41
002179.SZ,20230316,20230316,20221231,1,1,15838116672.04,15838116672.04,10050166864.78,3020581749.47,3054022995.3,2901010380.87,1.7249
920665.BJ,20230303,20230303,20221231,1,1,283953279.48,283953279.48,178128796.15,61191012.75,60933334.12,52415423.25,0.53
603105.SH,20230316,20230316,20221231,1,1,649876022.88,649876022.88,293065691.58,213965228.89,215093557.82,191531879.67,0.38
002777.SZ,20230317,20230317,20221231,1,1,1282565406.91,1282565406.91,574073165.96,207252750.77,207996299.4,195400505.57,0.45
300765.SZ,20230317,20230317,20221231,1,1,2626488832.63,2626488832.63,1491570462.31,855588016.45,851372271.59,726611675.14,1.1734
002865.SZ,20230317,20230317,20221231,1,1,11595386331.54,11595386331.54,10249851073.6,891641722.29,891710769.37,820988448.86,5.08
920895.BJ,20230211,20230211,20221231,1,1,138479457.55,138479457.55,90932882.96,29094345.42,28853730.39,24774970.77,0.58
688508.SH,20230317,20230317,20221231,1,1,719591403.82,719591403.82,423467146.15,81733597.19,79215313.24,88834521.15,0.79
000062.SZ,20230315,20230315,20221231,1,1,23941299880.97,23941299880.97,21366167369.89,1283099655.91,1288630919.97,1079710723.6,0.9106
600973.SH,20230315,20230315,20221231,1,1,41481573645.71,41481573645.71,39357940980.85,82019606.69,93846919.74,64381303.22,0.05
301391.SZ,20230315,20230315,20221231,1,1,679244480.45,679244480.45,392762740.7,144318946.97,144405891.27,131374923.24,2.5
603335.SH,20230316,20230316,20221231,1,1,1677424924.34,1677424924.34,1449965133.3,-35310457.66,-39222882.12,-34103337.91,-0.09
600976.SH,20230315,20230315,20221231,1,1,3640800477.09,3640800477.09,2065297000.8,442173082.49,437942957.62,405503598.85,2.68
688569.SH,20230317,20230317,20221231,1,1,1340145445.49,1340145445.49,854754358.47,313141279.64,313500061.3,276879282.75,1.12
600705.SH,20230315,20230315,20221231,1,1,11245763034.73,18154917695.21,7050800286.57,3599500634.51,3711461363.23,2916707515.03,0.19
688535.SH,20230316,20230316,20221231,1,1,303224299.77,303224299.77,221333287.68,41586504.33,42084656.43,41226772.29,0.68
301203.SZ,20230316,20230316,20221231,1,1,376427919.95,376427919.95,183920046.89,175442483.22,175672023.73,152108467.19,2.48
301314.SZ,20230315,20230315,20221231,1,1,306641227.47,306641227.47,148831211.87,132043763.77,132682353.25,115614725.17,3.23
301141.SZ,20230315,20230315,20221231,1,1,619259359.51,619259359.51,481790582.03,94786047.05,101054825.75,89382176.23,1.35
600316.SH,20230316,20230316,20221231,1,1,7250643216.76,7250643216.76,7055842816.77,147892618.16,152240234.78,141360968.26,0.1964
688303.SH,20230316,20230316,20221231,1,1,30940306443.79,30940306443.79,7788888423.29,22527177283.22,22459419319.52,19120751300.77,9.4
603860.SH,20230317,20230317,20221231,1,1,224756135.63,224756135.63,115569799.59,43990314.19,43987351.16,37225633.89,0.58
301299.SZ,20230317,20230317,20221231,1,1,272966073.52,272966073.52,93399421.2,69651123.98,65649947.43,58346587.99,1.23
600765.SH,20230315,20230315,20221231,1,1,10569690898.56,10569690898.56,7478695219.06,1536425767.07,1534451960.87,1330448616.35,0.82
002190.SZ,20230315,20230315,20221231,1,1,1524350387.4,1524350387.4,1319645017.27,106001181.63,105944637.42,95095825.35,0.1628
002916.SZ,20230315,20230315,20221231,1,1,13992454035.04,13992454035.04,10421748436.5,1723145149.56,1720463891.82,1639975983.72,3.22
600356.SH,20230315,20230315,20221231,1,1,2455948158.37,2455948158.37,2028219945.32,155391198.34,152623266.03,135471229.68,0.43
000050.SZ,20230315,20230315,20221231,1,1,31447476894.8,31447476894.8,27390325273.08,129034526.94,164190497.7,107794661.45,0.0458
000048.SZ,20230315,20230315,20221231,1,1,5995656104.54,5995656104.54,3973013550.44,1047236353.0,993425150.27,796096243.5,1.4775
605178.SH,20230315,20230315,20221231,1,1,329889674.67,329889674.67,290196380.8,-228347410.73,-225936033.33,-211964352.81,-2.11
688597.SH,20230316,20230316,20221231,1,1,622473954.94,622473954.94,386115617.29,85448024.32,92144024.32,79259337.54,0.45
002947.SZ,20230316,20230316,20221231,1,1,1547759171.87,1547759171.87,1067767294.32,232272527.57,229661885.62,192622220.47,0.84
601318.SH,20230316,20230316,20221231,1,3,1110568000000.0,1110568000000.0,,106319000000.0,105815000000.0,107432000000.0,4.8
688586.SH,20230315,20230315,20221231,1,1,1114928450.26,1114928450.26,666352639.97,267760966.95,270130528.11,243990970.18,0.43
603393.SH,20230315,20230315,20221231,1,1,3416239655.7,3416239655.7,1603344532.52,2022177757.23,1997641740.6,1588909183.62,2.18
600800.SH,20230315,20230315,20221231,1,1,6048128642.58,6048128642.58,5676274319.51,-44658950.19,-44530460.47,-38237804.5,-0.03
002560.SZ,20230315,20230315,20221231,1,1,5498643057.49,5503969283.94,5059321108.13,121494366.51,119672886.27,98399918.89,0.23
002514.SZ,20230315,20230315,20221231,1,1,684026684.14,684026684.14,502321933.41,24030840.58,22751633.89,27181646.68,0.0487
601138.SH,20230315,20230315,20221231,1,1,511849579000.0,511849579000.0,474677783000.0,21872351000.0,21963002000.0,20083889000.0,1.02
603186.SH,20230315,20230315,20221231,1,1,3285504596.23,3285504596.23,2858972596.16,8012339.18,9841523.73,40638790.62,0.25
002912.SZ,20230317,20230317,20221231,1,1,435776786.6,435776786.6,147511761.85,-168340585.14,-168419876.99,-122062108.47,-0.71
605299.SH,20230317,20230317,20221231,1,1,1351605627.93,1351605627.93,948397246.64,136790860.53,135855288.83,109438911.16,0.27
605366.SH,20230315,20230315,20221231,1,1,1697628002.32,1697628002.32,1122349432.92,406567374.0,404492016.35,352376335.34,0.81
002105.SZ,20230317,20230317,20221231,1,1,1824864770.48,1824864770.48,1396124231.44,225503735.39,239239505.87,207480154.1,0.519
600372.SH,20230316,20230316,20221231,1,1,11186259692.86,11186259692.86,7658198946.55,926998450.43,925697899.35,901904000.22,0.4546
603319.SH,20230316,20230316,20221231,1,1,1624399929.33,1624399929.33,1217269948.69,180036957.8,179235153.94,174377036.17,0.82
600660.SH,20230317,20230317,20221231,1,1,28098754166.0,28098754166.0,18535445134.0,5661372785.0,5579105687.0,4752795645.0,1.82
301192.SZ,20230317,20230317,20221231,1,1,143544129.31,143544129.31,64668181.74,52368296.67,59276066.01,51845595.27,0.52
300281.SZ,20230317,20230317,20221231,1,1,472408649.42,472408649.42,413353982.17,-6152048.31,-4643943.61,-1579172.97,-0.004
600423.SH,20230316,20230316,20221231,1,1,140462968.15,140462968.15,115978389.85,28757282.37,15856323.12,15856323.12,0.02
003816.SZ,20230316,20230316,20221231,1,1,82822403586.43,82822403586.43,55280973105.26,18844614435.9,18699175021.1,15242750434.76,0.197
301127.SZ,20230316,20230316,20221231,1,1,1272187257.75,1272187257.75,907357633.45,247790432.65,241772562.92,202903678.92,0.49
688343.SH,20230316,20230316,20221231,1,1,545807729.16,545807729.16,359270702.35,-436125471.32,-436432167.54,-436574760.88,-1.64
000663.SZ,20230316,20230316,20221231,1,1,756630723.82,756630723.82,421336009.79,298297593.81,268255801.87,268607638.78,0.8
002379.SZ,20230317,20230317,20221231,1,1,3529269914.24,3529269914.24,3326205333.91,15069568.47,13981833.36,22842684.97,0.0247
688195.SH,20230317,20230317,20221231,1,1,344336707.34,344336707.34,233622978.2,60744203.72,60848550.67,58384900.2,0.45
688301.SH,20230317,20230317,20221231,1,1,1549116657.78,1549116657.78,660887898.7,708703144.79,708693546.73,638709107.35,8.84
600862.SH,20230316,20230316,20221231,1,1,4446112680.24,4446112680.24,3070485926.17,890988387.59,893586356.5,767498477.76,0.55
920033.BJ,20230316,20230316,20221231,1,1,350081017.45,350081017.45,215039481.49,119745655.44,119985049.05,104049793.46,1.4
301281.SZ,20230317,20230317,20221231,1,1,442865098.55,442865098.55,261571711.37,98171384.93,98300261.85,91278406.78,1.57
600038.SH,20230316,20230316,20221231,1,1,19472858456.18,19472858456.18,17467888711.87,372186051.88,383349875.17,387206807.89,0.6566
920227.BJ,20230317,20230317,20221231,1,1,113115154.69,113115154.69,34596578.82,46326999.36,46282370.75,41899080.94,1.35
002805.SZ,20230317,20230317,20221231,1,1,1735732492.74,1735732492.74,1418558071.63,177150966.65,179525739.48,150843806.57,0.82
688484.SH,20230317,20230317,20221231,1,1,1300780807.0,1300780807.0,740894965.58,238346995.41,241316782.96,246200407.06,0.68
002162.SZ,20230318,20230318,20221231,1,1,1162627690.56,1162627690.56,911620381.05,-292026976.51,-300836857.63,-280883348.58,-0.3005
300059.SZ,20230318,20230318,20221231,1,1,4628584901.79,12485576441.96,534296018.16,9811175324.66,9782667962.25,8509461233.33,0.65
300346.SZ,20230318,20230318,20221231,1,1,1581230691.98,1581230691.98,864222968.59,273808339.18,277755829.99,254749311.47,0.34
002419.SZ,20230318,20230318,20221231,1,1,12125028715.23,12125028715.23,7661899109.51,233375379.24,201824614.77,119517217.3,0.1027
