ts_code,end_date,operate_profit,total_revenue
002256.SZ,20100930,22782990.38,275652303.75
000860.SZ,20100930,315200041.18,4896833111.31
002493.SZ,20100930,1700498363.15,10742649250.83
002495.SZ,20100930,43697553.66,181594115.51
002227.SZ,20100930,8551901.11,105902122.53
002154.SZ,20100930,186108373.15,892796587.38
601098.SH,20100930,406104994.82,3085224380.17
600717.SH,20100930,1021064808.67,8295703257.32
601908.SH,20100930,236763887.19,690081028.17
601000.SH,20100930,414572134.81,1871540097.01
000066.SZ,20100930,616995740.28,60791460955.9
002469.SZ,20100930,39739454.14,114569309.89
600488.SH,20100930,67814121.61,907710540.34
000909.SZ,20100930,1908120.57,488320499.13
300152.SZ,20100930,65617650.73,182827902.73
002494.SZ,20100930,49943303.31,336839814.87
002011.SZ,20100930,234008372.46,2682017571.92
002168.SZ,20100930,52317215.65,241164591.54
002197.SZ,20100930,29671519.79,274496350.27
002086.SZ,20100930,41180403.07,411445681.38
002183.SZ,20100930,124554592.0,4239260452.0
000950.SZ,20100930,104373526.79,1433143282.62
600862.SH,20100930,38281520.43,701783401.66
600689.SH,20100930,-10054536.07,1233607266.44
300116.SZ,20100930,16719225.28,78645276.04
002503.SZ,20100930,85489423.42,442195822.81
600401.SH,20100930,394915.34,308334093.31
600760.SH,20100930,12416737.3,1334071958.33
300078.SZ,20100930,76119763.64,229401955.08
002517.SZ,20100930,34148768.97,252190466.44
002519.SZ,20100930,58553989.17,611197930.92
000687.SZ,20100930,-8108994.26,602447815.77
000595.SZ,20100930,-90740875.94,278516986.7
000705.SZ,20100930,24258015.77,1120045008.68
300135.SZ,20100930,76749995.63,802698313.2
000522.SZ,20100930,200242205.85,2641960864.66
000425.SZ,20100930,2239999905.12,18939018148.28
600647.SH,20100930,66106645.67,257419233.94
000668.SZ,20100930,79114154.97,139095229.56
000965.SZ,20100930,155161704.05,601232856.87
000786.SZ,20100930,382748859.04,3069635179.58
000738.SZ,20100930,91950904.97,1077236098.38
000980.SZ,20100930,54890904.84,584744459.87
000998.SZ,20100930,17686290.32,691136711.03
000832.SZ,20100930,-99494113.07,186660017.77
000030.SZ,20100930,-19995419.5,0.0
603009.SH,20100930,36942238.23,203204517.16
002071.SZ,20100930,17831060.07,292208825.23
603693.SH,20100930,,
002056.SZ,20100930,290445682.5,1889101075.2
002496.SZ,20100930,105500186.04,610675280.05
002041.SZ,20100930,200963156.74,512836997.17
300139.SZ,20100930,54239450.87,144664869.04
000801.SZ,20100930,29440023.73,2454268776.83
600982.SH,20100930,56513561.71,311827174.0
300130.SZ,20100930,31937236.0,126078957.47
000889.SZ,20100930,22929166.7,1006736422.74
002477.SZ,20100930,68314221.93,451902060.11
601118.SH,20100930,380757850.21,4101058143.75
002424.SZ,20100930,89474504.24,490540035.96
002422.SZ,20100930,507659382.0,2848000427.0
002271.SZ,20100930,88674148.66,1381163129.45
002211.SZ,20100930,77838927.69,683533749.57
000627.SZ,20100930,44477729.14,967889977.49
600890.SH,20100930,-16140902.37,9359548.47
300142.SZ,20100930,114911859.35,223618075.83
002504.SZ,20100930,28046063.76,158871068.63
002483.SZ,20100930,172193635.28,924610433.76
300137.SZ,20100930,23763855.06,105758573.73
002501.SZ,20100930,81202644.19,764592676.65
002468.SZ,20100930,82219222.94,874277489.45
300110.SZ,20100930,61440300.59,251343285.76
002499.SZ,20100930,32490775.57,239721213.03
300121.SZ,20100930,24519081.04,255180146.4
002478.SZ,20100930,188660275.56,2034147254.71
600161.SH,20100930,252227894.24,860617714.56
600847.SH,20100930,-3535010.21,53883386.77
600207.SH,20100930,20824613.5,931371293.08
600619.SH,20100930,173860487.0,4931562701.34
600745.SH,20100930,28303050.46,282100513.35
300105.SZ,20100930,57999241.98,262761354.57
300340.SZ,20100930,30307877.73,279655570.97
300082.SZ,20100930,141779061.27,1426115453.65
300143.SZ,20100930,18251063.75,109353731.27
002486.SZ,20100930,60392119.19,496263139.94
002481.SZ,20100930,38904609.73,264254150.4
002530.SZ,20100930,34594340.88,197228868.35
300090.SZ,20100930,52251720.3,322868743.5
300345.SZ,20100930,40486817.69,160233265.54
300124.SZ,20100930,158008266.0,468210579.1
002460.SZ,20100930,35777999.02,244448955.89
300085.SZ,20100930,10070104.92,55762705.4
300096.SZ,20100930,21323576.49,117881803.23
002454.SZ,20100930,236995473.93,951382041.82
300094.SZ,20100930,48603069.02,847079842.51
002452.SZ,20100930,42897174.47,215212570.19
300149.SZ,20100930,29018975.61,90086074.23
300154.SZ,20100930,77654594.36,459694399.33
002488.SZ,20100930,51736642.33,439811177.21
002709.SZ,20100930,22787411.06,248616967.12
300229.SZ,20100930,33608960.58,100187685.06
300127.SZ,20100930,47231800.19,248450079.88
000670.SZ,20100930,6322765.5,33772789.53
300133.SZ,20100930,105365487.89,242425370.58
002524.SZ,20100930,22043219.8,258521720.62
002516.SZ,20100930,113614553.37,578594387.36
002515.SZ,20100930,32791054.75,118678227.01
300144.SZ,20100930,189854104.03,341931081.76
002513.SZ,20100930,70122791.44,666110556.41
002523.SZ,20100930,53221281.33,409180790.59
002497.SZ,20100930,139314659.2,538955612.3
002505.SZ,20100930,33479023.31,295202257.86
300131.SZ,20100930,27525669.74,233964250.69
002480.SZ,20100930,80218754.82,760335365.01
002485.SZ,20100930,83518031.75,632635409.79
300136.SZ,20100930,41155408.86,102928219.34
300120.SZ,20100930,30430453.04,304098464.4
002507.SZ,20100930,60779928.62,434157482.95
002498.SZ,20100930,326879849.31,2162632783.39
002502.SZ,20100930,41273145.97,358472851.89
002472.SZ,20100930,116811448.27,647771060.34
002508.SZ,20100930,107800555.37,865901908.28
002463.SZ,20100930,278853986.0,2190805871.0
300102.SZ,20100930,102958366.54,208481054.79
300138.SZ,20100930,50068885.29,407457523.93
300128.SZ,20100930,82327346.55,534180071.0
300140.SZ,20100930,39099471.53,230586633.34
300091.SZ,20100930,55482117.05,462331944.16
300081.SZ,20100930,14755259.2,771578299.66
300141.SZ,20100930,29029758.57,111210255.43
600386.SH,20100930,118078222.07,1300754823.94
600146.SH,20100930,1831168.77,41184035.97
600675.SH,20100930,244478461.61,1943636138.93
600253.SH,20100930,37995208.14,2076621483.83
600520.SH,20100930,8638739.22,169423267.93
600661.SH,20100930,10303495.0,418890571.34
002451.SZ,20100930,32970271.44,270107397.05
300107.SZ,20100930,44024825.79,220808888.5
002450.SZ,20100930,66291614.14,380020138.85
688981.SH,20100930,,7741675255.0
300109.SZ,20100930,17899948.7,120504648.77
002538.SZ,20100930,69909303.28,942317289.53
300117.SZ,20100930,70403519.57,551454743.69
002539.SZ,20100930,90711732.08,1379797219.56
300111.SZ,20100930,175671235.27,1668444046.42
300113.SZ,20100930,26228824.18,90746767.82
601177.SH,20100930,132821263.17,1730517503.28
002473.SZ,20100930,25015295.48,166144489.61
002521.SZ,20100930,130643669.5,984912875.23
002471.SZ,20100930,50827640.25,816851456.43
002526.SZ,20100930,110383752.67,972923124.3
002484.SZ,20100930,68401255.51,576873758.67
300112.SZ,20100930,30843159.98,120536256.79
002470.SZ,20100930,310486228.69,4324141739.77
300145.SZ,20100930,52315133.75,436418722.45
300115.SZ,20100930,76637056.65,356646352.07
601018.SH,20100930,1884996857.06,4694547693.27
300118.SZ,20100930,187436377.39,1652278330.23
002423.SZ,20100930,44755000.54,1008605675.79
002531.SZ,20100930,71175086.41,377631830.98
002512.SZ,20100930,36597060.14,187111639.49
300147.SZ,20100930,58099979.13,342195711.18
300126.SZ,20100930,37728047.17,299108373.98
002386.SZ,20100930,75552003.2,3426944133.55
002442.SZ,20100930,66168576.39,936637201.51
300159.SZ,20100930,42810347.69,224997876.88
600191.SH,20100930,-13155116.79,101455593.39
600832.SH,20100930,555929671.6,1893421891.48
002428.SZ,20100930,44591100.93,125105947.23
002527.SZ,20100930,65124495.29,356641120.32
002430.SZ,20100930,310091142.28,2152578608.24
002425.SZ,20100930,51322429.44,227162289.92
002439.SZ,20100930,-45850462.7,164202986.33
002447.SZ,20100930,55568335.88,161496036.0
002416.SZ,20100930,656519671.34,8167074637.25
300065.SZ,20100930,15842035.74,107694684.47
002529.SZ,20100930,34003182.84,214935076.1
002443.SZ,20100930,67603007.54,1809866210.82
002514.SZ,20100930,43019350.92,198115149.76
300075.SZ,20100930,7914748.88,33194045.68
300146.SZ,20100930,86360333.2,250645027.54
002434.SZ,20100930,125411426.74,623614502.87
300076.SZ,20100930,32406226.6,152310722.22
002528.SZ,20100930,70172202.74,315932148.77
300150.SZ,20100930,50093086.31,164748929.17
300072.SZ,20100930,45697234.24,266430480.28
300069.SZ,20100930,24097665.76,107467710.73
688519.SH,20100930,-2321049.2,56358553.05
002417.SZ,20100930,16036792.69,261352921.29
300067.SZ,20100930,23948658.23,140266820.96
002525.SZ,20100930,37301278.91,141293755.87
002518.SZ,20100930,59799496.29,408397465.54
002520.SZ,20100930,43904762.84,193985047.22
300070.SZ,20100930,73758162.06,221513458.61
002522.SZ,20100930,62585836.67,276477173.56
300092.SZ,20100930,25585845.96,134479141.52
300095.SZ,20100930,23487762.16,235114934.67
300220.SZ,20100930,21185707.98,87224154.88
300077.SZ,20100930,131474036.94,541098155.16
002431.SZ,20100930,117138313.45,823158149.23
300148.SZ,20100930,32020274.13,147335213.65
601717.SH,20100930,719744523.22,4639702118.91
300080.SZ,20100930,119614132.58,792823711.06
002532.SZ,20100930,48636135.02,419705246.19
300097.SZ,20100930,18634286.86,84461364.14
002533.SZ,20100930,93166556.05,1341819601.78
300093.SZ,20100930,33386969.37,198538510.41
300100.SZ,20100930,92684826.2,567201046.68
002441.SZ,20100930,144894917.93,2961266331.32
300151.SZ,20100930,38507628.54,204117748.22
300073.SZ,20100930,25430767.19,560244023.26
302132.SZ,20100930,37778334.14,231424373.42
601216.SH,20100930,236692459.12,1921200477.58
002457.SZ,20100930,119487575.71,600200994.88
300153.SZ,20100930,41021980.34,312516868.51
002458.SZ,20100930,35285583.87,312377959.21
300164.SZ,20100930,34210725.7,191456347.12
002465.SZ,20100930,126123263.58,652471691.59
300132.SZ,20100930,41056547.85,332527359.59
002487.SZ,20100930,72031360.28,424273115.65
300129.SZ,20100930,90323008.74,396485038.53
300134.SZ,20100930,165788574.6,529671391.87
000408.SZ,20100930,15694412.18,53597188.02
002996.SZ,20100930,9749450.26,1153818976.08
688187.SH,20100930,818227571.07,4042596968.86
601728.SH,20100930,16986664108.35,167404919851.15
688029.SH,20100930,25546175.96,78375234.65
002492.SZ,20100930,37738719.93,128842415.0
002500.SZ,20100930,409231971.0,919400752.0
002509.SZ,20100930,27423865.61,186341491.77
002506.SZ,20100930,184012771.22,1646225574.15
002511.SZ,20100930,127285742.18,1289498789.3
002510.SZ,20100930,58379389.62,544768339.45
000556.SZ,20100930,-844898.99,0.0
000660.SZ,20100930,-13938260.21,12426164.62
000689.SZ,20100930,-26293537.36,0.0
600837.SH,20100930,3698680987.53,6803769704.91
600369.SH,20100930,516740409.23,1105682526.33
601788.SH,20100930,1751482551.72,3224165576.48
601601.SH,20100930,6048000000.0,105157000000.0
601628.SH,20100930,30118000000.0,305567000000.0
601099.SH,20100930,164783256.36,471574371.28
601398.SH,20100930,165773000000.0,278690000000.0
600816.SH,20100930,93621877.34,151244711.7
000686.SZ,20100930,418396701.83,1052099898.09
002142.SZ,20100930,2128278000.0,4154536000.0
601998.SH,20100930,22883000000.0,40156000000.0
000047.SZ,20100930,-28833852.03,0.0
601988.SH,20100930,107071000000.0,202420000000.0
600000.SH,20100930,19173011610.63,35891712724.54
600015.SH,20100930,6025564412.69,17718822054.92
600109.SH,20100930,425694576.66,1248051108.46
000728.SZ,20100930,838043877.5,1537193427.07
601328.SH,20100930,37716000000.0,75969000000.0
000562.SZ,20100930,1489797237.8,2596384470.98
601288.SH,20100930,88312000000.0,209489000000.0
600030.SH,20100930,5978883844.16,12421095885.75
