ts_code,end_date,operate_profit,total_revenue
4920017.BJ,20100630,21719465.37,62411425.2
601699.SH,20100630,2079194870.5,8588549872.58
000789.SZ,20100630,-44418325.02,1368614891.62
600537.SH,20100630,-15422698.64,218713370.97
000548.SZ,20100630,65233027.66,113008390.98
600382.SH,20100630,14922449.25,332199663.96
601186.SH,20100630,4150822000.0,179320347000.0
600403.SH,20100630,21545615.73,153937477.31
001236.SZ,20100630,,142877525.31
920489.BJ,20100630,2112730.79,27799678.41
601989.SH,20100630,953380004.38,8836315784.83
600629.SH,20100630,29771249.12,191043420.13
002481.SZ,20100630,20951093.66,165128869.29
600681.SH,20100630,-10616799.2,3749697.26
002231.SZ,20100630,6736768.89,100364292.3
600145.SH,20100630,4976237.41,76115874.29
601800.SH,20100630,4680401048.0,120275003657.0
300075.SZ,20100630,4241940.1,18967218.19
600432.SH,20100630,65228157.92,808272963.13
600373.SH,20100630,-11093845.66,564823223.26
600536.SH,20100630,-30342392.63,1405037010.24
600299.SH,20100630,35595338.94,4594732217.05
000622.SZ,20100630,-10134277.5,57429282.59
002480.SZ,20100630,49416694.79,482453593.49
002478.SZ,20100630,112222623.95,1217983646.41
002380.SZ,20100630,22096867.87,118467713.95
600129.SH,20100630,56415076.36,3095689719.52
000089.SZ,20100630,462118145.11,925026227.43
600369.SH,20100630,198005446.3,568874281.42
600811.SH,20100630,98636476.61,788089123.53
600666.SH,20100630,34272142.2,398420366.81
600185.SH,20100630,132242376.11,548910923.56
600817.SH,20100630,13985076.49,8258499.22
600170.SH,20100630,542706497.74,34619204099.78
000715.SZ,20100630,57994974.95,1386414936.23
000537.SZ,20100630,197293857.54,1160478956.97
600081.SH,20100630,167128108.72,1144156599.23
002024.SZ,20100630,2643712000.0,36054685000.0
000926.SZ,20100630,334722444.34,2317079307.39
000982.SZ,20100630,20057043.0,540271239.73
000565.SZ,20100630,14696891.0,214598880.46
600918.SH,20100630,667252474.68,1780510742.92
601878.SH,20100630,323156666.55,707533449.04
002926.SZ,20100630,571941990.45,867842802.93
002797.SZ,20100630,172631233.64,451480220.32
000686.SZ,20100630,127248668.08,510386517.42
601990.SH,20100630,307064953.84,533277747.74
002939.SZ,20100630,300456133.59,794096408.27
601456.SH,20100630,254850121.93,424072785.6
002945.SZ,20100630,4173530.38,240364225.29
601066.SH,20100630,1378825765.16,2599487966.72
601236.SH,20100630,458827608.45,713548402.78
601696.SH,20100630,572441808.78,1043631592.7
601901.SH,20100630,409797051.34,783453760.32
002673.SZ,20100630,348553305.51,667420567.86
000166.SZ,20100630,1297743182.61,2211763893.78
002736.SZ,20100630,1581934950.64,3156717579.89
601108.SH,20100630,151437934.83,420799145.99
601375.SH,20100630,226529711.08,509096838.07
601211.SH,20100630,1837755946.31,3424744182.38
601881.SH,20100630,1841620583.44,3204618684.1
601555.SH,20100630,261222207.28,680379746.15
600958.SH,20100630,655636462.39,1222100501.39
601995.SH,20100630,550944669.12,1915571626.68
600909.SH,20100630,261083081.2,437073353.35
002369.SZ,20100630,34431559.69,358460901.7
002408.SZ,20100630,165368164.6,1008569358.35
300044.SZ,20100630,16022551.71,78103539.91
002389.SZ,20100630,31398318.55,121818259.34
300048.SZ,20100630,33284580.07,145233185.31
002367.SZ,20100630,59120918.94,473480440.41
002364.SZ,20100630,20275863.85,108502104.48
002404.SZ,20100630,50728248.08,803594397.46
300074.SZ,20100630,-1458142.91,21999935.64
300318.SZ,20100630,18830884.44,39141875.22
601678.SH,20100630,207949074.31,1695124425.04
002312.SZ,20100630,248145.03,134568919.23
002309.SZ,20100630,119054407.33,1203921868.15
002335.SZ,20100630,39413648.84,237787135.11
002313.SZ,20100630,43839671.58,336460298.31
002315.SZ,20100630,62852089.32,138205771.84
002321.SZ,20100630,17415151.03,567561865.44
300003.SZ,20100630,241067856.15,382723591.49
300011.SZ,20100630,27625500.66,131804597.86
002310.SZ,20100630,112951727.58,548649363.37
002342.SZ,20100630,115928127.54,701877255.07
002349.SZ,20100630,23234494.25,124108042.56
002343.SZ,20100630,68553200.91,655348605.54
002299.SZ,20100630,67564084.79,866820263.22
600470.SH,20100630,48942531.84,1217804816.89
600533.SH,20100630,432295866.23,2258235337.53
600531.SH,20100630,20485577.92,3393830326.93
600420.SH,20100630,71276397.6,774037377.62
600710.SH,20100630,202309116.56,1153658902.38
600720.SH,20100630,280857276.66,1410918600.82
600750.SH,20100630,153107109.01,1041534687.04
600261.SH,20100630,92831337.1,969922684.39
600758.SH,20100630,20541496.88,109314496.15
600279.SH,20100630,34862067.69,317107788.09
600265.SH,20100630,-31540151.87,95517470.47
600339.SH,20100630,87057993.62,876440534.17
600353.SH,20100630,8370023.87,143848021.11
600375.SH,20100630,173376222.29,2074891708.67
600352.SH,20100630,489608598.31,3170941547.6
600379.SH,20100630,7965145.18,249186219.61
600389.SH,20100630,-38481589.44,1100410220.89
600435.SH,20100630,155963242.44,1054167700.9
600452.SH,20100630,9269013.51,396778305.03
600460.SH,20100630,133521060.88,700598575.82
600439.SH,20100630,92985047.76,885265708.43
600456.SH,20100630,9569580.67,1194775326.39
600436.SH,20100630,111667466.43,413781199.85
600448.SH,20100630,12075453.52,962709438.47
600795.SH,20100630,1254134465.03,15948090914.3
600801.SH,20100630,53605518.0,3259292694.0
600506.SH,20100630,-5021783.22,3334832.39
600507.SH,20100630,169257309.23,6263022171.92
600510.SH,20100630,161236973.56,1540784162.35
600522.SH,20100630,238454910.56,2010638235.23
600824.SH,20100630,110799346.4,945718007.74
600860.SH,20100630,-21883475.92,386643784.74
600870.SH,20100630,38627555.35,2181393333.3
600965.SH,20100630,-4804370.62,243959460.87
600992.SH,20100630,16096072.61,640918780.97
600110.SH,20100630,22980035.26,458032792.01
600552.SH,20100630,10266033.41,327109662.58
600133.SH,20100630,88813937.36,438182091.74
600572.SH,20100630,84772036.45,878624464.83
600557.SH,20100630,96263407.78,625108609.21
600573.SH,20100630,31562295.68,442568962.06
600582.SH,20100630,582444688.06,3440011252.65
600187.SH,20100630,4097161.92,52501702.68
600595.SH,20100630,298022302.09,5336470455.82
600615.SH,20100630,-9008405.67,7770356.6
600212.SH,20100630,21034301.33,203835790.77
600206.SH,20100630,3067653.74,328350851.22
600211.SH,20100630,-419549.9,552982272.96
600256.SH,20100630,417534859.46,1806287691.9
600674.SH,20100630,103305788.78,452059793.47
002096.SZ,20100630,66566131.53,282140526.33
002093.SZ,20100630,70900613.41,358089551.64
002079.SZ,20100630,47504463.17,394900089.52
002107.SZ,20100630,-20747236.51,45641667.86
000591.SZ,20100630,10267671.47,2237278882.93
000606.SZ,20100630,-12290234.36,422359927.0
000695.SZ,20100630,-54305552.55,328992732.7
002136.SZ,20100630,14978017.72,251806591.84
002147.SZ,20100630,44036614.83,208697181.12
000729.SZ,20100630,538061856.57,5035443546.18
000719.SZ,20100630,0.0,0.0
000780.SZ,20100630,428720135.37,1622960845.53
000768.SZ,20100630,113239772.24,2802718827.25
000779.SZ,20100630,-11749091.53,81321853.01
002169.SZ,20100630,8545853.65,183636590.57
002163.SZ,20100630,29755893.78,827716305.98
000790.SZ,20100630,5658445.75,201131315.44
000791.SZ,20100630,1942265.0,130033650.94
002165.SZ,20100630,77649239.46,754085217.7
000822.SZ,20100630,46793960.54,3275911935.14
000803.SZ,20100630,2236117.3,32267705.84
000833.SZ,20100630,62202182.45,591027201.91
002226.SZ,20100630,36987272.11,135048833.06
002210.SZ,20100630,41464767.18,1155134905.99
002229.SZ,20100630,26805539.55,118454926.35
002220.SZ,20100630,44771387.14,477515265.23
002248.SZ,20100630,61353430.09,324277115.86
002245.SZ,20100630,65128502.42,580080047.88
002262.SZ,20100630,48594020.31,636365897.14
000015.SZ,20100630,-27689360.03,
002270.SZ,20100630,11344550.89,142870417.34
000012.SZ,20100630,801975031.0,3405068004.0
000024.SZ,20100630,1829861942.0,6981153925.0
