ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,revenue,total_revenue,oper_cost,operate_profit,total_profit,n_income,basic_eps
301035.SZ,20210708,20210708,20171231,1,1,5046522676.4,5046522676.4,3989384978.84,396168768.97,395511998.73,287494179.82,1.28
688097.SH,20210416,20210416,20171231,1,1,1991365327.63,1991365327.63,1050119641.6,80685081.5,84063602.48,75163249.68,0.223
688565.SH,20210421,20210421,20171231,1,1,213039600.73,213039600.73,155619835.49,28971535.15,29392972.26,25347827.93,0.35
600905.SH,20210426,20210426,20171231,1,1,6780849991.24,6780849991.24,3121632821.08,2628831651.3,2646224074.32,2559354925.76,
300992.SZ,20210429,20210429,20171231,1,1,301402586.58,301402586.58,199237786.0,70971977.12,71344452.77,60732317.45,1.04
688395.SH,20210409,20210409,20171231,1,1,171013867.95,171013867.95,109817536.44,27457617.48,27385312.94,23165643.74,0.36
605300.SH,20210412,20210412,20171231,1,1,1367722981.22,1367722981.22,987137516.49,180307183.38,177770534.33,109509631.7,
603324.SH,20210312,20210312,20171231,1,1,516954461.16,516954461.16,386714973.32,33193568.74,33165033.19,22962494.42,
601279.SH,20210325,20210325,20171231,1,1,4108263574.0,4108263574.0,3271034047.0,406596242.0,406645931.0,335911185.0,
605289.SH,20210316,20210316,20171231,1,1,346273046.86,346273046.86,175975881.51,96423010.19,98565738.37,83577207.97,1.3728
688661.SH,20210309,20210309,20171231,1,1,93145460.7,93145460.7,45100947.96,28665489.38,28695025.98,24920822.14,0.4153
688636.SH,20210318,20210318,20171231,1,1,170811220.81,170811220.81,61478977.19,25484173.19,25526056.89,23799948.45,0.64
688682.SH,20210331,20210331,20171231,1,1,97879238.97,97879238.97,55008587.61,17616535.85,17616127.85,17212711.23,1.42
688630.SH,20210315,20210315,20171231,1,1,22180445.51,22180445.51,13963519.71,-10314491.23,-9837477.6,-6846710.48,
688191.SH,20210318,20210318,20171231,1,1,136791496.21,136791496.21,65775389.09,32133643.13,32110779.03,28431122.96,0.46
688609.SH,20210303,20210303,20171231,1,1,2413540738.55,2413540738.55,2116312301.26,16226028.16,16360395.7,13210389.65,0.0369
688662.SH,20210315,20210315,20171231,1,1,511560378.01,511560378.01,393340888.95,39235026.55,34838268.74,30082961.48,0.48
688683.SH,20210322,20210322,20171231,1,1,366458885.38,366458885.38,230105617.87,54262981.6,53960651.62,46921767.89,0.49
688533.SH,20210329,20210329,20171231,1,1,1221334033.73,1221334033.73,859911991.83,275788704.22,276285667.24,231754813.5,1.93
688663.SH,20210324,20210324,20171231,1,1,431488099.44,431488099.44,257271007.11,83773897.05,83624634.09,72240497.51,0.69
688109.SH,20210310,20210310,20171231,1,1,144793486.26,144793486.26,18436009.45,33410850.9,35030383.24,33103653.49,0.8189
688606.SH,20210305,20210305,20171231,1,1,129720267.67,129720267.67,47796254.19,37771084.12,37837813.03,34238110.42,0.88
688639.SH,20210331,20210331,20171231,1,1,382545425.72,382545425.72,249905330.32,72974760.4,74146716.18,64894500.38,0.81
688195.SH,20210308,20210308,20171231,1,1,83011342.77,83011342.77,43393201.29,-26954081.71,-26953913.36,-30565135.71,-0.51
688633.SH,20210305,20210305,20171231,1,1,297012908.54,297012908.54,156666872.56,78073272.22,77848035.26,65953355.14,
688626.SH,20210311,20210311,20171231,1,1,289135947.56,289135947.56,116847568.78,77532422.17,76859672.83,64474209.37,
300956.SZ,20210304,20210304,20171231,1,1,740368493.84,740368493.84,577367421.83,76223912.98,74621247.73,53336040.16,0.59
688659.SH,20210312,20210312,20171231,1,1,266914777.25,266914777.25,179197777.33,38433768.73,41113756.22,35904626.05,0.3
605286.SH,20210302,20210302,20171231,1,1,1215406350.32,1215406350.32,954006547.42,110618681.7,110822825.48,92448442.95,0.77
688468.SH,20210319,20210319,20171231,1,1,318603044.25,318603044.25,88622881.74,-420249121.29,-420355351.6,-435229646.06,
688329.SH,20210303,20210303,20171231,1,1,196050112.43,196050112.43,89204956.73,42179876.02,47306276.17,40650627.91,0.71
688260.SH,20210315,20210315,20171231,1,1,172075160.77,172075160.77,110142578.99,18992068.21,18989093.41,16171500.23,0.1781
301071.SZ,20210311,20210311,20171231,1,1,141696078.28,141696078.28,75215481.67,48645241.46,48800335.18,42208278.89,1.29
605086.SH,20210309,20210309,20171231,1,1,224849883.46,224849883.46,82517070.38,92148260.97,72899604.71,59259540.09,0.66
300982.SZ,20210331,20210331,20171231,1,1,471458004.93,471458004.93,345259802.47,54512940.52,55931694.43,48611072.79,0.49
605378.SH,20210322,20210322,20171231,1,1,1077896628.2,1077896628.2,879377767.66,59752161.91,60257049.19,54366896.46,0.54
300963.SZ,20210318,20210318,20171231,1,1,420477525.85,420477525.85,323304370.0,81666567.48,89287914.11,76334851.42,0.8482
688201.SH,20210331,20210331,20171231,1,1,220441341.53,220441341.53,81489522.87,57626799.88,53943025.8,47426502.33,0.7911
300978.SZ,20210330,20210330,20171231,1,1,1513172378.2,1513172378.2,908399499.57,144824072.56,144439751.85,117234786.0,0.32
300962.SZ,20210317,20210317,20171231,1,1,214210348.0,214210348.0,93936020.55,45649521.34,46615442.47,38135898.14,0.2128
