ts_code,end_date,operate_profit,total_revenue
600695.SH,20090930,-12413437.26,516831990.7
002305.SZ,20090930,110650799.79,456943285.66
002056.SZ,20090930,130648029.58,955501968.23
000792.SZ,20090930,1544055277.22,2856412811.42
600460.SH,20090930,40456414.78,666039331.23
000536.SZ,20090930,128312.99,67346196.0
000733.SZ,20090930,52341375.82,1657461085.4
600760.SH,20090930,30168952.67,982444202.72
600730.SH,20090930,27817061.28,755537109.77
000837.SZ,20090930,72587374.66,791610435.57
600273.SH,20090930,-44223443.13,982698854.19
600642.SH,20090930,2281412118.52,10868751866.36
000951.SZ,20090930,594557285.05,15649464794.4
600963.SH,20090930,52196037.71,2340300122.82
600729.SH,20090930,129176400.87,5193464144.74
000030.SZ,20090930,-26453981.13,1390478.22
000635.SZ,20090930,72980700.81,1228356255.87
002325.SZ,20090930,54432873.9,880195535.73
002097.SZ,20090930,64448335.6,1054510389.99
600793.SH,20090930,-47855878.23,396658217.57
600192.SH,20090930,8547865.68,917816592.55
600475.SH,20090930,107951134.28,1980262401.33
600715.SH,20090930,-2993767.53,45989463.72
000617.SZ,20090930,31599983.19,1005720741.6
600520.SH,20090930,-28419727.29,112557787.06
000980.SZ,20090930,42735281.2,420883815.18
002308.SZ,20090930,89591189.14,363409023.84
002326.SZ,20090930,45328249.91,354433692.39
000727.SZ,20090930,-44991193.68,373915924.56
600325.SH,20090930,472835055.94,1899778954.8
600033.SH,20090930,1012668951.91,1505772230.65
600568.SH,20090930,141809809.73,1922244245.36
600613.SH,20090930,11181644.28,52467664.43
002110.SZ,20090930,3111250.72,10035152393.54
000702.SZ,20090930,21485917.25,1168556488.49
000411.SZ,20090930,58390049.79,3588804810.18
002037.SZ,20090930,100275067.37,809406424.89
601107.SH,20090930,778450159.04,1511733926.69
000697.SZ,20090930,-29810709.27,529666132.94
002129.SZ,20090930,-52829021.68,424875109.85
600346.SH,20090930,-11747889.96,271557794.37
000502.SZ,20090930,7865117.2,286687941.65
600590.SH,20090930,79151841.76,1469520092.86
600449.SH,20090930,346774069.91,1255545208.46
300023.SZ,20090930,27741919.46,103785092.77
002086.SZ,20090930,33264632.31,331496016.62
000950.SZ,20090930,219742660.73,1758084599.48
002318.SZ,20090930,100136750.91,1246312601.47
002327.SZ,20090930,59692240.78,522453685.53
002379.SZ,20090930,29376438.41,581400341.37
300033.SZ,20090930,56209678.3,131514695.92
002315.SZ,20090930,66556152.83,158366046.04
600782.SH,20090930,160875696.55,15292768092.24
600291.SH,20090930,90436486.9,487734434.59
600779.SH,20090930,225441457.18,844897632.63
600515.SH,20090930,-1988994.27,252132382.22
600869.SH,20090930,-18039587.81,150865019.31
600651.SH,20090930,78197145.3,936382944.56
600250.SH,20090930,-7498190.7,4549243897.9
600687.SH,20090930,4886369.88,151534138.08
600188.SH,20090930,4100822660.0,15338487160.0
600604.SH,20090930,-79918147.48,186078969.53
600655.SH,20090930,457629999.64,6512688844.95
600674.SH,20090930,158752852.41,662815143.61
002115.SZ,20090930,54444675.76,493624530.11
002096.SZ,20090930,105825610.94,383595874.26
600682.SH,20090930,78516767.85,984437002.66
000619.SZ,20090930,264428166.87,3178254947.16
000657.SZ,20090930,-21296439.17,593281608.58
600606.SH,20090930,125203508.83,400195614.92
002189.SZ,20090930,-10366883.91,244688561.13
002248.SZ,20090930,98475289.91,423532485.44
000826.SZ,20090930,128631786.13,484933942.97
002209.SZ,20090930,36795285.56,387163493.84
000036.SZ,20090930,492533661.73,1576432045.71
000078.SZ,20090930,8788328.89,1986914645.14
000938.SZ,20090930,33609776.73,2855359424.35
600509.SH,20090930,61662967.44,1026411405.82
002055.SZ,20090930,26656994.7,435734518.23
600426.SH,20090930,390279098.13,2886273557.87
600497.SH,20090930,206743360.29,2776181301.26
000553.SZ,20090930,52775272.12,1376753861.18
002091.SZ,20090930,146834731.88,1937518867.98
002196.SZ,20090930,5952719.68,201692619.54
600650.SH,20090930,233816657.24,1189607237.07
000761.SZ,20090930,-1327213613.87,25766554848.82
000669.SZ,20090930,-3006929.81,20220953.1
000069.SZ,20090930,826621962.23,2475902347.95
000895.SZ,20090930,985271823.73,20666348180.66
002173.SZ,20090930,14971632.79,240902341.89
000818.SZ,20090930,-357165551.22,570615733.49
600131.SH,20090930,-104467663.31,266686653.58
600866.SH,20090930,100987791.06,897784286.97
600351.SH,20090930,125508757.48,1089322882.17
600775.SH,20090930,-37216167.2,591386069.94
000089.SZ,20090930,566558491.32,1229265003.45
