ts_code,end_date,c_fr_sale_sg,c_pay_acq_const_fiolta
000001.SZ,20090331,,84932000.0
000002.SZ,20090331,11389454210.61,14017126.2
000004.SZ,20090331,18092553.39,1239719.5
000005.SZ,20090331,7265530.8,
000006.SZ,20090331,234516306.41,17094.0
000007.SZ,20090331,35982566.95,
000008.SZ,20090331,894033.03,
000009.SZ,20090331,893582260.75,26078364.56
000010.SZ,20090331,36260078.26,1037180.12
000011.SZ,20090331,352145753.86,896438.72
000012.SZ,20090331,972600292.0,311539183.0
000014.SZ,20090331,87616025.35,
000015.SZ,20090331,,
000016.SZ,20090331,3776653886.48,61725365.97
000017.SZ,20090331,37590208.52,
000018.SZ,20090331,5963391.0,34347.0
000019.SZ,20090331,48156374.24,5765366.36
000020.SZ,20090331,72909566.64,1537975.77
000021.SZ,20090331,2001371400.69,5083378.1
000023.SZ,20090331,121662272.42,5230849.63
000024.SZ,20090331,1907252226.0,10796020.0
000025.SZ,20090331,102385184.18,208998.0
000026.SZ,20090331,332831363.29,11099313.86
000027.SZ,20090331,2249350863.33,973602686.76
000028.SZ,20090331,2364256357.44,14779140.94
000029.SZ,20090331,127327673.68,107447.0
000030.SZ,20090331,,
000031.SZ,20090331,247116358.55,12591658.07
000032.SZ,20090331,232003601.66,1297809.52
000033.SZ,20090331,15580364.78,530601.51
000034.SZ,20090331,99280095.72,96550.0
000035.SZ,20090331,1071160.94,
000036.SZ,20090331,327676989.46,11700.0
000037.SZ,20090331,614696653.14,51379481.82
000038.SZ,20090331,,3380.0
000039.SZ,20090331,5328294000.0,366473000.0
000040.SZ,20090331,163296534.34,1418313.97
000042.SZ,20090331,459091979.83,2795042.76
000045.SZ,20090331,81334936.47,1372816.77
000046.SZ,20090331,172308135.86,1002206.55
000047.SZ,20090331,,
000048.SZ,20090331,324979034.22,2467767.52
000049.SZ,20090331,165395932.87,2243834.91
000050.SZ,20090331,428332688.23,91808668.51
000055.SZ,20090331,173568387.03,568805.07
000056.SZ,20090331,3774994.23,
000058.SZ,20090331,77509335.13,701547.0
000059.SZ,20090331,769023990.36,1177753194.39
000060.SZ,20090331,1463867033.32,189366276.52
000061.SZ,20090331,328058148.9,78209836.03
000062.SZ,20090331,273519216.23,6284132.38
000063.SZ,20090331,6990257000.0,119380000.0
000065.SZ,20090331,294612043.58,62530.0
000066.SZ,20090331,740155700.7,13093023.0
000068.SZ,20090331,454513091.88,319832.94
000069.SZ,20090331,636530014.81,366498705.9
000070.SZ,20090331,140116629.42,73105919.26
000078.SZ,20090331,521549744.27,9328357.03
000088.SZ,20090331,93303690.18,3635925.69
000089.SZ,20090331,358921630.4,53372350.38
000090.SZ,20090331,616344827.3,7195050.0
000096.SZ,20090331,328020757.81,62295.92
000099.SZ,20090331,146677943.37,64757043.83
000100.SZ,20090331,9931993871.0,230512525.0
000150.SZ,20090331,22834334.38,80974.0
000151.SZ,20090331,86023855.41,3639535.11
000153.SZ,20090331,226820894.33,5489374.0
000155.SZ,20090331,695594990.71,114361328.79
000156.SZ,20090331,116307546.18,52377.65
000157.SZ,20090331,2523975792.88,281962175.73
000158.SZ,20090331,577069839.43,219829001.3
000159.SZ,20090331,77109846.89,8820726.06
000301.SZ,20090331,178837374.95,38417411.18
000338.SZ,20090331,5657078475.87,373663820.88
000400.SZ,20090331,391272589.04,4799060.83
000401.SZ,20090331,638723629.62,917610756.57
000402.SZ,20090331,1197857773.53,74974808.16
000403.SZ,20090331,68977199.29,2254709.03
000404.SZ,20090331,400601266.93,26945427.48
000407.SZ,20090331,320386952.6,13018608.39
000408.SZ,20090331,25386331.15,
000409.SZ,20090331,4433000.0,3850.0
000410.SZ,20090331,1430939850.5,37131144.76
000411.SZ,20090331,1005053245.87,817135.8
000413.SZ,20090331,4466965.96,37930.07
000415.SZ,20090331,81123135.17,2295654.28
000416.SZ,20090331,196833561.21,47743060.71
000417.SZ,20090331,1841188968.24,28577175.02
000418.SZ,20090331,414241264.4,4516646.44
000419.SZ,20090331,563388588.02,86404424.58
000420.SZ,20090331,481545323.17,2248102.42
000421.SZ,20090331,515714260.47,38529596.68
000422.SZ,20090331,1875292440.89,132415764.03
000423.SZ,20090331,485996636.87,8643913.79
000425.SZ,20090331,639182341.11,24262531.41
000426.SZ,20090331,35493682.91,2337463.95
000428.SZ,20090331,227626373.33,45626394.05
000429.SZ,20090331,206906070.81,255838894.44
000430.SZ,20090331,7503717.55,2190152.25
000488.SZ,20090331,2000606763.32,209012929.17
000498.SZ,20090331,,
000501.SZ,20090331,2476572921.77,483581652.56
000502.SZ,20090331,99475963.57,520044.0
000503.SZ,20090331,59413570.73,894523.09
000504.SZ,20090331,15402004.65,
000505.SZ,20090331,99461837.41,265411.0
000506.SZ,20090331,121062499.94,37274.0
000507.SZ,20090331,67703237.36,2798878.67
000509.SZ,20090331,82489149.09,198216.7
000510.SZ,20090331,483857397.03,16687804.08
000511.SZ,20090331,70921872.29,
000513.SZ,20090331,546256035.84,19600881.94
000514.SZ,20090331,62191808.89,248995.0
000515.SZ,20090331,100302889.94,
000516.SZ,20090331,701186652.66,102831784.43
000517.SZ,20090331,,
000518.SZ,20090331,43078312.68,2800613.98
000519.SZ,20090331,38600816.44,288311.59
000520.SZ,20090331,309813447.72,109299358.55
000521.SZ,20090331,463952729.6,8919414.24
000522.SZ,20090331,704479286.01,9521278.73
000523.SZ,20090331,270117791.64,1454223.72
000524.SZ,20090331,52873810.37,7232852.54
000525.SZ,20090331,770384295.67,40216522.66
000526.SZ,20090331,1016430.6,9110.0
000527.SZ,20090331,5281611000.0,221887000.0
000528.SZ,20090331,1676071085.4,89027743.08
000529.SZ,20090331,245998614.99,3228356.79
000530.SZ,20090331,202262000.04,2357013.35
000531.SZ,20090331,836219538.32,101774354.19
000532.SZ,20090331,28291173.51,5740595.97
000533.SZ,20090331,518731874.25,3418140.68
000534.SZ,20090331,131511783.08,18720.0
000536.SZ,20090331,17570117.97,140903.6
000537.SZ,20090331,378009385.34,111345.0
000538.SZ,20090331,1640279983.32,22801498.25
000539.SZ,20090331,2465910946.07,684562169.54
000540.SZ,20090331,284054265.14,739258.93
000541.SZ,20090331,399761356.8,31772954.56
000543.SZ,20090331,605619402.95,368214835.44
000544.SZ,20090331,53705416.5,6488512.22
000545.SZ,20090331,20580387.45,1709.4
000546.SZ,20090331,11445301.38,
000547.SZ,20090331,111995318.41,2599504.27
000548.SZ,20090331,39054732.97,574840.15
000550.SZ,20090331,2645185823.42,115118906.43
000551.SZ,20090331,373182886.74,17578089.42
000552.SZ,20090331,146905598.26,1413738.0
000553.SZ,20090331,376908926.51,106675124.6
000554.SZ,20090331,592676744.02,13927135.0
000555.SZ,20090331,1042424.75,
000556.SZ,20090331,,
000557.SZ,20090331,4296714.16,3950.0
000558.SZ,20090331,297950131.0,27830.0
000559.SZ,20090331,1152027194.2,12322578.73
000560.SZ,20090331,358483575.79,10871501.19
000561.SZ,20090331,12779833.07,
000562.SZ,20090331,,10374082.78
000563.SZ,20090331,48559916.98,1654025.32
000564.SZ,20090331,311667493.64,2810623.22
000565.SZ,20090331,60049811.24,28099004.76
000566.SZ,20090331,149395346.53,10677245.48
000567.SZ,20090331,7635237.0,
000568.SZ,20090331,1198866113.0,44730154.03
000569.SZ,20090331,494573976.38,150706.1
000570.SZ,20090331,725882550.39,33727894.09
000571.SZ,20090331,108461543.11,17873781.1
000572.SZ,20090331,2533067259.37,187294043.98
000573.SZ,20090331,116545745.18,467889.94
000576.SZ,20090331,163776834.94,916212.0
000578.SZ,20090331,1182592285.97,306584339.54
000581.SZ,20090331,536988622.42,33043758.7
000582.SZ,20090331,38070525.91,4023786.41
000583.SZ,20090331,,
000584.SZ,20090331,146786552.18,67668578.57
000585.SZ,20090331,59507773.38,1484447.52
000586.SZ,20090331,67957877.85,230488.85
000587.SZ,20090331,19988652.95,11690.0
000589.SZ,20090331,1187844575.76,72543058.75
000590.SZ,20090331,43874923.52,2536494.42
000591.SZ,20090331,1197378175.09,4361964.77
000592.SZ,20090331,38189353.16,2873448.87
000593.SZ,20090331,82638677.55,6639140.96
000594.SZ,20090331,53443416.0,3880.0
000595.SZ,20090331,69477540.92,3661849.17
000596.SZ,20090331,442907497.95,5611491.02
000597.SZ,20090331,1025581201.09,47652808.63
000598.SZ,20090331,388156162.29,1068781.14
000599.SZ,20090331,809191517.0,41339602.71
000600.SZ,20090331,1128675535.89,32484504.0
000601.SZ,20090331,369891835.02,142705575.3
000602.SZ,20090331,100241950.39,6055113.29
000603.SZ,20090331,10278489.06,3190.0
000605.SZ,20090331,9051704.6,227320.51
000606.SZ,20090331,167880148.51,8536538.15
000607.SZ,20090331,439093937.15,12943609.67
000608.SZ,20090331,431655000.0,204547000.0
000609.SZ,20090331,,17200.0
000610.SZ,20090331,77955841.67,27399112.42
000611.SZ,20090331,41564056.54,22965773.5
000612.SZ,20090331,1358232721.2,23743051.79
000613.SZ,20090331,8725187.65,1198382.32
000615.SZ,20090331,147779735.64,1985290.4
000616.SZ,20090331,373013580.65,276070.0
000617.SZ,20090331,203657813.67,11127185.1
000619.SZ,20090331,811483910.23,7565684.74
000620.SZ,20090331,,
000622.SZ,20090331,18958527.12,23974.56
000623.SZ,20090331,163024152.63,5826457.79
000625.SZ,20090331,3023029539.41,273743320.97
000626.SZ,20090331,2944958093.68,9120.0
000627.SZ,20090331,173585966.61,132455089.93
000628.SZ,20090331,158688911.18,3014931.58
000629.SZ,20090331,3466904829.01,158727874.59
000630.SZ,20090331,5734682355.84,323974876.87
000631.SZ,20090331,62854308.26,9360.0
000632.SZ,20090331,657423367.37,91289.16
000633.SZ,20090331,21036416.86,1982861.0
000635.SZ,20090331,198177312.01,47843064.13
000636.SZ,20090331,344107446.37,8144219.97
000637.SZ,20090331,496366813.54,4235269.6
000638.SZ,20090331,57976226.19,24887.19
000639.SZ,20090331,15537942.81,
000650.SZ,20090331,204548064.36,602508.5
000651.SZ,20090331,15566153990.42,186675055.86
000652.SZ,20090331,412548644.25,14360491.64
000655.SZ,20090331,213667532.5,5758236.19
000656.SZ,20090331,127500.0,5750.0
000657.SZ,20090331,124702946.29,2381426.88
000658.SZ,20090331,22877.95,
000659.SZ,20090331,763709596.07,41818547.0
000660.SZ,20090331,4273951.3,
000661.SZ,20090331,207371494.33,9975235.15
000662.SZ,20090331,112439652.42,1714175.37
000663.SZ,20090331,71812468.02,66186115.8
000665.SZ,20090331,102563257.85,9099097.99
000666.SZ,20090331,814085211.55,11877412.75
000667.SZ,20090331,92806398.74,630738.0
000668.SZ,20090331,152879021.74,
000669.SZ,20090331,3823361.67,81727.6
000670.SZ,20090331,19437617.0,978494.88
000671.SZ,20090331,289236570.76,425306.0
000672.SZ,20090331,2095565.52,11271.56
000673.SZ,20090331,,
000675.SZ,20090331,8020.0,
000676.SZ,20090331,121436423.45,1633560.18
000677.SZ,20090331,729213138.56,38906873.9
000678.SZ,20090331,51283584.57,518966.3
000679.SZ,20090331,641983373.33,37714209.16
000680.SZ,20090331,1154774105.28,121232931.23
000681.SZ,20090331,587705.07,48500.0
000682.SZ,20090331,180838345.02,829359.09
000683.SZ,20090331,187581027.03,82194042.66
000685.SZ,20090331,159416247.72,58958950.02
000686.SZ,20090331,,13877995.94
000687.SZ,20090331,87099072.45,618471.65
000688.SZ,20090331,,200000.0
000690.SZ,20090331,720055074.07,132470130.85
000691.SZ,20090331,,
000692.SZ,20090331,73345111.37,30743672.81
000693.SZ,20090331,12831144.2,1561006.85
000695.SZ,20090331,157644414.19,9992392.75
000697.SZ,20090331,147242877.49,366918.52
000698.SZ,20090331,820311907.76,68825470.39
000700.SZ,20090331,337283577.19,29820275.62
000701.SZ,20090331,2208817446.01,25820679.15
000702.SZ,20090331,331488933.81,2344321.68
000703.SZ,20090331,25173143.79,293520.0
000705.SZ,20090331,261198567.55,11374895.24
000707.SZ,20090331,722273632.78,36761680.23
000708.SZ,20090331,531909440.0,505909.0
000709.SZ,20090331,11312762095.22,701011354.69
000710.SZ,20090331,38454534.4,245949.94
000711.SZ,20090331,12330116.2,2145506.95
000712.SZ,20090331,16007623.02,26769787.0
000713.SZ,20090331,281345852.52,6185928.23
000715.SZ,20090331,835728180.31,2956118.64
000716.SZ,20090331,97045286.37,925946.87
000717.SZ,20090331,2816628991.12,436342100.0
000718.SZ,20090331,806433453.87,777044.52
000719.SZ,20090331,,
000720.SZ,20090331,453974876.2,307188708.42
000721.SZ,20090331,126293112.12,2031933.05
000722.SZ,20090331,177228570.03,1353371.57
000723.SZ,20090331,135214319.54,311744.0
000725.SZ,20090331,768952605.0,705476913.0
000726.SZ,20090331,901371132.8,51071753.91
000727.SZ,20090331,111112857.45,5880131.32
000728.SZ,20090331,,114332345.05
000729.SZ,20090331,2578791547.15,161417121.16
000731.SZ,20090331,1021796651.87,48533470.15
000732.SZ,20090331,87156333.77,5866259.63
000733.SZ,20090331,508804617.68,7190580.86
000735.SZ,20090331,162600771.05,17901073.21
000736.SZ,20090331,37940522.72,66760.65
000737.SZ,20090331,629203805.09,36593787.18
000738.SZ,20090331,68788063.79,882143.3
000739.SZ,20090331,332763631.67,22207138.05
000748.SZ,20090331,85035449.2,9453227.25
