ts_code,ann_date,end_date,operate_profit
300676.SZ,20170627,20170331,110977084.7
000511.SZ,20170624,20170331,-28124930.69
600032.SH,20170607,20170331,
688981.SH,20170510,20170331,
601568.SH,20170509,20170331,
603728.SH,20170508,20170331,24053327.95
603501.SH,20170503,20170331,22326999.78
601828.SH,20170430,20170331,1511836276.17
600240.SH,20170429,20170331,165839744.39
000898.SZ,20170429,20170331,1088000000.0
600150.SH,20170429,20170331,-142412430.78
000917.SZ,20170429,20170331,193887040.98
000919.SZ,20170429,20170331,69272317.67
000931.SZ,20170429,20170331,-29289673.09
600129.SH,20170429,20170331,4786700.21
600126.SH,20170429,20170331,213602789.02
600158.SH,20170429,20170331,-21303370.07
600125.SH,20170429,20170331,114625556.88
000932.SZ,20170429,20170331,325839391.89
000951.SZ,20170429,20170331,260104274.36
000651.SZ,20170429,20170331,4687646890.21
000958.SZ,20170429,20170331,89022792.05
600104.SH,20170429,20170331,12735499059.68
600100.SH,20170429,20170331,-374451470.96
600153.SH,20170429,20170331,654446767.78
000887.SZ,20170429,20170331,392640586.65
600236.SH,20170429,20170331,410620257.3
600098.SH,20170429,20170331,77932156.04
000800.SZ,20170429,20170331,335954732.62
600221.SH,20170429,20170331,1126478000.0
000818.SZ,20170429,20170331,42045463.71
000826.SZ,20170429,20170331,233685908.66
000829.SZ,20170429,20170331,-4947705.87
000831.SZ,20170429,20170331,6801108.88
600198.SH,20170429,20170331,-134473222.75
600195.SH,20170429,20170331,99525970.86
600188.SH,20170429,20170331,2344594000.0
600184.SH,20170429,20170331,1162506.88
600183.SH,20170429,20170331,331033228.23
000860.SZ,20170429,20170331,247384746.07
600177.SH,20170429,20170331,1564047340.72
600176.SH,20170429,20170331,539675813.06
600170.SH,20170429,20170331,705392055.71
600169.SH,20170429,20170331,-26923072.7
000883.SZ,20170429,20170331,558844671.04
600166.SH,20170429,20170331,-75584483.89
000961.SZ,20170429,20170331,209981695.96
600096.SH,20170429,20170331,8645027.07
000778.SZ,20170429,20170331,192505627.48
002127.SZ,20170429,20170331,29223461.5
300869.SZ,20170429,20170331,44562798.87
002130.SZ,20170429,20170331,11919710.82
002131.SZ,20170429,20170331,180006642.97
002138.SZ,20170429,20170331,73028036.12
002180.SZ,20170429,20170331,-2115024670.99
002191.SZ,20170429,20170331,221185691.91
002192.SZ,20170429,20170331,-1374708.38
002212.SZ,20170429,20170331,-44649902.49
002242.SZ,20170429,20170331,170477315.74
002252.SZ,20170429,20170331,247965227.97
002373.SZ,20170429,20170331,71647894.59
002399.SZ,20170429,20170331,-24687451.26
002416.SZ,20170429,20170331,110750472.58
002419.SZ,20170429,20170331,297283687.11
002429.SZ,20170429,20170331,148314214.24
002432.SZ,20170429,20170331,-15296425.59
600004.SH,20170429,20170331,509560627.13
600006.SH,20170429,20170331,-7085020.01
002126.SZ,20170429,20170331,93454586.46
600039.SH,20170429,20170331,122385262.64
600086.SH,20170429,20170331,163492709.23
600085.SH,20170429,20170331,602033156.7
000977.SZ,20170429,20170331,62874324.76
600068.SH,20170429,20170331,804769278.98
001289.SZ,20170429,20170331,1489176187.83
600060.SH,20170429,20170331,253194976.67
600058.SH,20170429,20170331,-938850.2
600037.SH,20170429,20170331,167145217.93
002122.SZ,20170429,20170331,11800112.63
002024.SZ,20170429,20170331,70584000.0
600029.SH,20170429,20170331,1843000000.0
600027.SH,20170429,20170331,161536000.0
600026.SH,20170429,20170331,654678836.74
002030.SZ,20170429,20170331,26526836.25
002050.SZ,20170429,20170331,201876601.99
600018.SH,20170429,20170331,1701054480.95
000792.SZ,20170429,20170331,-232925599.83
000777.SZ,20170429,20170331,-16003846.05
600259.SH,20170429,20170331,4763193.17
600260.SH,20170429,20170331,90174811.1
600498.SH,20170429,20170331,140759108.9
600685.SH,20170429,20170331,-26583570.49
600496.SH,20170429,20170331,24943774.74
600687.SH,20170429,20170331,128654605.57
600690.SH,20170429,20170331,2392515697.42
600485.SH,20170429,20170331,-353868829.16
600694.SH,20170429,20170331,468675191.81
600481.SH,20170429,20170331,-14207960.95
600478.SH,20170429,20170331,-57608045.73
600718.SH,20170429,20170331,-18291133.0
600460.SH,20170429,20170331,20003257.63
600446.SH,20170429,20170331,-16736231.83
600745.SH,20170429,20170331,149439179.77
000426.SZ,20170429,20170331,126827764.06
000429.SZ,20170429,20170331,425158109.79
600425.SH,20170429,20170331,-194240846.17
000501.SZ,20170429,20170331,379281830.31
600500.SH,20170429,20170331,557258482.16
600666.SH,20170429,20170331,25374793.01
600655.SH,20170429,20170331,230550072.51
600551.SH,20170429,20170331,85612999.26
600582.SH,20170429,20170331,777567.49
600566.SH,20170429,20170331,300473676.33
600584.SH,20170429,20170331,-165304478.38
600563.SH,20170429,20170331,100407930.59
600586.SH,20170429,20170331,66975368.25
600587.SH,20170429,20170331,66813116.87
600588.SH,20170429,20170331,-257400376.0
600596.SH,20170429,20170331,66773438.9
600654.SH,20170429,20170331,-6020006.4
600537.SH,20170429,20170331,-391470.96
600623.SH,20170429,20170331,263255636.31
600633.SH,20170429,20170331,1271952783.43
600637.SH,20170429,20170331,590940112.68
600642.SH,20170429,20170331,794149568.93
600645.SH,20170429,20170331,45359712.62
600651.SH,20170429,20170331,-33250259.63
600416.SH,20170429,20170331,-45299122.98
600415.SH,20170429,20170331,880171554.35
000503.SZ,20170429,20170331,-46632947.74
600297.SH,20170429,20170331,1355641016.13
000616.SZ,20170429,20170331,48093512.37
000630.SZ,20170429,20170331,246970585.02
000657.SZ,20170429,20170331,43269343.13
000669.SZ,20170429,20170331,132857490.81
600307.SH,20170429,20170331,215475464.68
600299.SH,20170429,20170331,561178639.0
000680.SZ,20170429,20170331,12700018.71
600295.SH,20170429,20170331,261555719.11
000598.SZ,20170429,20170331,222188307.18
000681.SZ,20170429,20170331,34895595.96
600291.SH,20170429,20170331,2495705164.77
000697.SZ,20170429,20170331,-19459523.23
000732.SZ,20170429,20170331,340489579.97
000761.SZ,20170429,20170331,396405112.82
600271.SH,20170429,20170331,612977242.9
002440.SZ,20170429,20170331,208738604.32
600329.SH,20170429,20170331,143674773.85
