ts_code,end_date,total_liab,money_cap,total_assets
000016.SZ,20040331,6443939650.0,1243163162.06,9755064276.47
001267.SZ,20040331,617825471.98,1953931.72,388687831.21
600502.SH,20040331,751885035.33,249542582.45,1231951091.42
000015.SZ,20040331,,,165198351.12
600816.SH,20040331,1192879736.3,82760588.03,1681676826.2
000563.SZ,20040331,1825433717.5,479309140.3,2198209868.8
000006.SZ,20040331,2904766287.46,379598281.96,3978824727.46
600183.SH,20040331,883211190.97,114833897.68,2142815903.49
600240.SH,20040331,66582254.25,2042262.35,657760610.71
600493.SH,20040331,216409434.29,14087552.73,413053043.96
600634.SH,20040331,514637719.25,15663434.62,718166036.59
600988.SH,20040331,243058668.29,85700298.38,338658323.75
600535.SH,20040331,568607067.54,513433263.46,1792758574.61
600671.SH,20040331,117460750.74,34932448.59,361556912.46
000525.SZ,20040331,496556651.1,209754431.7,1081440757.32
000402.SZ,20040331,2686304089.66,384917837.81,3789703214.91
000625.SZ,20040331,5965444011.0,3730065042.0,12079223008.0
000301.SZ,20040331,1667176060.88,416675559.62,3100855412.81
000603.SZ,20040331,61733920.79,555945.53,179205539.34
000860.SZ,20040331,579027855.07,173185517.19,1919509011.42
000156.SZ,20040331,571859052.3,187205550.2,1160000033.75
000730.SZ,20040331,833870291.45,2217575.45,916139294.52
600629.SH,20040331,547614776.98,1010590.52,128651097.89
600691.SH,20040331,291486513.57,5902637.66,307172313.23
600666.SH,20040331,242724860.39,7486874.12,520452034.23
000049.SZ,20040331,152216075.4,11276385.87,261981423.59
000610.SZ,20040331,57921568.98,100565033.98,436668415.32
000677.SZ,20040331,1440152321.31,257553501.0,2067682730.67
000778.SZ,20040331,4161299096.7,900574676.08,7527799618.27
000731.SZ,20040331,373770619.66,161404112.61,1305830161.05
000825.SZ,20040331,5291327444.25,1661369798.29,10055362616.99
000819.SZ,20040331,358667907.16,145093085.99,767612390.21
000926.SZ,20040331,1852874031.53,230713900.45,2673020201.55
000515.SZ,20040331,310129234.68,13998498.54,633218042.75
000983.SZ,20040331,2548884297.76,1755811689.92,6178745303.54
000547.SZ,20040331,750339274.7,217346032.25,1220272177.32
000564.SZ,20040331,370066287.86,225651377.65,967393822.77
000572.SZ,20040331,644610056.55,46687893.23,699984036.65
600986.SH,20040331,332541264.53,33057096.86,655035243.13
000504.SZ,20040331,181413137.04,90788480.7,607172021.38
000650.SZ,20040331,446888080.08,70704124.16,685691796.97
000605.SZ,20040331,203784459.8,129407406.78,344158501.11
000553.SZ,20040331,711205571.38,232738797.8,1618516272.25
000939.SZ,20040331,809571898.88,425810520.48,1483675137.75
000150.SZ,20040331,119898770.11,91906367.98,683464553.74
000590.SZ,20040331,412032168.08,9799889.38,667237786.16
000598.SZ,20040331,720175388.39,394067210.86,1802159547.09
000612.SZ,20040331,2217627010.32,605001767.94,3213144905.68
000678.SZ,20040331,353063263.46,75526063.05,691777577.95
000719.SZ,20040331,486134236.83,161856086.45,773405188.67
000757.SZ,20040331,1125465011.99,308855996.64,1671218537.06
000723.SZ,20040331,435635051.72,42257830.58,689885682.97
000767.SZ,20040331,3025252525.09,742088442.02,4854181237.32
000828.SZ,20040331,410646345.82,301212559.46,2719552303.13
000811.SZ,20040331,609858920.84,37641617.2,1023087720.96
000831.SZ,20040331,2936534640.21,431859452.05,3950075970.11
000838.SZ,20040331,59040642.68,7858161.42,138315980.59
000858.SZ,20040331,2621927638.9,1899142830.73,9031214448.76
000903.SZ,20040331,992910483.78,188380122.56,1977692704.0
000886.SZ,20040331,3303535323.32,370342492.55,5551694973.28
000157.SZ,20040331,1473721772.86,378371366.96,2840979173.78
000416.SZ,20040331,112953220.06,188312844.79,719638537.34
600110.SH,20040331,277693851.54,110122868.6,952982189.06
600148.SH,20040331,85283318.15,4693523.65,377345072.03
600231.SH,20040331,1114667308.44,127692898.42,3101542224.51
600869.SH,20040331,243764195.61,15023484.46,367692423.03
600096.SH,20040331,1908056644.75,1030205376.48,3583305837.3
600710.SH,20040331,754841707.18,51688089.01,1459412067.85
600271.SH,20040331,,,2410607314.95
600320.SH,20040331,5962471920.0,140728221.0,8077857620.0
000151.SZ,20040331,102079630.9,247837741.97,950825242.71
000609.SZ,20040331,37081064.58,220425255.17,473674114.85
000656.SZ,20040331,56454960.32,23994867.04,421669324.79
600361.SH,20040331,1499328764.17,421565936.26,2205061583.4
600707.SH,20040331,918117956.32,351751471.98,2953197612.5
000721.SZ,20040331,701385003.48,179859061.24,1017233296.64
000976.SZ,20040331,576745939.46,40775749.31,1667315130.59
000600.SZ,20040331,2678732627.22,115715371.68,3433762231.53
000913.SZ,20040331,813179822.55,165375769.8,1933655545.97
000965.SZ,20040331,401354638.87,68278758.34,1029559325.96
000910.SZ,20040331,920140445.52,251394758.67,2029415549.82
000902.SZ,20040331,510263959.6,45139762.95,891289048.08
000935.SZ,20040331,458157084.05,44484972.54,1074641568.35
600190.SH,20040331,1122100447.43,156710649.51,2148452455.76
000089.SZ,20040331,425229395.49,256220148.54,3355601744.91
000570.SZ,20040331,849582419.6,394270372.5,1664601204.74
000975.SZ,20040331,50380721.32,167694028.88,934051911.11
000529.SZ,20040331,1022509838.98,70170748.59,1425890602.26
000973.SZ,20040331,1876627099.7,151788648.35,3255785425.53
000055.SZ,20040331,655972230.97,308589822.92,1501545320.25
000938.SZ,20040331,869653504.46,209259735.84,1590102393.08
000037.SZ,20040331,1448706411.59,975887657.23,3140564719.42
000897.SZ,20040331,1901300868.58,277008249.59,2868508001.2
000900.SZ,20040331,2974367740.57,110394254.34,5547872485.16
000155.SZ,20040331,472940722.02,183552138.55,1960204145.87
000159.SZ,20040331,817030681.56,80584036.28,1381030939.42
000911.SZ,20040331,1134233726.39,194435237.82,1987694328.9
000932.SZ,20040331,7286526730.9,2404240682.62,14446199054.53
000958.SZ,20040331,1077466608.54,99956714.85,2375746499.49
000920.SZ,20040331,958320009.41,154137784.68,2037055700.31
000969.SZ,20040331,871851921.92,332916623.23,2169082894.65
000531.SZ,20040331,1254854894.73,162662847.46,2418478552.05
000527.SZ,20040331,5865477596.48,799900350.91,8992090283.15
000514.SZ,20040331,417945862.51,75593716.25,563547569.38
000528.SZ,20040331,1101672237.25,334039438.1,2246385187.44
000997.SZ,20040331,289794482.08,185037879.92,957347663.8
000567.SZ,20040331,144712282.38,4810080.65,211785639.48
000551.SZ,20040331,792254299.05,304297134.72,1475250993.16
000568.SZ,20040331,1017690174.12,396939693.16,2581203652.9
000638.SZ,20040331,615347226.96,5709223.29,269312390.2
000652.SZ,20040331,4135303744.93,932726735.38,5704715548.61
000710.SZ,20040331,115914477.77,3006923.03,228208800.23
000729.SZ,20040331,1823415803.96,796034478.28,6239859287.35
000715.SZ,20040331,244040365.86,58017352.62,918639605.7
000733.SZ,20040331,623293143.75,377781682.2,2504612869.45
000762.SZ,20040331,205174544.94,39933519.18,660078601.51
000803.SZ,20040331,131419514.54,961023.34,304065160.72
000809.SZ,20040331,67572081.17,56358042.89,207647856.07
000810.SZ,20040331,479606677.13,32719482.21,738854193.01
000817.SZ,20040331,280373285.99,1444850626.17,3485459472.76
000868.SZ,20040331,485997998.32,126686056.67,1124583272.29
600010.SH,20040331,6267321858.28,1630541033.36,10243789435.2
000599.SZ,20040331,1341409693.0,43022119.4,2125934658.11
600757.SH,20040331,3057705153.44,523434331.0,4461084406.31
600793.SH,20040331,682196664.53,8404922.2,860522426.89
600521.SH,20040331,53917763.09,454589607.72,767808315.49
600011.SH,20040331,17783649011.0,5242328000.0,55126198673.0
600531.SH,20040331,647310833.04,137467474.65,1254954063.54
000639.SZ,20040331,118742096.62,52098092.89,227391713.52
600269.SH,20040331,1712780704.7,388523743.15,6357083615.71
000623.SZ,20040331,490704568.01,214335041.42,1880436825.95
000909.SZ,20040331,425686246.72,126366940.67,966561498.99
000998.SZ,20040331,203672090.23,273035627.44,1115169264.72
000786.SZ,20040331,843574987.75,337985133.87,2377349881.08
000801.SZ,20040331,60117687.45,21606389.97,179658091.19
000889.SZ,20040331,982746681.18,55013484.64,1766239831.57
600647.SH,20040331,98214774.32,14496543.3,97300364.73
600207.SH,20040331,1291214444.24,1025343119.1,3806387853.86
600832.SH,20040331,1354585108.82,193357177.69,5099017091.98
600331.SH,20040331,1386734486.15,379367318.55,2329561808.48
600470.SH,20040331,291826911.49,353454077.65,884675481.61
600768.SH,20040331,320399904.16,20462518.68,462766156.55
600736.SH,20040331,2435261492.52,487154580.12,4223164257.61
600321.SH,20040331,143361753.64,572617798.9,1249596659.41
600306.SH,20040331,489611533.76,358346065.93,983744298.45
600446.SH,20040331,47125159.47,257782646.42,363173006.63
600889.SH,20040331,324601747.34,27818553.21,987183662.42
600527.SH,20040331,126814450.88,153545020.92,394285400.57
600622.SH,20040331,445588462.86,60253675.5,974035001.1
600551.SH,20040331,156155006.4,62648699.18,298000034.48
600703.SH,20040331,552300108.6,82547598.75,800240109.18
600605.SH,20040331,478070620.03,83684639.43,794577626.56
600705.SH,20040331,3083800857.7,580477250.27,4980411134.9
000423.SZ,20040331,91249755.53,248987403.46,1013999545.21
000544.SZ,20040331,684571126.46,35835177.45,1008815634.53
600141.SH,20040331,1061295227.81,161019306.74,1532491343.68
600069.SH,20040331,878003120.08,108740726.89,1314143921.42
000611.SZ,20040331,42555740.3,91366998.58,354052249.33
000406.SZ,20040331,1473686722.33,412943776.04,3239772534.8
601975.SH,20040331,345770047.5,53961807.45,1584632657.12
600632.SH,20040331,,,2231915335.65
600097.SH,20040331,338866776.73,64934298.14,495498241.94
600301.SH,20040331,311255436.15,80457109.37,885459295.99
600650.SH,20040331,305205828.0,196597482.0,1970038908.0
600836.SH,20040331,767960186.15,123482026.76,1087006771.35
000697.SZ,20040331,505323769.17,237983105.59,1303656468.08
000905.SZ,20040331,1613104251.44,90154981.55,2676887364.44
600656.SH,20040331,1106799313.11,232350543.02,1661262263.64
600258.SH,20040331,563407554.18,162044219.36,1540889795.53
000988.SZ,20040331,468496047.65,110687315.24,1190628189.53
000959.SZ,20040331,7143518431.04,4182894168.66,13507372185.4
600070.SH,20040331,231795105.87,120293366.6,725284206.5
600152.SH,20040331,639255773.54,204703279.08,1473876763.94
600061.SH,20040331,303773740.73,58365227.97,793785899.78
600317.SH,20040331,418073344.11,94557251.19,1398940283.81
600288.SH,20040331,784595195.94,401343156.87,1766005966.05
600099.SH,20040331,67005893.82,275421769.8,524428261.7
600587.SH,20040331,233411530.42,63253705.45,573782495.48
600808.SH,20040331,12140652094.0,2644080461.0,28823611614.0
600695.SH,20040331,827634375.56,157818459.95,1464266477.79
600694.SH,20040331,2933814478.57,354455874.61,4380574824.99
600687.SH,20040331,230063015.47,26211128.25,479397566.83
600665.SH,20040331,731969238.54,516352109.27,2048684000.25
600785.SH,20040331,549058239.11,211467908.8,1198168357.13
600640.SH,20040331,127102829.0,479291105.0,1275285553.0
000588.SZ,20040331,1682522711.82,928285.06,401750327.22
600423.SH,20040331,312190611.38,317501025.93,930349032.45
000968.SZ,20040331,990324412.33,319132947.11,2298878748.65
600356.SH,20040331,394831164.87,44249480.19,1014679207.21
000776.SZ,20040331,223411753.51,3173330.6,375527324.48
000158.SZ,20040331,1107072358.44,362919166.81,2575098904.83
000915.SZ,20040331,393992896.26,54035037.97,691341337.05
000410.SZ,20040331,3245783572.28,159936516.46,4084128819.25
000422.SZ,20040331,1065968303.19,80155569.37,2007752910.45
000923.SZ,20040331,415151569.69,6258221.42,833765003.93
000933.SZ,20040331,704368008.15,567080384.8,1918813707.83
000953.SZ,20040331,625673333.3,15789237.55,971937975.93
000488.SZ,20040331,5360251997.3,1128308272.6,10860985026.23
000937.SZ,20040331,906365554.33,181691745.64,2589654183.46
000970.SZ,20040331,484444375.41,363153947.89,1227298138.31
000533.SZ,20040331,2623887475.5,341518794.46,3210970237.61
000521.SZ,20040331,1424521898.05,288004719.18,2288993782.4
000987.SZ,20040331,309546708.0,417477703.85,982451119.26
000981.SZ,20040331,312694165.77,344308959.28,1049332222.4
000541.SZ,20040331,226050742.81,1053095202.65,2479776462.35
000546.SZ,20040331,283433153.64,38387486.85,473791895.88
000990.SZ,20040331,761907953.38,199630633.74,1611792055.31
001696.SZ,20040331,371986178.31,14718697.24,582031293.43
000566.SZ,20040331,245328656.28,631875.6,306337921.67
000561.SZ,20040331,,,760629964.92
000608.SZ,20040331,1252007000.0,318803000.0,1876806000.0
000676.SZ,20040331,674909866.48,301038232.33,1133361025.15
000686.SZ,20040331,82519289.92,24024169.35,532365324.45
000685.SZ,20040331,59146501.54,21723569.2,398165215.77
000751.SZ,20040331,2170895183.53,1175967197.95,4895430840.18
000790.SZ,20040331,225364030.76,228238726.3,644827227.62
000799.SZ,20040331,932400461.02,325155092.58,1982422977.58
000795.SZ,20040331,677153908.96,370650238.83,1443448537.7
000833.SZ,20040331,909843097.0,201923034.92,1484065988.13
000877.SZ,20040331,3120957055.3,223800986.72,4458790354.85
000850.SZ,20040331,894680759.73,97808190.51,1750928921.33
000012.SZ,20040331,1601863051.0,240333344.0,3894913903.0
000888.SZ,20040331,193664419.79,38886533.24,602175850.5
000024.SZ,20040331,2493342686.0,458776855.0,5772834291.0
000032.SZ,20040331,447588058.37,323675399.38,1086659192.96
600163.SH,20040331,1645238510.31,86195676.03,2784522322.73
600172.SH,20040331,556615866.2,193421444.35,1440798271.1
600594.SH,20040331,312465687.45,293227808.17,772866915.17
600626.SH,20040331,1530741878.36,759422373.05,3134526803.07
600624.SH,20040331,630269534.0,49004208.79,1095095936.38
600210.SH,20040331,3149031568.83,830706166.65,6099143938.4
600630.SH,20040331,2574616976.54,337825502.78,4347222272.25
600211.SH,20040331,329750337.4,91117801.13,754743774.44
600219.SH,20040331,535438649.78,196750993.27,2111962558.85
600645.SH,20040331,269799353.13,44442374.01,626349335.03
600651.SH,20040331,715116902.18,368728589.02,1569690861.63
600679.SH,20040331,1043199960.41,223825653.27,2093610976.43
600674.SH,20040331,474261084.37,314133400.1,1180022215.09
600662.SH,20040331,694452515.09,221210611.89,1896032143.78
600655.SH,20040331,1651660077.54,256008425.14,3487933024.49
600677.SH,20040331,1597766964.79,551095083.02,2275775231.76
600676.SH,20040331,457254994.54,237745162.74,1523872287.35
600685.SH,20040331,1743087417.12,218275631.5,2486017789.13
000581.SZ,20040331,1041982979.64,501530414.64,3243300196.51
000589.SZ,20040331,1940031100.55,135257440.79,2842395894.58
000591.SZ,20040331,1322172467.31,147271784.36,1658117295.19
000626.SZ,20040331,1159240770.58,358780165.94,1553403686.37
600853.SH,20040331,1674446860.28,337766551.43,2388441999.83
600900.SH,20040331,9970889060.06,1186069960.81,30268858617.55
600037.SH,20040331,485722986.07,862580605.75,2395014675.32
600100.SH,20040331,4011678603.4,957163594.26,7599416476.96
600094.SH,20040331,4144021660.24,490283705.29,6105443561.76
600111.SH,20040331,795758289.09,111526039.22,2064657768.27
600556.SH,20040331,809749184.59,78851222.21,1422686316.4
600538.SH,20040331,396394464.64,218666440.6,894317737.42
600137.SH,20040331,683528453.98,64010024.59,159556510.69
600548.SH,20040331,1484126578.61,1315370621.13,7135605270.48
600577.SH,20040331,444873626.19,164371605.25,777154491.63
600569.SH,20040331,2424540410.06,2878868437.6,8069779173.41
600581.SH,20040331,1328290293.23,374786705.46,3450187302.21
600699.SH,20040331,878102031.87,123264807.51,1388440189.76
600749.SH,20040331,123923783.52,8704518.64,209642609.38
600291.SH,20040331,668578457.37,189079891.62,1367168474.33
600319.SH,20040331,407062523.12,224625222.44,1473087529.32
600352.SH,20040331,1009868192.98,490911012.34,1893888630.19
600362.SH,20040331,4773487524.0,256903854.0,10512625895.0
600409.SH,20040331,514744265.56,334937775.41,1592726071.5
600769.SH,20040331,230401342.61,17732030.08,993181926.02
600399.SH,20040331,3199523353.24,853353421.98,4665798953.72
600416.SH,20040331,730753501.0,188932512.0,1393164338.0
600444.SH,20040331,211867146.02,189379205.0,447007379.13
600406.SH,20040331,234316934.05,535855001.96,844413457.54
600469.SH,20040331,1299846376.63,415941573.46,2019811765.11
600455.SH,20040331,112491354.88,247594806.0,375457499.7
600771.SH,20040331,979749406.0,438445287.0,1466647451.0
600479.SH,20040331,183769442.97,417701688.48,794693446.39
600789.SH,20040331,1118404638.23,124134414.67,2736219803.59
600795.SH,20040331,16626762561.14,972908266.03,24743960833.47
600779.SH,20040331,1135255137.81,288987237.81,2291749283.81
600516.SH,20040331,889810226.45,252251345.96,1703663130.92
600693.SH,20040331,352886351.0,79075350.96,726619693.79
600772.SH,20040331,944322847.46,488451761.84,1697834743.32
600697.SH,20040331,395941338.09,149732964.51,1107414811.73
600692.SH,20040331,310268876.49,33993251.54,690477208.37
600722.SH,20040331,2436089745.58,310669609.56,3479972540.26
600391.SH,20040331,214189337.39,179769840.47,663784245.89
000793.SZ,20040331,1830639233.66,388806725.82,4295034941.0
000690.SZ,20040331,477235910.09,198356921.88,946822152.95
000002.SZ,20040331,6298225548.88,1184795548.76,11790932666.92
000682.SZ,20040331,172470986.85,235950815.34,1422972227.6
000755.SZ,20040331,1206105250.42,200379909.55,2279985730.73
600791.SH,20040331,237947343.73,90926617.7,469816950.52
600775.SH,20040331,2521796844.09,774352328.64,3803306715.55
600165.SH,20040331,669829363.48,82493503.83,1365378248.23
600330.SH,20040331,433711234.13,75462245.35,1087205874.45
600378.SH,20040331,108657891.75,107425474.2,568638997.53
600326.SH,20040331,195867136.23,102919496.2,631459883.23
000502.SZ,20040331,203715346.67,36327809.7,458050392.52
000407.SZ,20040331,556633130.6,41918151.31,1164239595.96
000687.SZ,20040331,295463449.1,190546626.98,1366705449.07
600847.SH,20040331,107567766.93,6702701.73,151231514.71
600717.SH,20040331,1960852303.39,522841631.65,4947925924.95
600719.SH,20040331,836833502.95,39935579.81,1588257307.76
600357.SH,20040331,2607977227.36,329413179.31,4451405555.44
600509.SH,20040331,1661941454.86,267992283.46,2383550798.14
600886.SH,20040331,3314913907.18,181648627.76,4995286557.79
600893.SH,20040331,614180133.7,234563138.27,1370168107.62
600550.SH,20040331,987353938.73,282922075.33,2021592972.08
000593.SZ,20040331,308187599.6,35414681.97,593666244.93
000615.SZ,20040331,1211342039.4,370789848.96,1931484326.11
000796.SZ,20040331,399327722.45,16829211.7,1149744486.98
000780.SZ,20040331,1695489370.74,533068340.01,3642705788.46
600842.SH,20040331,1020995374.09,9333558.59,610578486.37
600718.SH,20040331,1250178254.0,487516918.0,2704164810.0
000862.SZ,20040331,733269083.68,93078022.91,1478886913.51
000925.SZ,20040331,192739820.87,290539830.37,602832143.08
600866.SH,20040331,186916763.01,82941280.96,1108860465.49
600311.SH,20040331,318249692.44,13667331.99,1428738282.02
600249.SH,20040331,264374140.91,641729460.67,1374029030.78
600652.SH,20040331,1451796287.92,875117615.33,2601992120.6
000980.SZ,20040331,210044719.26,155492756.86,602685997.87
600488.SH,20040331,652040529.11,228191361.49,1613699054.78
600253.SH,20040331,509452861.31,235893525.02,1357440656.56
000670.SZ,20040331,1030781273.7,91393296.92,1969762035.44
000918.SZ,20040331,1470183286.2,110795348.66,2290623279.32
000957.SZ,20040331,541136966.9,181941455.81,1015080985.98
600426.SH,20040331,1023071310.71,327501882.45,1684917984.7
000881.SZ,20040331,1805937202.83,355048432.52,2619111360.16
600227.SH,20040331,281832388.67,386031097.09,1125728706.49
600398.SH,20040331,491290039.04,244378982.86,1467166195.14
000667.SZ,20040331,771766612.97,71266731.26,1293016255.58
000806.SZ,20040331,1452800042.46,651912713.22,2728987195.83
000812.SZ,20040331,339268601.23,100627538.3,896619211.65
000680.SZ,20040331,832446320.13,269589402.06,1871953362.07
