ts_code,ann_date,f_ann_date,end_date,comp_type,report_type,end_type,n_cashflow_act,c_pay_acq_const_fiolta
000001.SZ,20130823,20130823,20130630,2,1,2,28800000000.0,231000000.0
000002.SZ,20130807,20130807,20130630,1,1,2,-9792399309.57,48492874.35
000006.SZ,20130815,20130815,20130630,1,1,2,114947938.96,985124.8
000008.SZ,20130815,20130815,20130630,1,1,2,24327626.66,3182167.14
000009.SZ,20130828,20130828,20130630,1,1,2,-106338732.49,305590803.46
000012.SZ,20130806,20130806,20130630,1,1,2,707258712.0,939098718.0
000021.SZ,20130830,20130830,20130630,1,1,2,296268472.39,139735731.36
000025.SZ,20130826,20130826,20130630,1,1,2,36298462.37,9185642.58
000027.SZ,20130815,20130815,20130630,1,1,2,1051675662.55,513728519.14
000028.SZ,20130820,20130820,20130630,1,1,2,238276873.08,31240049.89
000030.SZ,20130813,20130813,20130630,1,1,2,-144610812.96,72860663.48
000031.SZ,20130829,20130829,20130630,1,1,2,1400749301.16,34023482.12
000032.SZ,20130826,20130826,20130630,1,1,2,4364199.35,822223.5
000034.SZ,20130808,20130808,20130630,1,1,2,379640.59,5840895.5
000039.SZ,20130828,20130828,20130630,1,1,2,-3021559000.0,1041204000.0
000046.SZ,20130824,20130824,20130630,1,1,2,-1827396814.84,277158994.23
000049.SZ,20130806,20130806,20130630,1,1,2,331574708.49,56053088.27
000050.SZ,20130824,20130824,20130630,1,1,2,414361128.0,100871481.0
000060.SZ,20130824,20130824,20130630,1,1,2,55343113.48,389317957.0
000061.SZ,20130828,20130828,20130630,1,1,2,32899480.81,482886857.0
000062.SZ,20130731,20130731,20130630,1,1,2,360452890.54,10207304.09
000063.SZ,20130822,20130822,20130630,1,1,2,-4341084000.0,1149184000.0
000066.SZ,20130830,20130830,20130630,1,1,2,-2118462796.07,751795931.8
000069.SZ,20130816,20130816,20130630,1,1,2,868643886.91,1304308739.21
000078.SZ,20130827,20130827,20130630,1,1,2,-328531431.35,60395362.33
000088.SZ,20130821,20130821,20130630,1,1,2,67124313.56,11498231.67
000089.SZ,20130816,20130816,20130630,1,1,2,355763075.2,430217940.62
000090.SZ,20130806,20130806,20130630,1,1,2,-295538640.37,17448340.63
000099.SZ,20130827,20130827,20130630,1,1,2,73742539.36,467023048.77
000155.SZ,20130822,20130822,20130630,1,1,2,-162310999.31,45942035.1
000100.SZ,20130816,20130816,20130630,1,1,2,3771703000.0,2044930000.0
000156.SZ,20130826,20130826,20130630,1,1,2,364286263.27,325304275.24
000157.SZ,20130829,20130829,20130630,1,1,2,1156716275.97,578788964.76
000158.SZ,20130823,20130823,20130630,1,1,2,-151494253.64,73189494.82
000301.SZ,20130817,20130817,20130630,1,1,2,83370330.08,102057680.75
