ts_code,ann_date,end_date,operate_profit
600939.SH,20160608,20160331,54538734.11
603737.SH,20160516,20160331,-38003311.42
688981.SH,20160512,20160331,
601868.SH,20160503,20160331,1226829586.01
000008.SZ,20160430,20160331,-5566005.71
002130.SZ,20160430,20160331,20192288.91
600751.SH,20160430,20160331,15679185.07
002183.SZ,20160430,20160331,205400679.0
002181.SZ,20160430,20160331,-53494509.06
600757.SH,20160430,20160331,135932803.17
600776.SH,20160430,20160331,17070724.82
600687.SH,20160430,20160331,264802145.24
600777.SH,20160430,20160331,-16609578.43
002126.SZ,20160430,20160331,65370449.26
600782.SH,20160430,20160331,-175573243.4
600787.SH,20160430,20160331,-10518344.29
002118.SZ,20160430,20160331,7777605.35
600728.SH,20160430,20160331,-13892512.59
600655.SH,20160430,20160331,37758047.61
600664.SH,20160430,20160331,121524541.39
600839.SH,20160430,20160331,342987264.0
600651.SH,20160430,20160331,48728191.11
002268.SZ,20160430,20160331,-71748130.23
600645.SH,20160430,20160331,1609368.05
600640.SH,20160430,20160331,7460557.71
600635.SH,20160430,20160331,196849614.82
600633.SH,20160430,20160331,92664908.91
600623.SH,20160430,20160331,158208747.37
002308.SZ,20160430,20160331,15787485.44
600611.SH,20160430,20160331,143383109.44
002312.SZ,20160430,20160331,-21380118.45
600588.SH,20160430,20160331,-310542722.0
002325.SZ,20160430,20160331,98759895.25
600811.SH,20160430,20160331,229900411.65
002028.SZ,20160430,20160331,52138255.59
600859.SH,20160430,20160331,265983869.95
601010.SH,20160430,20160331,98375046.27
601118.SH,20160430,20160331,-121911297.05
000887.SZ,20160430,20160331,281005284.96
000898.SZ,20160430,20160331,-792000000.0
601100.SH,20160430,20160331,1697046.35
601088.SH,20160430,20160331,8918000000.0
601058.SH,20160430,20160331,114213022.05
000931.SZ,20160430,20160331,-14661428.89
000932.SZ,20160430,20160331,-1191083068.0
000937.SZ,20160430,20160331,28598145.81
000938.SZ,20160430,20160331,50542437.76
000951.SZ,20160430,20160331,52676941.63
000960.SZ,20160430,20160331,18871058.02
000961.SZ,20160430,20160331,228061869.02
601005.SH,20160430,20160331,-1042503000.0
600586.SH,20160430,20160331,27062432.9
600988.SH,20160430,20160331,13670102.78
000988.SZ,20160430,20160331,48997416.37
000990.SZ,20160430,20160331,-10094034.19
600978.SH,20160430,20160331,154095014.43
001696.SZ,20160430,20160331,116927705.47
600887.SH,20160430,20160331,1663939831.25
600886.SH,20160430,20160331,2300217461.57
600885.SH,20160430,20160331,229454484.36
600880.SH,20160430,20160331,5656937.06
600879.SH,20160430,20160331,45650881.27
002024.SZ,20160430,20160331,-454038000.0
600875.SH,20160430,20160331,38332163.69
002027.SZ,20160430,20160331,748704348.22
600587.SH,20160430,20160331,71266436.35
600578.SH,20160430,20160331,394394273.93
002340.SZ,20160430,20160331,54740891.59
000869.SZ,20160430,20160331,714670133.0
600282.SH,20160430,20160331,-67661896.24
002608.SZ,20160430,20160331,-64979014.53
002625.SZ,20160430,20160331,10146205.0
600273.SH,20160430,20160331,226237295.23
600270.SH,20160430,20160331,146856493.6
600259.SH,20160430,20160331,-89707468.92
600258.SH,20160430,20160331,32897685.8
600240.SH,20160430,20160331,273414615.98
600195.SH,20160430,20160331,111492631.12
002366.SZ,20160430,20160331,132502687.39
600161.SH,20160430,20160331,27685677.7
600170.SH,20160430,20160331,681971771.48
600169.SH,20160430,20160331,-241876155.3
600153.SH,20160430,20160331,500615759.81
600158.SH,20160430,20160331,-17482249.31
600150.SH,20160430,20160331,105517803.17
600129.SH,20160430,20160331,892287330.88
600126.SH,20160430,20160331,111516764.37
600112.SH,20160430,20160331,3427596.44
600104.SH,20160430,20160331,12305300759.15
600100.SH,20160430,20160331,6256199326.92
600068.SH,20160430,20160331,869416562.46
600039.SH,20160430,20160331,149205920.94
600029.SH,20160430,20160331,3533000000.0
300142.SZ,20160430,20160331,-49339357.68
600018.SH,20160430,20160331,1798954202.68
600010.SH,20160430,20160331,-1079753473.5
600006.SH,20160430,20160331,78078999.72
300373.SZ,20160430,20160331,43619400.03
600291.SH,20160430,20160331,26988018.44
600295.SH,20160430,20160331,132026990.44
600329.SH,20160430,20160331,130967035.34
600478.SH,20160430,20160331,-51083099.84
002354.SZ,20160430,20160331,110093958.13
002345.SZ,20160430,20160331,93630018.52
600551.SH,20160430,20160331,83905015.74
600528.SH,20160430,20160331,15483827.29
002409.SZ,20160430,20160331,20344189.35
600500.SH,20160430,20160331,192032453.05
002419.SZ,20160430,20160331,232038206.96
600487.SH,20160430,20160331,178225040.78
002431.SZ,20160430,20160331,-85239355.57
600485.SH,20160430,20160331,516727985.59
002439.SZ,20160430,20160331,-66908060.54
600481.SH,20160430,20160331,41531350.55
002444.SZ,20160430,20160331,144203967.86
600460.SH,20160430,20160331,-11142514.17
600339.SH,20160430,20160331,-29944810.17
600438.SH,20160430,20160331,-35214074.85
600425.SH,20160430,20160331,-206822618.65
600416.SH,20160430,20160331,8470168.52
002487.SZ,20160430,20160331,26624966.24
002489.SZ,20160430,20160331,240738252.58
600388.SH,20160430,20160331,87118090.49
600377.SH,20160430,20160331,1007145156.0
002505.SZ,20160430,20160331,8943537.68
600366.SH,20160430,20160331,836961247.56
600363.SH,20160430,20160331,34624632.93
600352.SH,20160430,20160331,366658904.04
600350.SH,20160430,20160331,712000357.0
002531.SZ,20160430,20160331,81626656.89
000876.SZ,20160430,20160331,905795982.55
600754.SH,20160430,20160331,161427549.8
000539.SZ,20160430,20160331,301259702.0
000511.SZ,20160430,20160331,820208.65
601390.SH,20160430,20160331,3021664000.0
603338.SH,20160430,20160331,30763783.71
000729.SZ,20160430,20160331,88428381.79
000785.SZ,20160430,20160331,31138417.74
000778.SZ,20160430,20160331,-15313337.61
601668.SH,20160430,20160331,10701973000.0
601899.SH,20160430,20160331,110563118.0
000566.SZ,20160430,20160331,62253102.71
000564.SZ,20160430,20160331,22373105.24
603568.SH,20160430,20160331,75971873.35
000027.SZ,20160430,20160331,247226993.87
000792.SZ,20160430,20160331,143231317.25
000552.SZ,20160430,20160331,72543814.12
