ts_code,ann_date,f_ann_date,end_date,n_cashflow_act,c_pay_acq_const_fiolta,comp_type,report_type,end_type
002665.SZ,20250628,20250628,20241231,353970660.28,95679535.75,1,1,4
301630.SZ,20250627,20250627,20241231,28932485.41,158129959.75,,,
600930.SH,20250627,20250627,20241231,24164290265.0,71587181756.0,,,
001388.SZ,20250612,20250612,20241231,152114758.9,22186353.52,,,
603400.SH,20250530,20250530,20241231,98284315.53,30346299.37,,,
301678.SZ,20250530,20250530,20241231,226329359.91,14397360.07,,,
603049.SH,20250515,20250515,20241231,3041257045.91,2343076237.14,,,
301590.SZ,20250515,20250515,20241231,113368482.17,34119995.04,,,
600811.SH,20250513,20250513,20241231,95917143.46,97910184.99,1,1,4
001390.SZ,20250509,20250509,20241231,132423396.0,24190481.39,,,
000806.SZ,20250501,20250501,20241231,-51787519.36,3878213.14,1,1,4
000961.SZ,20250501,20250501,20241231,-1285723982.26,2887449.34,1,1,4
000540.SZ,20250501,20250501,20241231,-4592807758.59,145937579.48,1,1,4
002308.SZ,20250501,20250501,20241231,-29480284.42,265295.09,1,1,4
002411.SZ,20250501,20250501,20241231,-65235555.36,81980984.43,1,1,4
000046.SZ,20250501,20250501,20241231,36059187.63,60479092.98,1,1,4
600086.SH,20250501,20250501,20241231,213371.36,,1,1,4
600112.SH,20250501,20250501,20241231,2440936.66,4229847.9,1,1,4
603555.SH,20250501,20250501,20241231,-97443126.36,157631015.06,1,1,4
600220.SH,20250501,20250501,20241231,41158276.28,22823121.51,1,1,4
600521.SH,20250430,20250430,20241231,2172663923.81,1853335193.38,,,
600783.SH,20250430,20250430,20241231,-110306014.7,7687968.21,,,
603168.SH,20250430,20250430,20241231,25672219.17,128107204.09,,,
600916.SH,20250430,20250430,20241231,1656205998.02,76849413.93,,,
600619.SH,20250430,20250430,20241231,1643111567.53,970716296.44,,,
605186.SH,20250430,20250430,20241231,17677554.78,136611715.3,,,
300078.SZ,20250430,20250430,20241231,-35682984.51,12704718.91,,,
688032.SH,20250430,20250430,20241231,66893879.57,737356817.46,,,
688098.SH,20250430,20250430,20241231,89362046.67,84910379.64,,,
600004.SH,20250430,20250430,20241231,3410126652.46,387704540.29,,,
688303.SH,20250430,20250430,20241231,-5386077153.26,527204925.66,,,
601611.SH,20250430,20250430,20241231,-3340346126.61,1745633662.14,,,
688246.SH,20250430,20250430,20241231,-67634870.64,135823504.67,,,
600491.SH,20250430,20250430,20241231,1423205087.61,49905843.27,,,
600682.SH,20250430,20250430,20241231,1079409911.02,507231912.57,,,
600847.SH,20250430,20250430,20241231,27039773.88,3062094.2,,,
603229.SH,20250430,20250430,20241231,177925777.36,111302153.47,,,
002538.SZ,20250430,20250430,20241231,108194853.72,176949791.77,,,
601816.SH,20250430,20250430,20241231,20065201191.26,1179802140.15,,,
688653.SH,20250430,20250430,20241231,-169442261.02,14988906.86,,,
688159.SH,20250430,20250430,20241231,12823114.51,16208943.31,,,
603316.SH,20250430,20250430,20241231,67225173.54,5952981.28,,,
603363.SH,20250430,20250430,20241231,-116781234.85,262681967.59,,,
601500.SH,20250430,20250430,20241231,513864856.86,2484150647.32,,,
603990.SH,20250430,20250430,20241231,-11392562.88,252294867.43,,,
603722.SH,20250430,20250430,20241231,84267466.19,154273223.83,,,
920641.BJ,20250430,20250430,20241231,48138314.51,44769281.08,,,
603052.SH,20250430,20250430,20241231,182044079.36,361637202.96,,,
688661.SH,20250430,20250430,20241231,14051230.94,108956188.28,,,
688625.SH,20250430,20250430,20241231,144613191.72,110656295.4,,,
605179.SH,20250430,20250430,20241231,359159448.1,219656373.08,,,
603880.SH,20250430,20250430,20241231,63320497.91,32405295.31,,,
688007.SH,20250430,20250430,20241231,87220645.17,89039158.51,,,
600378.SH,20250430,20250430,20241231,738228224.85,2137498985.3,,,
688168.SH,20250430,20250430,20241231,156798808.6,95355549.34,,,
603868.SH,20250430,20250430,20241231,296259445.0,87778922.29,,,
600186.SH,20250430,20250430,20241231,652264004.21,643367408.95,,,
920469.BJ,20250430,20250430,20241231,-117005299.51,50205284.48,,,
605366.SH,20250430,20250430,20241231,276625342.51,102984359.16,,,
603887.SH,20250430,20250430,20241231,295530611.46,1105303247.38,,,
600809.SH,20250430,20250430,20241231,12172323337.21,637684605.31,,,
601006.SH,20250430,20250430,20241231,9316632097.0,4532156822.0,,,
603567.SH,20250430,20250430,20241231,164308401.91,189151952.57,,,
605167.SH,20250430,20250430,20241231,414504926.18,232041418.81,,,
600597.SH,20250430,20250430,20241231,1254574290.0,636800547.0,,,
605287.SH,20250430,20250430,20241231,455369944.87,102160746.64,,,
600150.SH,20250430,20250430,20241231,5235268842.32,1642326674.9,,,
688652.SH,20250430,20250430,20241231,-293160.98,120043061.31,,,
688561.SH,20250430,20250430,20241231,-341663713.19,209634698.79,,,
688386.SH,20250430,20250430,20241231,128655861.82,111764742.78,,,
688048.SH,20250430,20250430,20241231,-66145727.51,78575600.42,,,
688116.SH,20250430,20250430,20241231,276209055.58,402250989.66,,,
603185.SH,20250430,20250430,20241231,-993409770.78,1686876660.31,,,
688525.SH,20250430,20250430,20241231,531797602.0,968447170.86,,,
688559.SH,20250430,20250430,20241231,-711994053.72,410476765.07,,,
688298.SH,20250430,20250430,20241231,-348326855.32,924094818.92,,,
600500.SH,20250430,20250430,20241231,1162886259.38,2270502990.44,,,
600867.SH,20250430,20250430,20241231,459740577.53,568726376.37,,,
603839.SH,20250430,20250430,20241231,-42278843.18,35086770.46,,,
603282.SH,20250430,20250430,20241231,119748660.29,114752376.48,,,
688620.SH,20250430,20250430,20241231,-59988874.81,34165224.36,,,
600022.SH,20250430,20250430,20241231,202493035.83,340633901.78,,,
603922.SH,20250430,20250430,20241231,-69805169.7,19438367.46,,,
605162.SH,20250430,20250430,20241231,286190295.24,275939957.45,,,
688458.SH,20250430,20250430,20241231,-77081101.61,30458107.9,,,
688071.SH,20250430,20250430,20241231,46372265.31,162237122.28,,,
002667.SZ,20250430,20250430,20241231,-62475506.69,-6312493.24,,,
688075.SH,20250430,20250430,20241231,75093227.27,107112789.44,,,
600345.SH,20250430,20250430,20241231,-20398885.55,56501533.88,,,
688567.SH,20250430,20250430,20241231,908771562.61,1557620744.33,,,
920471.BJ,20250430,20250430,20241231,27634950.42,129642353.51,,,
603616.SH,20250430,20250430,20241231,121111737.3,109210498.12,,,
600779.SH,20250430,20250430,20241231,743618792.21,508662666.36,,,
688409.SH,20250430,20250430,20241231,-52148397.51,1065544231.74,,,
600793.SH,20250430,20250430,20241231,366895948.9,74181750.27,,,
688218.SH,20250430,20250430,20241231,-13430551.85,10232904.39,,,
600774.SH,20250430,20250430,20241231,192778247.22,60497592.15,,,
603668.SH,20250430,20250430,20241231,483270694.46,478485142.26,,,
603197.SH,20250430,20250430,20241231,428861909.93,759665755.87,,,
600887.SH,20250430,20250430,20241231,21739740393.38,3978318320.96,,,
920792.BJ,20250430,20250430,20241231,51581636.13,95589091.5,,,
600481.SH,20250430,20250430,20241231,-1026804.16,256418327.3,,,
688114.SH,20250430,20250430,20241231,-774401067.75,385054459.08,,,
920062.BJ,20250430,20250430,20241231,-124817763.96,136348060.36,,,
603730.SH,20250430,20250430,20241231,971868076.32,382426693.43,,,
605598.SH,20250430,20250430,20241231,-83348526.43,215592903.78,,,
603861.SH,20250430,20250430,20241231,71725891.03,244715784.05,,,
600979.SH,20250430,20250430,20241231,468616948.27,410323292.57,,,
688310.SH,20250430,20250430,20241231,56563516.68,86021352.44,,,
603350.SH,20250430,20250430,20241231,109716964.08,46897263.31,,,
688165.SH,20250430,20250430,20241231,11409280.4,53933445.08,,,
688533.SH,20250430,20250430,20241231,332190741.14,269927977.43,,,
600458.SH,20250430,20250430,20241231,1142376386.48,1238550893.8,,,
688001.SH,20250430,20250430,20241231,-88192237.72,200905812.81,,,
605117.SH,20250430,20250430,20241231,3366659088.55,468904199.21,,,
688193.SH,20250430,20250430,20241231,24387207.4,10524534.42,,,
603283.SH,20250430,20250430,20241231,-428375187.74,355363465.43,,,
600337.SH,20250430,20250430,20241231,67262955.08,72628584.76,,,
688488.SH,20250430,20250430,20241231,-37497789.79,44561428.63,,,
605303.SH,20250430,20250430,20241231,85376502.61,7230880.08,,,
920639.BJ,20250430,20250430,20241231,-69857812.84,36603264.97,,,
000785.SZ,20250430,20250430,20241231,2634712489.62,778008336.64,,,
920057.BJ,20250430,20250430,20241231,-59015081.65,42686018.87,,,
603638.SH,20250430,20250430,20241231,155498609.69,154908703.69,,,
688223.SH,20250430,20250430,20241231,7867032230.32,9185144471.05,,,
600592.SH,20250430,20250430,20241231,345341339.85,57838164.63,,,
600072.SH,20250430,20250430,20241231,244337972.38,5330709916.24,,,
600596.SH,20250430,20250430,20241231,546712506.78,1606404962.13,,,
688418.SH,20250430,20250430,20241231,111799942.4,51641270.64,,,
688710.SH,20250430,20250430,20241231,-96600454.14,287547006.33,,,
688178.SH,20250430,20250430,20241231,81871398.65,203632609.97,,,
600187.SH,20250430,20250430,20241231,-4351744.6,55642299.77,,,
601212.SH,20250430,20250430,20241231,4359797925.95,786072817.21,,,
603378.SH,20250430,20250430,20241231,-419004217.45,166979150.38,,,
300087.SZ,20250430,20260130,20241231,65396069.32,220254298.36,,,
601138.SH,20250430,20250430,20241231,23819867000.0,11280883000.0,,,
603119.SH,20250430,20250430,20241231,209563020.57,103684575.5,,,
601678.SH,20250430,20250430,20241231,486063431.02,2019371002.91,,,
605377.SH,20250430,20250430,20241231,516068951.37,233190488.22,,,
603883.SH,20250430,20250430,20241231,2026458797.0,507503709.0,,,
603811.SH,20250430,20250430,20241231,205715849.04,59887825.91,,,
600400.SH,20250430,20250430,20241231,-185419162.21,58757723.7,,,
688348.SH,20250430,20250430,20241231,653012936.12,152907526.45,,,
605016.SH,20250430,20250430,20241231,300892601.89,281807080.07,,,
600807.SH,20250430,20250430,20241231,14078140.33,8163310.39,,,
600221.SH,20250430,20250430,20241231,14132879000.0,3208509000.0,,,
688618.SH,20250430,20250430,20241231,65422409.19,29655669.21,,,
603358.SH,20250430,20250430,20241231,312971987.64,501631751.08,,,
920455.BJ,20250430,20250430,20241231,5582395.27,8229791.83,,,
301297.SZ,20250430,20250430,20241231,196007702.85,114044109.34,,,
688079.SH,20250430,20250430,20241231,76727055.22,769196938.71,,,
920832.BJ,20250430,20250430,20241231,104493778.31,59577799.65,,,
603322.SH,20250430,20250430,20241231,-133721644.26,1500236.09,,,
688599.SH,20250430,20250430,20241231,8007914108.93,13286958656.38,,,
603381.SH,20250430,20250430,20241231,-3758366356.46,616002339.34,,,
600206.SH,20250430,20250430,20241231,-54524403.42,97053952.22,,,
600569.SH,20250430,20250430,20241231,-1305435678.04,1182606304.27,,,
688017.SH,20250430,20250430,20241231,27981461.73,32436779.61,,,
920122.BJ,20250430,20250430,20241231,57475179.88,40659187.66,,,
601012.SH,20250430,20250430,20241231,-4724978931.84,8013068271.53,,,
300626.SZ,20250430,20250430,20241231,26720094.36,8124986.43,,,
600875.SH,20250430,20250430,20241231,10059491408.32,2999116867.65,,,
920974.BJ,20250430,20250430,20241231,23628705.03,13711539.12,,,
920802.BJ,20250430,20250430,20241231,33316985.3,22771059.25,,,
603989.SH,20250430,20250430,20241231,90879425.03,185384760.09,,,
600366.SH,20250430,20250430,20241231,854579363.16,51829858.14,,,
603207.SH,20250430,20250430,20241231,212208147.68,83942392.06,,,
600438.SH,20250430,20250430,20241231,1143735923.37,28388183026.94,,,
601877.SH,20250430,20250430,20241231,15201987662.12,2951303421.61,,,
600900.SH,20250430,20250430,20241231,59648468284.22,14420079512.74,,,
603387.SH,20250430,20250430,20241231,422998055.82,156401671.5,,,
688737.SH,20250430,20250430,20241231,-156880149.19,134910355.99,,,
920006.BJ,20250430,20250430,20241231,24171437.61,42780400.29,,,
688189.SH,20250430,20250430,20241231,1393490.11,58425846.73,,,
688051.SH,20250430,20250430,20241231,1489137.33,3621676.72,,,
920575.BJ,20250430,20250430,20241231,-124835830.38,152735984.96,,,
603212.SH,20250430,20250430,20241231,365036537.33,159061648.86,,,
603520.SH,20250430,20250430,20241231,193502193.81,480618848.03,,,
603366.SH,20250430,20250430,20241231,15451259.89,920110945.1,,,
603188.SH,20250430,20250430,20241231,-322749254.72,12901951.94,,,
600489.SH,20250430,20250430,20241231,7890175064.67,2407591201.97,,,
600886.SH,20250430,20250430,20241231,24657128874.02,21766365084.26,,,
688327.SH,20250430,20250430,20241231,-307051752.3,77538351.0,,,
600248.SH,20250430,20250430,20241231,-8185781492.6,835046142.93,,,
600939.SH,20250430,20250430,20241231,357614002.68,130153451.62,,,
605069.SH,20250430,20250430,20241231,154448106.54,189349.3,,,
603489.SH,20250430,20250430,20241231,165980200.03,114647958.85,,,
920753.BJ,20250430,20250430,20241231,49978275.32,24108268.61,,,
600301.SH,20250430,20250430,20241231,1236789569.94,114036804.63,,,
688499.SH,20250430,20250430,20241231,68723951.58,128070543.47,,,
688396.SH,20250430,20250430,20241231,2035987182.21,1568586720.57,,,
920207.BJ,20250430,20250430,20241231,-22715167.54,24996619.78,,,
920932.BJ,20250430,20250430,20241231,75834758.61,152785646.92,,,
600990.SH,20250430,20250430,20241231,244695836.4,72252674.11,,,
688135.SH,20250430,20250430,20241231,204251660.94,397843731.9,,,
688709.SH,20250430,20250430,20241231,25464993.83,208060630.32,,,
603488.SH,20250430,20250430,20241231,24815534.82,7646162.24,,,
600732.SH,20250430,20250430,20241231,-4519716160.23,1928463201.17,,,
603959.SH,20250430,20250430,20241231,-159911092.46,4807639.93,,,
600966.SH,20250430,20250430,20241231,695235133.86,549424450.55,,,
600897.SH,20250430,20250430,20241231,701960626.85,70885450.95,,,
600398.SH,20250430,20250430,20241231,2317021206.59,487759181.26,,,
300437.SZ,20250430,20250430,20241231,114726708.44,21403629.12,,,
600408.SH,20250430,20250430,20241231,228605112.37,33275057.96,,,
600167.SH,20250430,20250430,20241231,1298577096.2,157440630.51,,,
600125.SH,20250430,20250430,20241231,616132744.67,180494310.74,,,
600104.SH,20250430,20250430,20241231,69267789561.24,20802249876.91,,,
603208.SH,20250430,20250430,20241231,34619585.94,44733262.28,,,
603226.SH,20250430,20250430,20241231,-19337000.3,13551295.9,,,
600642.SH,20250430,20250430,20241231,7164477967.39,6016079707.44,,,
688206.SH,20250430,20250430,20241231,-46515613.62,106072521.73,,,
603863.SH,20250430,20250430,20241231,8577467.35,25904597.22,,,
600307.SH,20250430,20250430,20241231,107501931.13,5376224195.38,,,
600905.SH,20250430,20250430,20241231,18897329323.3,30873765412.37,,,
603628.SH,20250430,20250430,20241231,184114910.5,165149349.75,,,
688247.SH,20250430,20250430,20241231,130230119.87,94931988.87,,,
605055.SH,20250430,20250430,20241231,492715087.25,376060185.11,,,
600738.SH,20250430,20250430,20241231,142847815.56,35957459.05,,,
605288.SH,20250430,20250430,20241231,166744966.31,89382837.9,,,
601106.SH,20250430,20250430,20241231,473217419.0,508408040.2,,,
605388.SH,20250430,20250430,20241231,32645604.62,88417108.13,,,
603369.SH,20250430,20250430,20241231,2866715490.03,1816594983.57,,,
300202.SZ,20250430,20250430,20241231,5785716.48,1902150.47,1,1,4
002505.SZ,20250430,20250430,20241231,808289203.59,161635361.67,1,1,4
600172.SH,20250430,20250430,20241231,41288068.39,144359119.5,,,
688367.SH,20250430,20250430,20241231,40969889.28,23666067.25,,,
688023.SH,20250430,20250430,20241231,160840916.93,165668704.13,,,
603818.SH,20250430,20250430,20241231,585978142.4,64010324.24,,,
600215.SH,20250430,20250430,20241231,-54866596.78,19395427.14,,,
603798.SH,20250430,20250430,20241231,175795378.83,31121168.58,,,
688068.SH,20250430,20250430,20241231,-37162581.27,51407210.2,,,
688171.SH,20250430,20250430,20241231,15518145.06,40064961.5,,,
600466.SH,20250430,20250430,20241231,-132648919.93,4000.0,1,1,4
