ts_code,ann_date,f_ann_date,end_date,comp_type,report_type,end_type,net_profit,finan_exp,c_fr_sale_sg,recp_tax_rends,n_depos_incr_fi,n_incr_loans_cb,n_inc_borr_oth_fi,prem_fr_orig_contr,n_incr_insured_dep,n_reinsur_prem,n_incr_disp_tfa,ifc_cash_incr,n_incr_disp_faas,n_incr_loans_oth_bank,n_cap_incr_repur,c_fr_oth_operate_a,c_inf_fr_operate_a,c_paid_goods_s,c_paid_to_for_empl,c_paid_for_taxes,n_incr_clt_loan_adv,n_incr_dep_cbob,c_pay_claims_orig_inco,pay_handling_chrg,pay_comm_insur_plcy,oth_cash_pay_oper_act,st_cash_out_act,n_cashflow_act,oth_recp_ral_inv_act,c_disp_withdrwl_invest,c_recp_return_invest,n_recp_disp_fiolta,n_recp_disp_sobu,stot_inflows_inv_act,c_pay_acq_const_fiolta,c_paid_invest,n_disp_subs_oth_biz,oth_pay_ral_inv_act,n_incr_pledge_loan,stot_out_inv_act,n_cashflow_inv_act,c_recp_borrow,proc_issue_bonds,oth_cash_recp_ral_fnc_act,stot_cash_in_fnc_act,free_cashflow,c_prepay_amt_borr,c_pay_dist_dpcp_int_exp,incl_dvd_profit_paid_sc_ms,oth_cashpay_ral_fnc_act,stot_cashout_fnc_act,n_cash_flows_fnc_act,eff_fx_flu_cash,n_incr_cash_cash_equ,c_cash_equ_beg_period,c_cash_equ_end_period,c_recp_cap_contrib,incl_cash_rec_saims,uncon_invest_loss,prov_depr_assets,depr_fa_coga_dpba,amort_intang_assets,lt_amort_deferred_exp,decr_deferred_exp,incr_acc_exp,loss_disp_fiolta,loss_scr_fa,loss_fv_chg,invest_loss,decr_def_inc_tax_assets,incr_def_inc_tax_liab,decr_inventories,decr_oper_payable,incr_oper_payable,others,im_net_cashflow_oper_act,conv_debt_into_cap,conv_copbonds_due_within_1y,fa_fnc_leases,im_n_incr_cash_equ,net_dism_capital_add,net_cash_rece_sec,credit_impa_loss,use_right_asset_dep,oth_loss_asset,end_bal_cash,beg_bal_cash,end_bal_cash_equ,beg_bal_cash_equ,update_flag
000338.SZ,20250830,20250830,20250630,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,6837576497.74,,,,,,,3467864436.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600038.SH,20250830,20250830,20250630,1,1,2,236883470.51,35912118.87,5693209380.81,336263534.58,,,,,,,,,,,,602898961.29,6632371876.68,9783272380.34,2312385100.95,1406167802.76,,,,,,543710081.85,14045535365.9,-7413163489.22,2707791208.48,,27811712.31,,,2735602920.79,331118661.5,,,2500000000.0,,2831118661.5,-95515740.71,3117676426.75,,820982844.28,3938659271.03,-7895044604.05,1398142687.02,197342110.73,,,1595484797.75,2343174473.28,,-5165504756.65,13050655272.65,7885150516.0,,,,5708108.36,309626090.82,36730665.09,942543.46,,,-297001.58,-457903.3,,-21525718.29,580486.23,-2220820.47,-728421320.05,141780559.17,-7562455379.99,,-7413163489.22,,,,-5165504756.65,,,33726812.45,8626851.84,,7885150516.0,13050655272.65,,,1.0
000596.SZ,20250830,20250830,20250630,1,1,2,3777540743.97,5553600.24,15211152103.88,2632282.72,,,,,,,,,,,,846829734.88,16060614121.48,2473268445.21,2196285230.62,5170737863.61,,,,,,2065770527.44,11906062066.88,4154552054.6,,1335393000.0,2302680.87,3558.0,,1337699238.87,943666299.92,1612749000.0,,,,2556415299.92,-1218716061.05,230200000.0,,,248200000.0,2229849705.9527,86690000.0,3202120302.7,24246617.06,11832851.4,3300643154.1,-3052443154.1,,-116607160.55,15193134694.19,15076527533.64,18000000.0,18000000.0,,-954415.89,329626282.34,19357592.5,27157131.74,,,-37146.67,697979.66,-528360.62,-2586662.14,-71450956.11,-12898348.45,-137280948.47,2598779357.38,-2587848998.5,,4154552054.6,,,,-116607160.55,,,-579017.02,8804476.73,,15076527533.64,15193134694.19,,,1.0
601990.SH,20250830,20250830,20250630,4,1,2,622920211.06,,,,,,,,,,,1282829875.71,,350000000.0,140611486.32,307035755.87,3549560366.81,,580436115.67,279040540.35,,,,255260231.21,,371689533.09,4252271027.38,-702710660.57,,24051615.55,4491997.23,30425.66,,28574038.44,16305611.53,13200000.0,,,,29505611.53,-931573.09,,10200000000.0,,10200000000.0,,7572730000.0,202794416.99,,36852635.03,7812377052.02,2387622947.98,-240360.25,1683740354.07,18698324208.19,20382064562.26,,,,,35296124.72,16760939.91,4700430.19,,,-9940.53,17697.73,-78705406.22,-3089538.31,2992193.35,51545116.64,,-643948720.22,2160274588.24,,-702710660.57,,,,1683740354.07,,1469083248.91,-5484981.34,18043810.69,,16301823723.67,14733777663.96,4080240838.59,3964546544.23,0.0
688567.SH,20250830,20250830,20250630,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,125856555.64,,,,,,,140260744.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600804.SH,20250830,20250830,20250630,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,599197.08,,,,,,,3666042.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600958.SH,20250830,20250830,20250630,4,1,2,3462902508.47,,,,,,,,,,,6660469878.01,,,15059107907.12,11421819580.85,41773707590.04,,2060962551.13,610342283.32,,,,3362757861.4,,10217204347.25,49503674806.66,-7729967216.62,,221787244.77,2263694279.62,6456799.92,,20461234999.93,133168737.49,35000000.0,,,,6488689383.81,13972545616.12,4290332720.68,21943538163.76,,26233870884.44,,25104679521.35,1859855192.12,,250104911.12,27409522183.79,-1175651299.35,179626596.07,5246553696.22,74506442721.61,79752996417.83,,,,271497.07,284421384.52,77084239.62,29720708.45,,,1569295.36,,-381949354.41,-2386969889.83,485839425.86,44023466.78,,3028149458.86,11331398702.09,,-7729967216.62,,,,5246553696.22,9935237500.0,6612142911.51,-3765279.12,,,79752996417.83,74506442721.61,,,0.0
000066.SZ,20250830,20250830,20250630,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,-845463140.38,,,,,,,321253010.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
002168.SZ,20250830,20250830,20250630,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,51188378.54,,,,,,,950156.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
002157.SZ,20250830,20250830,20250630,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,19824183.87,,,,,,,373142951.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600880.SH,20250830,20250830,20250630,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,-155471886.34,,,,,,,5809536.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600811.SH,20250830,20250830,20250630,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,-40352199.98,,,,,,,4968913.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603728.SH,20250830,20250830,20250630,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,50563196.32,,,,,,,132966602.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600085.SH,20250830,20250830,20250630,1,1,2,1335168195.8,18058802.56,9977215574.35,3966778.69,,,,,,,,,,,,273864705.35,10255047058.39,4641252899.35,1827708668.09,832121944.61,,,,,,1000827676.7,8301911188.75,1953135869.64,200473775.09,,5344133.33,446065.33,,206263973.75,143514871.47,595121.0,,345211403.16,,489321395.63,-283057421.88,1144000000.0,,,1158383000.0,2043045402.6151,1249642409.9,935569558.46,217084942.64,297490084.17,2482702052.53,-1324319052.53,-20182739.05,325576656.18,10535910096.39,10861486752.57,14383000.0,14383000.0,,48397868.42,167021306.71,18825537.08,29715932.23,,,-1870061.49,2744828.7,71695.8,-7349992.5,-44052208.22,-224765.78,-210198948.75,-102720655.58,362979453.28,,1953135869.64,,,,325576656.18,,,21709464.33,314859417.05,,10861486752.57,10535910096.39,,,1.0
002466.SZ,20250830,20250830,20250630,1,1,2,1511929843.71,-163276736.74,5144199873.96,500847872.43,,,,,,,,,,,,241978031.54,5887025777.93,2369082847.33,796491370.15,813934086.44,,,,,,87053324.76,4066561628.68,1820464149.25,6801193.64,61006851.79,11008443.58,994969.95,,79811458.96,1810934568.52,1310000000.0,,9330289.83,,3130264858.35,-3050453399.39,7591867421.03,,92683592.21,7684551013.24,441674966.154,4188052569.82,754217902.57,385566819.97,131763352.44,5074033824.83,2610517188.41,112977177.14,1493505115.41,5635127460.0,7128632575.41,,,,177761420.78,454983489.44,115797174.81,932970.38,,,510490.54,-657669.03,3745173.59,-204662278.66,-205163498.25,312805733.18,-441262139.57,686366128.41,-547311750.64,,1820464149.25,,,,1493505115.41,,,,101310469.02,,7128632575.41,5635127460.0,,,1.0
000750.SZ,20250830,20250830,20250630,4,1,2,402588133.18,,,,,,,,,,,1794455044.79,,,9216534501.19,1073029308.01,13079497648.28,,817585959.87,303551608.16,,,,359659070.17,,1694392427.07,12377070881.34,702426766.94,,,175997091.45,27704.0,,178206566.01,33808960.03,2356487447.31,,,,2390296407.34,-2212089841.33,20000000.0,4000000000.0,,4040000000.0,,2464326000.0,413477358.14,40220732.47,37212677.85,2915016035.99,1124983964.01,-152539.16,-384831649.54,24318268788.58,23933437139.04,20000000.0,20000000.0,,,50256514.7,38251195.11,4353300.52,,,-94551.77,237808.29,30290173.16,-171976234.98,-77263528.65,-3127416.7,,558934283.94,8371144261.45,,702426766.94,,,,-384831649.54,850000000.0,851348709.74,,31271945.07,,23933437139.04,24318268788.58,,,0.0
002266.SZ,20250830,20250830,20250630,1,1,2,607305595.66,41009972.53,11288362993.6,93317607.61,,,,,,,,,,,,1844532937.21,13226213538.42,10124607930.53,497773210.7,483758071.91,,,,,,2351637579.58,13457776792.72,-231563254.3,117970129.12,605036428.91,1600913.66,183000.0,,724790471.69,210153814.9,486250000.0,,63934961.77,,760338776.67,-35548304.98,966371185.66,,9308881000.0,10275252185.66,1022385871.795,1353000000.0,379522096.39,56200000.0,8403467165.87,10135989262.26,139262923.4,-5680390.7,-133529026.58,1633609879.57,1500080852.99,,,,-15687440.28,244115698.29,33691007.04,12563804.83,,,182165.33,515008.48,-854450.0,17047347.28,20715332.03,-3384744.79,-577134378.03,-530565605.8,-83292814.46,,-231563254.3,,,,-133529026.58,,,,2210247.59,,1500080852.99,1633609879.57,,,1.0
600378.SH,20250830,20250830,20250630,1,1,2,725353453.03,37848379.13,6391938909.29,61587665.94,,,,,,,,,,,,686015472.08,7139542047.31,4023683516.77,1328514706.24,364490569.36,,,,,,1158202503.51,6874891295.88,264650751.43,4497721.44,139567.1,11493608.62,960687.03,,17091584.19,766024454.12,25705740.0,,36465690.17,,828195884.29,-811104300.1,3137457532.39,,,3137457532.39,,4098048344.43,479994904.37,,126161871.74,4704205120.54,-1566747588.15,4783851.96,-2108417284.86,5270706008.63,3162288723.77,,,,-93657415.19,476096313.71,53106384.68,18110728.68,,,-613812.71,-645152.78,5322552.82,-161713108.24,-13583459.29,3249813.04,-353243766.33,-560846062.04,135787400.75,,264650751.43,,,,-2108417284.86,,,-17399427.07,11477929.24,,3162288723.77,5270706008.63,,,0.0
603179.SH,20250830,20250830,20250630,1,1,2,417721447.9,23223316.18,5621932725.39,162205002.94,,,,,,,,,,,,39965248.13,5824102976.46,4186447288.74,999907686.09,334910380.44,,,,,,125640650.52,5646906005.8,177196970.66,,,,702470.0,,702470.0,870421784.04,,146312699.53,,,1016734483.57,-1016032013.57,895000000.0,,661147024.77,1556147024.77,,492880000.0,174038426.36,,753574149.52,1420492575.88,135654448.89,21567454.6,-681613139.43,1325516432.23,643903292.81,0.0,,,1544010.51,214108287.48,10292316.55,28316373.74,,,36986.99,50676.87,120376.5,1059526.17,3116524.73,6824920.12,12342044.8,-914581011.87,343966287.91,,177196970.66,,,,-681613139.43,,,29054886.07,,,643903292.81,1325516432.23,,,0.0
600739.SH,20250830,20250830,20250630,1,1,2,779636635.47,338631287.24,6133593635.48,66819259.39,,,,,,,,,,,,42350191.74,6242763086.61,5612041320.89,394723211.85,99143968.16,,,,,,276822912.88,6382731413.78,-139968327.17,241353.48,2338958925.63,515064347.23,,,2854264626.34,198485464.82,2810561360.15,,2759608.53,,3011806433.5,-157541807.16,4548455397.0,,35120483.32,4583575880.32,-423954441.8953,4049572748.48,417926418.05,171260068.64,42296560.62,4509795727.15,73780153.17,20845.99,-223709135.17,5996707139.75,5772998004.58,,,,15217360.07,139918522.89,19186588.98,2359184.34,,,,363438.77,-6832988.35,-1169864176.33,-7462840.34,1471738.65,-41565565.08,-250535507.39,13727950.1,,-139968327.17,,,,-223709135.17,,,21867447.05,3880129.92,,5772998004.58,5996707139.75,,,1.0
000783.SZ,20250830,20250830,20250630,4,1,2,1740046183.62,,,,,,,,,,,3969049758.5,,,6973750099.1,419048886.78,15923069604.29,,2023684621.15,913349894.77,,,,581373705.05,,620612551.49,6975093958.65,8947975645.64,,572464680.98,33899898.74,689456.65,,607054036.37,46222817.94,607139494.94,,,,653362312.88,-46308276.51,,4849910956.84,,6349160956.84,,11176161958.65,1423386713.7,1892000.0,85402972.71,12684951645.06,-6335790688.22,-4065920.52,2561810760.39,61567075570.17,64128886330.56,1499250000.0,,,6044519.84,66134943.45,25210744.45,20998284.03,,,-1845506.12,3244104.27,-141385459.47,-325666366.09,-256623068.07,28556623.81,-12521048.3,900493544.54,10085393470.4,,8947975645.64,,,,2561810760.39,905000000.0,4117981904.88,,79047815.73,,64128886330.56,61567075570.17,,,0.0
601099.SH,20250830,20250830,20250630,4,1,2,120707551.78,1384276.23,,,,,,,,,,600087128.16,,,35277041.82,50363712.91,1581328781.56,,323133965.6,70718222.78,,,,91608711.28,,91760770.66,1485241015.24,96087766.32,,49255496.66,10061372.6,6625661.52,,65942530.78,11490823.69,30910000.0,,,,42400823.69,23541707.09,,20000000.0,,20000000.0,,20000000.0,852775.66,,14771402.85,35624178.51,-15624178.51,-88665.57,103916629.33,8971439095.65,9075355724.98,,,,85916.36,12082921.3,15766091.21,1322982.28,,,814852.09,279466.68,-21463629.64,-15132525.24,11854595.61,-2854517.88,,-245657996.02,691230558.74,,96087766.32,,,,103916629.33,130000000.0,895600898.67,-489625.6,12016050.27,,9075355724.98,8971439095.65,,,0.0
601658.SH,20250830,20250830,20250630,2,1,2,49415000000.0,,,,966047000000.0,840000000.0,,,,,,209425000000.0,,9221000000.0,,36360000000.0,1255243000000.0,,31623000000.0,18422000000.0,652987000000.0,81952000000.0,,154367000000.0,,75213000000.0,1071544000000.0,183699000000.0,,996440000000.0,97014000000.0,342000000.0,,1093796000000.0,4235000000.0,1128374000000.0,,,,1132609000000.0,-38813000000.0,,130280000000.0,,290280000000.0,,186540000000.0,35132000000.0,,,223312000000.0,66968000000.0,37000000.0,211891000000.0,339415000000.0,551306000000.0,,,,,4330000000.0,1277000000.0,,,,-11000000.0,,-3671000000.0,-18094000000.0,,,,-789944000000.0,988010000000.0,,183699000000.0,,,,,8456000000.0,,21715000000.0,,4000000.0,,,,,0.0
600098.SH,20250830,20250830,20250630,1,1,2,1679334923.23,434623313.48,25568056046.57,68975651.74,6000000.0,,,,,,,18541540.19,,,,321644928.59,25983218167.09,21398687173.09,1174434525.81,486004743.51,,-24094944.22,,58270.83,,359296511.86,23394386280.88,2588831886.21,3267000.0,375493131.32,41634880.77,753141446.52,,1173536458.61,3017635046.57,1760355277.76,259659693.54,608846332.94,,5646496350.81,-4472959892.2,10791354221.63,,144195769.82,10960691991.45,,7244728213.48,1449168140.61,6100000.0,502276299.74,9196172653.83,1764519337.62,-1034797.99,-120643466.36,4484367619.43,4363724153.07,25142000.0,25142000.0,,341915795.42,1283389389.66,57974242.64,34704941.84,,,-1666835280.29,8252292.43,,-131692746.96,210679638.93,-12478661.78,-70020224.54,-341869945.65,732828767.35,,2588831886.21,,,,-120643466.36,,,1661175.28,26364265.17,,4363724153.07,4484367619.43,,,0.0
600436.SH,20250830,20250830,20250630,1,1,2,1447998913.89,14549650.55,5382455752.51,6997.0,,,,,,,,,,,,76887218.97,5459349968.48,3967113473.12,271471012.59,456364318.3,,,,,,388857002.84,5083805806.85,375544161.63,412827032.05,2849522.73,4584184.99,3565444.38,,423826184.15,157072775.64,160000000.0,,114562674.06,,431635449.7,-7809265.55,440307039.99,,,440307039.99,1511095000.5888,498253437.81,11357904.38,,24529850.67,534141192.86,-93834152.87,288125.11,274188868.32,1482888899.96,1757077768.28,,,,5763007.08,29425931.27,11057276.36,4587079.25,,,-3964344.8,2457.99,7730697.54,-78921041.13,15779389.34,4838425.69,-762528552.58,34710200.14,-385879114.22,,375544161.63,,,,274188868.32,,,10939663.84,19454521.42,,1757077768.28,1482888899.96,,,1.0
000876.SZ,20250830,20250830,20250630,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,5153487209.59,,,,,,,818557818.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603868.SH,20250830,20250830,20250630,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,470639668.13,,,,,,,37906404.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000088.SZ,20250830,20250830,20250630,1,1,2,673003881.78,23861056.26,396590947.61,4980857.85,,,,,,,,,,,,64820623.42,466392428.88,128836563.51,115784245.19,60609766.36,,,,,,49231337.63,354461912.69,111930516.19,1133000000.0,1630000000.0,1568630783.65,45723010.0,,4377353793.65,291543896.56,4630000000.0,,1173000000.0,,6094543896.56,-1717190102.91,180302561.42,,30000000.0,210302561.42,-3267377670.2067,1788797642.7,728467969.83,,1467250.55,2518732863.08,-2308430301.66,,-3913689888.38,6006301451.73,2092611563.35,,,,-101780.73,95552810.82,16565340.6,4009621.2,,,-45658.7,637.97,,-637638411.05,-70321.42,13006.09,203641.48,-10940138.44,-53943901.57,,111930516.19,,,,-3913689888.38,,,,1460731.9,,2092611563.35,6006301451.73,,,1.0
601727.SH,20250830,20250830,20250630,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,-45273266.06,,,,,,,90169346.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601801.SH,20250830,20250830,20250630,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1124227407.42,,,,,,,67178715.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688348.SH,20250830,20250830,20250630,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,45929726.07,,,,,,,132944656.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688318.SH,20250830,20250830,20250630,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,10544801.82,,,,,,,19537823.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688289.SH,20250830,20250830,20250630,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,-142846841.02,,,,,,,109025361.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688276.SH,20250830,20250830,20250630,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,9319263.11,,,,,,,140457558.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601825.SH,20250830,20250830,20250630,2,1,2,7172379000.0,,,,28352457000.0,504637000.0,,,,,,17997908000.0,,23277096000.0,,2506703000.0,79732514000.0,,2989236000.0,2062352000.0,19179188000.0,,,13466807000.0,,1630481000.0,72910748000.0,6821766000.0,,83782517000.0,7247350000.0,30573000.0,,91060440000.0,405820000.0,114881608000.0,,,,115287428000.0,-24226988000.0,,,,65901147000.0,,45247175000.0,2754889000.0,,,48126958000.0,17774189000.0,18668000.0,387635000.0,34245715000.0,34633350000.0,,,,1302000.0,300750000.0,93331000.0,17528000.0,,,-38239000.0,,-159228000.0,-1264305000.0,-144686000.0,,,-32493956000.0,37123076000.0,,6821766000.0,,,,387635000.0,,,866395000.0,121084000.0,,34633350000.0,34245715000.0,,,0.0
600827.SH,20250830,20250830,20250630,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,-362678711.73,,,,,,,595753282.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688116.SH,20250830,20250830,20250630,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,29698302.86,,,,,,,137311156.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600859.SH,20250830,20250830,20250630,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,527198236.23,,,,,,,270431225.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
002074.SZ,20250830,20250830,20250630,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,324849286.89,,,,,,,3934340704.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688200.SH,20250830,20250830,20250630,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,70709676.69,,,,,,,15036908.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
002030.SZ,20250830,20250830,20250630,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10642604.52,,,,,,,116290768.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600745.SH,20250830,20250830,20250630,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,4260918582.73,,,,,,,1482087608.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600654.SH,20250830,20250830,20250630,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3836068.85,,,,,,,55410587.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600635.SH,20250830,20250830,20250630,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,760639921.06,,,,,,,284258311.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600597.SH,20250830,20250830,20250630,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,417238967.0,,,,,,,258513245.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600575.SH,20250830,20250830,20250630,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,736736292.83,,,,,,,153335010.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000792.SZ,20250830,20250830,20250630,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,6162615889.2,,,,,,,644808522.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000661.SZ,20250830,20250830,20250630,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1221025281.67,,,,,,,970490754.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000568.SZ,20250830,20250830,20250630,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,6064470030.15,,,,,,,736919110.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000538.SZ,20250830,20250830,20250630,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,3961187202.77,,,,,,,204046627.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600528.SH,20250830,20250830,20250630,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2240518287.13,,,,,,,307839676.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600150.SH,20250830,20250830,20250630,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2354616029.69,,,,,,,557197142.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000887.SZ,20250830,20250830,20250630,1,1,2,813710646.41,99377674.29,8575175301.96,34757429.54,,,,,,,,,,,,113232600.19,8723165331.69,4882911015.14,2290939365.37,535748410.49,,,,,,396492352.07,8106091143.07,617074188.62,1606707479.58,0.0,,40548054.86,0.0,1647255534.44,564106364.31,124700000.0,,1934889572.32,,2623695936.63,-976440402.19,2556603105.74,,49860795.66,2610323901.4,83723672.2884,2098168990.79,289293866.43,,83546295.18,2471009152.4,139314749.0,92098116.36,-127953348.21,2697486431.3,2569533083.09,3860000.0,3860000.0,,36102657.29,337134079.75,35366045.1,17255807.62,,,-7544227.79,1102725.8,-3124879.0,-45291673.43,11303437.2,,-128106526.89,-474772328.25,-135316732.31,,617074188.62,,,,-127953348.21,,,,48054664.97,,2569533083.09,2697486431.3,,,0.0
600518.SH,20250830,20250830,20250630,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,-82116847.68,,,,,,,25543694.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600393.SH,20250830,20250830,20250630,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,255053.06,,,,,,,80000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000415.SZ,20250830,20250830,20250630,1,1,2,-1304970000.0,5143768000.0,12664734000.0,,,,,,,,,,,,,1152348000.0,13817082000.0,389661000.0,752987000.0,200293000.0,,,,,,1296163000.0,2639104000.0,11177978000.0,698484000.0,712827000.0,29011000.0,15233694000.0,,17196480000.0,8647062000.0,,7562945000.0,3182276000.0,,19392283000.0,-2195803000.0,13044881000.0,18156129000.0,,31201010000.0,1035646000.0,53285584000.0,5595685000.0,423294000.0,68752000.0,59761030000.0,-28560020000.0,7936000.0,-19569909000.0,24060321000.0,4490412000.0,,,,3440092000.0,4726856000.0,7816000.0,2723000.0,,,-99037000.0,,141785000.0,-520990000.0,-46417000.0,337622000.0,35527000.0,503694000.0,-1230710000.0,,11177978000.0,,,,-19569909000.0,,,153913000.0,33027000.0,,4490412000.0,24060321000.0,,,1.0
301536.SZ,20250830,20250830,20250630,1,1,2,119932481.95,12841953.57,1499201675.55,25685071.83,,,,,,,,,,,,10987974.42,1535874721.8,871170332.94,247294871.02,38985212.66,,,,,,74516643.25,1231967059.87,303907661.93,,1869498182.45,59783830.44,32510.0,,1929314522.89,60225932.47,1770738152.21,,,,1830964084.68,98350438.21,388259881.46,,1121499.47,389381380.93,316584796.855,315585516.06,99543002.16,,60009774.16,475138292.38,-85756911.45,-2796728.23,313704460.46,232034897.32,545739357.78,,,,-2344375.36,14337189.72,50479007.63,4230386.54,,,-202310.4,,13598307.14,-34576876.4,5356771.01,-4943844.06,68127063.74,-62220549.05,96210796.67,,303907661.93,,,,313704460.46,,,,2644124.38,,545739357.78,232034897.32,,0.0,1.0
