ts_code,end_date,operate_profit,total_revenue
600641.SH,20070630,336908938.51,197120483.65
002113.SZ,20070630,18969949.62,168181960.09
600559.SH,20070630,4585947.26,188755638.4
600837.SH,20070630,3289365245.82,4753259677.1
000589.SZ,20070630,61520329.73,1917977655.62
000860.SZ,20070630,92806994.73,2220114909.55
002048.SZ,20070630,90954175.87,884358045.01
000055.SZ,20070630,23633924.92,268542314.95
600159.SH,20070630,9561859.41,106217857.72
600367.SH,20070630,43653440.35,485236431.47
600868.SH,20070630,42589132.75,353036503.28
600674.SH,20070630,52468701.07,180642594.49
000415.SZ,20070630,-9450715.88,111554610.05
600586.SH,20070630,111036100.79,630294574.03
002143.SZ,20070630,20385934.66,872229740.97
000584.SZ,20070630,173349632.56,571818722.12
600112.SH,20070630,16099567.26,189222618.74
000949.SZ,20070630,214268047.35,1313652090.39
601318.SH,20070630,8487000000.0,84051000000.0
600700.SH,20070630,-33875535.57,61922099.09
600074.SH,20070630,-48675316.33,903855155.62
600015.SH,20070630,1775442271.89,6541884790.83
002101.SZ,20070630,15387618.48,245238726.83
600552.SH,20070630,9744062.23,248475612.2
600992.SH,20070630,25622295.97,485823873.32
000556.SZ,20070630,-872994.27,0.0
600238.SH,20070630,24123673.06,321283934.06
000795.SZ,20070630,4522694.37,253064003.21
000990.SZ,20070630,19298783.56,930386238.51
000788.SZ,20070630,7742795.5,287229105.27
002083.SZ,20070630,131657750.0,1412757093.0
002068.SZ,20070630,44320207.5,587809395.32
600500.SH,20070630,371743649.18,8529405792.18
600980.SH,20070630,-13967025.02,140143294.22
002128.SZ,20070630,364936503.51,1270032103.46
000611.SZ,20070630,17035693.99,125230358.77
000687.SZ,20070630,28814153.15,401002895.24
600689.SH,20070630,-39872150.69,623726126.28
002130.SZ,20070630,20578986.83,126566096.42
601628.SH,20070630,19935000000.0,162008000000.0
000562.SZ,20070630,1527555446.47,2069415589.0
600680.SH,20070630,1981063.87,378064258.8
600600.SH,20070630,503543701.0,6833518980.0
600036.SH,20070630,8941000000.0,17488000000.0
600669.SH,20070630,-51049969.52,0.0
600697.SH,20070630,58501282.94,1161711488.54
600701.SH,20070630,-2600547.94,111568416.8
600714.SH,20070630,-10934705.81,10998877.44
600809.SH,20070630,359408698.54,948886421.89
000150.SZ,20070630,-9783875.24,36605920.92
600710.SH,20070630,62233792.22,1015624482.27
600366.SH,20070630,80303352.9,1973376737.48
600302.SH,20070630,90285740.8,718182360.34
600900.SH,20070630,3091876908.41,3402398442.84
600557.SH,20070630,48449945.32,446373568.22
600079.SH,20070630,43656870.72,325763158.92
600481.SH,20070630,70891064.37,1328312600.54
002093.SZ,20070630,29311045.91,105032532.27
000835.SZ,20070630,57627701.68,391694516.5
000791.SZ,20070630,-1498091.13,91048006.19
000911.SZ,20070630,33077809.62,1214719468.49
000572.SZ,20070630,522613141.29,4564234959.92
000888.SZ,20070630,14859399.57,185353014.22
600256.SH,20070630,144340357.21,707559393.82
600099.SH,20070630,7492321.74,230563835.37
600178.SH,20070630,92047122.2,1087222017.49
000511.SZ,20070630,138209971.6,551690476.87
000830.SZ,20070630,91326089.24,2002035419.21
600351.SH,20070630,29345963.14,458556545.15
000008.SZ,20070630,1114743.89,4484321.94
000966.SZ,20070630,66181102.32,2144319519.73
600511.SH,20070630,107867679.53,1696532974.99
002141.SZ,20070630,13329091.71,308927184.69
000627.SZ,20070630,32192689.48,365596811.99
002140.SZ,20070630,31300415.1,312863270.61
000689.SZ,20070630,-14454240.37,0.0
002142.SZ,20070630,503816383.37,998495114.51
000001.SZ,20070630,1681775000.0,4890715000.0
600805.SH,20070630,86163623.72,796842239.14
600519.SH,20070630,1358893995.17,2629088876.42
002092.SZ,20070630,100502530.02,1083575739.62
601998.SH,20070630,5566000000.0,11879000000.0
600592.SH,20070630,67918388.69,295631365.4
600470.SH,20070630,26543215.2,683130447.36
600425.SH,20070630,15561611.31,259310080.88
600508.SH,20070630,420067976.18,2588524976.22
600692.SH,20070630,17735681.4,200474394.04
600842.SH,20070630,45147643.5,126388504.01
600693.SH,20070630,39283612.4,518351207.24
600664.SH,20070630,250567382.48,4397975930.57
600676.SH,20070630,44377683.06,637800064.79
002088.SZ,20070630,75825653.74,288717509.4
002089.SZ,20070630,9424035.61,70953506.19
002107.SZ,20070630,20481664.18,58735671.35
002120.SZ,20070630,23210134.16,302643885.83
002109.SZ,20070630,50464572.05,315083779.52
002116.SZ,20070630,22788451.81,510742097.63
002103.SZ,20070630,38200367.57,359414676.63
002126.SZ,20070630,24699602.33,405782661.44
000582.SZ,20070630,-10722903.08,64362085.1
000583.SZ,20070630,-19049709.1,0.0
002125.SZ,20070630,6093305.55,162286964.68
000594.SZ,20070630,129503215.64,23776902.31
000601.SZ,20070630,107776580.98,992503287.25
000619.SZ,20070630,128551474.72,2131783682.05
000620.SZ,20070630,-1737664.2,
000613.SZ,20070630,-2691888.66,13481359.8
000636.SZ,20070630,95195156.27,854038307.98
000657.SZ,20070630,-10049627.24,758225303.84
000666.SZ,20070630,124711677.0,2935493875.0
000673.SZ,20070630,-12446006.97,60713955.49
000692.SZ,20070630,-29708767.06,443566949.53
000693.SZ,20070630,-58942101.03,43784215.69
000679.SZ,20070630,26633185.54,831585251.56
000708.SZ,20070630,173725254.0,2808562506.0
