ts_code,ann_date,f_ann_date,end_date,comp_type,report_type,end_type,net_profit,finan_exp,c_fr_sale_sg,recp_tax_rends,n_depos_incr_fi,n_incr_loans_cb,n_inc_borr_oth_fi,prem_fr_orig_contr,n_incr_insured_dep,n_reinsur_prem,n_incr_disp_tfa,ifc_cash_incr,n_incr_disp_faas,n_incr_loans_oth_bank,n_cap_incr_repur,c_fr_oth_operate_a,c_inf_fr_operate_a,c_paid_goods_s,c_paid_to_for_empl,c_paid_for_taxes,n_incr_clt_loan_adv,n_incr_dep_cbob,c_pay_claims_orig_inco,pay_handling_chrg,pay_comm_insur_plcy,oth_cash_pay_oper_act,st_cash_out_act,n_cashflow_act,oth_recp_ral_inv_act,c_disp_withdrwl_invest,c_recp_return_invest,n_recp_disp_fiolta,n_recp_disp_sobu,stot_inflows_inv_act,c_pay_acq_const_fiolta,c_paid_invest,n_disp_subs_oth_biz,oth_pay_ral_inv_act,n_incr_pledge_loan,stot_out_inv_act,n_cashflow_inv_act,c_recp_borrow,proc_issue_bonds,oth_cash_recp_ral_fnc_act,stot_cash_in_fnc_act,free_cashflow,c_prepay_amt_borr,c_pay_dist_dpcp_int_exp,incl_dvd_profit_paid_sc_ms,oth_cashpay_ral_fnc_act,stot_cashout_fnc_act,n_cash_flows_fnc_act,eff_fx_flu_cash,n_incr_cash_cash_equ,c_cash_equ_beg_period,c_cash_equ_end_period,c_recp_cap_contrib,incl_cash_rec_saims,uncon_invest_loss,prov_depr_assets,depr_fa_coga_dpba,amort_intang_assets,lt_amort_deferred_exp,decr_deferred_exp,incr_acc_exp,loss_disp_fiolta,loss_scr_fa,loss_fv_chg,invest_loss,decr_def_inc_tax_assets,incr_def_inc_tax_liab,decr_inventories,decr_oper_payable,incr_oper_payable,others,im_net_cashflow_oper_act,conv_debt_into_cap,conv_copbonds_due_within_1y,fa_fnc_leases,im_n_incr_cash_equ,net_dism_capital_add,net_cash_rece_sec,credit_impa_loss,use_right_asset_dep,oth_loss_asset,end_bal_cash,beg_bal_cash,end_bal_cash_equ,beg_bal_cash_equ,update_flag
600732.SH,20250430,20250430,20250331,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,715883277.29,,,,,,,256050467.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600755.SH,20250430,20250430,20250331,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2995792555.46,,,,,,,111431258.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600759.SH,20250430,20250430,20250331,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,125962216.36,,,,,,,28947168.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600779.SH,20250430,20250430,20250331,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,-575679193.45,,,,,,,94237542.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600783.SH,20250430,20250430,20250331,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12391127.66,,,,,,,67238.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600790.SH,20250430,20250430,20250331,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,-90068714.24,,,,,,,526329471.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600804.SH,20250430,20250430,20250331,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,17733433.17,,,,,,,2000694.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600851.SH,20250430,20250430,20250331,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,70895599.24,,,,,,,52471513.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600820.SH,20250430,20250430,20250331,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4883749526.31,,,,,,,415509403.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600827.SH,20250430,20250430,20250331,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,-522099972.42,,,,,,,226624678.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600682.SH,20250430,20250430,20250331,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,99159960.87,,,,,,,60309395.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600831.SH,20250430,20250430,20250331,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,3119580.71,,,,,,,65900001.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601678.SH,20250430,20250430,20250331,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,983975933.57,,,,,,,128714090.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600959.SH,20250430,20250430,20250331,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,429545848.72,,,,,,,371537062.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600872.SH,20250430,20250430,20250331,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,117833639.29,,,,,,,32333845.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600886.SH,20250430,20250430,20250331,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,7275274686.36,,,,,,,4022908564.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600894.SH,20250430,20250430,20250331,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,-208305118.41,,,,,,,21688487.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601778.SH,20250430,20250430,20250331,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1199135572.55,,,,,,,516865962.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600635.SH,20250430,20250430,20250331,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,399823226.43,,,,,,,150532889.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600654.SH,20250430,20250430,20250331,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21235057.53,,,,,,,26243254.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600651.SH,20250430,20250430,20250331,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,-356833.45,,,,,,,14714542.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600481.SH,20250430,20250430,20250331,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,358198141.54,,,,,,,26388632.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600392.SH,20250430,20250430,20250331,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,-91506964.02,,,,,,,64065542.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600399.SH,20250430,20250430,20250331,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,-658132640.87,,,,,,,116672833.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600409.SH,20250430,20250430,20250331,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,-299426066.15,,,,,,,277188954.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600416.SH,20250430,20250430,20250331,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,-368503304.32,,,,,,,9566612.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600418.SH,20250430,20250430,20250331,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1294450697.52,,,,,,,356787468.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600425.SH,20250430,20250430,20250331,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21960827.71,,,,,,,64549774.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600428.SH,20250430,20250430,20250331,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1019667873.77,,,,,,,119897059.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600458.SH,20250430,20250430,20250331,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,-647952294.9,,,,,,,149449647.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600498.SH,20250430,20250430,20250331,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,-153353105.66,,,,,,,184842397.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600366.SH,20250430,20250430,20250331,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,-117920089.67,,,,,,,36014763.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600500.SH,20250430,20250430,20250331,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,378876820.95,,,,,,,653439625.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600557.SH,20250430,20250430,20250331,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,76936099.28,,,,,,,96561280.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600628.SH,20250430,20250430,20250331,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,-38228333.31,,,,,,,28335868.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600956.SH,20250430,20250430,20250331,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2246627833.4,,,,,,,1627112779.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688005.SH,20250430,20250430,20250331,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,-605132504.28,,,,,,,373553054.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600850.SH,20250430,20250430,20250331,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1129684521.39,,,,,,,30648698.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600939.SH,20250430,20250430,20250331,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1735982269.39,,,,,,,26322204.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600637.SH,20250430,20250430,20250331,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,10039751.32,,,,,,,220465298.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600905.SH,20250430,20250430,20250331,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,4144365410.51,,,,,,,7015554051.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601010.SH,20250430,20250430,20250331,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,-64120787.89,,,,,,,36794022.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
002589.SZ,20250430,20250430,20250331,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,43026148.76,,,,,,,24396079.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601002.SH,20250430,20250430,20250331,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,6735144.7,,,,,,,5327836.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603185.SH,20250430,20250430,20250331,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,-588448130.9,,,,,,,294023419.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688072.SH,20250430,20250430,20250331,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,10925081.84,,,,,,,144054408.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603188.SH,20250430,20250430,20250331,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21474291.88,,,,,,,7283418.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603556.SH,20250430,20250430,20250331,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8501578.8,,,,,,,40394312.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603567.SH,20250430,20250430,20250331,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,-266694081.29,,,,,,,29606742.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603638.SH,20250430,20250430,20250331,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,76262347.21,,,,,,,193895647.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603377.SH,20250430,20250430,20250331,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,34485698.79,,,,,,,4101242.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603868.SH,20250430,20250430,20250331,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,319106496.89,,,,,,,25959404.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601828.SH,20250430,20250430,20250331,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,-112448762.92,,,,,,,72410605.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688082.SH,20250430,20250430,20250331,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,93152164.05,,,,,,,128863829.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688116.SH,20250430,20250430,20250331,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,-48410151.19,,,,,,,60113183.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688615.SH,20250430,20250430,20250331,1,1,1,,,383618554.98,,,,,,,,,,,,,10448059.69,394066614.67,37338393.12,132218776.42,32242183.52,,,,,,80460392.29,282259745.35,111806869.32,,1682000000.0,9246465.92,24902.29,,1691271368.21,14601003.4,1982338910.11,,,,1996939913.51,-305668545.3,,,,,56335978.1461,,,,4049513.43,4049513.43,-4049513.43,-367954.39,-198279143.8,1390355119.0,1192075975.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
688538.SH,20250430,20250430,20250331,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,162510860.11,,,,,,,375990967.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688185.SH,20250430,20250430,20250331,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13801882.53,,,,,,,67364221.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688192.SH,20250430,20250430,20250331,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,-131666959.46,,,,,,,75832800.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688200.SH,20250430,20250430,20250331,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,22077510.27,,,,,,,10931219.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688220.SH,20250430,20250430,20250331,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,-183222888.41,,,,,,,53681541.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688318.SH,20250430,20250430,20250331,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,7003028.12,,,,,,,8850901.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688348.SH,20250430,20250430,20250331,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,-67203848.27,,,,,,,74059628.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603019.SH,20250430,20250430,20250331,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1117741866.55,,,,,,,207053454.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603001.SH,20250430,20250430,20250331,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,93254470.67,,,,,,,8107777.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601992.SH,20250430,20250430,20250331,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5430785166.58,,,,,,,405509031.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601618.SH,20250430,20250430,20250331,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,-25694659000.0,,,,,,,824305000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600859.SH,20250430,20250430,20250331,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,255778481.66,,,,,,,167911519.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
002385.SZ,20250430,20250430,20250331,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,-556028811.32,,,,,,,223948258.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601021.SH,20250430,20250430,20250331,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,453659406.0,,,,,,,1293193214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601111.SH,20250430,20250430,20250331,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,8341401000.0,,,,,,,4140915000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601127.SH,20250430,20250430,20250331,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7630293915.39,,,,,,,1188373494.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601369.SH,20250430,20250430,20250331,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,235855056.27,,,,,,,92600467.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601515.SH,20250430,20250430,20250331,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6170970.17,,,,,,,100547203.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601611.SH,20250430,20250430,20250331,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10194553072.73,,,,,,,271590072.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600867.SH,20250430,20250430,20250331,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,98975496.92,,,,,,,87518702.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601989.SH,20250430,20250430,20250331,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3128820309.51,,,,,,,199820094.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601777.SH,20250430,20250430,20250331,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,39106117.23,,,,,,,60041284.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601868.SH,20250430,20250430,20250331,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14509148000.0,,,,,,,9553932000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601811.SH,20250430,20250430,20250331,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,238660866.05,,,,,,,28268925.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603169.SH,20250430,20250430,20250331,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,14884691.89,,,,,,,47603235.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
