ts_code,end_date,c_fr_sale_sg,c_pay_acq_const_fiolta
001267.SZ,20031231,10808761.52,69588.0
001267.SZ,20030930,8360502.37,68628.0
001267.SZ,20030630,7009548.69,61198.0
001267.SZ,20030331,,
001267.SZ,20021231,14196083.17,765531.75
001267.SZ,20020630,10652206.74,138349.6
001267.SZ,20011231,156372517.21,12581990.0
001267.SZ,20010630,106851888.01,12445990.0
001267.SZ,20001231,271651488.0,11217429.99
001267.SZ,20000630,130718262.89,2280799.62
001267.SZ,19991231,205145432.91,15447064.77
001267.SZ,19990630,98325543.78,1072215.57
001267.SZ,19981231,307656339.76,9041407.72
