ts_code,end_date,c_fr_sale_sg,c_pay_acq_const_fiolta
000001.SZ,20100630,,
000002.SZ,20100630,28870516220.91,40828008.14
000003.SZ,20100630,6561584.31,
000004.SZ,20100630,47866302.03,4905081.23
000005.SZ,20100630,13720894.59,4389470.57
000006.SZ,20100630,941292609.28,4249968.67
000007.SZ,20100630,61814657.64,139233.0
000008.SZ,20100630,3869394.75,16796.0
000009.SZ,20100630,2056395631.02,46818978.97
000010.SZ,20100630,65184182.59,261727.0
000011.SZ,20100630,714318827.68,17056128.48
000012.SZ,20100630,3837181164.0,736904427.0
000014.SZ,20100630,229149919.64,449766.0
000015.SZ,20100630,,
000016.SZ,20100630,9468101045.07,170905523.41
000017.SZ,20100630,80784747.61,2448293.6
000018.SZ,20100630,6350921.0,133824.0
000018.SZ,20100630,6350921.0,133824.0
000019.SZ,20100630,114460696.41,75269397.26
000020.SZ,20100630,306901158.16,4297438.24
000021.SZ,20100630,10542557231.01,133781824.92
000023.SZ,20100630,375502395.26,3636742.01
000024.SZ,20100630,5779743718.0,6321512.0
000025.SZ,20100630,210020525.82,350671.0
000026.SZ,20100630,909639385.7,29375134.72
000027.SZ,20100630,7253791621.91,498908006.58
000028.SZ,20100630,6228666031.09,84120920.82
000029.SZ,20100630,561833156.45,169815.6
000030.SZ,20100630,,
000031.SZ,20100630,985439911.63,5411290.68
000032.SZ,20100630,799878822.5,8035401.25
000033.SZ,20100630,33176841.63,742540.4
000034.SZ,20100630,190595456.23,773148.0
000035.SZ,20100630,228401.0,
000036.SZ,20100630,923117608.26,1114685.0
000037.SZ,20100630,954715452.71,39524878.57
000038.SZ,20100630,94214096.68,99229.0
000039.SZ,20100630,17168426000.0,512040000.0
000040.SZ,20100630,602425574.1,6000190.61
000042.SZ,20100630,654869959.06,2800506.16
000045.SZ,20100630,326450091.77,61974424.22
000046.SZ,20100630,955257290.54,3519597.3
000047.SZ,20100630,,
000048.SZ,20100630,492686232.96,16072790.61
000049.SZ,20100630,478361589.81,23896978.34
000050.SZ,20100630,1250067521.48,662393446.6
000055.SZ,20100630,392653009.6,17353594.62
000056.SZ,20100630,6544612.36,68832.0
000058.SZ,20100630,175732532.01,7475604.6
000059.SZ,20100630,12109768564.6,407593819.83
000060.SZ,20100630,5991248689.84,348098223.07
000061.SZ,20100630,685936654.14,304387170.73
000062.SZ,20100630,193807265.82,11304376.6
000063.SZ,20100630,31398128000.0,1433074000.0
000063.SZ,20100630,31398128000.0,1433074000.0
000065.SZ,20100630,956787733.58,888636.93
000066.SZ,20100630,39337917633.72,715347260.09
000068.SZ,20100630,50417037.33,
000069.SZ,20100630,5967375603.29,1667081147.32
000070.SZ,20100630,512721841.31,74129302.72
000078.SZ,20100630,1930559601.78,64089241.55
000088.SZ,20100630,207266969.14,1664388.35
000089.SZ,20100630,891082198.25,374846139.42
000090.SZ,20100630,1952498030.44,3895532.0
000096.SZ,20100630,760031269.68,2566087.13
000099.SZ,20100630,396466443.28,4979396.89
000100.SZ,20100630,25800116564.0,639192185.0
000150.SZ,20100630,21273836.32,1016668.0
000151.SZ,20100630,292279140.65,475015.2
000153.SZ,20100630,608432439.82,14444441.1
000155.SZ,20100630,1000669560.99,144730363.92
000156.SZ,20100630,451281255.04,3717680.5
000157.SZ,20100630,10644292167.25,625417100.49
000158.SZ,20100630,1824243600.85,60125333.96
000159.SZ,20100630,263089437.28,25489310.72
000301.SZ,20100630,547480233.43,8846945.79
000333.SZ,20100630,34855398113.29,2035853644.27
000338.SZ,20100630,20494735691.27,688373130.36
000400.SZ,20100630,1188731816.39,91362772.96
000401.SZ,20100630,4230413347.35,3143170649.92
000402.SZ,20100630,3300126534.18,68815369.84
000403.SZ,20100630,294029408.07,8668319.72
000404.SZ,20100630,1277187762.67,83566565.51
000407.SZ,20100630,765120908.71,12427821.19
000408.SZ,20100630,64851974.83,7757.0
000409.SZ,20100630,,4035.0
000410.SZ,20100630,4075686876.53,122252023.49
000411.SZ,20100630,3413876099.19,20450753.99
000413.SZ,20100630,47944565.25,24230.77
000415.SZ,20100630,86698322.31,13750864.66
000416.SZ,20100630,392271441.31,1448589.22
000417.SZ,20100630,4404697196.52,63655039.3
000418.SZ,20100630,2073590067.81,60482869.95
000419.SZ,20100630,1791905283.95,108397236.34
000420.SZ,20100630,773847954.45,10688568.45
000421.SZ,20100630,942647940.88,172713418.65
000422.SZ,20100630,5162227944.85,2278231089.7
000423.SZ,20100630,1067458440.3,46792551.16
000425.SZ,20100630,12413347270.42,436583982.89
000426.SZ,20100630,105642160.96,18534575.48
000428.SZ,20100630,663460331.7,195737726.36
000429.SZ,20100630,481910013.25,395583707.51
000430.SZ,20100630,40636370.1,3045075.07
000488.SZ,20100630,8396743627.1,1521600542.26
000498.SZ,20100630,,
000501.SZ,20100630,5987755546.69,322484960.47
000502.SZ,20100630,100940065.26,30900.0
000503.SZ,20100630,80572173.0,2420323.0
000504.SZ,20100630,108918153.76,9290.0
000505.SZ,20100630,263395787.9,11297369.53
000506.SZ,20100630,710272948.24,430634.0
000507.SZ,20100630,100311655.32,71976439.85
000509.SZ,20100630,173271934.38,32980687.29
000510.SZ,20100630,1490454348.59,25637468.07
000511.SZ,20100630,232318976.82,16403151.1
000513.SZ,20100630,1353947866.59,189719682.37
000514.SZ,20100630,222867087.36,1689791.38
000516.SZ,20100630,1538116249.62,91822286.66
000517.SZ,20100630,710000854.45,520280.56
000518.SZ,20100630,89905730.31,1349212.01
000519.SZ,20100630,84742457.72,51857.73
000520.SZ,20100630,874267536.88,777633198.86
000521.SZ,20100630,1629352363.89,34230003.11
000522.SZ,20100630,1856788268.65,19778762.3
000523.SZ,20100630,508805179.29,6428574.23
000524.SZ,20100630,109310566.43,5850336.65
000525.SZ,20100630,1402047070.34,75179947.74
000526.SZ,20100630,3565393.46,7717374.37
000527.SZ,20100630,21644136480.0,1118750940.0
000528.SZ,20100630,8703100536.94,241338658.52
000529.SZ,20100630,584402265.62,16155754.69
000530.SZ,20100630,695210645.39,78651920.33
000531.SZ,20100630,1487698586.59,145330740.42
000532.SZ,20100630,118286876.11,1899156.82
000533.SZ,20100630,1230822765.05,87380297.67
000534.SZ,20100630,132682259.96,452013.0
000536.SZ,20100630,1338388419.8,19826501.37
000537.SZ,20100630,327435412.36,212783.0
000538.SZ,20100630,4318342959.97,251455333.03
000539.SZ,20100630,6865360421.0,1430763991.0
000540.SZ,20100630,2487924448.33,7290140.4
000541.SZ,20100630,913436533.36,29406644.35
000543.SZ,20100630,2048701353.47,1365180154.23
000544.SZ,20100630,86920849.64,25124641.52
000545.SZ,20100630,28665658.48,12899808.74
000546.SZ,20100630,83529961.0,34478.0
