ts_code,ann_date,end_date,total_liab,money_cap,total_assets
000009.SZ,20161028,20160930,12214955375.62,2128160950.86,19496773328.27
000027.SZ,20161028,20160930,35902651487.13,5245121173.41,60454118016.72
000008.SZ,20161026,20160930,1307594254.91,1327966780.27,7166587795.57
000012.SZ,20161028,20160930,8689694308.0,306994416.0,16928089016.0
000021.SZ,20161031,20160930,4949244173.98,2976158981.41,10344654680.62
000025.SZ,20161028,20160930,261743493.87,164058426.73,1166781971.81
000028.SZ,20161022,20160930,8771255556.83,2095024391.08,14962096742.6
000030.SZ,20161031,20160930,3063724416.06,990303029.78,8687831216.23
000032.SZ,20161026,20160930,421199830.69,615480433.3,1971982285.77
000034.SZ,20161028,20160930,13408563684.26,1410261046.34,15988307730.79
000039.SZ,20161028,20160930,82923927000.0,6450270000.0,117625262000.0
000046.SZ,20161031,20160930,122628456607.08,28563662877.56,144793813656.35
000060.SZ,20161028,20160930,8235322358.06,1306779611.91,16398045592.17
000061.SZ,20161027,20160930,10514798969.7,1388020795.18,16858568940.72
000063.SZ,20161028,20160930,87090643000.0,26913150000.0,132668231000.0
000049.SZ,20161027,20160930,3022141891.96,480415002.53,4364902251.29
000050.SZ,20161027,20160930,7563202753.75,5061012865.34,21172693836.0
000062.SZ,20161021,20160930,2541102059.83,1006337475.34,6426365966.18
000066.SZ,20161031,20160930,31210644595.8,3707908462.38,40241897686.93
000078.SZ,20161031,20160930,9250848271.72,2677572111.69,14708243915.12
000088.SZ,20161027,20160930,1843814988.41,1423538944.88,8162732274.0
000089.SZ,20161031,20160930,1925310357.61,2387503123.35,12491871842.3
000100.SZ,20161026,20160930,95747061711.0,23792583599.0,142211005382.0
000090.SZ,20161025,20160930,11064921027.03,4002159112.54,17139587768.34
000099.SZ,20161025,20160930,2028058418.95,212107433.79,4875644439.7
000157.SZ,20161029,20160930,54277181226.93,9787461171.7,92658610231.63
000155.SZ,20161031,20160930,2199897361.21,551367561.33,1052529918.66
000333.SZ,20161031,20160930,97044256000.0,18583682000.0,162991610000.0
000156.SZ,20161028,20160930,3555532143.77,6850220110.12,13220539815.36
000338.SZ,20161028,20160930,81939932953.87,21915179514.3,124635520969.09
000400.SZ,20161028,20160930,6247035363.95,711582018.82,13217167634.75
000158.SZ,20161027,20160930,6586714868.55,840000753.45,11919071361.91
000301.SZ,20161029,20160930,1408584530.73,689670471.36,4728632039.75
000413.SZ,20161031,20160930,17093406139.72,22239580714.19,39342234739.38
000401.SZ,20161025,20160930,29478936729.03,1898985076.41,40136145798.43
000403.SZ,20161028,20160930,744472172.24,52486688.53,1322187665.85
000423.SZ,20161031,20160930,1285547376.04,1530407792.67,9021601040.48
000408.SZ,20161031,20160930,1662538576.5,2192038306.58,7200424646.65
000425.SZ,20161031,20160930,23923452598.72,4841153156.88,44332415071.7
000417.SZ,20161025,20160930,4627231295.08,2670365287.35,8709227102.42
000418.SZ,20161025,20160930,9889802992.88,2072326734.13,16629381295.68
000426.SZ,20161031,20160930,1658105134.94,239235270.99,4462194211.17
000429.SZ,20161028,20160930,7761006222.5,3092347803.12,16342858120.71
000503.SZ,20161029,20160930,80361439.47,483161552.31,1364694447.98
000488.SZ,20161026,20160930,63419157537.63,11556857100.0,85756600987.16
000501.SZ,20161029,20160930,11918301975.79,2253892528.41,17656431540.95
000511.SZ,20161029,20160930,2090394032.21,336236646.55,3486935220.13
000513.SZ,20161026,20160930,3601365900.61,2659622939.39,10410661796.29
000519.SZ,20161031,20160930,841227210.54,245808927.86,5081048922.06
