ts_code,end_date,operate_profit,total_revenue
600340.SH,20030930,19358113.97,129703052.19
600545.SH,20030930,30216963.95,323670585.3
600476.SH,20030930,10957240.45,113823831.1
600016.SH,20030930,2908325000.0,8132574000.0
600030.SH,20030930,215232514.05,449728153.2
000562.SZ,20030930,83695343.23,175269761.7
000001.SZ,20030930,1684385273.0,4140535042.0
600036.SH,20030930,6406424000.0,9398401000.0
600000.SH,20030930,4727482782.67,8500343439.76
600015.SH,20030930,2062593601.01,6014190545.13
600449.SH,20030930,19593234.45,237380955.95
600222.SH,20030930,7810673.92,119272024.9
000998.SZ,20030930,18995281.29,280851475.68
000670.SZ,20030930,-25870393.3,519692515.07
600647.SH,20030930,-4600685.9,21907800.11
600161.SH,20030930,46963747.24,182169366.82
000889.SZ,20030930,20840684.23,259526483.71
000549.SZ,20030930,568072616.17,7119017550.01
000408.SZ,20030930,5164687.87,155080156.17
600832.SH,20030930,214521813.09,533760139.08
600689.SH,20030930,-10029560.59,901528852.87
000786.SZ,20030930,29493303.99,715041993.0
000668.SZ,20030930,59791087.42,1076242403.56
600207.SH,20030930,254317079.12,1544244997.38
600336.SH,20030930,27528310.63,1416454041.7
000980.SZ,20030930,-15900489.58,86647856.97
600386.SH,20030930,-68289024.42,1123426400.2
000535.SZ,20030930,-21345476.3,20505799.64
600760.SH,20030930,-1736511.68,148110065.59
600619.SH,20030930,32515007.77,2035150497.97
600890.SH,20030930,26147273.93,360347189.78
000066.SZ,20030930,90541542.66,1069056591.22
600675.SH,20030930,65854337.47,459050118.8
600191.SH,20030930,75578841.61,688799267.31
000965.SZ,20030930,7425033.78,318260329.74
600370.SH,20030930,44135552.18,552135912.64
000627.SZ,20030930,-21811637.04,303690127.95
600745.SH,20030930,-10073699.71,108959539.09
000950.SZ,20030930,-5116979.68,328122894.21
000832.SZ,20030930,11783731.86,1069482125.95
600862.SH,20030930,-54313361.97,181979098.25
600520.SH,20030930,11678043.63,76766327.27
000030.SZ,20030930,-4438387.54,35581649.11
600253.SH,20030930,62574852.03,534123667.9
600177.SH,20030930,200178860.76,1421532626.06
000705.SZ,20030930,14554314.55,502540933.84
600661.SH,20030930,19443848.72,378596956.36
000909.SZ,20030930,6788500.0,352626633.02
000595.SZ,20030930,939397.78,210692628.57
600717.SH,20030930,334754531.98,988249621.5
600488.SH,20030930,73920088.12,481559550.86
000801.SZ,20030930,-367553.72,43263495.94
000425.SZ,20030930,145283082.08,2765881640.36
600847.SH,20030930,-9104163.38,72571467.74
600232.SH,20030930,100845460.75,714398196.8
000721.SZ,20030930,13373349.11,254701613.36
