ts_code,ann_date,f_ann_date,end_date,comp_type,report_type,end_type,n_cashflow_act,c_pay_acq_const_fiolta
688981.SH,20200630,20200630,20200331,1,1,1,1531895154.69,4617600024.57
688256.SH,20200630,20200630,20200331,1,1,1,-127664689.05,36903020.36
688567.SH,20200624,20200624,20200331,1,1,1,-290950453.86,933144139.93
300850.SZ,20200622,20200622,20200331,1,1,1,98841054.87,43330337.57
688027.SH,20200616,20200616,20200331,1,1,1,-16714863.47,9915202.56
688568.SH,20200616,20200616,20200331,1,1,1,-94892133.97,289751.23
603087.SH,20200608,20200608,20200331,1,1,1,235069612.64,45557207.77
600956.SH,20200603,20200603,20200331,1,1,1,818932455.77,1529684883.16
688520.SH,20200601,20200601,20200331,1,1,1,-90053041.0,13024191.0
688599.SH,20200521,20200521,20200331,1,1,1,460330897.02,1031699777.52
688516.SH,20200520,20200520,20200331,1,1,1,-13614375.56,5321915.2
601778.SH,20200518,20200518,20200331,1,1,1,25328267.08,641925301.03
300832.SZ,20200511,20200511,20200331,1,1,1,20455883.84,50574630.33
600240.SH,20200501,20200501,20200331,1,1,1,21014352.11,
000511.SZ,20200501,20200501,20200331,1,1,1,10695307.56,2500000.0
000587.SZ,20200501,20200501,20200331,1,1,1,-826212123.63,33101.49
002018.SZ,20200501,20200501,20200331,1,1,1,12932677.27,50590.79
600271.SH,20200430,20200430,20200331,1,1,1,-971903034.36,39799719.49
600260.SH,20200430,20200430,20200331,1,1,1,-44641575.74,2255572.91
600259.SH,20200430,20200430,20200331,1,1,1,141084463.92,1835920.97
600252.SH,20200430,20200430,20200331,1,1,1,-106106475.37,24420532.89
600010.SH,20200430,20200430,20200331,1,1,1,-1315078764.78,414410463.18
600236.SH,20200430,20200430,20200331,1,1,1,1051332489.08,176339744.85
600220.SH,20200430,20200430,20200331,1,1,1,41504283.8,17132180.49
600196.SH,20200430,20200430,20200331,1,1,1,382496482.94,1030263387.49
600195.SH,20200430,20200430,20200331,1,1,1,100479584.59,95775548.67
600180.SH,20200430,20200430,20200331,1,1,1,335083859.33,1317156.5
600179.SH,20200430,20200430,20200331,1,1,1,55802450.79,2545609.68
600177.SH,20200430,20200430,20200331,1,1,1,777566300.69,128043738.09
600175.SH,20200430,20200430,20200331,1,1,1,-8307394.64,35031113.92
600170.SH,20200430,20200430,20200331,1,1,1,-16003916584.8,485078745.49
600221.SH,20200430,20200430,20200331,1,1,1,-2032281000.0,63475000.0
002707.SZ,20200430,20200430,20200331,1,1,1,228787952.5,1049495.94
002709.SZ,20200430,20200430,20200331,1,1,1,93446753.19,49500318.54
002739.SZ,20200430,20200430,20200331,1,1,1,128950575.4,146547036.35
600028.SH,20200430,20200430,20200331,1,1,1,-68125000000.0,22327000000.0
600060.SH,20200430,20200430,20200331,1,1,1,267285876.79,119481281.31
600085.SH,20200430,20200430,20200331,1,1,1,353396038.24,89723247.69
600039.SH,20200430,20200430,20200331,1,1,1,-1177061759.44,1000944447.04
600086.SH,20200430,20200430,20200331,1,1,1,-424413.05,
600267.SH,20200430,20200430,20200331,1,1,1,523830656.25,224627905.61
601231.SH,20200430,20200430,20200331,1,1,1,328147983.21,179481892.05
600280.SH,20200430,20200430,20200331,1,1,1,-203907937.94,31394835.16
601228.SH,20200430,20200430,20200331,1,1,1,350112003.08,622452194.51
601225.SH,20200430,20200430,20200331,1,1,1,2688259253.06,632843763.84
601216.SH,20200430,20200430,20200331,1,1,1,217705347.99,56278763.36
002600.SZ,20200430,20200430,20200331,1,1,1,1112267310.07,598390640.59
601212.SH,20200430,20200430,20200331,1,1,1,641555758.14,134294771.48
601200.SH,20200430,20200430,20200331,1,1,1,148178294.35,1040797781.36
601186.SH,20200430,20200430,20200331,1,1,1,-42398833000.0,5531889000.0
601138.SH,20200430,20200430,20200331,1,1,1,-487139000.0,357815000.0
601126.SH,20200430,20200430,20200331,1,1,1,105975726.39,3637390.25
601117.SH,20200430,20200430,20200331,1,1,1,-5936542707.45,389593447.36
601111.SH,20200430,20200430,20200331,1,1,1,-8716790000.0,2811387000.0
601106.SH,20200430,20200430,20200331,1,1,1,-584026475.54,55951103.41
600732.SH,20200430,20200430,20200331,1,1,1,50400622.74,119968221.54
002602.SZ,20200430,20200430,20200331,1,1,1,442528863.82,340663677.52
002354.SZ,20200430,20200430,20200331,1,1,1,-16032861.68,1435084.97
002635.SZ,20200430,20200430,20200331,1,1,1,136122712.36,56758367.45
600884.SH,20200430,20200430,20200331,1,1,1,-94581508.57,185292356.75
600100.SH,20200430,20200430,20200331,1,1,1,-2377569994.79,209511220.81
600098.SH,20200430,20200430,20200331,1,1,1,-149571615.92,313903657.63
600880.SH,20200430,20200430,20200331,1,1,1,-43271548.44,7154654.81
600104.SH,20200430,20200430,20200331,1,1,1,-1646125707.24,3675274346.72
600038.SH,20200430,20200430,20200331,1,1,1,61915235.54,19436603.42
600068.SH,20200430,20200430,20200331,1,1,1,-3377542186.18,1853747166.69
600018.SH,20200430,20200430,20200331,1,1,1,-199573893.29,436230650.54
600073.SH,20200430,20200430,20200331,1,1,1,47802849.95,169641053.53
002265.SZ,20200430,20200430,20200331,1,1,1,-25304062.98,21471230.96
600284.SH,20200430,20200430,20200331,1,1,1,-2078479518.06,18507735.14
002250.SZ,20200430,20200430,20200331,1,1,1,119247370.53,217976679.53
002240.SZ,20200430,20200430,20200331,1,1,1,-128462686.54,55934246.93
002221.SZ,20200430,20200430,20200331,1,1,1,-829243437.44,266028377.4
002430.SZ,20200430,20200430,20200331,1,1,1,-183417368.39,39247531.61
002431.SZ,20200430,20200430,20200331,1,1,1,-639392404.68,18352074.12
002439.SZ,20200430,20200430,20200331,1,1,1,-51361004.08,131044425.19
002444.SZ,20200430,20200430,20200331,1,1,1,-1369765.85,44429360.15
002663.SZ,20200430,20200430,20200331,1,1,1,-334888233.91,558150.83
002648.SZ,20200430,20200430,20200331,1,1,1,-395053097.71,555018260.52
002640.SZ,20200430,20200430,20200331,1,1,1,-647021277.65,23946033.45
002242.SZ,20200430,20200430,20200331,1,1,1,143106492.72,2008000.25
002325.SZ,20200430,20200430,20200331,1,1,1,-31535913.14,28300467.4
002340.SZ,20200430,20200430,20200331,1,1,1,86865959.41,140372366.88
002368.SZ,20200430,20200430,20200331,1,1,1,-899983705.39,12986510.31
600151.SH,20200430,20200430,20200331,1,1,1,-150028990.73,81623769.05
600150.SH,20200430,20200430,20200331,1,1,1,-4499019188.62,355083933.83
600141.SH,20200430,20200430,20200331,1,1,1,124513483.77,165426780.94
600131.SH,20200430,20200430,20200331,1,1,1,-418873772.08,8434676.91
600122.SH,20200430,20200430,20200331,1,1,1,-28886025.65,33050.0
600115.SH,20200430,20200430,20200331,1,1,1,-6126000000.0,1403000000.0
002254.SZ,20200430,20200430,20200331,1,1,1,12826184.8,75619753.28
002266.SZ,20200430,20200430,20200331,1,1,1,-95249450.88,33560937.24
600029.SH,20200430,20200430,20200331,1,1,1,-8238000000.0,1293000000.0
002269.SZ,20200430,20200430,20200331,1,1,1,-139188599.0,8793481.0
600067.SH,20200430,20200430,20200331,1,1,1,-504600763.26,27522250.92
000049.SZ,20200430,20200430,20200331,1,1,1,201867598.97,73160329.2
600026.SH,20200430,20200430,20200331,1,1,1,278915745.01,731620030.09
600869.SH,20200430,20200430,20200331,1,1,1,44890512.87,23048776.96
600096.SH,20200430,20200430,20200331,1,1,1,1026878923.68,115416743.36
600008.SH,20200430,20200430,20200331,1,1,1,592814970.43,3291975410.16
300567.SZ,20200430,20200430,20200331,1,1,1,-305048530.11,67581318.18
300459.SZ,20200430,20200430,20200331,1,1,1,458442525.68,20090635.23
300442.SZ,20200430,20200430,20200331,1,1,1,-20675272.09,7938453.04
300433.SZ,20200430,20200430,20200331,1,1,1,2034827444.75,1310949598.27
300297.SZ,20200430,20200430,20200331,1,1,1,-29635406.86,2411874.27
002745.SZ,20200430,20200430,20200331,1,1,1,352481014.89,340083254.5
600487.SH,20200430,20200430,20200331,1,1,1,-1072835945.87,408500825.81
002625.SZ,20200430,20200430,20200331,1,1,1,-9742177.86,11847828.09
600166.SH,20200430,20200430,20200331,1,1,1,-1109143132.6,199861543.92
600153.SH,20200430,20200430,20200331,1,1,1,-15535998774.96,79915349.01
002310.SZ,20200430,20200430,20200331,1,1,1,-835388683.02,193916990.61
002309.SZ,20200430,20200430,20200331,1,1,1,47744747.43,78916096.95
002281.SZ,20200430,20200430,20200331,1,1,1,250158465.04,28700851.24
002277.SZ,20200430,20200430,20200331,1,1,1,-168035245.74,84323333.37
002276.SZ,20200430,20200430,20200331,1,1,1,-165618857.14,57660770.49
600872.SH,20200430,20211204,20200331,1,1,1,395405038.67,69448868.95
601058.SH,20200430,20200430,20200331,1,1,1,215071478.16,284216508.36
