ts_code,end_date,c_fr_sale_sg,c_pay_acq_const_fiolta
000001.SZ,20080630,,98633000.0
000002.SZ,20080630,21952546321.98,228756900.07
000003.SZ,20080630,15215677.38,
000004.SZ,20080630,25089524.83,7234356.15
000005.SZ,20080630,25782304.45,877657.0
000006.SZ,20080630,105777294.45,13641781.98
000007.SZ,20080630,81790432.68,4047544.7
000008.SZ,20080630,3481580.46,7450.0
000009.SZ,20080630,1327453564.71,32089007.65
000010.SZ,20080630,60779847.24,1232041.61
000011.SZ,20080630,235277177.55,11381899.8
000012.SZ,20080630,2340791114.0,1253190922.0
000014.SZ,20080630,25616009.25,202453.28
000015.SZ,20080630,,
000016.SZ,20080630,6910295802.17,61425545.92
000017.SZ,20080630,82404686.93,56788.0
000018.SZ,20080630,32124481.0,80197.0
000018.SZ,20080630,32124481.0,80197.0
000019.SZ,20080630,99066453.91,61139619.68
000020.SZ,20080630,66992386.24,453571.4
000021.SZ,20080630,8162927835.09,81978996.97
000023.SZ,20080630,216220154.59,1975503.07
000024.SZ,20080630,2370421500.0,45104698.0
000025.SZ,20080630,528493307.0,658612.0
000026.SZ,20080630,613293417.98,108943738.51
000027.SZ,20080630,6083051385.52,2568589999.7
000028.SZ,20080630,3889416152.66,37741904.04
000029.SZ,20080630,268482365.4,1016368.22
000030.SZ,20080630,,
000031.SZ,20080630,534526482.37,44610248.0
000032.SZ,20080630,675516703.33,26689116.47
000033.SZ,20080630,35518272.93,1902467.28
000034.SZ,20080630,161026900.41,366243.0
000035.SZ,20080630,1020854.96,3200.0
000036.SZ,20080630,79664899.0,1734975.6
000037.SZ,20080630,2197534000.0,44503000.0
000038.SZ,20080630,,
000039.SZ,20080630,28176698000.0,946886000.0
000040.SZ,20080630,165750710.46,18332683.95
000042.SZ,20080630,498680444.47,13277647.31
000045.SZ,20080630,264368928.97,22039095.46
000046.SZ,20080630,848812275.59,1628267.97
000047.SZ,20080630,,
000048.SZ,20080630,562067279.61,49808552.06
000049.SZ,20080630,393776620.85,9079096.0
000050.SZ,20080630,937649443.0,605414372.78
000055.SZ,20080630,322301429.86,8079462.61
000056.SZ,20080630,7231673.44,194053.0
000058.SZ,20080630,178440643.86,2148879.37
000059.SZ,20080630,2133127653.68,396976123.33
000060.SZ,20080630,4832159731.77,326605330.55
000061.SZ,20080630,686112822.98,200237710.7
000062.SZ,20080630,800137758.77,13743304.87
000063.SZ,20080630,16396543000.0,687424000.0
000063.SZ,20080630,16396543000.0,687424000.0
000065.SZ,20080630,412450947.61,1306219.7
000066.SZ,20080630,2417145833.6,22440128.68
000068.SZ,20080630,1110339117.56,14407245.87
000069.SZ,20080630,1488083779.74,617070275.62
000070.SZ,20080630,265773061.8,19669991.99
000078.SZ,20080630,1315443099.47,32691499.56
000088.SZ,20080630,266571518.98,12378105.81
000089.SZ,20080630,636975910.67,138728326.52
000090.SZ,20080630,1150716344.24,31537105.3
000096.SZ,20080630,1326394853.0,17253734.0
000099.SZ,20080630,263542637.57,136950592.65
000100.SZ,20080630,23370652233.0,494068504.0
000150.SZ,20080630,132630002.79,736826.0
000151.SZ,20080630,429752371.87,2845183.71
000153.SZ,20080630,490804378.22,24885154.79
000155.SZ,20080630,1436784819.25,159306127.61
000156.SZ,20080630,296608861.97,1051904.8
000157.SZ,20080630,5742820169.4,346377727.59
000158.SZ,20080630,1401346529.25,253100046.62
000159.SZ,20080630,518098462.15,29437455.16
000301.SZ,20080630,281232292.76,51120188.74
000333.SZ,20080630,27203818705.06,1649904882.87
000338.SZ,20080630,13320625081.11,872304205.83
000400.SZ,20080630,816312518.67,13159473.5
000401.SZ,20080630,2359659245.6,1030883795.38
000402.SZ,20080630,2062654838.07,82031969.86
000403.SZ,20080630,305069952.21,35027668.95
000404.SZ,20080630,1119994231.39,29292092.88
000407.SZ,20080630,1325083429.43,40623530.86
000408.SZ,20080630,410877687.39,569703.92
000409.SZ,20080630,500000.0,633672.0
000410.SZ,20080630,3085225394.61,113718716.29
000411.SZ,20080630,2227440334.4,13401106.43
000413.SZ,20080630,114868548.51,332159.0
000415.SZ,20080630,101555941.25,35977842.02
000416.SZ,20080630,368111931.41,470261.61
000417.SZ,20080630,3082966702.62,31737604.55
000418.SZ,20080630,1490052847.94,50635521.3
000419.SZ,20080630,990898785.03,74640718.17
000420.SZ,20080630,483395797.02,46844059.21
000421.SZ,20080630,944612071.38,64762654.69
000422.SZ,20080630,4770270919.17,1394481892.16
000423.SZ,20080630,868670661.4,24784608.6
