ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,revenue,total_revenue,oper_cost,operate_profit,total_profit,n_income,basic_eps
688737.SH,20210927,20210927,20201231,1,1,2577294090.68,2577294090.68,2133523344.97,247587168.15,249422870.06,218317515.62,3.57
600175.SH,20210624,20210624,20201231,1,1,2548962032.56,2548962032.56,2425565823.93,-7828393086.85,-8237956525.47,-8099648115.62,-2.2284
688701.SH,20210827,20210827,20201231,1,1,340598376.22,340598376.22,210867076.67,52653070.35,52373524.16,45278071.95,0.46
001210.SZ,20210617,20210617,20201231,1,1,758607139.98,758607139.98,577376712.06,149227252.55,150745099.79,131359412.37,1.87
688601.SH,20210607,20210607,20201231,1,1,542836665.93,542836665.93,383776764.08,70245955.91,70205268.4,65619182.62,1.39
688276.SH,20210604,20210604,20201231,1,1,1441358098.61,1441358098.61,168429286.28,482169518.7,486651846.2,418234848.74,1.14
688779.SH,20210722,20210722,20201231,1,1,2010634905.54,2010634905.54,1719763758.06,110055811.95,115893698.03,109789313.68,0.08
688766.SH,20210802,20210802,20201231,1,1,717332010.98,717332010.98,546659461.92,91628744.92,93963431.92,86039458.44,3.2
301036.SZ,20210709,20210709,20201231,1,1,1354232159.39,1354232159.39,1009015488.85,192513832.86,191755670.22,158093561.56,2.11
301004.SZ,20210607,20210607,20201231,1,1,355587529.2,355587529.2,228849682.44,74674202.83,74822385.18,64303009.25,0.86
301067.SZ,20210902,20210902,20201231,1,1,530512695.41,530512695.41,382342840.87,77230501.34,76539019.34,66406644.14,1.64
688800.SH,20210702,20210702,20201231,1,1,610387549.78,610387549.78,441226863.58,83544642.35,83528660.27,72521729.18,0.91
301086.SZ,20210928,20210928,20201231,1,1,650696626.92,650696626.92,385581891.41,149582133.41,149281533.43,131317995.18,2.92
301080.SZ,20210924,20210924,20201231,1,1,246318612.85,246318612.85,19936301.31,133528265.62,133626992.43,115689473.59,1.93
301042.SZ,20210722,20210722,20201231,1,1,941122072.64,941122072.64,711555321.99,86612861.24,87495124.99,80188639.01,1.554
001211.SZ,20210722,20210722,20201231,1,1,833961501.05,833961501.05,518532040.52,99554327.8,103062309.91,89761129.86,1.66
301019.SZ,20210615,20210615,20201231,1,1,429532780.06,429532780.06,260590797.53,118219369.84,121371570.36,104405987.85,1.74
688367.SH,20210608,20210608,20201231,1,1,210933898.0,210933898.0,130737793.42,56245625.35,55704112.06,48548733.84,0.75
001219.SZ,20210922,20210922,20201231,1,1,480442705.35,480442705.35,331167343.32,106559814.76,105303490.33,79095186.72,1.19
301088.SZ,20210928,20210928,20201231,1,1,851367054.36,851367054.36,472125035.67,214910276.72,214185665.54,162064683.56,0.95
301089.SZ,20210929,20210929,20201231,1,1,527944253.59,527944253.59,303034474.87,136621986.06,135443070.17,112800605.85,1.19
301023.SZ,20210623,20210623,20201231,1,1,184462483.92,184462483.92,83886265.28,78641373.76,78873612.88,67890895.72,2.42
301093.SZ,20210930,20210930,20201231,1,1,446322570.52,446322570.52,237116544.27,96545758.29,95763713.82,81358121.39,0.806
301021.SZ,20210616,20210616,20201231,1,1,339048930.36,339048930.36,167385768.72,71645348.19,73315666.56,65619981.9,0.577
301022.SZ,20210616,20210616,20201231,1,1,455526351.53,455526351.53,318820454.59,79429379.4,79436257.35,68370881.19,1.4244
300984.SZ,20210604,20210604,20201231,1,1,555094118.8,555094118.8,436254222.57,69580754.22,69363221.54,57760450.77,1.6
301020.SZ,20210616,20210616,20201231,1,1,488170942.02,488170942.02,271084348.93,118703788.34,118755373.39,100958873.43,0.92
688670.SH,20210713,20210713,20201231,1,1,589098682.33,589098682.33,73670399.4,211741580.53,210928650.26,154979429.69,2.35
688768.SH,20210706,20210706,20201231,1,1,263778545.09,263778545.09,82082516.69,59770878.13,85031025.63,74415552.44,1.81
688305.SH,20210622,20210622,20201231,1,1,198131421.32,198131421.32,114612683.4,38898303.03,39035905.82,35071042.17,0.5178
300964.SZ,20210723,20210723,20201231,1,1,437483586.96,437483586.96,306976797.12,93423215.63,94368218.81,82594458.29,1.42
688739.SH,20210930,20210930,20201231,1,1,1995575513.96,1995575513.96,274323248.38,1083082934.41,1062916892.22,918193965.36,2.45
301024.SZ,20210714,20210714,20201231,1,1,318175821.19,318175821.19,165115830.83,81282348.92,83331942.14,72918368.92,2.29
301027.SZ,20210628,20210628,20201231,1,1,1091632151.62,1091632151.62,703319331.74,147616625.52,147215167.39,123706486.24,1.1
301031.SZ,20210702,20210702,20201231,1,1,226232662.02,226232662.02,124005462.19,54756727.54,63799492.76,55385255.94,1.11
301026.SZ,20210625,20210625,20201231,1,1,1075894598.45,1075894598.45,920375766.4,133235379.94,133254187.75,121245534.8,1.4264
688799.SH,20210623,20210623,20201231,1,1,950628390.37,950628390.37,255512550.06,160879439.59,164480867.06,145029980.76,2.06
688778.SH,20210719,20210719,20201231,1,1,7989637657.15,7989637657.15,7152011262.31,277838341.51,262690397.26,251637337.2,1.36
301058.SZ,20210820,20210820,20201231,1,1,2041044562.13,2041044562.13,1649664529.2,154739420.19,155057367.72,131958368.03,0.31
