ts_code,ann_date,end_date,n_cashflow_act,c_pay_acq_const_fiolta,f_ann_date,comp_type,report_type,end_type
301358.SZ,20230113,20220930,-1841069639.69,2308058265.32,20230113,1,1,3
688506.SH,20221219,20220930,-225307702.69,29377421.06,20221219.0,1.0,1.0,3.0
688525.SH,20221213,20220930,-274505352.49,211585722.41,20221213.0,1.0,1.0,3.0
688475.SH,20221208,20220930,271157574.51,168783223.1,20221208.0,1.0,1.0,3.0
301301.SZ,20221207,20220930,-103767634.93,43933527.35,20221207,1,1,3
688172.SH,20221130,20220930,551511553.24,1663515255.0,20221130.0,1.0,1.0,3.0
301165.SZ,20221118,20220930,-565995100.0,,20221118,1,1,3
688235.SH,20221112,20220930,-6458895000.0,1473322000.0,20221112.0,1.0,1.0,3.0
688981.SH,20221111,20220930,31159743000.0,27869526000.0,20221111.0,1.0,1.0,3.0
301267.SZ,20221104,20220930,614944906.26,133236558.94,20221104,1,1,3
300202.SZ,20221101,20220930,-81933387.25,104842.88,20221101.0,1.0,1.0,3.0
600978.SH,20221101,20220930,-26977079.15,,20221101.0,1.0,1.0,3.0
600687.SH,20221101,20220930,-5831789.63,,20221101.0,1.0,1.0,3.0
600175.SH,20221101,20220930,-24589482.03,2853693.38,20221101,1,1,3
601005.SH,20221031,20220930,1101822000.0,2718249000.0,20221031.0,1.0,1.0,3.0
601058.SH,20221031,20220930,1029975944.69,2090487663.07,20221031.0,1.0,1.0,3.0
002044.SZ,20221031,20220930,4150193.01,424739062.77,20221031.0,1.0,1.0,3.0
601126.SH,20221031,20220930,178402254.39,51965787.6,20221031.0,1.0,1.0,3.0
601258.SH,20221031,20220930,-1270238695.0,221578980.0,20221031.0,1.0,1.0,3.0
601515.SH,20221031,20220930,365283851.41,146062868.18,20221031.0,1.0,1.0,3.0
601669.SH,20221031,20220930,-17928935806.98,48962343554.22,20221031.0,1.0,1.0,3.0
002581.SZ,20221031,20220930,-26893743.61,44355842.97,20221031.0,1.0,1.0,3.0
600995.SH,20221031,20220930,3935177693.4,3001455644.77,20221031.0,1.0,1.0,3.0
601678.SH,20221031,20220930,952301335.7,1020345202.24,20221031.0,1.0,1.0,3.0
000596.SZ,20221031,20220930,5062733437.72,1234207242.1,20221031.0,1.0,1.0,3.0
600981.SH,20221031,20220930,-125054608.7,19621503.02,20221031.0,1.0,1.0,3.0
002589.SZ,20221031,20220930,325546433.95,264899746.46,20221031.0,1.0,1.0,3.0
000552.SZ,20221031,20220930,817252315.33,343348055.36,20221031.0,1.0,1.0,3.0
002325.SZ,20221031,20220930,-43895414.26,50000.0,20221031.0,1.0,1.0,3.0
002335.SZ,20221031,20220930,773391357.6,367996428.29,20221031.0,1.0,1.0,3.0
002203.SZ,20221031,20220930,1122931341.53,2190437658.21,20221031.0,1.0,1.0,3.0
002254.SZ,20221031,20220930,370701143.14,712105068.4,20221031.0,1.0,1.0,3.0
002269.SZ,20221031,20220930,-512418694.68,19197900.53,20221031.0,1.0,1.0,3.0
002280.SZ,20221031,20220930,-239680012.6,126220363.13,20221031.0,1.0,1.0,3.0
002308.SZ,20221031,20220930,10538554.15,2077118.48,20221031.0,1.0,1.0,3.0
601698.SH,20221031,20220930,421739121.29,297419067.51,20221031.0,1.0,1.0,3.0
002563.SZ,20221031,20220930,-135772783.22,87510000.54,20221031.0,1.0,1.0,3.0
000338.SZ,20221031,20220930,-2417192030.53,4905423514.55,,,,
002156.SZ,20221031,20220930,3515725628.6,5125467866.16,20221031.0,1.0,1.0,3.0
002375.SZ,20221031,20220930,-1622107343.22,74006304.61,20221031.0,1.0,1.0,3.0
