ts_code,end_date,total_liab,money_cap,total_assets
000016.SZ,20050331,5720780972.8,949483367.94,9182124073.95
002023.SZ,20050331,59987036.3,201917414.95,514095995.02
000003.SZ,20050331,,,462354033.05
000758.SZ,20050331,1058649466.85,805125364.21,2249689802.03
000556.SZ,20050331,,,1121826.36
600816.SH,20050331,1512137273.2,77836856.07,1965058110.78
000563.SZ,20050331,1323110536.0,310160718.66,1640885709.32
600198.SH,20050331,4005835387.88,355842169.49,5740671973.01
000006.SZ,20050331,2816045510.98,490844496.77,3954592115.91
000423.SZ,20050331,122524630.26,338492560.22,1174344994.29
600619.SH,20050331,1733441584.53,127520802.45,3600403544.41
600161.SH,20050331,158219131.79,178411301.1,774761490.55
000889.SZ,20050331,935566552.96,84866106.16,1714718976.71
000623.SZ,20050331,909774012.62,272513561.97,2629931196.52
600730.SH,20050331,575586041.38,96019260.59,1060016390.91
600249.SH,20050331,448600446.84,379884592.06,1556699789.81
600361.SH,20050331,1548127438.5,498850096.6,2287938672.52
600495.SH,20050331,124000589.46,160928823.54,505716507.07
600269.SH,20050331,1508445120.34,452082594.25,6569047170.04
600176.SH,20050331,1670449110.23,215172746.63,2668872627.67
000625.SZ,20050331,7981236552.0,4989732588.0,16350272216.0
600483.SH,20050331,312644102.84,184706225.86,990369271.44
600367.SH,20050331,320176408.71,276412756.67,1315582831.65
600251.SH,20050331,377640381.47,127797942.35,822033047.8
600812.SH,20050331,5728984362.57,563708885.07,7432416865.26
600768.SH,20050331,385225201.25,51315264.41,544435019.67
000922.SZ,20050331,466166738.79,19110708.13,1024909010.67
000935.SZ,20050331,655606285.41,100782883.66,1189689508.26
600258.SH,20050331,639651268.32,151240786.8,1662596657.5
000885.SZ,20050331,215228706.48,27383680.94,306942883.65
000851.SZ,20050331,289638341.42,83099707.65,566119592.47
002037.SZ,20050331,134999071.72,266167371.25,588282390.47
000905.SZ,20050331,785596596.0,389743164.75,2064956704.7
000698.SZ,20050331,2021459874.0,420778909.7,3626179855.25
600408.SH,20050331,1891581562.26,286053971.42,2995927588.11
600629.SH,20050331,600180460.61,335200.4,38735911.13
600493.SH,20050331,94837987.56,94360424.23,631969989.58
600371.SH,20050331,339208636.07,88193982.17,646963481.19
600178.SH,20050331,899249414.76,303692443.31,2481664888.53
000750.SZ,20050331,655513058.85,194236187.61,1166137209.68
000982.SZ,20050331,657063637.07,26923374.4,1134914095.31
000552.SZ,20050331,247093927.43,1101215.55,310669950.06
000820.SZ,20050331,1302825016.97,510824783.05,1828722316.59
600792.SH,20050331,273418260.92,83015561.35,550015946.27
000690.SZ,20050331,1053815331.19,101776818.38,1506922280.29
600880.SH,20050331,251977392.98,57515607.51,661889683.31
000726.SZ,20050331,2295646226.85,193047916.84,4121871523.32
002003.SZ,20050331,158296444.58,70732778.92,415109351.83
600363.SH,20050331,815138799.08,105877641.31,1737860489.82
600785.SH,20050331,634974906.88,251666025.35,1305188500.09
600020.SH,20050331,1071035408.39,630437055.49,4975898196.8
600815.SH,20050331,1380260534.67,150096764.33,2308751180.28
600780.SH,20050331,2878068997.38,363499686.49,4600141852.82
600358.SH,20050331,3014482490.4,198627619.56,3734545051.66
000568.SZ,20050331,927602933.03,298836463.67,2532415595.09
002036.SZ,20050331,108737401.35,206890086.98,440163640.49
000550.SZ,20050331,1601446531.66,1506527700.9,4309288637.33
002020.SZ,20050331,212137781.74,105334476.96,499667632.78
000537.SZ,20050331,1476836504.36,265072237.47,2047283004.31
000958.SZ,20050331,1575235213.37,373328166.33,2863109284.29
000928.SZ,20050331,2122184972.95,167124619.84,2946051290.65
000417.SZ,20050331,1078786203.41,575896780.2,1889222769.03
000159.SZ,20050331,821459118.88,48321980.09,1427355392.5
000903.SZ,20050331,1082542508.45,258512440.96,2044678965.53
000888.SZ,20050331,202075675.11,106046473.68,750979342.52
000048.SZ,20050331,1040642816.12,66415597.27,1138368566.53
000032.SZ,20050331,635540898.28,240628345.67,1275592027.95
000027.SZ,20050331,4231412922.47,3255461259.79,11782906882.59
000019.SZ,20050331,217214670.62,24643837.0,456320818.72
000010.SZ,20050331,563357205.3,140900388.17,904240358.25
000009.SZ,20050331,3422549452.97,625020929.24,5105410333.59
000856.SZ,20050331,690200807.84,12196678.87,1093679849.1
000813.SZ,20050331,418087578.56,137163499.99,714072367.04
000826.SZ,20050331,161493803.17,28244194.36,459275339.28
000828.SZ,20050331,42556345.76,342817559.4,2585457648.86
000822.SZ,20050331,4063286173.43,831714713.2,6329322489.32
000777.SZ,20050331,163925600.22,41448301.05,443388751.43
000710.SZ,20050331,140766381.98,16536888.98,253687553.12
000701.SZ,20050331,1042992299.77,167164322.32,1611360196.51
000678.SZ,20050331,324337132.06,36618014.11,681990217.47
000680.SZ,20050331,765606133.56,390840178.92,2164069995.48
000673.SZ,20050331,198373311.94,3229066.44,502588935.77
000652.SZ,20050331,2677797478.04,1106038103.36,4307730228.28
000626.SZ,20050331,1521826650.67,390743202.35,1989805659.69
600683.SH,20050331,599305140.97,87929157.85,1005027216.59
600674.SH,20050331,348135067.55,103113429.53,1169704554.85
600236.SH,20050331,8099031226.38,548866233.09,11691592600.44
600231.SH,20050331,887842059.12,242387243.36,3274890565.45
600219.SH,20050331,1300891234.18,730337456.59,3052538036.92
600187.SH,20050331,1540961706.34,498366.63,1279052156.1
600172.SH,20050331,663369348.61,69196733.59,1535631277.16
600167.SH,20050331,294792206.54,17232212.81,760779189.44
600850.SH,20050331,346012311.66,63706739.02,585470501.14
600509.SH,20050331,1924419341.11,213838537.82,2656356356.28
600797.SH,20050331,2068946076.4,837386602.31,3482609546.36
600778.SH,20050331,1123670775.58,161516473.64,2058067527.06
600463.SH,20050331,104321061.51,71484034.51,582197045.51
600479.SH,20050331,147558826.71,359519287.76,802687416.85
600476.SH,20050331,301440218.24,128577361.45,623469432.48
600482.SH,20050331,737797970.7,358245487.02,1459024220.29
600769.SH,20050331,233565599.57,31366892.54,1002682039.45
600436.SH,20050331,11007368.21,173737636.85,570470523.02
600357.SH,20050331,4458186184.04,419095705.08,6574119472.56
600355.SH,20050331,93408530.26,253059604.84,845743872.24
600299.SH,20050331,1969829622.07,394663556.07,2970322617.18
600284.SH,20050331,771526549.69,256200950.24,1458626760.36
