ts_code,ann_date,end_date,n_cashflow_act,c_pay_acq_const_fiolta,f_ann_date,comp_type,report_type,end_type
600941.SH,20211214,20200930,256544000000.0,147256000000.0,,,,
688183.SH,20210129,20200930,540171643.46,817957151.36,20210129,1,1,3
688303.SH,20210126,20200930,-149356839.09,395920241.65,20210126,1,1,3
003035.SZ,20201230,20200930,452490388.56,1296428458.31,20201230.0,1.0,1.0,3.0
688187.SH,20201230,20200930,-611002488.0,1431383907.0,20201230,1,1,3
688819.SH,20201225,20200930,1417462375.11,818750075.12,20201225.0,1.0,1.0,3.0
688617.SH,20201218,20200930,74813636.89,23872313.56,20201218.0,1.0,1.0,3.0
003031.SZ,20201214,20200930,68131557.72,40477613.83,20201214.0,1.0,1.0,3.0
688063.SH,20201210,20200930,224329250.94,73133967.74,20201210,1,1,3
002477.SZ,20201201,20200930,37934117.46,5840681.58,20201201.0,1.0,1.0,3.0
688608.SH,20201125,20200930,148803303.74,17353010.74,20201125.0,1.0,1.0,3.0
003022.SZ,20201117,20200930,751850630.23,244645098.81,20201117.0,1.0,1.0,3.0
003021.SZ,20201116,20200930,142834765.13,58584074.63,20201116.0,1.0,1.0,3.0
688981.SH,20201112,20200930,8797987000.0,22484993000.0,20201112.0,1.0,1.0,3.0
688578.SH,20201111,20200930,-145488746.13,56013659.75,20201111.0,1.0,1.0,3.0
688777.SH,20201103,20200930,292465256.43,37937022.85,20201103.0,1.0,1.0,3.0
600645.SH,20201031,20200930,151618311.8,75168226.98,20201031.0,1.0,1.0,3.0
000333.SZ,20201031,20200930,25014635000.0,3206463000.0,20201031.0,1.0,1.0,3.0
000301.SZ,20201031,20200930,1492353185.14,10318464788.82,20201031.0,1.0,1.0,3.0
601919.SH,20201031,20200930,22733572604.0,4421778495.39,20201031.0,1.0,1.0,3.0
000651.SZ,20201031,20200930,3032000101.54,3427311410.01,20201031.0,1.0,1.0,3.0
600776.SH,20201031,20200930,-367017347.62,14268492.65,20201031.0,1.0,1.0,3.0
600782.SH,20201031,20200930,3827546981.28,679520010.13,20201031.0,1.0,1.0,3.0
000423.SZ,20201031,20200930,31082670.35,85344363.96,20201031.0,1.0,1.0,3.0
601816.SH,20201031,20200930,7927607248.41,3459844595.12,20201031.0,1.0,1.0,3.0
600291.SH,20201031,20200930,-1304157404.72,29125765.58,20201031.0,3.0,1.0,3.0
600783.SH,20201031,20200930,-54049081.68,1502406.73,20201031.0,1.0,1.0,3.0
000426.SZ,20201031,20200930,246619133.38,166587213.71,20201031.0,1.0,1.0,3.0
600745.SH,20201031,20200930,4621319868.37,1635208706.56,20201222.0,1.0,1.0,3.0
002422.SZ,20201031,20200930,1246081205.0,925842091.0,20201031.0,1.0,1.0,3.0
600787.SH,20201031,20200930,-238378786.8,656752844.27,20201031.0,1.0,1.0,3.0
600795.SH,20201031,20200930,24229719404.81,6746780657.57,20201031.0,1.0,1.0,3.0
600804.SH,20201031,20200930,251206400.42,663981548.25,20201031.0,1.0,1.0,3.0
600808.SH,20201031,20200930,2452623858.0,4854005624.0,20201031.0,1.0,1.0,3.0
600751.SH,20201031,20200930,7237015000.0,697418000.0,20201031.0,1.0,1.0,3.0
600728.SH,20201031,20200930,-308481263.72,147306644.57,20201031.0,1.0,1.0,3.0
600739.SH,20201031,20200930,671123937.12,199362383.28,20201031.0,1.0,1.0,3.0
600685.SH,20201031,20200930,-2820280788.72,602654610.18,20201031.0,1.0,1.0,3.0
000511.SZ,20201031,20200930,16867474.91,11675936.83,20201031.0,1.0,1.0,3.0
600546.SH,20201031,20200930,2115326625.8,424056835.95,20201031.0,1.0,1.0,3.0
600300.SH,20201031,20200930,293701040.29,298866364.29,20201031.0,1.0,1.0,3.0
600329.SH,20201031,20200930,411951538.53,135387134.07,20201031.0,1.0,1.0,3.0
600018.SH,20201031,20200930,6641728026.58,2104815308.46,20201031.0,1.0,1.0,3.0
600406.SH,20201031,20200930,-902875891.56,1810298198.66,20201031.0,1.0,1.0,3.0
600640.SH,20201031,20200930,-120546446.72,84641134.91,20201031.0,1.0,1.0,3.0
600687.SH,20201031,20200930,-6454680.27,2880619.57,20201031.0,1.0,1.0,3.0
002120.SZ,20201031,20200930,858191753.65,3951326781.63,20201031.0,1.0,1.0,3.0
000413.SZ,20201031,20200930,777817409.44,3944012922.55,20201031.0,1.0,1.0,3.0
600872.SH,20201031,20200930,891739117.69,246734215.43,20211204.0,1.0,1.0,3.0
600289.SH,20201031,20200930,-83706203.81,6727790.79,20201031.0,1.0,1.0,3.0
600900.SH,20201031,20200930,27619640384.88,2237045701.06,20201031.0,1.0,1.0,3.0
600826.SH,20201031,20200930,-49890182.76,986803.02,20201031.0,1.0,1.0,3.0
600827.SH,20201031,20200930,2518906869.0,824086072.34,20201031.0,1.0,1.0,3.0
600850.SH,20201031,20200930,-401171951.05,24550101.42,20201031.0,1.0,1.0,3.0
600859.SH,20201031,20200930,250431594.95,335410137.83,20201031.0,1.0,1.0,3.0
600880.SH,20201031,20200930,21764993.07,13019930.33,20201031.0,1.0,1.0,3.0
000792.SZ,20201031,20200930,-42688493.08,305528686.69,20201031.0,1.0,1.0,3.0
600886.SH,20201031,20200930,15896135076.69,6882530114.71,20201031.0,1.0,1.0,3.0
600917.SH,20201031,20200930,846095381.01,316487100.93,20201031.0,1.0,1.0,3.0
600959.SH,20201031,20200930,1443652373.34,1085295471.2,20201031.0,1.0,1.0,3.0
688567.SH,20201031,20200930,-1364044945.46,1691913601.45,20201031.0,1.0,1.0,3.0
600221.SH,20201031,20200930,-12079376000.0,446828000.0,20201031.0,1.0,1.0,3.0
601001.SH,20201031,20200930,2277497493.8,607498044.27,20201031.0,1.0,1.0,3.0
600580.SH,20201031,20200930,769158629.11,471226235.69,20201031.0,1.0,1.0,3.0
600601.SH,20201031,20200930,398771485.99,496660104.63,20201031.0,1.0,1.0,3.0
600153.SH,20201031,20200930,-13696057483.51,323751514.23,20201031.0,1.0,1.0,3.0
600150.SH,20201031,20200930,-4891873496.07,1060342605.0,20201031.0,1.0,1.0,3.0
600754.SH,20201031,20200930,-586879680.91,456300841.75,20201031.0,1.0,1.0,3.0
600563.SH,20201031,20200930,232374602.72,69603587.53,20201031.0,1.0,1.0,3.0
600642.SH,20201031,20200930,4039330934.76,2594378963.47,20201031.0,1.0,1.0,3.0
600567.SH,20201031,20200930,1396059256.11,1992338409.49,20201031.0,1.0,1.0,3.0
600635.SH,20201031,20200930,-189163392.34,306836351.89,20201031.0,1.0,1.0,3.0
600654.SH,20201031,20200930,-49071030.18,43511704.47,20201031.0,1.0,1.0,3.0
000034.SZ,20201031,20200930,1457984148.01,171260671.94,20201031.0,1.0,1.0,3.0
600651.SH,20201031,20200930,-150599202.47,320395176.65,20201031.0,1.0,1.0,3.0
600498.SH,20201031,20200930,-3744461354.99,499793939.58,20201031.0,1.0,1.0,3.0
000552.SZ,20201031,20200930,526264201.85,30372896.22,20201031.0,1.0,1.0,3.0
600200.SH,20201031,20200930,-99303646.06,19751376.2,20201031.0,1.0,1.0,3.0
600482.SH,20201031,20200930,-447324602.33,924530441.83,20201031.0,1.0,1.0,3.0
600588.SH,20201031,20200930,-431784895.0,333279474.0,20201031.0,1.0,1.0,3.0
600089.SH,20201031,20200930,1958218407.3,3492596984.61,20201031.0,1.0,1.0,3.0
600522.SH,20201031,20200930,-47821909.17,880251895.67,20201031.0,1.0,1.0,3.0
600586.SH,20201031,20200930,403923480.4,449890519.44,20201031.0,1.0,1.0,3.0
600158.SH,20201031,20200930,33626371.2,40731692.0,20201031.0,1.0,1.0,3.0
600009.SH,20201031,20200930,-836534247.25,680259630.0,20201031.0,1.0,1.0,3.0
600584.SH,20201031,20200930,3632082793.61,2062048160.71,20201031.0,1.0,1.0,3.0
000425.SZ,20201031,20200930,701037271.04,1143020448.34,20201031.0,1.0,1.0,3.0
603233.SH,20201031,20200930,1343337245.72,228911449.86,20201031.0,1.0,1.0,3.0
600259.SH,20201031,20200930,-171354299.31,16015605.25,20201031.0,1.0,1.0,3.0
000408.SZ,20201031,20200930,900516760.82,64572955.4,20201031.0,1.0,1.0,3.0
600151.SH,20201031,20200930,-206445492.19,234368581.32,20201031.0,1.0,1.0,3.0
600166.SH,20201031,20200930,5818855848.14,664750899.46,20201031.0,1.0,1.0,3.0
600556.SH,20201031,20200930,-331143417.03,5078573.12,20201031.0,1.0,1.0,3.0
600236.SH,20201031,20200930,4280472371.09,1280222553.16,20201031.0,1.0,1.0,3.0
600536.SH,20201031,20200930,-1142183857.68,37786055.27,20201031.0,1.0,1.0,3.0
600516.SH,20201031,20200930,195191906.21,94469965.25,20201031.0,1.0,1.0,3.0
600195.SH,20201031,20200930,207859464.08,386937229.25,20201031.0,1.0,1.0,3.0
600240.SH,20201031,20200930,85734659.5,,20201031.0,1.0,1.0,3.0
600388.SH,20201031,20200930,540861208.43,556941290.26,20201031.0,1.0,1.0,3.0
688180.SH,20201031,20200930,-1094684402.74,374155040.64,20201031,1,1,3
688027.SH,20201031,20200930,-57987987.97,27138567.69,20201031,1,1,3
600500.SH,20201031,20200930,943338317.97,3326656701.63,20201031.0,1.0,1.0,3.0
600487.SH,20201031,20200930,356958767.94,1468163213.57,20201031.0,1.0,1.0,3.0
600104.SH,20201031,20200930,35239982220.53,10970109123.32,20201031.0,1.0,1.0,3.0
600363.SH,20201031,20200930,17063210.07,159488792.74,20201031.0,1.0,1.0,3.0
600611.SH,20201031,20200930,-496002565.17,170222990.77,20201031.0,1.0,1.0,3.0
002340.SZ,20201031,20200930,117346330.56,1036155431.83,20201031.0,1.0,1.0,3.0
601225.SH,20201031,20200930,10542783726.7,2349963137.64,20201031.0,1.0,1.0,3.0
600271.SH,20201031,20200930,307589585.5,187472578.56,20201031.0,1.0,1.0,3.0
600485.SH,20201031,20200930,-21245892.0,747994.28,20201031.0,1.0,1.0,3.0
600811.SH,20201031,20200930,-947702751.12,170319889.93,20201031.0,1.0,1.0,3.0
600180.SH,20201031,20200930,3445323848.03,9697488.34,20201031.0,1.0,1.0,3.0
600068.SH,20201031,20200930,-392765262.79,6130835259.3,20201031.0,1.0,1.0,3.0
600320.SH,20201031,20200930,67638752.0,1890625013.0,20201031.0,1.0,1.0,3.0
000046.SZ,20201031,20200930,279038106.58,71614998.38,20201031.0,1.0,1.0,3.0
600458.SH,20201031,20200930,1376066505.61,248160590.15,20201031.0,1.0,1.0,3.0
600377.SH,20201031,20200930,2383978147.26,3710821680.24,20201031.0,1.0,1.0,3.0
600170.SH,20201031,20200930,-18181502404.67,1633263283.4,20201031.0,1.0,1.0,3.0
600171.SH,20201031,20200930,44349475.72,6258542.77,20201031.0,1.0,1.0,3.0
