ts_code,ann_date,f_ann_date,end_date,n_cashflow_act,c_pay_acq_const_fiolta,comp_type,report_type,end_type
600941.SH,20211214,,20201231,307761000000.0,190449000000.0,,,
001227.SZ,20211207,,20201231,-4663480747.64,127327432.98,,,
600927.SH,20211109,,20201231,4544716739.44,29302498.07,,,
601728.SH,20210730,20210730.0,20201231,135181000000.0,88968000000.0,,,
688351.SH,20210630,20220324.0,20201231,8709048.51,31184661.44,,,
301028.SZ,20210630,20210630.0,20201231,204817619.15,107440663.72,,,
688125.SH,20210629,20210629.0,20201231,83422216.94,8449155.78,,,
688501.SH,20210629,20210629.0,20201231,-45084499.98,10771865.29,,,
605365.SH,20210629,20210629.0,20201231,526636258.04,148522513.14,,,
301027.SZ,20210628,20210628.0,20201231,127676811.75,20018312.94,,,
301026.SZ,20210625,20210625.0,20201231,25226311.38,18001712.11,,,
688793.SH,20210625,20210625.0,20201231,68245926.01,19242019.04,,,
600175.SH,20210624,20210624,20201231,-160789769.6,12190673.25,1,1,4
301025.SZ,20210624,20210624.0,20201231,60604209.61,1481244.3,,,
688799.SH,20210623,20210623.0,20201231,104657208.59,53749660.07,,,
688038.SH,20210623,20210623.0,20201231,-169958650.65,2625809.45,,,
301023.SZ,20210623,20210623.0,20201231,76159714.68,6421630.04,,,
605020.SH,20210622,20210622.0,20201231,80131156.55,213476941.23,,,
688305.SH,20210622,20210622.0,20201231,63858888.77,24674296.56,,,
688789.SH,20210621,20210621.0,20201231,147852313.43,59065606.59,,,
301039.SZ,20210621,20210621.0,20201231,2746937975.27,1186531394.52,,,
688087.SH,20210618,20210618.0,20201231,219143567.35,150953577.62,,,
688193.SH,20210617,20210617.0,20201231,92608184.23,15545050.04,,,
001210.SZ,20210617,20210617.0,20201231,180304044.51,70040916.16,,,
301020.SZ,20210616,20210616.0,20201231,87312360.44,10410526.82,,,
301022.SZ,20210616,20210616.0,20201231,39130084.05,25035474.54,,,
605162.SH,20210616,20210616.0,20201231,212366870.26,225525296.96,,,
301021.SZ,20210616,20210616.0,20201231,67392115.84,15966968.94,,,
688226.SH,20210616,20210616.0,20201231,-34077995.17,23193123.76,,,
605287.SH,20210616,20210616.0,20201231,303575409.15,22684210.81,,,
301019.SZ,20210615,20210615.0,20201231,36410407.1,8317538.91,,,
301018.SZ,20210615,20210615.0,20201231,195650979.2,313124273.5,,,
688239.SH,20210615,20210615.0,20201231,123158926.39,99739897.24,,,
301016.SZ,20210610,20210610.0,20201231,155672157.09,56982856.15,,,
688499.SH,20210610,20210610.0,20201231,-118082574.01,179596340.32,,,
688161.SH,20210610,20210610.0,20201231,644123438.97,49586340.68,,,
601921.SH,20210610,20210610.0,20201231,2311778921.75,310446574.63,,,
301017.SZ,20210610,20210610.0,20201231,234499600.43,194026855.64,,,
301015.SZ,20210609,20210609.0,20201231,-116834538.03,16352452.12,,,
605056.SH,20210609,20210609.0,20201231,360262413.36,132059269.05,,,
605011.SH,20210608,20210608.0,20201231,346341140.33,47089436.74,,,
688367.SH,20210608,20210608.0,20201231,2193127.47,5372174.16,,,
603171.SH,20210608,20210608.0,20201231,337682816.43,132828659.06,,,
301004.SZ,20210607,20210607.0,20201231,70295529.02,13756112.38,,,
