ts_code,ann_date,end_date,total_liab,money_cap,total_assets
603056.SH,20171226,20161231,3187763704.21,786675616.59,5713678259.26
002918.SZ,20171129,20161231,1356151026.09,304537679.88,2148224596.42
603367.SH,20170911,20161231,982260585.99,429901824.42,3280770757.84
002893.SZ,20170807,20161231,913339521.88,250592713.16,1253029300.02
603129.SH,20170731,20161231,620892074.57,335460000.39,1008379662.69
603233.SH,20170711,20161231,2238044173.54,668447785.41,3580128741.54
920491.BJ,20170630,20161231,76828259.36,189781942.88,510164806.3
003040.SZ,20170630,20161231,804290000.0,,1414610000.0
688596.SH,20170630,20161231,555903768.46,78965044.18,891964062.14
688103.SH,20170630,20161231,200230825.27,132727045.31,488756587.49
301372.SZ,20170630,20161231,221941232.82,82748548.05,432835084.75
603612.SH,20170628,20161231,1662062773.16,193921389.63,3118288691.43
300673.SZ,20170628,20161231,165364365.59,187117796.46,558764137.97
603707.SH,20170628,20161231,208093506.86,265692877.32,1522702902.46
300676.SZ,20170627,20161231,777521420.39,748643124.48,4230094229.85
301248.SZ,20170627,20161231,54058938.99,39719746.33,149378275.9
002887.SZ,20170627,20161231,484250670.62,68735798.46,1205498802.46
002884.SZ,20170627,20161231,104949481.66,82060406.47,686283783.45
603387.SH,20170626,20161231,91126171.47,26257263.12,434087417.01
300675.SZ,20170626,20161231,249106262.56,98880226.75,535667956.81
000511.SZ,20170624,20161231,2291577655.75,55856091.83,3641895633.9
300904.SZ,20170624,20161231,67460265.43,3357312.04,85963555.24
920856.BJ,20170623,20161231,127311288.69,72811784.85,373144271.34
920642.BJ,20170621,20161231,40548009.33,12309919.06,86759986.01
920639.BJ,20170620,20161231,869651993.13,134828547.62,1322646211.41
603757.SH,20170620,20161231,282421627.85,131131098.43,622218646.4
301082.SZ,20170620,20161231,616099800.78,114251978.24,841765444.01
300672.SZ,20170620,20161231,138707361.64,314047877.45,848361654.78
603730.SH,20170619,20161231,1056710828.0,214004491.8,2564275924.61
603305.SH,20170619,20161231,229531240.88,99248267.84,745843858.02
301113.SZ,20170617,20161231,28854373.67,14153506.35,111407023.31
603331.SH,20170615,20161231,363104343.67,27204295.78,722161278.98
603933.SH,20170615,20161231,413292389.38,179373841.28,800646432.81
300670.SZ,20170614,20161231,139295503.41,42581270.72,386771838.73
300671.SZ,20170614,20161231,187597705.91,58349558.76,456229115.29
002885.SZ,20170613,20161231,343098040.03,127151872.54,691140008.97
603617.SH,20170612,20161231,222955204.47,53092295.94,460558230.24
688160.SH,20170612,20161231,52423035.15,73770214.62,226573963.97
002886.SZ,20170612,20161231,294526330.27,87793328.01,651051984.71
603801.SH,20170612,20161231,738448066.4,426063892.14,1404770694.9
920553.BJ,20170610,20161231,114082669.25,33124603.22,301686701.72
920634.BJ,20170609,20161231,21911822.37,3780368.94,53854865.79
300669.SZ,20170609,20161231,37473329.98,60880395.61,258826275.32
301062.SZ,20170609,20161231,158140023.7,22949833.01,643997635.18
603938.SH,20170608,20161231,84292032.58,56125192.89,624945302.62
603043.SH,20170607,20161231,377407556.69,733564106.25,1328235722.19
301001.SZ,20170607,20161231,123879607.61,89333931.03,253871576.92
688378.SH,20170606,20161231,79269503.29,17495951.15,155367963.95
002883.SZ,20170606,20161231,82449226.98,19044591.47,249618473.74
300667.SZ,20170605,20161231,68020249.23,51402090.6,229642022.7
688083.SH,20170603,20161231,48092922.76,12666738.7,87530570.15
300668.SZ,20170602,20161231,98803385.53,43832985.34,229348021.34
002882.SZ,20170602,20161231,390086806.01,137952189.91,1167393866.73
603335.SH,20170601,20161231,303495107.82,15296321.36,691117107.02
603380.SH,20170601,20161231,306811236.78,51835447.06,531285834.19
002881.SZ,20170531,20161231,244926679.16,17744816.1,473075742.04
603679.SH,20170531,20161231,201194627.77,68386363.38,465782408.61
688616.SH,20170526,20161231,360629823.58,139448704.91,690443085.34
300665.SZ,20170525,20161231,182630351.84,58309037.64,432251941.71
603226.SH,20170524,20161231,256008674.73,83727247.25,574706947.18
603980.SH,20170524,20161231,715649088.31,407523793.88,3000307020.24
300666.SZ,20170523,20161231,357403400.67,85721538.1,646900667.21
603879.SH,20170523,20161231,77062936.78,41634868.54,337705529.4
002880.SZ,20170522,20161231,403437834.05,61909559.87,909879513.89
002879.SZ,20170522,20161231,295270353.02,294077302.17,1010922998.18
