ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,revenue,total_revenue,oper_cost,operate_profit,total_profit,n_income,basic_eps
000509.SZ,20220118,20220118,20211231,1,1,294590261.33,294590261.33,248856985.31,1891139.53,2341284.57,-1641143.91,-0.0053
002107.SZ,20220121,20220121,20211231,1,1,942674553.55,942674553.55,212378228.72,192686261.8,189955681.36,161323120.65,0.28
600272.SH,20220128,20220128,20211231,1,1,669830444.59,669830444.59,492861179.56,25721279.36,24627623.95,16377446.5,0.09
300803.SZ,20220125,20220125,20211231,1,1,932420978.0,932420978.0,110894756.0,190342568.0,189674899.0,176196693.0,0.44
300708.SZ,20220129,20220129,20211231,1,1,2009197450.44,2009197450.44,1669935548.12,191522296.17,190314305.1,177076598.51,0.34
603132.SH,20220127,20220127,20211231,1,1,1252457121.51,1252457121.51,368944717.76,539047147.0,539251110.85,462890218.01,0.53
300390.SZ,20220208,20220208,20211231,1,1,3397557862.27,3397557862.27,1661473193.74,1469590757.38,1470582196.76,1251042934.94,1.59
002188.SZ,20220129,20220129,20211231,1,1,273947437.76,273947437.76,179876929.33,140851251.45,158743099.21,148250096.67,0.511
000670.SZ,20220215,20220215,20211231,1,1,2890027934.17,2890027934.17,2677236473.08,84864545.69,84670908.5,55829155.07,0.004
603209.SH,20220214,20220214,20211231,1,1,566861242.23,566861242.23,274443119.91,267660477.79,266144402.43,199085318.95,1.33
001266.SZ,20220209,20220209,20211231,1,1,502482422.42,502482422.42,272908134.62,147755615.03,147456340.38,130257222.81,2.36
000798.SZ,20220210,20220210,20211231,1,1,462390686.83,462390686.83,523578665.49,-82164477.57,-88863525.44,-88868695.99,-0.2688
002092.SZ,20220217,20220217,20211231,1,1,62463275757.6,62463275757.6,53781854388.29,3567819672.04,3580469900.04,3007486295.65,1.1623
301229.SZ,20220209,20220209,20211231,1,1,548721278.84,548721278.84,416010941.07,61510107.57,61509148.92,52513015.29,0.88
301215.SZ,20220216,20220216,20211231,1,1,297785153.08,297785153.08,89073084.13,133265287.27,135245897.84,103167001.94,0.1
688281.SH,20220216,20220216,20211231,1,1,511851977.02,511851977.02,210815712.73,267560004.2,266073149.97,233169473.19,4.66
002984.SZ,20220215,20220215,20211231,1,1,5177269183.43,5177269183.43,3969248411.29,728337536.46,775372328.54,753358589.56,1.16
002092.SZ,20220217,20220217,20211231,1,1,62463275757.6,62463275757.6,53781854388.29,3567819672.04,3580469900.04,3007486295.65,1.1623
688163.SH,20220218,20220218,20211231,1,1,208693627.46,208693627.46,33944149.13,88047704.83,87715368.74,76800002.15,0.95
301222.SZ,20220218,20220218,20211231,1,1,546892691.37,546892691.37,410353427.26,102126979.82,102030063.87,89674553.15,1.18
603169.SH,20220219,20220219,20211231,1,1,4037060987.7,4037060987.7,3357787587.56,124169520.6,123066177.16,133260876.91,0.1167
301218.SZ,20220221,20220221,20211231,1,1,524370122.5,524370122.5,387646935.95,71537779.73,71015208.93,62188582.19,1.06
002947.SZ,20220222,20220222,20211231,1,1,1130169487.23,1130169487.23,827332342.95,44122563.6,43335279.62,29826101.09,0.19
002014.SZ,20220225,20220225,20211231,1,1,3023694551.66,3023694551.66,2351263310.14,356632016.18,359916489.93,321118085.61,0.63
003038.SZ,20220225,20220225,20211231,1,1,2596549113.2,2596549113.2,2255882006.98,112808827.86,124130728.88,121007823.35,1.19
688207.SH,20220225,20220225,20211231,1,1,293562254.03,293562254.03,130258248.05,-68465118.09,-68713032.02,-68713032.02,-0.49
002402.SZ,20220222,20220222,20211231,1,1,5985847042.59,5985847042.59,4730843184.48,661832242.98,666355375.85,620894368.15,0.6056
603070.SH,20220221,20220221,20211231,1,1,2160322912.61,2160322912.61,1545428078.5,216619182.6,216267611.37,189924421.56,0.56
833874.BJ,20220223,20220223,20211231,1,1,160378047.84,160378047.84,66369488.94,83294596.89,81426900.87,70403675.01,0.7
688115.SH,20220223,20220223,20211231,1,1,222245139.46,222245139.46,59745467.62,73518151.37,73318320.26,66039432.18,1.36
300753.SZ,20220226,20220226,20211231,1,1,461210894.6,461210894.6,166331955.01,55787539.15,55300382.99,53318407.96,0.4289
603897.SH,20220226,20220226,20211231,1,1,10726728963.94,10726728963.94,10089454547.31,397595157.4,395581560.53,341104603.35,1.89
002759.SZ,20220222,20220222,20211231,1,1,2252564970.63,2252564970.63,1055406200.99,889922451.5,886738010.36,744610191.26,1.85
301110.SZ,20220222,20220222,20211231,1,1,879526064.93,879526064.93,464004860.42,175229898.32,175187860.68,150980852.07,2.95
688175.SH,20220224,20220224,20211231,1,1,495250297.74,495250297.74,215072521.28,130830268.59,129703595.21,118593569.24,1.71
600423.SH,20220226,20220226,20211231,1,1,127290163.2,127290163.2,101594015.51,28312899.73,28814887.69,28814887.69,0.04
300443.SZ,20220226,20220226,20211231,1,1,1650839299.81,1650839299.81,1004472552.34,572995066.62,574410480.56,496377835.35,1.9
688200.SH,20220226,20220226,20211231,1,1,878269295.84,878269295.84,173748487.47,505225846.67,508183607.9,438773193.33,7.16
301218.SZ,20220221,20220221,20211231,1,1,524370122.5,524370122.5,387646935.95,71537779.73,71015208.93,62188582.19,1.06
301236.SZ,20220224,20220224,20211231,1,1,16623208728.13,16623208728.13,12522412016.57,1013011088.15,1018294806.51,937631338.08,2.62
688102.SH,20220225,20220225,20211231,1,1,967640283.91,967640283.91,781447735.55,67696063.44,67026282.88,61283684.07,0.1735
002138.SZ,20220226,20220226,20211231,1,1,4577317517.81,4577317517.81,2972778723.08,944930350.14,939240500.01,849908059.72,0.98
688368.SH,20220224,20220224,20211231,1,1,2302348183.58,2302348183.58,1198898149.94,763241746.55,760105334.94,710837260.4,10.95
